permit_type,name_of_facility,geoid,tract_latitude,tract_longitude,lat,lon
HLHOSPICEPROGRAM,HOMESTEAD HOSPICE OF GREENVILLE,45045004400,+34.8479697,-082.3501653,34.852528,-82.381924
HLINHOMECARE,HOMEWATCH CAREGIVERS OF ROCK HILL,45091060700,+34.9606397,-081.0380086,34.972284,-81.054707
HLINHOMECARE,HOMEWATCH CAREGIVERS OF WEST ASHLEY,45019002605,+32.8034113,-079.9928200,32.797963,-80.002057
HLTATTOOFAC,HONOR AND GLORY TATTOO,45083022802,+35.0145298,-082.0963419,35.04938127,-82.1057248
HLNURSINGCARE,HONORAGE NURSING CENTER,45041000201,+34.1991944,-079.8244682,34.21482625,-79.79757546
HLINHOMECARE,HOPE & GRACE LLC,45045002503,+34.9060735,-082.2434794,34.912612,-82.250942
HLINHOMECARE,HOPE AND FREEDOM HOME CARE,45051070300,+33.8534671,-079.0653864,33.843094,-79.060294
HLADULTDAYCARE,HOPE BRIDGE AT THE HOLLIES,45063020506,+34.0140354,-081.1321082,34.005087,-81.125101
HLADULTDAYCARE,HOPE BRIDGE AT THE OAKS,45063020506,+34.0140354,-081.1321082,34.0036907,-81.13389751
HLPSADOUTPATIENT,HOPE FOR FAMILIES RECOVERY CENTER,45045002503,+34.9060735,-082.2434794,34.90887672,-82.23990942
HLINHOMECARE,HOPE GARDENS LLC,45041001100,+34.1907523,-079.7961389,34.1967621,-79.78434856
HLINHOMECARE,HOPE LOVE & COMPASSIONATE CARE,45079011413,+34.1061891,-080.8804863,34.111625,-80.890354
HLADULTDAYCARE,HOPEWELL SENIOR DAY CARE CENTER,45089970801,+33.5023185,-079.8244808,33.572033,-79.874723
HLADULTDAYCARE,HORIZON ADULT DAY CARE,45007001100,+34.5418110,-082.6594195,34.54943492,-82.67067882
HLHABITATIONR15,HORRELL HILL COMMUNITY RESIDENCE,45079011901,+33.9611342,-080.8599622,33.96303062,-80.84660862
HLPSADOUTPATIENT,HORRY COUNTY DRUG COURT,45051070200,+33.8580120,-079.0476531,33.83307254,-79.04600615
HLHOSPICEFACILITY,HOSPICE & COMMUNITY CARE HOUSE,45091060700,+34.9606397,-081.0380086,34.9736043,-81.03002202
HLHOSPICEPROGRAM,HOSPICE & PALLIATIVE CARE PALMETTO REGION,45057011201,+35.0020502,-080.8717949,34.98686804,-80.87548352
HLHOSPICEPROGRAM,HOSPICE & PALLIATIVE CARE PALMETTO REGION-LAURENS COUNTY,45059920800,+34.4227328,-081.8992407,34.458933,-81.861405
HLHOSPICEPROGRAM,HOSPICE AND COMMUNITY CARE,45091060700,+34.9606397,-081.0380086,34.97187862,-81.0292526
HLHOSPICEPROGRAM,HOSPICE AND PALLIATIVE CARE OF THE PIEDMONT,45047970400,+34.1698568,-082.2054546,34.17286766,-82.1599253
HLHOSPICEPROGRAM,HOSPICE CARE OF SOUTH CAROLINA,45083021403,+34.9924944,-081.9122498,34.98122956,-81.89453539
HLHOSPICEPROGRAM,HOSPICE CARE OF SOUTH CAROLINA LOWCOUNTRY,45083021403,+34.9924944,-081.9122498,34.980627,-81.894544
HLHOSPICEPROGRAM,HOSPICE CARE OF THE LOWCOUNTRY INC,45013002107,+32.2608068,-080.8659839,32.27032195,-80.86695208
HLHOSPICEPROGRAM,HOSPICE COMPASSUS GREENVILLE/SPARTANBURG,45045000500,+34.8376715,-082.4115284,34.83214,-82.405733
HLHOSPICEFACILITY,HOSPICE HOUSE OF HOSPICE AND PALLIATIVE CARE OF THE PIEDMONT,45047970400,+34.1698568,-082.2054546,34.17287055,-82.15992467
HLHOSPICEPROGRAM,HOSPICE OF CHARLESTON,45019003111,+32.8740625,-080.0295600,32.881559,-80.015865
HLHOSPICEPROGRAM,HOSPICE OF LANCASTER AND THE PIEDMONT,45057010800,+34.7162854,-080.7786524,34.715849,-80.790823
HLHOSPICEPROGRAM,HOSPICE OF SCOTLAND COUNTY,45069960200,+34.5638971,-079.7572819,34.631343,-79.69673316
HLHOSPICEPROGRAM,HOSPICE OF THE UPSTATE,45007000300,+34.5294088,-082.6282596,34.52273722,-82.61918552
HLHOSPICEPROGRAM,HOSPICE SERVICES OF SC,45003020802,+33.4918418,-081.9708285,33.490404,-81.973989
HLHEARINGAIDSPECTEMP,"HOWARD, BRANDON D.",45063021109,+34.0512270,-081.1754666,34.057665,-81.164799
HLTATTOOFAC,HOWLING DOG COLLECTIVE,45063021111,+34.0661938,-081.1554643,34.069214,-81.142013
HLHEARINGAIDSPEC,"HOYOS, BRENTON A.",45015020720,+33.0167927,-080.0592717,33.01892,-80.056877
HLINHOMECARE,HSSC HOMECARE,45045003705,+34.8515148,-082.4672029,34.853199,-82.456844
HLHABITATIONR15,HUGHES STREET COMMUNITY RESIDENCE,45045003101,+34.7043385,-082.2045941,34.69398766,-82.19033877
HLINHOMECARE,HUNT FAMILY HOME CARE,45019003105,+32.9118630,-080.0314105,32.901355,-80.023917
HLHEARINGAIDSPEC,"HUNTER-FIELDS, LORI M.",45063021030,+33.9818300,-081.2111492,33.984654,-81.207895
HLHEARINGAIDSPEC,"HUTSON, ROBIN D.",45063020703,+33.9136144,-081.1464299,33.904792,-81.149372
HLTATTOOFAC,HWY 1 TATTOO,45055970903,+34.1746939,-080.8163615,34.167169,-80.799748
HLTATTOOFAC,IBROW DELUXE MEDICAL SPA,45041001300,+34.1682753,-079.8015603,34.173916,-79.806097
HLINHOMECARE,ICARE HOME SOLUTIONS LLC,45019004612,+32.8352937,-079.8334709,32.837944,-79.855818
HLRESIDENTIALCARE,IDA LANE I CRCF,45079011404,+34.1092531,-080.9554245,34.11219588,-80.98035325
HLRESIDENTIALCARE,IDA LANE II CRCF,45079011404,+34.1092531,-080.9554245,34.11218648,-80.97957166
HLINHOMECARE,IHC AGENCY,45079010103,+34.1714304,-080.9313751,34.14773,-80.935181
HLBODYPIERCINGFAC,IMMACULATE STUDIOS,45079003000,+34.0011753,-081.0215931,34.00022037,-81.01750085
HLTATTOOFAC,IMPERIAL INK TATTOO STUDIO,45041001100,+34.1907523,-079.7961389,34.194804,-79.806529
HLINHOMECARE,IN HOME ASSISTED LIVING,45045002108,+34.8289154,-082.4158114,34.82567254,-82.41135326
HLINHOMECARE,IN HOME CARE SERVICES,45063020708,+33.8952586,-081.1260597,33.87924291,-81.11644178
HLINHOMECARE,IN LOVING HANDS HOME CARE AGENCY,45045003005,+34.7373354,-082.2632243,34.738122,-82.263712
HLTATTOOFAC,INCREDIBLE INK,45013010300,+32.1728039,-080.7602214,32.15559042,-80.75713456
HLINHOMECARE,INDEPENDENT STAY HOMECARE,45045002905,+34.7564671,-082.3154601,34.763938,-82.316271
HLRESIDENTIALCARE,INDIGO HALL,45019001902,+32.7627874,-079.9653762,32.761207,-79.980562
HLADULTDAYCARE,INFINITE HOPE ADULT DAY CARE CENTER,45061920302,+34.1505544,-080.2166106,34.165943,-80.299188
HLINHOMECARE,INFINITE LOVE CARE AGENCY,45045003705,+34.8515148,-082.4672029,34.854339,-82.456077
HLTATTOOFAC,INK ICONS TATTOO STUDIO,45083021600,+34.9766538,-081.9550681,34.98059838,-81.97373519
HLTATTOOFAC,INK KINGZ,45083021802,+34.9970483,-081.9699542,35.009026,-81.95455
HLTATTOOFAC,INK REVOLUZION TATTOOS,45053950300,+32.2481288,-081.0599775,32.28140123,-81.0807497
HLTATTOOFAC,INK THERAPY CUSTOM TATTOO STUDIO,45009960100,+33.3261599,-081.1667580,33.32494848,-81.13436358
HLTATTOOFAC,INK WAVE,45051050600,+33.7041378,-078.8898834,33.70779658,-78.90654787
HLTATTOOFAC,INKSCLUSIVE TATTOOS STUDIO,45087030500,+34.6629992,-081.5935650,34.693979,-81.62894
HLBODYPIERCINGFAC,INKWORKS PIERCING,45059920104,+34.6162760,-082.1879444,34.665551,-82.178054
HLTATTOOFAC,INKWORKS TATTOO,45059920104,+34.6162760,-082.1879444,34.66554459,-82.1780498
HLRESIDENTIALCARE,INLET COASTAL RESORT,45043920502,+33.5181934,-079.0806567,33.53534178,-79.05792714
HLRESIDENTIALCARE,INLET OAKS ASSISTED LIVING COMMUNITY,45051051604,+33.5900710,-079.0642326,33.58037547,-79.03949091
HLNURSINGCARE,INMAN OPERATIONS,45083022900,+35.0471492,-082.0859382,35.05022,-82.091648
HLPSADOUTPATIENT,INNOVATIVE SOLUTIONS CONSULTING & COUNSELING GROUP,45079003100,+34.0078902,-081.0307786,34.00451,-81.0267
HLPSADOUTPATIENT,INSIGHTS EDUCATIONAL AND TREATMENT SERVICES,45079010407,+34.0504530,-081.0900867,34.05157315,-81.10157808
HLINHOMECARE,INTEGRITY HOME CARE,45013010600,+32.2452931,-080.7347150,32.21597093,-80.72297422
HLINHOMECARE,INTEGRYS HOME CARE,45083021200,+34.9509248,-081.9167596,34.94608853,-81.91450886
HLHOMEHEALTH,INTERIM HEALTHCARE,45019003111,+32.8740625,-080.0295600,32.88228718,-80.01655498
HLHOMEHEALTH,INTERIM HEALTHCARE OF ROCK HILL,45091060905,+34.9584300,-081.0651330,34.9539131,-81.04750892
HLHOSPICEPROGRAM,INTERIM HEALTHCARE OF THE TRIAD,45091060905,+34.9584300,-081.0651330,34.95404089,-81.0474102
HLHOMEHEALTH,INTERIM HEALTHCARE OF THE UPSTATE,45045002808,+34.8429987,-082.2609847,34.854982,-82.241943
HLHOSPICEPROGRAM,INTERIM HEALTHCARE OF THE UPSTATE HOSPICE,45045002808,+34.8429987,-082.2609847,34.854982,-82.241943
HLINHOMECARE,INTERIM HEALTHCARE OF THE UPSTATE PERSONAL CARE,45045002808,+34.8429987,-082.2609847,34.854982,-82.241943
HLINHOMECARE,INTERIM HEALTHCARE-CHARLESTON,45019003900,+32.8491452,-080.0158790,32.84549148,-80.01522231
HLINHOMECARE,INTERIM HEALTHCARE-ROCK HILL,45091060905,+34.9584300,-081.0651330,34.95369301,-81.04811758
HLHOMEHEALTH,INTRAMED PLUS,45063020506,+34.0140354,-081.1321082,34.01048,-81.130694
HLHOMEHEALTH,INTREPID USA HEALTHCARE SERVICES,45019003115,+32.9798853,-080.0611887,32.97775164,-80.06498329
HLHOSPICEPROGRAM,INTREPID USA HOSPICE-LOW COUNTRY,45019003115,+32.9798853,-080.0611887,32.977536,-80.06471
HLRESIDENTIALCARE,INVERNESS AT SPARTANBURG,45083022101,+34.9349253,-081.8645377,34.93906297,-81.8585992
HLTATTOOFAC,IRON LOTUS STUDIOS,45019002801,+32.7772208,-080.0378763,32.7886362,-80.02627732
HLRESIDENTIALCARE,ISLAND COVE AT HILTON HEAD,45013010700,+32.2572090,-080.7106039,32.219459,-80.714356
HLHOMEHEALTH,ISLAND HEALTH CARE,45053950201,+32.3984799,-080.9415727,32.30881785,-80.97228467
HLHOSPICEPROGRAM,ISLAND HOSPICE,45053950201,+32.3984799,-080.9415727,32.30883135,-80.97201577
HLTATTOOFAC,ISLAND TATTOO COMPANY,45013010300,+32.1728039,-080.7602214,32.16051574,-80.76323195
HLNURSINGCARE,IVA REHABILITATION AND HEALTHCARE CENTER,45007011700,+34.3109700,-082.6793835,34.309118,-82.667594
HLTATTOOFAC,IVORY TIGER STUDIOS,45015020717,+33.0290919,-080.0980921,33.04461814,-80.10522575
HLRESIDENTIALCARE,IVORYS LOVING CARE II,45019003700,+32.8671057,-079.9825338,32.86924445,-79.98495582
HLRESIDENTIALCARE,IVORY'S LOVING CARE RESIDENTIAL FACILITY,45019004300,+32.8501669,-079.9673955,32.85046586,-79.96296938
HLRESIDENTIALCARE,IVY GROVE RESIDENTIAL CARE CENTER,45021970302,+35.0992561,-081.6011090,35.09846898,-81.64778595
HLRESIDENTIALCARE,J & T RESIDENTIAL CARE FACILITY,45049920200,+32.8590563,-081.0106074,32.89372831,-81.05295755
HLRESIDENTIALCARE,J C LARAES SOUTHWINDS ASSISTED LIVING COMMUNITY,45055970401,+34.2844433,-080.7465529,34.28765449,-80.79773634
HLHABITATIONR15,J CLAUDE FORT COMMUNITY RESIDENCE BUILDING I,45021970201,+35.0819573,-081.7015857,35.07616603,-81.66032149
HLHABITATIONR15,J CLAUDE FORT COMMUNITY RESIDENCE BUILDING II,45021970201,+35.0819573,-081.7015857,35.07595119,-81.66003459
HLNURSINGCARE,J F HAWKINS NURSING HOME,45071950202,+34.2795093,-081.5635938,34.28516012,-81.6057959
HLHABITATIONR15,J FELTON BURTON COMMUNITY RESIDENCE,45047970400,+34.1698568,-082.2054546,34.17154059,-82.18990818
HLRESIDENTIALCARE,J J RESIDENTIAL CARE,45075011400,+33.5011636,-080.8687913,33.49701153,-80.86824853
HLINHOMECARE,JEANETTE'S LOVING CARE,45035010809,+32.9987250,-080.1662810,32.98930822,-80.16046171
HLRENALDIALYSIS,JEDBURG DIALYSIS,45035010603,+33.0468783,-080.2171274,33.0551118,-80.23839227
HLINHOMECARE,JENKINS HOME CARE,45019002701,+32.7976991,-080.0287926,32.791302,-80.038742
HLMIDWIFE,JENNIFER KITCHTON,45091061004,+35.0120768,-080.9768143,35.0237,-80.983674
HLRESIDENTIALCARE,JENNI-LYNN ASSISTED LIVING COMMUNITY,45063020505,+33.9923387,-081.0921352,33.99628156,-81.10063518
HLINHOMECARE,JEREMIAH INVESTORS-GREENWOOD,45047970400,+34.1698568,-082.2054546,34.190702,-82.162317
HLAMBULATORYSURGERY,JERVEY EYE CENTER,45045002108,+34.8289154,-082.4158114,34.82270548,-82.41715319
HLRESIDENTIALCARE,JESSAMINE COMMUNITY RESIDENCE,45043920600,+33.3933217,-079.3306841,33.40975181,-79.28888158
HLRESIDENTIALCARE,JOANNE'S COMMUNITY CARE HOME #1,45079011407,+34.1090625,-080.7877667,34.10872984,-80.80785852
HLRESIDENTIALCARE,JOANNE'S COMMUNITY CARE HOME II,45079011404,+34.1092531,-080.9554245,34.11109484,-80.93897259
HLINHOMECARE,JOAN'S HEALTH CARE LLC,45067950600,+34.1309919,-079.3264614,34.187786,-79.335236
HLHABITATIONR15,JOHN A REAGAN RESIDENCE,45031010600,+34.3700380,-080.0231357,34.37969444,-80.04876696
HLNURSINGCARE,JOHN EDWARD HARTER NURSING CENTER,45005970400,+32.8745690,-081.3241455,32.96620247,-81.24885221
HLNURSINGCARE,JOHNS ISLAND POST ACUTE,45019002101,+32.7430103,-080.0840064,32.71912953,-80.08397645
HLHEARINGAIDSPEC,"JOHNS, KENNETH H.",45063021109,+34.0512270,-081.1754666,34.064933,-81.180162
HLMIDWIFE,"JOHNSON, LISA MARIE",45091061006,+35.0837032,-080.9455792,35.08055895,-80.97209231
HLHEARINGAIDSPEC,"JOHNSON, RUSSELL E., JR.",45079010104,+34.2216804,-080.9019379,34.222007,-80.895614
HLHEARINGAIDSPECTEMP,"JOHNSON, TREVOR L.",45083022007,+34.9036817,-081.9662257,34.921233,-81.970396
HLRESIDENTIALCARE,JOHNSONVILLE ADULT CARE SERVICES,45041001900,+33.8455832,-079.4838564,33.80814129,-79.472263
HLHABITATIONR15,JOHNSONVILLE HAMPTON PLACE COMMUNITY RESIDENCE,45041001900,+33.8455832,-079.4838564,33.81126762,-79.44713324
HLHEARINGAIDSPECTEMP,"JOHNSTON, TERESA S.","",,,33.504467,-82.134565
HLNURSINGCARE,JOLLEY ACRES HEALTHCARE CENTER,45075011300,+33.4824862,-080.8596624,33.47618885,-80.85554824
HLHEARINGAIDSPECTEMP,"JONES, CAROLYN D.",45013011000,+32.1962579,-080.7074487,32.195231,-80.73705
HLHEARINGAIDSPEC,"JONES, LINDA WYKE",45057011201,+35.0020502,-080.8717949,35.00480925,-80.86791659
HLHEARINGAIDSPEC,JOSHUA D VAN NESS,45051060204,+33.7068355,-078.9669823,33.724052,-78.949716
HLRESIDENTIALCARE,JOSHUAS FOUNDATION,45039960300,+34.3424663,-080.9219134,34.30077594,-80.94217531
HLRESIDENTIALCARE,JOSIE DRIVE COMMUNITY RESIDENCE,45029970402,+32.9671267,-080.6527418,32.9161129,-80.67194037
HLRESIDENTIALCARE,JOY COMMUNITY CARE HOME,45079010703,+34.0653125,-080.9965762,34.06559776,-80.98674285
HLINHOMECARE,JOYFUL HANDS HOMECARE AGENCY,45045001101,+34.8804194,-082.3786068,34.865942,-82.38079
HLINHOMECARE,JUDAH MED CARE LLC,45063020511,+34.0486881,-081.1314404,34.042697,-81.142068
HLTATTOOFAC,JUST ANOTHER HOLE IN THE WALL TATTOO,45007001100,+34.5418110,-082.6594195,34.55028407,-82.67357403
HLINHOMECARE,JUST FOR YOU HOME CARE,45011970300,+33.2731810,-081.3721662,33.258762,-81.377279
HLINHOMECARE,JUST FOR YOU IN HOME CARE SERVICES,45041001300,+34.1682753,-079.8015603,34.17182474,-79.81704325
HLINHOMECARE,JUST US CARING HEALTH CARE,45045001803,+34.9002092,-082.3255295,34.900968,-82.3341
HLHEARINGAIDSPEC,"JUVENNELLIANO, JESSICA C.",45063021024,+33.9423513,-081.3050478,33.95866127,-81.28673097
HLINHOMECARE,K KARES,45013010300,+32.1728039,-080.7602214,32.165765,-80.784835
HLINHOMECARE,KANDAKA CARE,45045002816,+34.8025393,-082.1900960,34.800166,-82.193166
HLINHOMECARE,KARING IN MIND,45079011608,+33.9677250,-080.9299446,33.96992179,-80.94756913
HLINHOMECARE,KARING NEST SERVICES,45019003106,+33.0022955,-080.1401076,33.003659,-80.134411
HLHEARINGAIDSPECTEMP,"KEDNOCKER, MELISSA D.",45071950602,+34.1483660,-081.4434453,34.197337,-81.413003
HLRENALDIALYSIS,KELLEY CORNERS DIALYSIS,45041002201,+33.8669969,-079.7884800,33.876942,-79.75656
HLHEARINGAIDSPEC,"KELLY, KATHLEEN M.",45019002801,+32.7772208,-080.0378763,32.79027593,-80.05090734
HLRESIDENTIALCARE,KEMPTON OF GREENVILLE,45045002609,+34.8807179,-082.2731127,34.869968,-82.256996
HLINHOMECARE,KENNEDY'S ASSISTIVE LIVING & EDUCATIONAL FACILITY (KALEF),45079011301,+34.0374796,-080.9464728,34.04803924,-80.94402809
HLRESIDENTIALCARE,KENSINGTON I,45079000400,+34.0350024,-081.0510468,34.03091253,-81.05749915
HLRESIDENTIALCARE,KENSINGTON II GROUP HOME,45063020602,+33.9636284,-081.1190800,33.97542385,-81.10957555
HLRENALDIALYSIS,KEOWEE DIALYSIS CENTER,45073030601,+34.7033834,-082.9775697,34.69733872,-82.95440058
HLRESIDENTIALCARE,KEOWEE PLACE,45073030601,+34.7033834,-082.9775697,34.71052328,-82.92747218
HLADULTDAYCARE,KERSHAW COUNTY ADULT DAY CARE CENTER,45055970500,+34.2954753,-080.6158639,34.268937,-80.609038
HLHOSPITAL,KERSHAWHEALTH,45055970800,+34.2226390,-080.5951484,34.25316497,-80.59003296
HLHOMEHEALTH,KERSHAWHEALTH HOME HEALTH,45055970403,+34.2183873,-080.6619753,34.21771164,-80.69759894
HLHOSPICEPROGRAM,KERSHAWHEALTH HOSPICE,45055970403,+34.2183873,-080.6619753,34.21771164,-80.69759894
HLNURSINGCARE,KERSHAWHEALTH KARESH LONG TERM CARE,45055970800,+34.2226390,-080.5951484,34.25215203,-80.58936386
HLINHOMECARE,KEY CHOICE HOME CARE,45063021028,+33.9760750,-081.2676397,33.991873,-81.234159
HLPSADINPATIENT,KEYSTONE INPATIENT SERVICES,45091060905,+34.9584300,-081.0651330,34.95541677,-81.0485678
HLPSADOUTPATIENT,KEYSTONE SUBSTANCE ABUSE SERVICES,45091060905,+34.9584300,-081.0651330,34.95541178,-81.04859127
HLMIDWIFEAPPRENTICE,"KIM, DEBORAH",45051060303,+33.8244836,-078.7356766,33.817368,-78.751516
HLHOMEHEALTH,KINDRED AT HOME,45079010411,+34.0430439,-081.1062233,34.04168852,-81.11216351
HLHOMEHEALTH,KINDRED AT HOME-ANDERSON,45007001000,+34.5398822,-082.6812250,34.53372259,-82.68587975
HLHOMEHEALTH,KINDRED AT HOME-CHARLESTON,45019003111,+32.8740625,-080.0295600,32.88155918,-80.0158638
HLHOMEHEALTH,KINDRED AT HOME-COASTAL,45051050500,+33.7168113,-078.8665665,33.71015,-78.88102537
HLHOMEHEALTH,KINDRED AT HOME-GREENVILLE,45045001808,+34.8451301,-082.3292341,34.85636633,-82.32878722
HLHOMEHEALTH,KINDRED AT HOME-LOW COUNTRY,45029970402,+32.9671267,-080.6527418,32.92201301,-80.67152495
HLHOMEHEALTH,KINDRED AT HOME-MIDLANDS,45071950202,+34.2795093,-081.5635938,34.29662216,-81.61027248
HLHOMEHEALTH,KINDRED AT HOME-PEE DEE,45041001100,+34.1907523,-079.7961389,34.19592086,-79.79812292
HLHOMEHEALTH,KINDRED AT HOME-UPSTATE,45021970202,+35.1437371,-081.6698882,35.099909,-81.673929
HLHOSPICEPROGRAM,KINDRED HOSPICE,45083021302,+34.9498435,-081.8897359,34.95999205,-81.90646615
HLHOSPICEPROGRAM,KINDRED HOSPICE-GREENVILLE,45045001808,+34.8451301,-082.3292341,34.85635919,-82.32880551
HLHABITATIONR15,KINGS COMMUNITY RESIDENCE,45075011100,+33.5450483,-080.8457594,33.51354756,-80.83107471
HLHEARINGAIDSPECTEMP,"KIRBY, TRACY Y.",45045003014,+34.7342749,-082.3008749,34.718956,-82.307565
HLHOSPITAL,KIRKLAND CORRECTIONAL INSTITUTION INFIRMARY,45079010408,+34.0695655,-081.0984227,34.07124092,-81.09901243
HLRESIDENTIALCARE,KIVA LODGE,45079010104,+34.2216804,-080.9019379,34.21360099,-80.91849826
HLBODYPIERCINGFAC,KNOTTY HEADZ BODY PIERCING II,45079011305,+34.0553078,-080.9267630,34.04248268,-80.93832517
HLTATTOOFAC,KNOTTY HEADZ TATTOO FACTORY,45079011305,+34.0553078,-080.9267630,34.04244054,-80.93826476
HLMIDWIFE,"KOEHN, CATHERINE ONNALEE",45079011202,+34.0260545,-080.9781370,34.026553,-80.988463
HLINHOMECARE,KOGER HOME CARE,45063020202,+33.9592231,-081.0781384,33.96941024,-81.07781058
HLBODYPIERCINGFAC,KORUPTED BODY PIERCING,45085000901,+33.9483910,-080.3732220,33.950495,-80.376856
HLBODYPIERCINGFAC,KORUPTED BODY PIERCING-FLORENCE,45041001300,+34.1682753,-079.8015603,34.17391623,-79.80609591
HLHEARINGAIDSPECTEMP,"KOWALLEK, APRIL A.",45087030700,+34.6214610,-081.7049843,34.604758,-81.850511
HLHEARINGAIDSPEC,"KREHBIEL, STEPHEN M.",45013000800,+32.3847275,-080.6965888,32.395031,-80.692162
HLRESIDENTIALCARE,L & B CARE HOME,45081960202,+33.9835560,-081.7334123,34.04673837,-81.70457386
HLBIRTHINGCENTER,LABORS OF LOVE BIRTH CENTER,45083021403,+34.9924944,-081.9122498,34.98118201,-81.9027844
HLMIDWIFE,"LACHAPELLE, CARRIE LYNNE",45045002808,+34.8429987,-082.2609847,34.83405306,-82.29080681
HLRESIDENTIALCARE,LADIES COMMUNITY RESIDENCE,45051070500,+33.8115206,-079.0776842,33.81729794,-79.08003558
HLRESIDENTIALCARE,LADSON'S RESIDENTIAL HOME CARE,45019002006,+32.7325383,-079.9346090,32.72664153,-79.94708115
HLTATTOOFAC,LADY LIBERTY TATTOO PARLOR-LYMAN,45083023102,+34.9459973,-082.1019723,34.955742,-82.125056
HLHEARINGAIDSPEC,"LAFEBRE, JEREMY",45083022600,+35.1735263,-082.1860038,35.1713802,-82.1964681
HLADULTDAYCARE,LAKE CITY ADULT DAY CARE,45041002201,+33.8669969,-079.7884800,33.87203206,-79.75555818
HLADULTDAYCARE,LAKE CITY COMMUNITY CARE CENTER,45041002201,+33.8669969,-079.7884800,33.882955,-79.778918
HLHOSPITAL,LAKE CITY COMMUNITY HOSPITAL,45041002201,+33.8669969,-079.7884800,33.88031087,-79.7600333
HLNURSINGCARE,LAKE CITY-SCRANTON HEALTHCARE CENTER,45041002000,+33.8753636,-079.6769366,33.91592484,-79.73748277
HLNURSINGCARE,LAKE EMORY POST ACUTE CARE,45083022900,+35.0471492,-082.0859382,35.03868697,-82.09019943
HLNURSINGCARE,LAKE MARION NURSING FACILITY,45027960801,+33.6166680,-080.4129605,33.61762862,-80.36532721
HLNURSINGCARE,LAKE MOULTRIE NURSING HOME,45015020201,+33.3806007,-079.8905635,33.3972773,-79.9329026
HLRESIDENTIALCARE,LAKE WYLIE ASSISTED LIVING COMMUNITY,45091061707,+35.1328855,-081.0658123,35.11471586,-81.0706488
HLRESIDENTIALCARE,LAKES AT LITCHFIELD ASSISTED LIVING,45043920503,+33.4766920,-079.1281755,33.4750375,-79.10680036
HLNURSINGCARE,LAKES AT LITCHFIELD SKILLED NURSING CENTER,45043920503,+33.4766920,-079.1281755,33.47379854,-79.10683179
HLRESIDENTIALCARE,LAKESIDE PLACE SENIOR LIVING,45063021026,+34.0088334,-081.2774501,33.99154584,-81.28412575
HLRESIDENTIALCARE,LAKEVIEW ASSISTED LIVING,45073030500,+34.7202582,-083.0545195,34.723327,-83.113416
HLRESIDENTIALCARE,LAKEWOOD SENIOR LIVING,45083022405,+35.0550885,-081.9892445,35.0600217,-82.00244569
HLPSADOUTPATIENT,LANCASTER COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,45057010700,+34.7180813,-080.7600821,34.71950741,-80.77023609
HLNURSINGCARE,LANCASTER HEALTH AND REHABILITATION,45057011001,+34.7034846,-080.6749230,34.72118684,-80.71956162
HLRENALDIALYSIS,LANCASTER SC DIALYSIS,45057010900,+34.7385541,-080.7834700,34.71452136,-80.79625994
HLRESIDENTIALCARE,LANDRUM COMMUNITY RESIDENCE I,45083022600,+35.1735263,-082.1860038,35.16792004,-82.18053859
HLRESIDENTIALCARE,LANDRUM COMMUNITY RESIDENCE II,45083022600,+35.1735263,-082.1860038,35.16792004,-82.18053859
HLRESIDENTIALCARE,LANGIT'S ASSISTED LIVING FACILITY,45019003400,+32.8958105,-079.9746618,32.90158633,-79.99183474
HLRESIDENTIALCARE,LANGSTON PLACE,45059920800,+34.4227328,-081.8992407,34.45763541,-81.86763406
HLPSADOUTPATIENT,LANTANA RECOVERY,45019004611,+32.7918747,-079.8300457,32.790194,-79.852333
HLHEARINGAIDSPEC,"LARA, FERDINAND I.",45063021024,+33.9423513,-081.3050478,33.9482,-81.276002
HLHEARINGAIDSPEC,"LARA, HYE CHIN",45063021024,+33.9423513,-081.3050478,33.9482,-81.276002
HLINHOMECARE,LARCARE LLC,45023020100,+34.7072992,-081.1976304,34.7009,-81.203243
HLAMBULATORYSURGERY,LASER AND SKIN SURGERY CENTER,45013010700,+32.2572090,-080.7106039,32.2206695,-80.7146116
HLRESIDENTIALCARE,LAUREL CREST,45063020509,+34.0041109,-081.0744651,34.003451,-81.06421
HLHOMEHEALTH,LAUREL CREST HOME HEALTH,45063020509,+34.0041109,-081.0744651,34.003451,-81.06421
HLNURSINGCARE,LAUREL CREST RETIREMENT COMMUNITY,45063020509,+34.0041109,-081.0744651,34.003451,-81.06421
HLADULTDAYCARE,LAUREL DAY HEALTH CENTER,45079003100,+34.0078902,-081.0307786,34.00987889,-81.03492178
HLRESIDENTIALCARE,LAURENS ESTATES,45059920302,+34.4434477,-081.9881019,34.46760912,-82.01679284
HLRESIDENTIALCARE,LAURENS MEMORIAL HOME FOR AGED,45059920502,+34.5452035,-082.0223328,34.50941544,-81.94399762
HLHABITATIONR15,LAURENS STREET ICF/IID,45003021400,+33.5732059,-081.7228476,33.5747321,-81.72037307
HLMIDWIFE,"LAVALLEE, NICOLE M.",45019002101,+32.7430103,-080.0840064,32.71504483,-80.07217979
HLINHOMECARE,LEAN ON ME,45027960500,+33.7032431,-080.2749535,33.69446038,-80.21210997
HLINHOMECARE,LEARNING TO KONNECT,45079011411,+34.1087411,-080.9119775,34.090632,-80.926609
HLHOSPITAL,LEE CORRECTIONAL INSTITUTION INFIRMARY,45061920302,+34.1505544,-080.2166106,34.20006717,-80.22528388
