OBJECTID,Permit Type,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Facility Email,Admin Name & Phone,Facility Cont. Email,License / Expires,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Licensee Business Phone,CMS Certification,,Evacuation_Zone,X,Y,Licensee County,x,y,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
7414,HLRESIDENTIALCARE,MORNINGSIDE OF LEXINGTON,218 OLD CHAPIN RD,LEXINGTON,SC,29072-2030,803-957-3600,LICENSING@5SSL.COM,"DEVAUGHN, TRACY PH#: 803-787-1234",TDEVAUGHN@5SSL.COM,CRC-2126 / 01/31/2022,Lexington / Limited Liability,,,,,SNH SC TENANT LLC,617-796-8350,,Lexington,,-81.247121,33.993301,Out of State,477177.172,3761440.765,33.993308,-81.247124,1,rooftop,218,Old Chapin Rd,,,Lexington,SC,29072,US,Lexington,
7583,HLRESIDENTIALCARE,MORNINGSIDE OF ORANGEBURG,2306 RIVERBANK DR,ORANGEBURG,SC,29118-4046,803-539-2911,RMBRUNSON@5SSL.COM,"BRUNSON, ROBIN PH#: 803-539-2911",RMBRUNSON@5SSL.COM,CRC-2129 / 01/31/2022,Orangeburg / Limited Liability,,,,,SNH SC TENANT LLC,617-796-8350,,Orangeburg,,-80.895706,33.511908,Out of State,509686.1288,3708044.297,33.511914,-80.895708,1,rooftop,2306,Riverbank Dr,,,Orangeburg,SC,29118,US,Orangeburg,
377,HLRESIDENTIALCARE,MORNINGSIDE OF ROCK HILL,1830 W MAIN ST,ROCK HILL,SC,29732-8965,803-980-4100,WLONG@5SSL.COM, PH#: ,,CRC-1114 / 08/31/2021,York / Limited Liability Limited Partnership,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,MORNINGSIDE OF SOUTH CAROLINA LP,617-796-8387,,York,,-81.06294681,34.94277616,Out of State,494252.0035,3866698.996,34.942958,-81.063359,1,rooftop,1910 202,Lavington Ct,,,Rock Hill,SC,29732,US,York,
7415,HLRESIDENTIALCARE,MORNINGSIDE OF SENECA,15855 WELLS HWY,SENECA,SC,29678-1078,864-888-8886,LICENSING@5SSL.COM,"CAPPELLA, SAMANTHA PH#: ",SCAPPELLA@5SSL.COM,CRC-2127 / 01/31/2022,Oconee / Limited Liability,,,,,SNH SC TENANT LLC,617-796-8350,,Oconee,,-82.990543,34.682958,Out of State,317648.8729,3839688.105,34.682965,-82.990546,1,rooftop,15855,Wells Hwy,,,Seneca,SC,29678,US,Oconee,
6375,HLRESIDENTIALCARE,MORNINGSIDE OF SUMTER,2500 LIN-DO CT,SUMTER,SC,29150-1832,803-469-4490,LICENSING@5SSL.COM, PH#: ,,CRC-1079 / 04/30/2021,Sumter / Limited Liability Limited Partnership,"400 CENTRE ST, LICENSING DEPT",NEWTON,MA,02458-2094,MORNINGSIDE OF SOUTH CAROLINA LP,617-796-8387,,Sumter,,-80.397983,33.95341,Out of State,555625.8204,3757153.453,33.95341,-80.397982,1,rooftop,2500,Lin Do Ct,,,Sumter,SC,29150,US,Sumter,
110,HLNURSINGCARE,MORRELL NURSING CENTER,900 N MARQUIS HWY,HARTSVILLE,SC,29550-3526,843-383-5164,SCATOE@WILSONSENIORCARE.COM,"BOATWRIGHT, STACIE PH#: ",SCATO@WILSONSENIORCARE.COM,NCF-0881 / 08/31/2021,Darlington / Limited Liability,116 CASHUA ST,DARLINGTON,SC,29532-3202,MORRELL NURSING CENTER LLC,843-383-5164,425111,Darlington,,-80.02509502,34.3988244,Darlington,589609.0028,3806808.997,34.398668,-80.025347,1,rooftop,900,Marquis Hwy,,,Hartsville,SC,29550,US,Darlington,
30,HLHOSPITAL,MORRIS VILLAGE,610 FAISON DR,COLUMBIA,SC,29203-3218,803-935-7100,GEORGE.MCCONNELL@SCDMH.ORG,"MCCONNELL, GEORGE PH#: 803-935-7100",GEORGE.MCCONNELL@SCDMH.ORG,HTL-0516 / 05/31/2021,Richland / State,610 FAISON DR,COLUMBIA,SC,29203-3218,SC DEPARTMENT OF MENTAL HEALTH,803-898-8319,,Richland,,-80.9875449,34.08892543,Richland,501149.0016,3772015.995,34.085318,-80.988429,0.95,nearest_street,569,Faison Dr,,,Columbia,SC,29203,US,TIGER/Line® dataset from the US Census Bureau,
1100,HLMIDWIFE,"MORRIS, JAMI",6099 SC HWY 395,NEWBERRY,SC,29108-8209,803-920-1014,JMORRIS@IMGSERVICES.COM, PH#: ,,LMW-0040 / 05/31/2021,Newberry / Sole Proprietorship,6099 SC HWY 395,NEWBERRY,SC,29108-8209,"MORRIS, JAMI",803-920-1014,,Newberry,,-81.61568182,34.21963089,Newberry,443289.4629,3786680.006,34.218889,-81.615786,0.99,rooftop,6042,Sc395,,,Newberry,SC,29108,US,Newberry,
6525,HLADULTDAYCARE,MOTHER DEVEAUX ADULT DAY CARE,528 MAIN ST,EASTOVER,SC,29044-9701,803-353-8475,MOTHEREWDEVEAUXCENTER@YAHOO.COM,"DEVEAUX, CASSANDRA PH#: 803-917-0473; WHITE, MARAGREIT PH#: 803-353-8475",MOTHEREWDEVEAUXCENTER@YAHOO.COM,ADC-0401 / 07/31/2021,Richland / Corporation,528 MAIN ST,EASTOVER,SC,29044-9701,MOTHER DEVEAUX ADULT DAY CARE,803-353-8475,,Richland,,-80.695696,33.877336,Richland,528142.2803,3748597.073,33.877507,-80.695589,0.99,nearest_street,566,Main St,,,Eastover,SC,29044,US,TIGER/Line® dataset from the US Census Bureau,
5997,HLINHOMECARE,MOTHERING ANGELS,7314 YELLOWHORN TRAIL,WAXHAW,NC,28173,803-802-1050,MOTHERINGANGELS@OUTLOOK.COM,"THOMPSON, GIGI PH#: 803-802-1050; THOMPSON, JOSEPH PH#: ",,IHCP-0891 / 09/30/2021,Out of State / Limited Liability,,,,,MOTHERING ANGELS LLC,803-802-1050,,Out of State,,-80.750877,34.978011,Out of State,522739.067,3870632.882,34.97836,-80.750773,1,rooftop,7310,Yellowhorn Trl,,,Waxhaw,NC,28173,US,NC Geographic Information Coordinating Council,
8238,HLINHOMECARE,MOTHERLY LOVE HOME CARE,110 HARTER DR,SUMMERVILLE,SC,29485,843-751-7919,LEENERTHA01@GMAIL.COM,"WIGFALL, ERTHA PH#: 843-751-7919",LEENERTHA01@GMAIL.COM,IHCP-1487 / 05/31/2022,Dorchester / Sole Proprietorship,,,,,"WIGFALL, ERTHA",843-751-7919,,Dorchester,E,-80.190806,32.985258,Dorchester,575605.1885,3649943.284,32.985267,-80.190809,1,rooftop,110,Harter Dr,,,Summerville,SC,29485,US,Dorchester,
1413,HLTATTOOFAC,MOTORCITY INK,2072 N MAIN ST,SUMMERVILLE,SC,29483-7866,843-714-4042,JONWAKEFIELDSC@MSN.COM,"MARSON, MICHELLE PH#: 843-714-4042",,TF-0154 / 04/30/2022,Berkeley / Limited Liability,2072 N MAIN ST,SUMMERVILLE,SC,29483-7866,MOTORCITY INK LLC,843-371-2690,,Berkeley,H,-80.11557583,33.04524715,Dorchester,582578.3638,3656650.626,33.045254,-80.115579,1,rooftop,2072,N Main St,,,Summerville,SC,29486,US,Berkeley,
7079,HLRESIDENTIALCARE,MOUNT PLEASANT GARDENS,1025 HUNGRYNECK BLVD,MOUNT PLEASANT,SC,29464,843-216-1001,MOUNTPLEASANTGARDENS-ADM@JEASENIORLIVING, PH#: ,,CRC-1984 / 06/30/2021,Charleston / Limited Liability,1025 HUNGRYNECK BLVD,MOUNT PLEASANT,SC,29464,MOUNT PLEASANT MANAGEMENT LLC,843-216-1001,,Charleston,C,-79.83753789,32.81968335,Out of State,608815.8223,3631895.657,32.818937,-79.836985,0.99,rooftop,1628,Volunteer Ln,,,Mount Pleasant,SC,29464,US,Charleston,
7849,HLHOSPITAL,MOUNT PLEASANT HOSPITAL,3500 HWY 17 N,MOUNT PLEASANT,SC,29466-9123,843-606-8990,MATTHEW.DESMOND@RSFH.COM,"JACKSON, ANTHONY PH#: 843-606-7000",ANTHONY.JACKSON@RSFH.COM,HTL-0909 / 10/31/2021,Charleston / Non-Profit Corporation,3510 HWY 17 N STE 200,MOUNT PLEASANT,SC,29466-8229,ROPER ST FRANCIS MOUNT PLEASANT HOSPITAL,843-606-8990,,Charleston,C,-79.76599,32.878164,Charleston,615438.0542,3638455.231,32.877217,-79.766219,0.97,nearest_street,1130,Legends Club Dr,,,Mount Pleasant,SC,29466,US,TIGER/Line® dataset from the US Census Bureau,
706,HLNURSINGCARE,MOUNT PLEASANT MANOR,921 BOWMAN RD,MOUNT PLEASANT,SC,29464-3234,843-884-8903,BWHITE@MOUNTPLEASANTMANOR.COM,"WHITE, BRUCE L. PH#: 843-884-8903",BWHITE@MOUNTPLEASANTMANOR.COM,NCF-0896 / 05/31/2022,Charleston / Ltd. Liability,921 BOWMAN RD,MOUNT PLEASANT,SC,29464-3234,MOUNT PLEASANT MANOR LLC,843-884-8903,425110,Charleston,C,-79.85813443,32.81480006,Charleston,606893.5613,3631333.248,32.814855,-79.857946,0.99,nearest_street,923,Bowman Rd,,,Mount Pleasant,SC,29464,US,TIGER/Line® dataset from the US Census Bureau,
6775,HLADULTDAYCARE,MOUNTAIN TOP ADULT DAY CENTER,1941 DECKER BLVD,COLUMBIA,SC,29206-3470,803-736-5872,MOUNTAINTOPADC@YAHOO.COM,"KENNEDY, CAROLYN PH#: 803-736-5872",MOUNTAINTOPADC@YAHOO.COM,ADC-0304 / 03/31/2022,Richland / Limited Liability,1941 DECKER BLVD,COLUMBIA,SC,29206-3470,MOUNTAIN TOP ADULT DAY CENTER LLC,803-736-5872,,Richland,,-80.94402809,34.04803924,Richland,505165.973,3767483.907,34.048651,-80.945146,0.97,nearest_street,3500,Boundbrook Ln,,,Columbia,SC,29206,US,TIGER/Line® dataset from the US Census Bureau,
111,HLNURSINGCARE,MOUNTAINVIEW NURSING HOME,340 CEDAR SPRINGS RD,SPARTANBURG,SC,29302-4697,864-582-4175,WDILLARD@MOUNTAINVIEWNH.COM,"DILLARD, WILSON K. PH#: 864-429-6145",WDILLARD@MOUNTAINVIEWNH.COM,NCF-0149 / 06/30/2021,Spartanburg / Corporation,340 CEDAR SPRINGS RD,SPARTANBURG,SC,29302-4697,COMMUNITY SERVICES FOR THE AGING INC,864-582-4175,425027,Spartanburg,,-81.88810287,34.90818447,Spartanburg,418867.5934,3863220.998,34.907815,-81.88842,1,rooftop,340,Cedar Springs Rd,,,Spartanburg,SC,29302,US,Spartanburg County G,
5873,HLHEARINGAIDSPEC,"MOVSHIN, ERIC T.",70 GOVERNORS RD,HILTON HEAD ISLAND,SC,29928,843-737-2161,EMOVSHIN@ELITEHEARINGCENTERS.COM, PH#: ,,HAS-0637 / 01/30/2022,Beaufort / Sole Proprietorship,70 GOVERNERS RD,HILTON HEAD ISLAND,SC,29928,"MOVSHIN, ERIC T.",843-737-2161,,Beaufort,A,-80.781444,32.151527,Beaufort,520609.8379,3557252.383,32.151527,-80.781443,1,rooftop,70,Governors Rd,,,Hilton Head Island,SC,29928,US,Hilton Head Island,
7607,HLTATTOOFAC,MR SHORTY S TATTOO EMPORIUM LLC,1054 S LAKE DR UNIT C,LEXINGTON,SC,29073,803-315-8017,LAURNA@MRSHORTYTATTOO.COM, PH#: ,,TF-0359 / 05/31/2021,Lexington / Limited Liability,,,,,MR SHORTY'S TATTOO EMPORIUM LLC,803-315-8017,,Lexington,,-81.233126,33.95376,Lexington,478459.705,3757053.498,33.953324,-81.232826,1,rooftop,1071,S Lake Dr,,,Lexington,SC,29073,US,Lexington,
2091,HLINHOMECARE,MTS MORE THAN SITTERS LLC,145 COMMONS WAY,GREENVILLE,SC,29611-3850,864-236-8264,MORETHANSITTERSLLC@GMAIL.COM, PH#: ,,IHCP-0305 / 08/31/2021,Greenville / Limited Liability,145 COMMONS WAY,GREENVILLE,SC,29611-3850,MTS MORE THAN SITTERS LLC,864-236-8264,,Greenville,,-82.45662341,34.85281956,Greenville,366838.1225,3857688.95,34.85282,-82.456624,1,rooftop,145,Commons Way,,,Greenville,SC,29611,US,Greenville,
6631,HLHABITATIONR16,MULBERRY PARK UNITS 301-306,714 E NATIONAL CEMETERY RD,FLORENCE,SC,29506-3230,843-664-2600,AMMCLEAN@DDSN.SC.GOV, PH#: ,,MR16-0141 / 11/30/2021,Florence / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G036,Florence,,-79.75493477,34.18408541,Richland,614821.1248,3783032.043,34.183433,-79.754759,1,rooftop,714,E National Cemetery Rd,,,Florence,SC,29506,US,Florence,
6294,HLINHOMECARE,MURCO ELDERCARE,1590 W ROBINHOOD DR,CHARLESTON,SC,29407-5827,843-814-0321,JMURRY@MURCOELDERCARE.COM, PH#: ,,IHCP-0963 / 03/31/2022,Charleston / Limited Liability,,,,,MURCO ELDERCARE LLC,843-814-0321,,Charleston,A,-80.012614,32.793727,Charleston,592453.5628,3628851.381,32.793727,-80.012613,1,rooftop,1590,W Robinhood Dr,,,Charleston,SC,29407,US,City of Charleston,
6371,HLMIDWIFE,"MURREY, MARY KATHERINE",96 POPLAR CT,TOCCOA,GA,30577,706-825-5327,KNMURREY@GMAIL.COM, PH#: ,,LMW-0085 / 04/30/2021,Out of State / Sole Proprietorship,96 POPLAR CT,TOCCOA,GA,30577,"MURREY, MARY KATHERINE",706-825-5327,,Out of State,,-83.320889,34.580478,Out of State,287119.0489,3828969.221,34.580864,-83.320648,1,rooftop,37,Summerhill Dr,,,Toccoa,GA,30577,US,Stephens County G,
6365,HLAMBULATORYSURGERY,MUSC CHILDREN'S HEALTH R KEITH SUMMEY MEDICAL PAVILION,2250 MALL DR,N CHARLESTON,SC,29406,843-792-3232,ELLIST@MUSC.EDU,"HAUSER, AMY ELIZABETH PH#: 843-792-3232; MORELL, R RENEE PH#: 843-792-3232",HAUSERAM@MUSC.EDU,ASF-0137 / 04/30/2022,Charleston / Non-Profit Corporation,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-5106,,Charleston,B,-80.0106,32.881882,Charleston,592550.5843,3638626.377,32.883344,-80.011437,0.97,nearest_street,5000,Butler St,,,Charleston,SC,29406,US,TIGER/Line® dataset from the US Census Bureau,
5051,HLHOMEHEALTH,MUSC HEALTH AT HOME BY BAYADA - CONWAY,1300 S CAROLINA HWY 544 STE F-107,CONWAY,SC,29526,843-492-6602,CRUNYON@BAYADA.COM,"CRAWFORD, ELIZABETH PH#: 843-971-8841; RUNYON, CHRIS PH#: 843-492-6502",CRUNYON@BAYADA.COM,HHA-0329 / 01/31/2022,Horry / Limited Liability,,,,,SCHHA LLC,856-576-5378,,Horry,,-79.010895,33.854706,Charleston,683544.6533,3743197.276,33.85479,-79.010668,1,rooftop,180,Recycle Rd,,,Conway,SC,29526,US,Horry,
7126,HLHOMEHEALTH,MUSC HEALTH AT HOME BY BAYADA-CHARLESTON,1671 BELLE ISLE DR STE 115-B,MOUNT PLEASANT,SC,29464,843-576-5378,AHENNING@BAYADA.COM, PH#: ,,HHA-0324 / 12/31/2021,Charleston / Limited Liability,176 CROGHAN SPUR RD STE 102,CHARLESTON,SC,29407,SCHHA LLC,856-778-4400,,Charleston,C,-79.85491156,32.83808915,Charleston,607167.3038,3633918.485,32.838087,-79.854648,0.99,nearest_street,101,Belle Point Dr,,,Mount Pleasant,SC,29464,US,TIGER/Line® dataset from the US Census Bureau,
6329,HLHOSPITAL,MUSC HEALTH CHESTER MEDICAL CENTER,ONE MEDICAL PARK DR,CHESTER,SC,29706,803-581-3151,ELLIST@MUSC.EDU,"VAUGHN, PAGE PH#: 803-581-3151",PAGE.VAUGHAN@CHS.NET,HTL-0952 / 03/31/2022,Chester / ,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Chester,,-81.222618,34.718652,Charleston,483268.6795,3838075.284,34.718452,-81.223022,0.98,nearest_street,542,State Rd 568,,,Chester,SC,29706,US,TIGER/Line® dataset from the US Census Bureau,
8163,HLNURSINGCARE,MUSC HEALTH CHESTER NURSING CENTER,1 MEDICAL PARK DR,CHESTER,SC,29706-9769,803-581-3151,ELLIST@MUSC.EDU,"KNEELAND, ROBERT PH#: 803-581-9423",KNEELAND@MUSC.EDU,NCF-1028 / 03/31/2022,Chester / ,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Chester,,-81.21929,34.705531,Charleston,479918.06,3840410.266,34.705406,-81.219926,0.98,nearest_street,126,State Hwy 9 Bus,,,Chester,SC,29706,US,TIGER/Line® dataset from the US Census Bureau,
7746,HLAMBULATORYSURGERY,MUSC HEALTH CHUCK DAWLEY MEDICAL PARK,1106 CHUCK DAWLEY BLVD STE 100,MOUNT PLEASANT,SC,29464,843-792-3232,ELLIST@MUSC.EDU, PH#: ,,ASF-0150 / 08/31/2021,Charleston / Non-Profit Corporation,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-5106,,Charleston,C,-79.856413,32.800612,Charleston,607071.8246,3629762.013,32.800954,-79.855092,0.99,rooftop,1210,Lyman Ln,,,Mount Pleasant,SC,29464,US,Charleston,
6326,HLHOSPITAL,MUSC HEALTH FLORENCE MEDICAL CENTER,805 PAMPLICO HWY,FLORENCE,SC,29505,843-674-5000,ELLIST@MUSC.EDU, PH#: ,,HTL-0949 / 03/31/2022,Florence / ,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Florence,,-79.752059,34.160092,Charleston,615031.4818,3780610.37,34.160092,-79.752058,1,rooftop,805,Pamplico Hwy,,,Florence,SC,29505,US,Florence,
6331,HLHOSPITAL,MUSC HEALTH FLORENCE REHABILITATION CENTER,121 E CEDAR ST,FLORENCE,SC,29506-2576,843-574-5000,ELLIST@MUSC.EDU,"REYNOLDS, VANCE PH#: 843-674-5000",VREYNOLDS@CAROLINASHOSPITAL.COM,HTL-0953 / 03/31/2022,Florence / District,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Florence,,-79.764202,34.188738,Charleston,613873.6509,3783773.287,34.188781,-79.763844,1,rooftop,121,E Cedar St,,,Florence,SC,29506,US,Florence,
6327,HLHOSPITAL,MUSC HEALTH FLORENCE WOMEN'S PAVILION,805 PAMPLICO HWY,FLORENCE,SC,29505,843-674-5000,ELLIST@MUSC.EDU, PH#: ,,HTL-0950 / 03/31/2022,Florence / ,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Florence,,-79.752059,34.160092,Charleston,615031.4818,3780610.37,34.160092,-79.752058,1,rooftop,805,Pamplico Hwy,,,Florence,SC,29505,US,Florence,
6330,HLHOSPITAL,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,803-286-1481,ELLIST@MUSC.EDU, PH#: ,,HTL-0951 / 03/31/2022,Lancaster / ,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Lancaster,,-80.787715,34.71747,Charleston,519437.7827,3841732.831,34.71777,-80.787595,1,rooftop,800,W Meeting St,,,Lancaster,SC,29720,US,Lancaster County G,
7181,HLHOSPITAL,MUSC HEALTH MARION MEDICAL CENTER,2829 EAST HWY 76,MULLINS,SC,29574,843-431-2000,ELLIST@MUSC.EDU, PH#: ,,HTL-0954 / 03/31/2022,Marion / ,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Marion,,-79.32558122,34.18660381,Charleston,654298.1676,3784113.613,34.188796,-79.325807,0.96,nearest_street,2713,US Hwy 76 E,,,Mullins,SC,29574,US,TIGER/Line® dataset from the US Census Bureau,
6323,HLNURSINGCARE,MUSC HEALTH MULLINS NURSING CENTER,518 S MAIN ST,MULLINS,SC,29574-3510,843-464-8211,ELLIST@MUSC.EDU,"MARTIN, TONYA G. PH#: 843-464-8211",TMARTIN@MCMED.ORG,NCF-1027 / 03/31/2022,Marion / ,169 ASHLEY AVE,CHARLESTON,SC,29425,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,,Marion,,-79.253674,34.199127,Charleston,660901.4693,3785613.69,34.199926,-79.256113,0.96,nearest_street,479,Staly St,,,Mullins,SC,29574,US,TIGER/Line® dataset from the US Census Bureau,
7837,HLHOSPITAL,MUSC HEALTH REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,9181 MEDCOM ST,NORTH CHALRESTON,SC,29406,843-820-7777,ELIZABETH.GIBSON@ENCOMPASSHEALTH.COM,"GIBSON, ELIZABETH PH#: 843-820-7727",ELIZABETH.GIBSON@ENCOMPASSHEALTH.COM,HTL-0958 / 10/31/2021,Charleston / Limited Liability Company (multiple member),,,,,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHARLESTON LLC,843-820-7777,,Charleston,B,-80.069861,32.976364,Charleston,586914.4876,3649050.621,32.976411,-80.069903,0.99,nearest_street,9150,Medcom St,,,Charleston,SC,29406,US,TIGER/Line® dataset from the US Census Bureau,
7411,HLAMBULATORYSURGERY,MUSC HEALTH WEST ASHLEY MEDICAL PAVILION-AMBULATORY SURGERY FACILITY,2060 SAM RITTENBURG BLVD,CHARLESTON,SC,29407,843-792-5106,ELLIST@MUSC.EDU,"MORELL, RENEE PH#: 843-408-6629",MORELLR@MUSC.EDU,ASF-0149 / 12/31/2021,Charleston / Non-Profit Corporation,,,,,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-5106,,Charleston,A,-80.030595,32.792382,Charleston,590771.2183,3628686.657,32.791667,-80.030715,1,rooftop,2051,Sam Rittenberg Blvd,,,Charleston,SC,29407,US,City of Charleston,
488,HLHOSPITAL,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425-8905,843-792-3232,ELLIST@MUSC.EDU,"CAWLEY MD, PATRICK J. PH#: 843-792-4000",CAWLEYPJ@MUSC.EDU,HTL-0811 / 11/30/2021,Charleston / District,"169 ASHLEY AVE, MUSC HEALTH ROOM H241A MAIN HOSPITAL",CHARLESTON,SC,29425-8905,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,843-792-3232,420004,Charleston,B,-79.94849243,32.78527528,Charleston,598467.003,3627972.247,32.785561,-79.948721,1,rooftop,70,President St,,,Charleston,SC,29403,US,City of Charleston,
5044,HLBODYPIERCINGFAC,MUSEUM OF LIVING ARTS,1595 SAM RITTENBURG BLVD,CHARLESTON,SC,29407,843-225-7127,MUSEUMOFLIVINGARTS@GMAIL.COM, PH#: ,,BP-0192 / 04/30/2022,Charleston / Limited Liability,1734 SAVANNAH HWY,CHARLESTON,SC,29407-6255,MUSEUM OF LIVING ARTS LLC,843-225-7127,,Charleston,A,-80.009342,32.806449,Charleston,592746.732,3630264.656,32.806449,-80.009341,1,rooftop,1595,Sam Rittenberg Blvd,,,Charleston,SC,29407,US,City of Charleston,
1455,HLBODYPIERCINGFAC,MUSEUM OF LIVING ARTS SPRING ST,47 SPRING ST UNIT A,CHARLESTON,SC,29403-5416,843-937-5300,MUSEUMOFLIVINGARTS@GMAIL.COM,"BERNHARDT, MICHAEL PH#: ",,BP-0242 / 12/31/2021,Charleston / Limited Liability,1734 SAVANNAH HWY STE A,CHARLESTON,SC,29407-6255,PANCHO AND LEFTY LLC,843-225-7127,,Charleston,B,-79.94269319,32.79227739,Charleston,599002.3319,3628753.943,32.792284,-79.942696,1,rooftop,47,Spring St,,,Charleston,SC,29403,US,City of Charleston,
1337,HLRESIDENTIALCARE,MY FATHER'S HOUSE,22 LARNES ST,CHARLESTON,SC,29403-2636,843-723-7889,EMCCREA@BELLSOUTH.NET,"STENT, JOSEPHINE I. PH#: 843-723-7889",JSTENT@BELLSOUTH.NET,CRC-0459 / 02/28/2022,Charleston / Partnership,222 GORDON ST,CHARLESTON,SC,29403,JOSEPHINE STENT & ELOISE CHESTNUT,843-723-7889,,Charleston,B,-79.95038129,32.79532755,Charleston,598279.0573,3629084.927,32.795334,-79.950384,1,rooftop,22,Larnes St,,,Charleston,SC,29403,US,City of Charleston,
8123,HLRESIDENTIALCARE,MY MOTHER'S KEEPER,1609 HWY 41,MOUNT PLEASANT,SC,29464,843-884-8867,MYMOTHERSKEEPER1@AOL.COM,"JACKSON, JACQUELYN M. PH#: 843-870-1839",MYMOTHERSKEEP1@AOL.COM,CRC-1840 / 02/28/2022,Charleston / Sole Proprietorship,,,,,MY MOTHERS KEEPER LLC,843-870-1839,,Charleston,C,-79.810259,32.881611,Charleston,611292.2419,3638789.812,32.881617,-79.810261,1,rooftop,1609,Highway 41,,,Mount Pleasant,SC,29466,US,Charleston,
404,HLRESIDENTIALCARE,MYERS RESIDENTIAL CARE FACILITY,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,MYERSRCF@PBTCOMM.NET,"MYERS, MARY L. PH#: 803-568-3582",MYERSRCF@PBTCOMM.NET,CRC-0644 / 08/31/2021,Calhoun / Partnership,365 CALDON RD,SWANSEA,SC,29160-9541,LOUISE AND DAVID MYERS JR,803-568-3582,,Calhoun,,-81.03829662,33.7052714,Calhoun,496451.223,3729478.497,33.705528,-81.038308,1,rooftop,365,Caldon Rd,,,Swansea,SC,29160,US,Calhoun,
589,HLRESIDENTIALCARE,MYERS RESIDENTIAL CARE FACILITY II,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,MYERSRCF@PBTCOMM.NET,"MYERS, MARY LOUISE PH#: 803-568-3582",MYERSRCF@PBTCOMM.NET,CRC-0851 / 01/31/2022,Calhoun / Partnership,365 CALDON RD,SWANSEA,SC,29160-9541,LOUISE AND DAVID MYERS JR,803-568-3582,,Calhoun,,-81.03829565,33.70526237,Calhoun,496451.3124,3729477.495,33.705293,-81.037984,1,rooftop,373,Caldon Rd,,,Swansea,SC,29160,US,Calhoun,
6704,HLRENALDIALYSIS,MYRTLE BEACH DIALYSIS,3919 MAYFAIR ST,MYRTLE BEACH,SC,29577-5773,843-448-4920,SCL_C@DAVITA.COM, PH#: ,,ERD-0163 / 06/30/2021,Horry / Corporation,5200 VIRGINIA WAY STE 400,BRENTWOOD,TN,37027-7569,TOTAL RENAL CARE INC,720-631-2100,422610,Horry,B,-78.86500519,33.72622448,Out of State,697810.1025,3733847.801,33.726225,-78.865005,1,rooftop,3919,Mayfair St,,,Myrtle Beach,SC,29577,US,Horry,
307,HLRESIDENTIALCARE,MYRTLE BEACH ESTATES,3620 HAPPY WOODS CT,MYRTLE BEACH,SC,29588-2925,843-293-8888,BCRAWFORD@CAPITALSENIORLIVING.NET,"CRAWFORD, BRYAN PH#: 843-293-8888",BCRAWFORD@CAPITALSENIORLIVING.NET,CRC-1403 / 11/30/2021,Horry / Corporation,3620 HAPPY WOODS CT,MYRTLE BEACH,SC,29588-2925,CSL LEASECO INC,972-770-5600,,Horry,C,-78.97096118,33.67066638,Out of State,688112.6226,3727488.248,33.670917,-78.971256,1,rooftop,3616,Happy Woods Ct,,,Myrtle Beach,SC,29588,US,Horry,
