npi,basic_organization_name,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number
1477892644,SOUTH END PHARMACY,NO,2013-02-07,2013-02-07,A,,WILLIAM,DUNLAP,803-984-1560,PRESIDENT,SOUTH END PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1401 ALBRIGHT RD,"",ROCK HILL,SC,297306576,803-366-3784,
1477950632,"RURAL HEALTH SERVICES, INC",NO,2014-12-03,2014-12-03,A,,CAROLYN,MCCLAIN,803-380-7000,CEO,"RURAL HEALTH SERVICES, INC",,,,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,1000 CLYBURN PL,"",AIKEN,SC,298014193,803-380-7000,
1477957397,WAL-MART STORES EAST LP,NO,2014-10-21,2019-10-09,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,332 STONEWALL JACKSON BLVD,"",ORANGEBURG,SC,291157291,803-997-6138,
1477969053,PUBLIX SUPER MARKETS INC,NO,2014-07-03,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1401 SAM RITTENBERG BLVD,"",CHARLESTON,SC,294075031,843-852-2031,843-408-4133
1487108031,PUBLIX SUPER MARKETS INC,NO,2016-08-12,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1235 CHAPIN RD,"",CHAPIN,SC,290369382,803-345-7542,803-932-6453
1487142956,CARESOUTH CAROLINA INC,NO,2018-04-30,2018-04-30,A,,ASHLEY,SINGLETON,803-588-7960,CHIEF OF PHARMACY,CARESOUTH CAROLINA INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,743 S MAIN ST,"",SOCIETY HILL,SC,295938972,843-378-4148,843-378-1144
1487682878,MILRUSH LLC,NO,2006-06-28,2016-10-07,A,,PETE,MILHORN,803-482-2249,PHARMD,MILRUSH LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,503 CHESTER AVE,SUITE A,GREAT FALLS,SC,290551207,803-482-2249,803-482-3349
1487757241,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,194 JACOBS HWY,"",CLINTON,SC,293257276,864-833-5000,
1487781217,WALGREEN CO,YES,2007-02-28,2016-10-17,A,,KERMIT,CRAWFORD,847-315-3154,PRESIDENT,WALGREEN CO,<UNAVAIL>,WALGREEN CO,R,MR.,,,,,,,,,,US,United States,LOCATION,DOM,415 BROCKMAN MCCLIMON RD,STE B,GREER,SC,296516608,864-879-1063,
1487790812,"VCORP,LLC DBA BLUFFTON PHARMACY",NO,2007-01-30,2021-04-22,A,,ROBERT,VAUGHN,843-757-4999,OWNER,"VCORP,LLC DBA BLUFFTON PHARMACY",,,,,,2021-04-22,,,,,,,,US,United States,LOCATION,DOM,167 B BLUFFTON RD.,"",BLUFFTON,SC,29910,843-757-4999,843-757-1034
1487849949,WALGREEN CO,YES,2007-09-07,2016-08-30,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1584 CENTRAL AVE,"",SUMMERVILLE,SC,294835528,843-871-9289,
1487854204,WAL-MART STORES EAST LP,NO,2007-07-19,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3581 RICHLAND AVE W,"",AIKEN,SC,298016311,803-648-6464,
1487931341,LITTLE RIVER MEDICAL CENTER PHARMACY,YES,2011-11-07,2017-07-11,A,PHARMD,KRISTOPHER,CHIPLINSKI,843-663-8031,DIRECTOR OF PHARMACY,LITTLE RIVER MEDICAL CENTER PHARMACY,<UNAVAIL>,LITTLE RIVER MEDICAL CENTER,L,DR.,,,,,,,,,,US,United States,LOCATION,DOM,4220 CAROLINA EXCHANGE DR,"",MYRTLE BEACH,SC,295794220,843-663-8051,843-663-8382
1487935474,PHARMA CAROLINA,NO,2011-09-02,2019-12-17,A,,SAMEER,SHAH,704-504-8646,PHARMACIST IN CHARGE,PHARMA CAROLINA,,,,,,2019-12-17,,,,,,,,US,United States,LOCATION,DOM,11100 S TRYON ST,"",CHARLOTTE,NC,282734503,704-504-8646,704-504-8012
1497159305,WAL-MART STORES EAST LP,NO,2014-10-21,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,804 S CASHUA DR,"",FLORENCE,SC,295016311,843-269-9980,843-269-9981
1497278501,WALGREEN CO,YES,2017-07-20,2019-03-06,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,300 E MAIN ST,"",WESTMINSTER,SC,296931719,217-709-2386,217-709-2344
1497772669,SAMS EAST INC,YES,2006-07-16,2013-08-07,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,350 HARBISON BLVD,"",COLUMBIA,SC,292122248,803-749-4775,803-749-4196
1497809479,CAROLINA HEALTH CENTERS,NO,2007-01-23,2012-02-10,A,,LISA,GILMER,864-941-8121,PRACTICE ADMINISTRATOR,CAROLINA HEALTH CENTERS,,,Y,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,420 EPTING AVE,"",GREENWOOD,SC,296464040,864-330-8230,
1497848105,PHARMA-SERV INC,NO,2006-10-02,2010-11-02,A,BS,HEBA,KALDAS,706-359-3618,OWNER/PHARMACIST,PHARMA-SERV INC,,,LABIB,,,,,,,,,,,US,United States,LOCATION,DOM,114 MAIN STREET,CITY PHARMACY,LINCOLNTON,GA,30817,706-359-3618,706-359-5734
1497858260,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,599 RICE AVE,"",UNION,SC,293791840,864-427-7668,
1497859201,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,800 PAMPLICO HWY,"",FLORENCE,SC,295056054,843-292-0621,
1497863062,COMMUNITY PHARMACY OF FORT MILL INC.,NO,2006-08-25,2017-02-28,A,,JAMES,RICHARDS,803-548-2851,OWNER/VICE PRESIDENT,COMMUNITY PHARMACY OF FORT MILL INC.,,,,,,,,,,,,,,US,United States,LOCATION,DOM,601 SPRINGCREST DR,"",FORT MILL,SC,297157314,803-548-2851,803-548-2717
1508008202,DELTA OF CHARLESTON INC,NO,2009-03-27,2009-03-27,A,,VAN,HIGH,843-761-5255,OWNER/PRINCIPAL OFFICER,DELTA OF CHARLESTON INC,,,WILLIS,MS.,,,,,,,,,,US,United States,LOCATION,DOM,320 E BAY ST,"",CHARLESTON,SC,294011681,843-937-0960,843-937-0960
1508109497,"BRUNSON'S PHARMACY, LLC",NO,2013-03-29,2021-01-26,A,PHARMD,JAMES,MATHIS,803-435-2511,OWNER,"BRUNSON'S PHARMACY, LLC",,,V,DR.,JR.,2021-01-26,,,,,,,,US,United States,LOCATION,DOM,12 N BROOKS ST,SUITE 206,MANNING,SC,291023206,803-435-2511,803-435-4235
1508127739,WAL-MART STORES EAST LP,NO,2012-06-05,2017-02-20,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,336 HIGHWAY 9 W,"",BENNETTSVILLE,SC,295122165,843-479-0029,
1508223645,BERKELEY HOME PHARMACY LLC,NO,2016-01-20,2021-03-15,A,RPH,TED,NUSSBAUM,843-899-4700,OWNER/PHARMACIST,BERKELEY HOME PHARMACY LLC,,,TRISTAN,,,2021-03-15,,,,,,,,US,United States,LOCATION,DOM,1008 OLD HIGHWAY 52 STE G,"",MONCKS CORNER,SC,294613011,843-899-4700,843-899-4702
1508303330,WAL-MART STORES EAST LP,NO,2017-01-31,2017-05-11,A,,SARAH,LITTLE,479-277-2550,DIR HEALTHCARE CONTRACT&ENROL,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,265 SEA ISLAND PKWY,"",BEAUFORT,SC,299071535,843-489-3215,843-489-3214
1508347931,SOUTH CAROLINA CVS PHARMACY LLC,NO,2018-08-23,2018-12-14,A,,SUSAN,COLBERT,401-770-2751,SR. DIRECTOR,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,578 INTERNATIONAL DR,"",MYRTLE BEACH,SC,29579,843-903-0444,
1508382839,MRVM LLC,NO,2017-08-18,2021-01-19,A,,V,PATEL,864-301-8441,OWNER,MRVM LLC,,,,,,2021-01-19,,,,,,,,US,United States,LOCATION,DOM,1701 AUGUSTA ST,"",GREENVILLE,SC,296052925,#(864) 301-8441,864-301-8442
1508816802,GREENVILLE HEALTH CORPORATION,NO,2006-05-10,2021-04-14,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,2021-04-14,,,,,,,,US,United States,LOCATION,DOM,701 GROVE RD,EMPLOYEE PAVILION,GREENVILLE,SC,296055611,864-455-8910,
1508850157,H.P.B. INC,NO,2005-09-09,2018-12-04,A,R.PH.,BARRY,BRYANT,706-798-5645,PRESIDENT,H.P.B. INC,,,S,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2604 PEACH ORCHARD RD,"",AUGUSTA,GA,309062406,706-798-5645,706-798-0377
1508903394,ROSA CLARK MEDICAL CENTER,NO,2007-01-31,2019-08-12,A,,VICKI,THOMPSON,864-882-4664,EXECUTIVE DIRECTOR,ROSA CLARK MEDICAL CENTER,,,,,,,,,,,,,,US,United States,LOCATION,DOM,301 MEMORIAL DR,"",SENECA,SC,29672,864-882-4629,864-882-4478
1508938879,"PROCARE PHARMACY, LLC.",NO,2006-11-14,2017-04-21,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"PROCARE PHARMACY, LLC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3250 HARDEN STREET EXT,SUITE 300,COLUMBIA,SC,292036800,803-551-1030,
1508938879,"PROCARE PHARMACY, LLC.",NO,2006-11-14,2017-04-21,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"PROCARE PHARMACY, LLC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3250 HARDEN STREET EXT,SUITE 300,COLUMBIA,SC,292036800,803-551-1030,
1508938879,"PROCARE PHARMACY, LLC.",NO,2006-11-14,2017-04-21,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"PROCARE PHARMACY, LLC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3250 HARDEN STREET EXT,SUITE 300,COLUMBIA,SC,292036800,803-551-1030,
1508938879,"PROCARE PHARMACY, LLC.",NO,2006-11-14,2017-04-21,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"PROCARE PHARMACY, LLC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3250 HARDEN STREET EXT,SUITE 300,COLUMBIA,SC,292036800,803-551-1030,
1508969270,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2015-07-09,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1303 38TH AVE N,"",MYRTLE BEACH,SC,295771315,843-448-4437,
1508994872,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,NO,2007-03-01,2019-12-17,A,BS,GREGORY,LULA,843-987-7423,DIRECTOR OF PHARMACY,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,,,,,2019-12-17,,,,,,,,US,United States,LOCATION,DOM,1320 RIBAUT RD,"",PORT ROYAL,SC,299351118,843-987-7423,843-987-0023
1518060284,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2062 WHISKEY RD,"",AIKEN,SC,298036183,803-648-2339,
1518060292,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5608 SUNSET BLVD,"",LEXINGTON,SC,290722728,803-957-5322,
1518114339,WAL-MART STORES EAST LP,NO,2008-08-22,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3925 PELHAM RD,"",GREENVILLE,SC,296155004,864-288-8081,
1518233535,STUCKEY PHARMACY LLC,NO,2012-03-23,2019-12-26,A,RPH,HOPE,BROWN,843-558-1010,OWNER/PHARMACIST,STUCKEY PHARMACY LLC,,,S,,,2019-12-26,,,,,,,,US,United States,LOCATION,DOM,207 S MAIN ST,"",HEMINGWAY,SC,295546681,843-558-1010,843-558-1014
1518313329,PUBLIX SUPER MARKETS INC,NO,2016-05-11,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7925 N KINGS HWY,"",MYRTLE BEACH,SC,295723056,843-449-1620,843-492-4278
1518417351,ALLENDALE COUNTY HOSPITAL BOARD,NO,2016-10-05,2018-10-05,A,,TERESA,HICKS,803-632-3311,CFO,ALLENDALE COUNTY HOSPITAL BOARD,,,H,,,,,,,,,,,US,United States,LOCATION,DOM,1787 ALLENDALE FAIRFAX HWY,"",FAIRFAX,SC,298279133,803-632-3311,
1518596873,WALGREEN CO,YES,2020-04-07,2020-05-20,A,,KIRA,TAYLOR,217-709-2351,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,L,,,2020-05-20,,,,,,,,US,United States,LOCATION,DOM,2418 AUGUSTA HWY STE A,"",LEXINGTON,SC,290722216,803-358-8208,
1518989268,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-07-24,2016-11-08,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1900 SPRINGSTEEN RD,"",ROCK HILL,SC,297306990,803-985-3888,803-985-3888
1528007465,PUBLIX SUPER MARKETS INC,NO,2006-06-06,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2700 WOODRUFF RD,"",SIMPSONVILLE,SC,296814804,864-234-3866,864-234-3871
1528041373,MED MART LEX,NO,2005-11-25,2016-03-09,A,,MICHAEL,GLEATON,803-957-5969,OWNER,MED MART LEX,,,,,,,,,,,,,,US,United States,LOCATION,DOM,348B COLUMBIA AVE,"",LEXINGTON,SC,290722657,803-957-5969,803-808-1829
1528079175,CROMER MEDICAL SERVICES INC,NO,2006-08-10,2021-04-12,A,,CANDACE,FRICK,803-276-0990,PHARMACY MANAGER,CROMER MEDICAL SERVICES INC,,,,,,2021-04-12,,,,,,,,US,United States,LOCATION,DOM,1310 WILSON RD,"",NEWBERRY,SC,291083048,803-276-0990,803-276-4276
1528085776,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,360 HARBISON BLVD,"",COLUMBIA,SC,292122248,803-732-0617,
1528085784,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2110 BELLS HWY,"",WALTERBORO,SC,294886978,843-539-1555,
1528104767,WALGREEN CO,YES,2007-01-29,2016-08-31,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1232 W WADE HAMPTON BLVD,"",GREER,SC,296501243,864-801-2337,
1528161205,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-07,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9912 DUNBARTON BLVD,"",BARNWELL,SC,298121442,803-259-3649,
1528229390,WALGREEN CO.,YES,2008-06-24,2016-10-03,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO.,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2191 WHISKEY RD,"",AIKEN,SC,298036138,803-648-8155,
1528299252,GUARDIAN PHARMACY OF THE PIEDMONT CAROLINAS,NO,2009-07-29,2017-07-24,A,,DAVID,WHITLOCK,845-545-8800,PRESIDENT,GUARDIAN PHARMACY OF THE PIEDMONT CAROLINAS,,,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2915 WHITEHALL PARK DR STE 100,"",CHARLOTTE,NC,282733580,845-545-8800,
1528319548,U-SAVE-IT PHARMACY INC,NO,2012-10-01,2017-02-22,A,,PAULA,NORMAN,229-435-4571,VICE PRESIDENT,U-SAVE-IT PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2306 CHESNEE HWY,STE 1,SPARTANBURG,SC,293035500,864-577-0087,864-577-0599
1528365046,GREENVILLE HEALTH CORPORATION,NO,2011-02-18,2018-07-19,A,,STEVE,RANCK,864-522-1708,"DIR OF PHCY, SVC GHC, AO",GREENVILLE HEALTH CORPORATION,,,,,,,,,,,,,,US,United States,LOCATION,DOM,298 MEMORIAL DR,"",SENECA,SC,296729443,864-885-7336,864-885-7337
1528388279,NYES PHARMACY OF CONWAY INC,NO,2010-06-04,2010-07-30,A,,TIFFANY,COMBS,843-248-5015,OWNER/PHARMACIST,NYES PHARMACY OF CONWAY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1600 10TH AVE,"",CONWAY,SC,295264112,843-248-5015,843-488-1942
1528451556,WAL-MART STORES EAST LP,NO,2015-03-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2003 E GREENVILLE ST,"",ANDERSON,SC,296211529,864-760-6162,864-760-6163
1528512357,SHELBY PHARMACY LLC,NO,2016-08-10,2016-09-12,A,RPH,JERRY,SHELBY,256-503-5535,"OWNER,PIC, AO",SHELBY PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,401 HILLCREST DR,"",EASLEY,SC,296401221,864-642-4879,864-712-9279
1538108444,PUBLIX SUPER MARKETS INC,NO,2006-06-06,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,334 E MARTINTOWN RD,"",NORTH AUGUSTA,SC,298414261,803-441-3906,803-441-3911
1538174628,WALGREEN CO,YES,2006-07-29,2016-08-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1801 POINSETT HWY,"",GREENVILLE,SC,296092850,864-240-8141,
1538186788,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,141 DORMAN CENTRE DR,"",SPARTANBURG,SC,293012625,864-574-1985,864-574-6825
1538195029,SANDHILLS MEDICAL FOUNDATION,NO,2006-06-25,2015-02-17,A,PHARMD,ALYSSA,NORWOOD,803-438-5537,DIRECTOR OF PHARMACY,SANDHILLS MEDICAL FOUNDATION,,,L.,DR.,,,,,,,,,,US,United States,LOCATION,DOM,40 BALDWIN AVE,"",LUGOFF,SC,290789406,803-438-5537,803-438-5546
1538252671,LONGS DRUGSTORES OF SC INC,NO,2006-10-02,2014-05-15,A,BS,MARSHALL,FROST,404-583-6945,DIRECTOR OF BUSINESS DEV,LONGS DRUGSTORES OF SC INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,630 KILBOURNE RD,"",COLUMBIA,SC,292052827,803-254-4619,803-765-0466
1538263330,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,718 MILLS AVE,"",GREENVILLE,SC,296054223,864-421-1586,
1538347893,GREENVILLE HEALTH CORPORATION,NO,2008-02-08,2021-04-14,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,2021-04-14,,,,,,,,US,United States,LOCATION,DOM,845 S BUNCOMBE RD STE B,"",GREER,SC,296502432,864-522-1700,864-522-1724
1538449707,"L&R LAX, LLC",NO,2011-08-19,2018-12-31,A,PHARMD,VIPUL,PATEL,803-289-0000,OWNER,"L&R LAX, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1755 AIRPORT RD STE 100,"",LANCASTER,SC,297204800,803-289-0000,803-289-0001
1548275142,PIGGLY WIGGLY OF MANNING INC.,NO,2006-07-30,2017-03-14,A,PHARMD,W,MCLEOD,803-775-1334,OWNER,PIGGLY WIGGLY OF MANNING INC.,,,,,,,,,,,,,,US,United States,LOCATION,DOM,36 SUNSET DR,"",MANNING,SC,291022927,803-433-2412,803-433-8202
1548275613,WALGREEN CO,YES,2006-07-29,2016-08-26,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4300 HIGHWAY 17 S,"",NORTH MYRTLE BEACH,SC,295825157,843-272-8399,
1548275639,WALGREEN CO,YES,2006-07-29,2016-08-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREEN CO,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,618 FAIRVIEW RD,"",SIMPSONVILLE,SC,296806707,864-962-1839,
1548287709,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4000 HIGHWAY 9,"",BOILING SPRINGS,SC,293168501,864-814-6262,
1548328743,K-TUCK L L C,NO,2006-12-04,2008-06-17,A,,KEITH,TUCKER,843-759-2800,PHARMACIST,K-TUCK L L C,,,D,,,,,,,,,,,US,United States,LOCATION,DOM,303 NORTH MAIN STREET,"",LAKE VIEW,SC,29563,843-759-2800,843-759-9974
1548364342,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2010-11-19,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,121 CLEMSON RD,"",COLUMBIA,SC,292296545,803-419-4002,
1548374242,TEGA CAY FAMILY PHARMACY,NO,2006-08-18,2015-05-01,A,RPH,LISA,HONEYCUTT,803-547-6100,PRESIDENT/PHARMACIST,TEGA CAY FAMILY PHARMACY,,,FITZGERALD,,,,,,,,,,,US,United States,LOCATION,DOM,1741 GOLD HILL RD STE 106,"",FORT MILL,SC,297088204,803-547-6100,
1548414543,THE KROGER CO,NO,2008-11-05,2016-06-28,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1284 KNOX AVE,"",NORTH AUGUSTA,SC,298414055,803-442-4510,803-442-4515
1548769219,"LONG'S DRUGSTORES OF SOUTH CAROLINA, INC.",NO,2018-02-07,2018-02-07,A,,ASHLEY,ELLIS,803-254-5884,CORPORATE COUNSEL,"LONG'S DRUGSTORES OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,811 PENDLETON ST STE 10,"",GREENVILLE,SC,296013232,803-254-5884,866-550-7461
1558301994,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,80 BAYLOR DR,"",BLUFFTON,SC,299108902,843-706-3504,843-706-3757
1558309534,BLYTHEWOOD PROFESSIONAL DRUG COMPANY INC.,NO,2006-06-03,2020-08-22,A,PHARM.D,JANET,THAMES,803-786-8110,PRESIDENT,BLYTHEWOOD PROFESSIONAL DRUG COMPANY INC.,,,N.,DR.,,,,,,,,,,US,United States,LOCATION,DOM,420B MCNULTY ST,SUITE B,BLYTHEWOOD,SC,290168926,803-786-8100,803-735-3302
1558366930,"ORANGE CUT RATE DRUG STORE, INC.",NO,2005-06-14,2016-08-30,A,,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC.",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,1324 GROVE PARK DR,"",ORANGEBURG,SC,291152455,803-536-0007,
