x,y,objectid,name,street,city,state,zip,county,mail_phone,website,open_jan,open_feb,open_mar,open_apr,open_may,open_jun,open_jul,open_aug,open_sep,open_oct,open_nov,open_dec,cash,check,credit,debit,other_pay,wic,senior,snap_ebt,snap_trans,h_bucks,geoid,tract_latitude,tract_longitude,lat,lon
-9085950.692,4065680.44,9868,Grow Newberry Farmers Market,1201 Mckibben St,Newberry,SC,29108,NEWBERRY,8032764274,http://www.grownewberry.com,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,HANDLED BY INDIVIDUAL VENDOR,,45071950202,+34.2795093,-081.5635938,34.274525,-81.62054
-9250224.347,4118525.282,9870,Westminster Farmers Market,135 East Main St.,Westminster,SC,29678,OCONEE,(864) 647-5316,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,,,45073031000,+34.6292891,-083.0946501,34.66618782,-83.09693456
-9242315.01,4133340.476,9872,Mr.T's,111 Scenic Heights Rd.,West Union,SC,29696,OCONEE,,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45073030402,+34.7635571,-083.0200613,34.774685,-83.02498
-9219380.98,4137306.241,9874,Six Mile Farmers Depot,102 S. Main St.,Six Mile,SC,29671,PICKENS,8646505078,http://www.sixmilesc.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45077010300,+34.8111934,-082.8049294,34.80361417,-82.81827828
-9246728.705,4132192.623,9877,Walhalla Farmers Market,101 East North Broad Street,Walhalla,SC,29691,OCONEE,864-638-5889 x111,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,45073030401,+34.7713029,-083.0642802,34.766464,-83.06517
-9195568.204,4140943.59,9878,Easley Farmers Market,205 North 1St St.,Easley,SC,29641,PICKENS,8648557900,http://www.cityofeasley.com/around_the_city/farmers_market/index.php,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45077010801,+34.8349715,-082.6269605,34.83132533,-82.60516837
-9215844.926,4120967.894,9880,Clemson Farmers Market,578 Issaqueena Trail,Clemson,SC,29631,PICKENS,8646543918,http://www.clemsonfarmersmarket.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45077011203,+34.6792351,-082.8023449,34.686493,-82.78774
-9020799.959,4029513.825,9882,Soda City,1300-1600 Main St.,Columbia,SC,29201,RICHLAND,,http://www.sodacitysc.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45079003100,+34.0078902,-081.0307786,34.00273,-81.03414
-9017186.498,4025732.23,9884,City Roots,1005 Airport Blvd.,Columbia,SC,29205,RICHLAND,8032542302,http://www.cityroots.org,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45079002602,+33.9798771,-081.0027441,33.97795,-81.001434
-8992271.069,4021009.526,9885,Ringo's Produce Market,10545 Garners Ferry Rd.,Eastover,SC,29044,RICHLAND,8037830108,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,N/A,,45079011902,+33.9545013,-080.7936169,33.94205,-80.779366
-9015804.199,4031089.719,9886,Forest Acres Farmer's Market,3400 Forest Dr. (Corner Of Chateau Drive And Beltline Blvd,Columbia,SC,29204,RICHLAND,8037829475,http://www.farmersintheforest.org,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45079001200,+34.0124501,-080.9939685,34.01841,-80.99197
-9005616.543,4052869.255,9887,Lake Carolina Farmers Market,5 Lake Carolina Way,Columbia,SC,29229,RICHLAND,8038738337,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,,,45079002800,+33.9821485,-081.0333383,33.9928298,-81.02685166
-9090412.497,4008008.136,9889,Ridge Spring Farmers Market,100 Town Square,Ridge Spring,SC,29129,SALUDA,8036456056,http://www.ridgespringsc.com,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,VENDOR,,45053950202,+32.5364880,-080.8861724,32.482946,-80.984196
-9083095.959,4011200.457,9890,Peaches N' Such I,3771 Hwy 23,Monetta,SC,29105,SALUDA,803-685-7035,http://www.watsoniafarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,,45081960400,+33.8896333,-081.6851220,33.86932,-81.593925
-9149248.3,4187716.051,9891,Landrum Farmers' Market,111 N. Trade Ave.,Landrum,SC,29356,SPARTANBURG,864 457 6585,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45083022600,+35.1735263,-082.1860038,35.175163,-82.189092
-9121787.778,4157936.717,9894,Hub City Farmers Market,498 Howard St.,Spartanburg,SC,29303,SPARTANBURG,8645850905,http://www.hubcityfm.org,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,OUTLET-WIDE,YES,45083020400,+34.9541386,-081.9489874,34.95639,-81.94221
-9131207.59,4166857.453,9895,Hughey Farms,9295 Asheville Hwy,Boiling Springs,SC,29316,SPARTANBURG,8648142002,http://www.hugheyfarms.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45083022801,+35.0670185,-082.0543873,35.02166,-82.02638
-9138279.089,4170750.739,9896,Inman Fresh Farmers Market,14 N.Howard St.,Inman,SC,29349,SPARTANBURG,864 472 6200,http://www.cityofinman.org/freshmarket,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45083022900,+35.0471492,-082.0859382,35.051827,-82.09024059
-9120960.134,4122808.578,9897,Taylor Boys' Produce,4138 Cross Anchor Rd.,Enoree,SC,29335,SPARTANBURG,8649694222,http://www.taylorboysproduce.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45083023700,+34.6789415,-081.9162707,34.69717,-81.934525
-9132707.442,4167875.676,9898,Poteat's Produce,9710 Asheville Hwy,Inman,SC,29349,SPARTANBURG,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,45083022801,+35.0670185,-082.0543873,35.02904,-82.040474
-8942806.525,4018105.253,9899,Downtown Sumter Farmers Market,303 E. Liberty St.,Sumter,SC,29150,SUMTER,(803) 436-2635,http://www.sumtersc.gov/,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45085002000,+33.9296368,-080.3508768,33.92078,-80.34723
-9007613.821,4169624.634,9903,Springs Farm Farm Market,1010 Springfield Park,Fort Mill,SC,29715,YORK,8035483939,http://www.springsfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45091061008,+35.0473511,-080.9171559,35.041954,-80.916534
-9026122.558,4182340.864,9904,South Forty Farm,640 Hwy 274,Lake Wylie,SC,29710,YORK,7045753550,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45091061707,+35.1328855,-081.0658123,35.13519,-81.08265
-9045265.513,4170446.366,9905,The Peach Tree,2077 Filbert Hwy,York,SC,29745,YORK,8036288514,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45091061501,+35.0340052,-081.2596548,35.0472,-81.25491
-9047865.35,4167010.18,9906,Blacks Peaches,1800 Black Hwy,York,SC,29745,YORK,8036842333,http://www.blackspeaches.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,N/A,NO,45091061501,+35.0340052,-081.2596548,35.023045,-81.27895
-9025168.386,4179670.61,9907,Bush N Vine - Lake Wylie,4090 Charlotte Hwy,Lake Wylie,SC,29710,YORK,8036842732,http://www.bushnvinefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,45091061707,+35.1328855,-081.0658123,35.108326,-81.042755
-9045146.22,4168699.554,9908,Bush N Vine - York,1650 Filbert Hwy,York,SC,29745,YORK,8036842732,http://www.bushnvinefarm.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45091061501,+35.0340052,-081.2596548,35.036926,-81.25567
-9021944.827,4157914.205,9909,Bush N Vine - Rock Hill,1662 Ebenezer Rd.,Rock Hill,SC,29732,YORK,8036842732,http://www.bushnvinefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45091060700,+34.9606397,-081.0380086,34.954773,-81.0449
-9048089.851,4167270.237,9910,Windy Hill Orchard,1860 Black Hwy,York,SC,29745,YORK,8036840690,http://windyhillorchard.com/,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45091061501,+35.0340052,-081.2596548,35.023582,-81.27954
-9032003.132,4145493.917,9911,Boyd Farms,4900 Williamson Rd.,Rock Hill,SC,29730,YORK,8033293384,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45091061403,+34.9101147,-081.1249061,34.86648,-81.140526
-9012064.599,4166559.972,9913,Peach Stand,1325 Hwy 160 West,Fort Mill,SC,29715,YORK,803-547-7563,http://www.peachstand.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45091061004,+35.0120768,-080.9768143,35.0194808,-80.95782076
-9019656.372,4153481.538,9914,Old Town Farmers Market,258 East White Street,Rock Hill,SC,29730,YORK,,http://www.onlyinoldtown.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45091060300,+34.9144554,-081.0197342,34.925877,-81.02208
-9269478.938,4132235.395,9915,Chattooga Belle Farm,454 Damascus Church Rd.,Long Creek,SC,29658,OCONEE,(864) 647-9768,http://www.chattoogabellefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,45073030100,+34.8169487,-083.1735571,34.766758,-83.267654
-9268910.623,4137870.552,9916,Bryson's Apple Orchard,1011 Chattooga Ridge Rd.,Mountain Rest,SC,29664,OCONEE,8646479427,http://www.brysonsappleorchard.com,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,,45073030100,+34.8169487,-083.1735571,34.808533,-83.26373
-9200698.132,4096293.356,9917,Anderson Farmers' Market,402 North Murray Ave.,Anderson,SC,29624,ANDERSON,,http://www.andersoncountysc.org/parks/,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,45007000700,+34.4939131,-082.6616905,34.50111,-82.651344
-9177290.319,4158002.095,9920,Travelers Rest Farmers' Market,235 Trailblazer Dr.,Travelers Rest,SC,29690,GREENVILLE,864-610-0965,http://www.travelersrestfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,45045003904,+34.9863586,-082.4422353,34.95482905,-82.44575184
-9013701.83,4057652.431,9924,Blythewood Farmers Market,171 Langford Rd.,Blythewood,SC,29016,RICHLAND,8436971733,http://www.blythewoodfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,45079010104,+34.2216804,-080.9019379,34.2145,-80.97124
-9122603.31,4167888.746,9925,Belue Farms Natural Market,3769 Parris Bridge Rd.,Boiling Springs,SC,29316,SPARTANBURG,864 578 0446,http://www.beluefarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,45083022403,+35.0591273,-081.9183544,35.028244,-81.95005
-9001353.582,4045305.632,9926,Sandhills Farmers Market,900 Clemson Rd.,Columbia,SC,29229,RICHLAND,8037885700,http://www.clemson.edu/public/sandhill/programs/farmers_market.html,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45079011415,+34.1482481,-080.8586460,34.12991,-80.87223
-9160179.441,4135630.941,9927,Mauldin Open Air Market,699 East Butler Road,Mauldin,SC,29662,GREENVILLE,864-297-4826,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,VENDOR,,45045002903,+34.7787267,-082.2934095,34.79171,-82.28695
-9160246.468,4153027.787,9928,Taylors Farmers Market,250 Mill St.,Taylors,SC,29687,GREENVILLE,,http://taylorssc.org,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45045002604,+34.9153567,-082.2848315,34.92005,-82.28643
-9153334.291,4155226.844,9929,Greer Farmers Market,300 Randall Street,Greer,SC,29651,GREENVILLE,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,,YES,YES,,NO,NO,NO,,,45045002505,+34.9340064,-082.2349844,34.936584,-82.22604
-9213991.436,4091972.947,9934,Indoor Farmers Market At Forx Farm,5575 Dobbins Bridge Road,Anderson,SC,29626,ANDERSON,864-328-1475,,YES,YES,YES,YES,no,no,no,no,no,no,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45007012200,+34.3981509,-082.7484339,34.469944,-82.7704
-9195005.012,4040944.231,9937,Calhoun Fall Farmers' Market,Cox Avenue,Calhoun Falls,SC,29628,ABBEVILLE,864-418-8512,None,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45001950600,+34.1246804,-082.5850722,34.092973,-82.595006
-9169114.656,4149537.958,9942,Greenville State Farmers Market,1354 Rutherford Road,Greenville,SC,29609,GREENVILLE,864-224-4023,http://www.agriculture.sc.gov/agritourism-farms,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45045001101,+34.8804194,-082.3786068,34.882896,-82.38036
-8998775.62,4160104.55,9943,Howell Specialty Farmz,9010 Pryor Drive,Fort Mill,SC,29707,LANCASTER,704-619-8792,http://howellspecialtyfarmz.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,BIT COIN,NO,NO,NO,,,45057011201,+35.0020502,-080.8717949,34.97153,-80.83675
-9101686.747,4173602.186,9946,Lemmons Farms,104 Webber Road,Gaffney,SC,29341,CHEROKEE,864 489 0860,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45021970100,+35.1031978,-081.7809925,35.071957,-81.76121
-9132662.554,4178122.499,9947,Pick Of The Season,8390 Hwy 9,Inman,SC,29349,SPARTANBURG,864 542 4247,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45083022404,+35.0884832,-081.9881342,35.107254,-82.04011
-9095831.8,4175286.242,9948,The Peach Shed,130 Nancy Creek Rd.,Gaffney,SC,29340,CHEROKEE,864 839 6913,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,,,,45021970201,+35.0819573,-081.7015857,35.08202,-81.717674
-9088378.552,4173433.219,9949,The Garden Spot Produce,601 E. Frederick St.,Gaffney,SC,29341,CHEROKEE,864 480 9393,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45021970502,+35.0611810,-081.6288145,35.070389,-81.642199
-9091637.385,4177427.811,9950,Abbott Farms,100 Wilcox Ave.,Gaffney,SC,29340,CHEROKEE,864 480 9886,http://www.abbottfarmsonline.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,45021970202,+35.1437371,-081.6698882,35.09957,-81.67109
-9042941.396,4022111.627,9952,Zach's Produce,1131-A South Lake Dr.,Lexington,SC,29073,LEXINGTON,803-622-4843,,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45063021017,+33.9403109,-081.1950024,33.94797,-81.23486
-9107948.91,4183378.96,9953,Battleground Produce,203 Edsel Dr.,Chesnee,SC,29323,CHEROKEE,864 492 2485,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45021970100,+35.1031978,-081.7809925,35.14341,-81.81958
-9133079.972,4181876.494,9954,The Peach Basket,6410 Hwy 11,Campobello,SC,29322,SPARTANBURG,864 592 1567,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45083022401,+35.1476875,-082.0394651,35.132145,-82.04436
-9088207.858,4171784.689,9955,Allison's Produce,1503 E. Frederick  St.,Gaffney,SC,29340,CHEROKEE,8642197949,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45021970502,+35.0611810,-081.6288145,35.058388,-81.640945
-9089156.37,4173658.749,9956,Buford St. Drug Store Produce Stand,113 W Buford St.,Gaffney,SC,29340,CHEROKEE,864 488 3036,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45021970201,+35.0819573,-081.7015857,35.07292529,-81.6513129
-9176641.315,4100948.641,9957,Holliday's Veggie Patch,1402 Mattison Road,Belton,SC,29627,ANDERSON,,http://hollidaysveggiepatch.com,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,,YES,YES,NO,,,45007011402,+34.5256364,-082.4416280,34.53729,-82.43342
-8991836.432,3984981.677,9959,Calhoun County Council On Aging Farmer's Market,200 Milligan Circle,St Matthews,SC,29135,CALHOUN,803-874-1270,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,,45017950200,+33.6883735,-080.8061167,33.6732079,-80.7767554
-8976866.102,3876162.308,9960,Colleton County Museum And Farmers Market,506 E Washington St,Walterboro,SC,29488,COLLETON,(843) 549-2303,http://www.colletonmuseum.org,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,,45029970500,+32.9053462,-080.6718142,32.9040069,-80.661134
-9003771.095,4045904.516,9961,Richland Library Sandhills Farmers Market At R2I2,763 Fashion Drive,Columbia,SC,29229,RICHLAND,803-231-6365,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45079011418,+34.1299753,-080.8929715,34.12792,-80.8829
-9021047,4029366.988,9962,Richland Library Main,1431 Assembly St,Columbia,SC,29201,RICHLAND,803-929-3447,http://www.richlandlibrary.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45079003100,+34.0078902,-081.0307786,34.003914,-81.03674
-8988029.742,3827131.882,9964,Mikell's Fruit Roadside Stand,3 Poppy Hill Road,Beaufort,SC,29906,BEAUFORT,,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,,YES,YES,EBT,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45013000200,+32.5007617,-080.7468659,32.484924,-80.74147
-8969817.862,3814412.234,9965,Penn Center Farmer's Market,16 Penn Center Circle West,St. Helena Island,SC,29920,BEAUFORT,,http://www.penncenter.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,,,,Cash App,NO,NO,NO,,,45013001102,+32.3630229,-080.5792222,32.389095,-80.57652
-8799677.459,3980235.537,9966,Freewoods Farm Market House,9515 Freewoods Rd.,Myrtle Beach,SC,29588,HORRY,843-650-2064,http://www.freewoodsfarm.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,,YES,YES,NO,,NO,45051051605,+33.6150143,-079.0285564,33.637535,-79.04907
-8758866.608,4005597.451,9968,North Myrtle Beach Farmers Market,925 1St Ave. South,North Myrtle Beach,SC,29582,HORRY,843-839-4488,http://waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051040300,+33.8340470,-078.6677196,33.82705354,-78.68230008
-8916521.316,4128275.173,9971,Sellers Farm Produce- Chesterfield,1220 W. Main Street,Chesterfield,SC,29709,CHESTERFIELD,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,,NO,45025950400,+34.7255811,-080.1008750,34.737186,-80.10562
-8932688.174,4057823.72,9973,Lee County Farm And Garden Market (Ace Hardware Site- Bishopville),576 Sumter Highway,Bishopville,SC,29010,LEE,803-229-2679,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,"",+34.2712347,-080.3181752,34.204326,-80.270365
-8837051.411,4081678.158,9976,Robert Farm Market Produce,1717 Hwy 301 South,Dillon,SC,29536,DILLON,No Phone,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,,NO,45033970400,+34.3943810,-079.3862993,34.3928487,-79.38451088
-8933017.026,4094620.273,9983,Us Hwy 1 Mcleod Market,25455 Us Hwy 1,Mcbee,SC,29101,CHESTERFIELD,843-335-8340,http://www.macspride.com/,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45025950800,+34.4978789,-080.2561591,34.48943,-80.24641
-8894052.047,4121343.184,9987,Jacobs Fresh Market,101 Chesterfield Hwy,Cheraw,SC,29520,CHESTERFIELD,843-253-3525,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45025950502,+34.7080062,-079.9249608,34.691235,-79.90306
-9059707.137,3931684.309,9993,King Mackerel,12138 Hwy 278,Barnwell,SC,29812,BARNWELL,803-259-4037,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45011970300,+33.2731810,-081.3721662,33.27357339,-81.38502975
-8945738.184,4018131.239,9997,American Legion Post 15 Farmers Market (Newmans Farm House),25 Artillery Drive,Sumter,SC,29150,SUMTER,(803) 983-3249,AmericanLegionFarmersMarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,YES,NO,N/A,,45085001300,+33.9165836,-080.3525729,33.91779874,-80.36048906
-8947075.887,4019730.62,10002,Sumter Farmers Market,200 Miller Road,Sumter,SC,29150,SUMTER,,http://www.sumterfarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45085000902,+33.9307112,-080.3812259,33.93248,-80.37287
-8944668.687,4014132.699,10004,Turkey Creek Bee Farmers Market,1100 S. Guignard Dr.,Sumter,SC,29154,SUMTER,803-795-9289,,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,,NO,NO,NO,N/A,NO,45085001600,+33.8878170,-080.3407342,33.888953,-80.350954
-8944971.878,4016740.669,10005,Farm Fresh Produce,425 S. Guignard Dr.,Sumter,SC,29150,SUMTER,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,45085000901,+33.9483910,-080.3732220,33.929024,-80.366425
-8943522.307,4016641.524,10006,South Sumter Farmers Market,337 Manning Ave.,Sumter,SC,29150,SUMTER,803-774-7776,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,N/A,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,45085001500,+33.9057056,-080.3508863,33.910115,-80.341042
-9016739.752,4025474.527,10007,Owens Field Farmers Market,1402 Jim Hamilton Boulevard,Columbia,SC,29206,RICHLAND,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45079002602,+33.9798771,-081.0027441,33.976883,-81.00142
-9024422.292,4027573.203,10008,Latham's Produce,906 Meeting Street,West Columbia,SC,29169,LEXINGTON,,,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,45063020300,+33.9896272,-081.0628508,33.990784,-81.06783
-9030381.673,4025834.698,10009,Zack's Produce And Flowers,3107 Augusta Road,West Columbia,SC,29169,LEXINGTON,803-622-4843,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,45063020505,+33.9923387,-081.0921352,33.9845405,-81.0919788
-9006089.835,4021731.705,10010,Cottle Strawberry Farm,2533 Trotter Road,Hopkins,SC,29061,RICHLAND,803-695-1714,http://www.cottlestrawberryfarm.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,45079011606,+33.9661291,-080.9005535,33.946983,-80.90267
-9005934.7,4129721.476,10014,Jordan Fresh Farms,1099 Seegars Rd,Fort Lawn,SC,29714,CHESTER,803-448-4475,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,,45023020800,+34.7511502,-080.9358989,34.748672,-80.90065
