npi,basic_organization_name,npi_2,hours_of_operation,medicaid_id,spoken_languages,e_rx,delivery,compound,drive_thru,vaccines,handicap_access,cultural_comp_training,accepting_new_customers,website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,geoid,tract_latitude,tract_longitude,lat,lon
1487854204,WAL-MART STORES EAST LP,1487854204,,796568,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/19/07,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3581 RICHLAND AVE W,,AIKEN,SC,298016311,803-648-6464,,45003021300,+33.5673561,-081.7526423,-81.76695,33.563614
1487931341,LITTLE RIVER MEDICAL CENTER PHARMACY,1487931341,,713556,ENG,Y,N,N,N,N,Y,Y,Y,https://lrmcenter.com/,YES,11/7/11,7/11/17,A,PHARMD,KRISTOPHER,CHIPLINSKI,843-663-8031,DIRECTOR OF PHARMACY,LITTLE RIVER MEDICAL CENTER PHARMACY,<UNAVAIL>,LITTLE RIVER MEDICAL CENTER,L,DR.,,,,,,,,,,US,United States,LOCATION,DOM,4220 CAROLINA EXCHANGE DR,,MYRTLE BEACH,SC,295794220,843-663-8051,843-663-8382,45051060209,+33.7718668,-078.9473766,-78.96363,33.762745
1497159305,WAL-MART STORES EAST LP,1497159305,,715575,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,10/21/14,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,804 S CASHUA DR,,FLORENCE,SC,295016311,843-269-9980,843-269-9981,45041000202,+34.1653321,-079.8327347,-79.81144852,34.17595224
1497278501,WALGREEN CO,1497278501,,717703,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/20/17,3/6/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,300 E MAIN ST,,WESTMINSTER,SC,296931719,217-709-2386,217-709-2344,45073031000,+34.6292891,-083.0946501,-83.09482,34.664486
1497772669,SAMS EAST INC,1497772669,,769246,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,7/16/06,8/7/13,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,350 HARBISON BLVD,,COLUMBIA,SC,292122248,803-749-4775,803-749-4196,45063021111,+34.0661938,-081.1554643,-81.15488,34.075195
1497809479,CAROLINA HEALTH CENTERS,1497809479,,780882,ENG,Y,N,N,Y,N,Y,Y,Y,http://www.rxcarolina.org/,NO,1/23/07,2/10/12,A,,LISA,GILMER,864-941-8121,PRACTICE ADMINISTRATOR,CAROLINA HEALTH CENTERS,,,Y,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,420 EPTING AVE,,GREENWOOD,SC,296464040,864-330-8230,,45047970800,+34.1118770,-082.1861034,-82.15764023,34.17335385
1497858260,SOUTH CAROLINA CVS PHARMACY LLC,1497858260,,742351,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,599 RICE AVE,,UNION,SC,293791840,864-427-7668,,45087030100,+34.7276446,-081.6274414,-81.63963,34.71901
1497859201,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1497859201,,710747,ENG,Y,N,Y,N/A,N/A,N/A,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,800 PAMPLICO HWY,,FLORENCE,SC,295056054,843-292-0621,,45041000600,+34.1546745,-079.7528863,-79.75555,34.160236
1497863062,COMMUNITY PHARMACY OF FORT MILL INC.,1497863062,,713249,ENG,Y,Y,N,N,N,Y,Y,Y,https://www.fordsdrugsandmedical.com,NO,8/25/06,2/28/17,A,,JAMES,RICHARDS,803-548-2851,OWNER/VICE PRESIDENT,COMMUNITY PHARMACY OF FORT MILL INC.,,,,,,,,,,,,,,US,United States,LOCATION,DOM,601 SPRINGCREST DR,,FORT MILL,SC,297157314,803-548-2851,803-548-2717,45091061004,+35.0120768,-080.9768143,-80.960434,35.021633
1508008202,DELTA OF CHARLESTON INC,1508008202,,710378,ENG,Y,Y,N,N,Y,Y,Y,Y,https://delta-rx.com/,NO,3/27/09,3/27/09,A,,VAN,HIGH,843-761-5255,OWNER/PRINCIPAL OFFICER,DELTA OF CHARLESTON INC,,,WILLIS,MS.,,,,,,,,,,US,United States,LOCATION,DOM,320 E BAY ST,,CHARLESTON,SC,294011681,843-937-0960,843-937-0960,45019005100,+32.7866809,-079.9264498,-79.92903,32.786316
1508109497,"BRUNSON'S PHARMACY, LLC",1508109497,,714411,ENG,Y,Y,N,N,Y,N,Y,Y,https://brunsonsrx.com/,NO,3/29/13,1/26/21,A,PHARMD,JAMES,MATHIS,803-435-2511,OWNER,"BRUNSON'S PHARMACY, LLC",,,V,DR.,JR.,1/26/21,,,,,,,,US,United States,LOCATION,DOM,12 N BROOKS ST,SUITE 206,MANNING,SC,291023206,803-435-2511,803-435-4235,45027960500,+33.7032431,-080.2749535,-80.21043744,33.69655551
1508127739,WAL-MART STORES EAST LP,1508127739,,714115,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,6/5/12,2/20/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,336 HIGHWAY 9 W,,BENNETTSVILLE,SC,295122165,843-479-0029,,45069960200,+34.5638971,-079.7572819,-79.70457406,34.64015088
1508223645,BERKELEY HOME PHARMACY LLC,1508223645,,716354,ENG,Y,Y,Y,N,N,N,Y,Y,www.berkeleyhomepharmacy.com/,NO,1/20/16,3/15/21,A,RPH,TED,NUSSBAUM,843-899-4700,OWNER/PHARMACIST,BERKELEY HOME PHARMACY LLC,,,TRISTAN,,,3/15/21,,,,,,,,US,United States,LOCATION,DOM,1008 OLD HIGHWAY 52 STE G,,MONCKS CORNER,SC,294613011,843-899-4700,843-899-4702,45015020506,+33.1834737,-079.9987130,-80.00062,33.18583
1508303330,WAL-MART STORES EAST LP,1508303330,,717207,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,1/31/17,5/11/17,A,,SARAH,LITTLE,479-277-2550,DIR HEALTHCARE CONTRACT&ENROL,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,265 SEA ISLAND PKWY,,BEAUFORT,SC,299071535,843-489-3215,843-489-3214,45013000902,+32.4453561,-080.6342550,-80.63295455,32.40868176
1508347931,SOUTH CAROLINA CVS PHARMACY LLC,1508347931,,718331,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,8/23/18,12/14/18,A,,SUSAN,COLBERT,401-770-2751,SR. DIRECTOR,SOUTH CAROLINA CVS PHARMACY LLC,,,F,,,,,,,,,,,US,United States,LOCATION,DOM,578 INTERNATIONAL DR,,MYRTLE BEACH,SC,29579,843-903-0444,,45051060308,+33.8055890,-078.8474659,-78.85635,33.75784
1508382839,MRVM LLC,1508382839,,717448,ENG,Y,Y,Y,N,Y,N,Y,Y,https://groveparkpharmacy.com/,NO,8/18/17,1/19/21,A,,V,PATEL,864-301-8441,OWNER,MRVM LLC,,,,,,1/19/21,,,,,,,,US,United States,LOCATION,DOM,1701 AUGUSTA ST,,GREENVILLE,SC,296052925,#(864) 301-8441,864-301-8442,45045004200,+34.8345704,-082.3904774,-82.399284,34.828438
1508816802,GREENVILLE HEALTH CORPORATION,1508816802,,726635,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,5/10/06,4/14/21,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/21,,,,,,,,US,United States,LOCATION,DOM,701 GROVE RD,EMPLOYEE PAVILION,GREENVILLE,SC,296055611,864-455-8910,,45045002103,+34.8059127,-082.4073509,-82.41376,34.821472
1508903394,ROSA CLARK MEDICAL CENTER,1508903394,,731290,ENG,Y,N,N,N,N,Y,Y,Y,rosaclarkclinic.org,NO,1/31/07,8/12/19,A,,VICKI,THOMPSON,864-882-4664,EXECUTIVE DIRECTOR,ROSA CLARK MEDICAL CENTER,,,,,,,,,,,,,,US,United States,LOCATION,DOM,301 MEMORIAL DR,,SENECA,SC,29672,864-882-4629,864-882-4478,45073030601,+34.7033834,-082.9775697,-82.98794,34.694366
1508938879,CVS PHARMACY #02923,1508938879,,799538,ENG,Y,Y,Y,N,N/A,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,11/14/06,4/21/17,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"PROCARE PHARMACY, LLC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3250 HARDEN STREET EXT,SUITE 300,COLUMBIA,SC,292036800,803-551-1030,,45079000500,+34.0325295,-081.0314226,-81.03015145,34.02734202
1508969270,SOUTH CAROLINA CVS PHARMACY LLC,1508969270,,742657,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,7/9/15,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1303 38TH AVE N,,MYRTLE BEACH,SC,295771315,843-448-4437,,45051050500,+33.7168113,-078.8665665,-78.86931,33.727726
1508994872,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,1508994872,,768947,ENG,Y,N,N,N,N,Y,Y,Y,www.bjhchs.org/port-royal,NO,3/1/07,12/17/19,A,BS,GREGORY,LULA,843-987-7423,DIRECTOR OF PHARMACY,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,,,,,12/17/19,,,,,,,,US,United States,LOCATION,DOM,1320 RIBAUT RD,,PORT ROYAL,SC,299351118,843-987-7423,843-987-0023,45013000800,+32.3847275,-080.6965888,-80.68517,32.399803
1518060284,SOUTH CAROLINA CVS PHARMACY LLC,1518060284,,711388,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2062 WHISKEY RD,,AIKEN,SC,298036183,803-648-2339,,45003021602,+33.5103235,-081.6813231,-81.71665,33.518234
1518060292,SOUTH CAROLINA CVS PHARMACY LLC,1518060292,,711295,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5608 SUNSET BLVD,,LEXINGTON,SC,290722728,803-957-5322,,45063021032,+34.0104257,-081.2150799,-81.22752,33.99386
1518114339,WAL-MART STORES EAST LP,1518114339,,710164,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,8/22/08,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3925 PELHAM RD,,GREENVILLE,SC,296155004,864-288-8081,,45045002803,+34.8679018,-082.2744454,-82.26403,34.85968
1518233535,STUCKEY PHARMACY LLC,1518233535,,713863,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.stuckeypharmacy.com,NO,3/23/12,12/26/19,A,RPH,HOPE,BROWN,843-558-1010,OWNER/PHARMACIST,STUCKEY PHARMACY LLC,,,S,,,12/26/19,,,,,,,,US,United States,LOCATION,DOM,207 S MAIN ST,,HEMINGWAY,SC,295546681,843-558-1010,843-558-1014,45089970300,+33.7322496,-079.4268421,-79.44745,33.751545
1518313329,PUBLIX SUPER MARKETS INC,1518313329,,716629,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,5/11/16,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,7925 N KINGS HWY,,MYRTLE BEACH,SC,295723056,843-449-1620,843-492-4278,45051050303,+33.7568838,-078.8111818,-78.815735,33.749554
1518417351,ALLENDALE COUNTY HOSPITAL BOARD,1518417351,,718114,ENG,Y,N,N,N,N,Y,Y,Y,,NO,10/5/16,10/5/18,A,,TERESA,HICKS,803-632-3311,CFO,ALLENDALE COUNTY HOSPITAL BOARD,,,H,,,,,,,,,,,US,United States,LOCATION,DOM,1787 ALLENDALE FAIRFAX HWY,,FAIRFAX,SC,298279133,803-632-3311,,45005970400,+32.8745690,-081.3241455,-81.24761,32.966095
1518596873,WALGREEN CO,1518596873,,,ENG,Y,N,N,N,Y,Y,,Y,https://www.walgreens.com/pharmacy/,YES,4/7/20,5/20/20,A,,KIRA,TAYLOR,217-709-2351,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,L,,,5/20/20,,,,,,,,US,United States,LOCATION,DOM,2418 AUGUSTA HWY STE A,,LEXINGTON,SC,290722216,803-358-8208,,45063021022,+34.0017338,-081.3138256,-81.30512,33.979633
1518989268,SOUTH CAROLINA CVS PHARMACY LLC,1518989268,,716311,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,7/24/06,11/8/16,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1900 SPRINGSTEEN RD,,ROCK HILL,SC,297306990,803-985-3888,803-985-3888,45091061201,+34.9106162,-080.9614516,-80.98031,34.938362
1528007465,PUBLIX SUPER MARKETS INC,1528007465,,767282,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/6/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2700 WOODRUFF RD,,SIMPSONVILLE,SC,296814804,864-234-3866,864-234-3871,45045002816,+34.8025393,-082.1900960,-82.227165,34.80563
1528041373,MED MART LEX,1528041373,,716242,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.rxmedicinemart.com,NO,11/25/05,3/9/16,A,,MICHAEL,GLEATON,803-957-5969,OWNER,MED MART LEX,,,,,,,,,,,,,,US,United States,LOCATION,DOM,348B COLUMBIA AVE,,LEXINGTON,SC,290722657,803-957-5969,803-808-1829,45063021029,+33.9709573,-081.2466290,-81.24221,33.98782
1528079175,CROMER MEDICAL SERVICES INC,1528079175,,752895,ENG,Y,Y,N,Y,Y,Y,Y,Y,,NO,8/10/06,4/12/21,A,,CANDACE,FRICK,803-276-0990,PHARMACY MANAGER,CROMER MEDICAL SERVICES INC,,,,,,4/12/21,,,,,,,,US,United States,LOCATION,DOM,1310 WILSON RD,,NEWBERRY,SC,291083048,803-276-0990,803-276-4276,45071950202,+34.2795093,-081.5635938,-81.59799,34.284977
1528085776,WAL-MART STORES EAST LP,1528085776,,723610,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,360 HARBISON BLVD,,COLUMBIA,SC,292122248,803-732-0617,,45063021111,+34.0661938,-081.1554643,-81.15097528,34.07550723
1528085784,WAL-MART STORES EAST LP,1528085784,,724476,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2110 BELLS HWY,,WALTERBORO,SC,294886978,843-539-1555,,45029970401,+33.0054202,-080.7171243,-80.6899034,32.93594391
1528104767,WALGREEN CO,1528104767,,715798,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,1/29/07,8/31/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1232 W WADE HAMPTON BLVD,,GREER,SC,296501243,864-801-2337,,45045002506,+34.9556129,-082.2709367,-82.259285,34.941967
1528161205,SOUTH CAROLINA CVS PHARMACY LLC,1528161205,,745833,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/7/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9912 DUNBARTON BLVD,,BARNWELL,SC,298121442,803-259-3649,,45011970300,+33.2731810,-081.3721662,-81.36688061,33.24642329
1528229390,WALGREEN CO.,1528229390,,715722,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,6/24/08,10/3/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO.,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2191 WHISKEY RD,,AIKEN,SC,298036138,803-648-8155,,45003021203,+33.4860371,-081.7256873,-81.71504,33.514896
1528319548,U-SAVE-IT PHARMACY INC,1528319548,,714209,ENG,Y,N,N,Y,Y,Y,Y,Y,www.usaveitpharmacy.com,NO,10/1/12,2/22/17,A,,PAULA,NORMAN,229-435-4571,VICE PRESIDENT,U-SAVE-IT PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2306 CHESNEE HWY,STE 1,SPARTANBURG,SC,293035500,864-577-0087,864-577-0599,45083021402,+35.0164539,-081.9222548,-81.89536,35.025658
1528365046,GREENVILLE HEALTH CORPORATION,1528365046,,715418,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,2/18/11,7/19/18,A,,STEVE,RANCK,864-522-1708,"DIR OF PHCY, SVC GHC, AO",GREENVILLE HEALTH CORPORATION,,,,,,,,,,,,,,US,United States,LOCATION,DOM,298 MEMORIAL DR,,SENECA,SC,296729443,864-885-7336,864-885-7337,45073030601,+34.7033834,-082.9775697,-82.98555,34.69492
1528388279,NYES PHARMACY OF CONWAY INC,1528388279,,710957,ENG,Y,N,Y,N,Y,Y,Y,Y,,NO,6/4/10,7/30/10,A,,TIFFANY,COMBS,843-248-5015,OWNER/PHARMACIST,NYES PHARMACY OF CONWAY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1600 10TH AVE,,CONWAY,SC,295264112,843-248-5015,843-488-1942,45051070300,+33.8534671,-079.0653864,-79.05949,33.839222
1528451556,WAL-MART STORES EAST LP,1528451556,,715920,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,3/16/15,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2003 E GREENVILLE ST,,ANDERSON,SC,296211529,864-760-6162,864-760-6163,45007001100,+34.5418110,-082.6594195,-82.63127,34.543583
1528512357,SHELBY PHARMACY LLC,1528512357,,716737,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://stores.healthmart.com/easleypharmacy,NO,8/10/16,9/12/16,A,RPH,JERRY,SHELBY,256-503-5535,"OWNER,PIC, AO",SHELBY PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,401 HILLCREST DR,,EASLEY,SC,296401221,864-642-4879,864-712-9279,45077010801,+34.8349715,-082.6269605,-82.609795,34.83736
1538108444,PUBLIX SUPER MARKETS INC,1538108444,,730273,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/6/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,334 E MARTINTOWN RD,,NORTH AUGUSTA,SC,298414261,803-441-3906,803-441-3911,45003020802,+33.4918418,-081.9708285,-81.96208792,33.49755016
1538174628,WALGREEN CO,1538174628,,715783,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/29/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1801 POINSETT HWY,,GREENVILLE,SC,296092850,864-240-8141,,45045002302,+34.8811322,-082.4173125,-82.406494,34.891308
1538186788,WAL-MART STORES EAST LP,1538186788,,722592,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,141 DORMAN CENTRE DR,,SPARTANBURG,SC,293012625,864-574-1985,864-574-6825,45083020602,+34.9317702,-081.9805712,-81.98492993,34.93524289
1538195029,SANDHILLS MEDICAL FOUNDATION,1538195029,,784674,ENG,Y,N,N,Y,Y,Y,Y,Y,sandhillsmedical.org/services/pharmacy,NO,6/25/06,2/17/15,A,PHARMD,ALYSSA,NORWOOD,803-438-5537,DIRECTOR OF PHARMACY,SANDHILLS MEDICAL FOUNDATION,,,L.,DR.,,,,,,,,,,US,United States,LOCATION,DOM,40 BALDWIN AVE,,LUGOFF,SC,290789406,803-438-5537,803-438-5546,45055970402,+34.2346731,-080.6900046,-80.68862,34.224884
1538252671,LONGS DRUGSTORES OF SC INC,1538252671,,715057,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://longsrx.com/,NO,10/2/06,5/15/14,A,BS,MARSHALL,FROST,404-583-6945,DIRECTOR OF BUSINESS DEV,LONGS DRUGSTORES OF SC INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,630 KILBOURNE RD,,COLUMBIA,SC,292052827,803-254-4619,803-765-0466,45079002500,+33.9934982,-080.9938435,-80.98756,33.996033
1538263330,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1538263330,,71082D,ENG,Y,N,N/A,N/A,N/A,N/A,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,718 MILLS AVE,,GREENVILLE,SC,296054223,864-421-1586,,45045002108,+34.8289154,-082.4158114,-82.41441,34.822582
1538347893,GREENVILLE HEALTH CORPORATION,1538347893,,798192,ENG,Y,Y,N,Y,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,2/8/08,4/14/21,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/21,,,,,,,,US,United States,LOCATION,DOM,845 S BUNCOMBE RD STE B,,GREER,SC,296502432,864-522-1700,864-522-1724,45045002503,+34.9060735,-082.2434794,-82.24162,34.91846
1538449707,"L&R LAX, LLC",1538449707,,713452,ENG,Y,N,N,N,N,Y,Y,Y,,NO,8/19/11,12/31/18,A,PHARMD,VIPUL,PATEL,803-289-0000,OWNER,"L&R LAX, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1755 AIRPORT RD STE 100,,LANCASTER,SC,297204800,803-289-0000,803-289-0001,45057010500,+34.6924242,-080.8004274,-80.78477,34.69013
1548275142,PIGGLY WIGGLY OF MANNING INC.,1548275142,,709460,ENG,Y,N,Y,N,N,Y,Y,Y,,NO,7/30/06,3/14/17,A,PHARMD,W,MCLEOD,803-775-1334,OWNER,PIGGLY WIGGLY OF MANNING INC.,,,,,,,,,,,,,,US,United States,LOCATION,DOM,36 SUNSET DR,,MANNING,SC,291022927,803-433-2412,803-433-8202,45027960701,+33.6390856,-080.2315868,-80.21282,33.691273
1548275613,WALGREEN CO,1548275613,,765988,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4300 HIGHWAY 17 S,,NORTH MYRTLE BEACH,SC,295825157,843-272-8399,,45051040500,+33.7932933,-078.7441369,-78.73197894,33.80317527
1548275639,WALGREEN CO,1548275639,,715826,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/29/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREEN CO,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,618 FAIRVIEW RD,,SIMPSONVILLE,SC,296806707,864-962-1839,,45045003013,+34.6976980,-082.2623275,-82.25605,34.71523
