contaminant_name,media,site_name,epa_id,city,county,state,zip_code,site_location,latitude,longitude,region,npl_status,superfund_alternative_agreement,federal_facility,operable_unit_number,sequence_id,decision_document_type,actual_completion_date,fiscal_year,geoid,tract_latitude,tract_longitude,lat,lon
PLUTONIUM-238,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-226,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SELENIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SILVER,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
STRONTIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TECHNETIUM-99,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TETRACHLOROETHENE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THALLIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THORIUM-230,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROETHENE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROFLUOROMETHANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRITIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-234,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-235,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
VANADIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ZINC,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,8,11,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ALPHA GROSS,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ANTIMONY,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
Americium-241,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BARIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BENZENE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BETA GROSS,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CADMIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CHROMIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COPPER,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CURIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CYANIDE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IODINE (I2),Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
LEAD,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MERCURY,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
NICKEL,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
NITRATE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-238,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-226,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SELENIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SILVER,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
STRONTIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TECHNETIUM-99,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TETRACHLOROETHENE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THORIUM-230,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TIN,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROETHENE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROFLUOROMETHANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRITIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-234,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-235,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
VANADIUM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ZINC,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,9,12,Record of Decision,4/13/95,1995,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
2-METHYLNAPHTHALENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ASBESTOS,Debris,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ASBESTOS,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TETRACHLOROETHENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRITIUM,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
VOC,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,63,14,Record of Decision,9/6/11,2011,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
Americium-241,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CURIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-238,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-239,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
POTASSIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-234,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-235,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,17,16,Record of Decision,9/30/97,1997,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ALUMINUM,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BARIUM,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Solid Waste,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CHROMIUM,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COPPER,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COPPER,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IRON,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
LEAD,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
LEAD,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MANGANESE,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MERCURY,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MERCURY,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MERCURY,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
NICKEL,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
NICKEL,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,21,17,Record of Decision,12/12/03,2004,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
