npi,basic_organization_name,latitude,longitude,address,city,state,zip,county,country,match_indicator,match_type,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
1356487607,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,34.082304,-80.995424,282 Faison Dr,Columbia,SC,29203,Richland County,US,Match,Exact,635634001,L,45,079,010806,1002
1356490148,THE FINKLIN CORPORATION,34.035331,-81.041805,3714 US Hwy 21,Columbia,SC,29203,Richland County,US,No_Match,,,,,,,
1356510820,WALGREEN CO,33.907648,-81.222814,1903 S Lake Dr,Lexington,SC,29073,Lexington County,US,Match,Non_Exact,636701317,R,45,063,020908,2016
1356674378,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",33.76115,-78.816083,930 82nd Pkwy,Myrtle Beach,SC,29572,Horry County,US,Match,Exact,607104835,R,45,051,050303,1036
1356726798,DELTA OF HOLLYWOOD LLC,32.735771,-80.237685,6219 Bevington Rd,Hollywood,SC,29449,Charleston County,US,Match,Exact,108789835,L,45,019,002504,1041
1356767461,INGLES MARKETS INC,34.521229,-82.656643,1901 N Main St,Anderson,SC,29621,Anderson County,US,Match,Non_Exact,25486284,L,45,007,000900,2037
1356906903,PHV LLV,34.696519,-81.192486,1538 State Hwy 97,Chester,SC,29706,Chester County,US,Match,Exact,40570579,R,45,023,020500,3000
1366065468,LEXINGTON PHARMACY LLC,33.980846,-81.298723,104 Scarborough Dr,Lexington,SC,29072,Lexington County,US,Match,Exact,632435125,R,45,063,021045,1000
1366457434,WALGREEN CO,33.98362,-81.095742,2242 US Hwy 1,Lexington,SC,29073,Lexington County,US,No_Match,,,,,,,
1366457459,WALGREEN CO,34.270978,-80.609406,2425 US Hwy 601,Camden,SC,29020,Kershaw County,US,No_Match,,,,,,,
1366459323,WALGREEN CO,34.476447,-82.652395,2201 S Murray Ave,Anderson,SC,29624,Anderson County,US,Match,Non_Exact,640545449,L,45,007,000702,2029
1366469520,WAL-MART STORES EAST LP,33.027036,-80.057415,12 Chelsea Ct,Goose Creek,SC,29445,Berkeley County,US,Match,Exact,100745686,R,45,015,020719,2005
1366546160,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",34.782791,-82.299643,213 E Butler Rd,Mauldin,SC,29662,Greenville County,US,Tie,,,,,,,
1366597270,MOON'S DRUG STORE,34.666994,-83.096939,102 W North Ave,Westminster,SC,29693,Oconee County,US,No_Match,,,,,,,
1366640955,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",32.78375,-79.935898,51 George St,Charleston,SC,29401,Charleston County,US,Match,Exact,639341269,L,45,019,000400,2017
1366642209,WAL-MART STORES EAST LP,33.91379,-81.227266,1766 S Lake Dr,Lexington,SC,29073,Lexington County,US,Match,Non_Exact,645304500,L,45,063,021035,1020
1366774408,HEROLDS PHARMACY LLC,32.815401,-80.043519,2073 Charlie Hall Blvd,Charleston,SC,29414,Charleston County,US,Match,Exact,615118053,L,45,019,002613,2006
1366830408,WALGREEN CO,34.185919,-79.76717,702 S Irby St,Florence,SC,29501,Florence County,US,Tie,,,,,,,
1376057570,"GOLDEN TOWN PHARMACY, LLC",33.993782,-79.202055,2841 Hwy 501,Aynor,SC,29511,Horry County,US,No_Match,,,,,,,
1376558445,WALGREEN CO,32.212881,-80.722704,21 Hatton Pl,Hilton Head Island,SC,29926,Beaufort County,US,Match,Exact,87645257,R,45,013,010400,1015
1376558452,WALGREEN CO,0,0,NA NA,,,,,,No_Match,,,,,,,
1376558460,WALGREEN CO,32.905384,-80.089,9956 State Hwy 642,North Charleston,SC,29420,Charleston County,US,No_Match,,,,,,,
1376560532,WAL-MART STORES EAST LP,32.72053,-79.96767,1231 Folly Rd,Charleston,SC,29412,Charleston County,US,No_Match,,,,,,,
1376583716,PUBLIX SUPER MARKETS INC,34.865108,-82.346363,300 Pelham Rd,Greenville,SC,29615,Greenville County,US,Match,Exact,624818607,R,45,045,001810,1000
1376614594,"PHARMACY ASSOCIATES OF ANDERSON, INC",34.480349,-82.648246,2630 S Main St,Anderson,SC,29624,Anderson County,US,Match,Non_Exact,25453333,R,45,007,000702,2048
1376646067,SOUTH CAROLINA CVS PHARMACY LLC,34.690189,-82.827155,1301 Tiger Blvd,Clemson,SC,29631,Pickens County,US,Match,Exact,26224499,L,45,077,011204,3000
1376669184,CLEMSON UNIVERSITY,34.675792,-82.83577,836 McMillan Rd,Clemson,SC,29634,Pickens County,US,No_Match,,,,,,,
1386066132,"DILLON COMMUNITY PHARMACY, INC.",34.420873,-79.372214,240 W Washington St,Dillon,SC,29536,Dillon County,US,Tie,,,,,,,
1386277846,CAROLINA PHARMACY INC.,34.186848,-79.364909,1955 State Rd S-34-41,Marion,SC,29571,Marion County,US,No_Match,,,,,,,
1386603025,"INTRAMED PLUS, INC",34.830655,-82.30647,1114 Woodruff Rd,Greenville,SC,29607,Greenville County,US,Match,Exact,635858548,R,45,045,002805,1037
1386659233,INGLES MARKETS INC,35.062641,-81.999402,4521 Highway 9,Inman,SC,29349,Spartanburg County,US,Match,Non_Exact,640576660,R,45,083,022405,2002
1386661544,WAL-MART STORES EAST LP,33.847229,-79.764407,NA US 52,Lake City,SC,29560,Florence County,US,No_Match,,,,,,,
1386747079,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",35.109383,-81.216698,605 Bethel St,Clover,SC,29710,York County,US,Match,Exact,19785669,R,45,091,061801,2019
1386855377,WALGREEN CO,33.971998,-81.076925,U1525 Charleston Hwy,West Columbia,SC,29169,Lexington County,US,No_Match,,,,,,,
1386872604,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",33.586382,-79.051482,10005 Tournament Blvd,Murrells Inlet,SC,29576,Horry County,US,No_Match,,,,,,,
1396701447,"OPTUM INFUSION SERVICES 200, INC.",32.901859,-80.025951,5919 Core Ave,Charleston,SC,29406,Charleston County,US,Match,Exact,108798367,L,45,019,003105,2038
1396796769,KENS THRIFTEE PHARMACY INC,34.766176,-83.065564,109 N College St,Walhalla,SC,29691,Oconee County,US,Tie,,,,,,,
1396842233,CARE PHARMACY LLC,33.380665,-79.287746,705 N Fraser St,Georgetown,SC,29440,Georgetown County,US,Match,Non_Exact,28961070,L,45,043,920601,4008
1396848156,SOUTH CAROLINA CVS PHARMACY LLC,34.531512,-82.663392,2803 N Main St,Anderson,SC,29621,Anderson County,US,Match,Non_Exact,25450480,L,45,007,001000,2005
1396848164,SOUTH CAROLINA CVS PHARMACY LLC,33.956761,-80.9318,NA US 378,Columbia,SC,29209,Richland County,US,No_Match,,,,,,,
1396848883,SOUTH CAROLINA CVS PHARMACY LLC,34.788896,-82.481322,3460 Highway 153,Piedmont,SC,29673,Anderson County,US,Match,Non_Exact,640778457,L,45,007,010105,1007
1396890638,WALGREEN CO,34.429094,-79.361571,1400 US Hwy 301 N,Dillon,SC,29536,Dillon County,US,Match,Exact,28832129,R,45,033,970301,1036
1396962395,WAL-MART STORES EAST LP,34.031475,-81.108542,1301 Bush River Rd,Columbia,SC,29210,Lexington County,US,Match,Exact,622144481,R,45,063,020510,4001
1396988291,WAL-MART STORES EAST LP,33.779035,-78.987866,156 Myrtle Ridge Ave,Conway,SC,29526,Horry County,US,No_Match,,,,,,,
1407204613,WAL-MART STORES EAST LP,33.013711,-80.240338,112 Mayrant St,Summerville,SC,29483,Dorchester County,US,Match,Exact,178458348,R,45,035,010503,2000
1407959174,SOUTH CAROLINA CVS PHARMACY LLC,34.176227,-82.149227,1413 Main St S,Greenwood,SC,29646,Greenwood County,US,Match,Exact,50821500,R,45,047,970801,1014
1407959273,SOUTH CAROLINA CVS PHARMACY LLC,35.691716,-82.016403,178 Robinson Rd,Marion,NC,28752,McDowell County,US,Match,Exact,35912568,R,37,111,970300,2022
1417184334,WAL-MART STORES EAST LP,34.980215,-81.089142,4875 101 Old York Rd,Rock Hill,SC,29732,York County,US,No_Match,,,,,,,
1417356320,HOLLY STREET DRUGS LLC,33.325986,-80.417698,904 Holly St,Holly Hill,SC,29059,Orangeburg County,US,Match,Exact,19224625,L,45,075,010200,1058
1417385899,FIVE POINTS COOPERATIVE PHARMACY,34.006814,-81.019435,1235 Harden St,Columbia,SC,29205,Richland County,US,Match,Exact,71821642,L,45,079,003100,1045
1417952425,"ORANGE CUT RATE DRUG STORE, INC.",33.488219,-80.864975,1061 Broughton St,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,19217615,L,45,075,011300,1042
1427069095,SAVITZ DRUG STORE INC,34.162812,-82.382739,810 Greenwood St W,Abbeville,SC,29620,Abbeville County,US,No_Match,,,,,,,
1427070176,SOUTH CAROLINA CVS PHARMACY LLC,32.792351,-80.02973,2037 Sam Rittenberg Blvd,Charleston,SC,29407,Charleston County,US,Match,Exact,108855146,L,45,019,002701,1050
1427146059,BARNWELL HEALTH INVESTORS,33.254729,-81.361617,168 Wren St,Barnwell,SC,29812,Barnwell County,US,Match,Exact,19068459,L,45,011,970300,3002
1427151109,SOUTH CAROLINA CVS PHARMACY LLC,33.666097,-79.83268,300 N Jackson St,Kingstree,SC,29556,Williamsburg County,US,Tie,,,,,,,
1427151190,SOUTH CAROLINA CVS PHARMACY LLC,34.930216,-81.895292,1422 Union St,Spartanburg,SC,29302,Spartanburg County,US,Match,Exact,19478374,R,45,083,021100,4009
1427572106,WALGREEN CO,34.167198,-81.3576,1423 Chapin Rd,Chapin,SC,29036,Lexington County,US,Match,Exact,70068358,L,45,063,021204,1011
1437176682,WAL-MART STORES EAST LP,33.860042,-79.088727,2718 W Hwy 501,Conway,SC,29527,Horry County,US,No_Match,,,,,,,
1437252111,SOUTH CAROLINA CVS PHARMACY LLC,34.954964,-82.127558,101 Locust St,Lyman,SC,29365,Spartanburg County,US,Match,Exact,19511299,L,45,083,023104,2009
1437252871,SOUTH CAROLINA CVS PHARMACY LLC,33.884975,-78.688227,2380 E Hwy 9,Little River,SC,29566,Horry County,US,No_Match,,,,,,,
1437252970,SOUTH CAROLINA CVS PHARMACY LLC,34.859333,-82.263636,4100 A Pelham Rd,Greenville,SC,29615,Greenville County,US,No_Match,,,,,,,
1437565843,WAL-MART STORES EAST LP,33.577336,-81.940064,1080 Edgefield Rd,North Augusta,SC,29860,Aiken County,US,Match,Exact,65034883,R,45,003,020500,3002
1437586294,EHRHARDT PHARMACY LLC,33.103892,-81.013863,12856 US Hwy 601,Ehrhardt,SC,29081,Bamberg County,US,No_Match,,,,,,,
1437769494,"PUBLIX SUPER MARKETS, INC",34.724194,-82.293861,1402 W Georgia Rd,Simpsonville,SC,29680,Greenville County,US,Match,Non_Exact,620932870,L,45,045,003014,1017
1447277694,WAL-MART STORES EAST LP,34.282935,-81.593933,2803 Main St,Newberry,SC,29108,Newberry County,US,Match,Exact,45383128,L,45,071,950204,1010
1447284161,THE KROGER CO,34.087251,-81.183699,7464 Woodrow St,Irmo,SC,29063,Lexington County,US,Match,Exact,70048781,R,45,063,021112,1010
1447353123,SOUTH CAROLINA CVS PHARMACY LLC,33.798476,-81.89061,227 Apple Sq,Edgefield,SC,29824,Edgefield County,US,No_Match,,,,,,,
1447354246,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",32.835264,-80.044743,2194 Doris Dr,Charleston,SC,29414,Charleston County,US,Match,Exact,617586666,L,45,019,002611,2000
1447398375,HARTSVILLE DRUG CO INC,34.375619,-80.075392,123 W Home Ave,Hartsville,SC,29550,Darlington County,US,Tie,,,,,,,
1447408331,WALGREEN CO,34.392105,-80.073032,1079 5th St,Hartsville,SC,29550,Darlington County,US,Match,Non_Exact,78391892,R,45,031,010300,3024
1447756762,"ASSOCIATED MEDICAL SPECIALISTS, PA",33.756185,-78.818863,8121 Rourk St,Myrtle Beach,SC,29572,Horry County,US,Match,Exact,29066956,R,45,051,050303,1045
1447793161,PUBLIX SUPER MARKETS INC,33.582536,-79.045943,101 Chenoa Dr,Murrells Inlet,SC,29576,Horry County,US,Match,Exact,630963781,L,45,051,051609,1009
1457366528,WALGREEN CO,32.830367,-79.835286,1013 James Nelson Rd,Mount Pleasant,SC,29464,Charleston County,US,Match,Exact,650135512,L,45,019,004612,4004
1457366544,WALGREEN CO,32.922053,-80.665195,779 Robertson Blvd,Walterboro,SC,29488,Colleton County,US,No_Match,,,,,,,
1457436628,HEALTH CARE PARTNERS PHARMACY,33.850218,-79.055806,1600 Main St,Conway,SC,29526,Horry County,US,Match,Non_Exact,29040624,R,45,051,070200,2029
1457450389,HARSEYS PHARMACY,34.690074,-79.898477,8 Chesterfield Hwy,Cheraw,SC,29520,Chesterfield County,US,Match,Exact,14331479,R,45,025,950504,2026
1457455255,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",33.977141,-81.075176,1201 Charleston Hwy,West Columbia,SC,29169,Lexington County,US,Match,Exact,642895923,L,45,063,020202,1006
1457560328,WALGREEN CO,34.855413,-82.320588,903 Pelham Rd,Greenville,SC,29615,Greenville County,US,Match,Exact,38352726,L,45,045,002804,1022
1457625428,INGLES MARKETS INC,35.024128,-81.963236,2210 Boiling Springs Rd,Boiling Springs,SC,29316,Spartanburg County,US,Match,Exact,647234465,L,45,083,022406,3012
1467000588,OCONEE NEIGHBORHOOD PHARMACY LLC,34.687536,-82.988775,11082 N Radio Station Rd,Seneca,SC,29678,Oconee County,US,Match,Non_Exact,646636688,L,45,073,030802,2007
1467467530,WALGREEN CO,34.943715,-81.030916,1008 Oakland Ave,Rock Hill,SC,29732,York County,US,Match,Exact,19791134,R,45,091,060700,2014
1467467548,WALGREEN CO,32.412687,-80.648601,170 Sea Island Pkwy,Beaufort,SC,29907,Beaufort County,US,No_Match,,,,,,,
1467467555,WALGREEN CO,34.86758,-82.359803,2310 F E North St,Greenville,SC,29607,Greenville County,US,Match,Exact,38302400,R,45,045,001204,1000
1467469411,WALGREEN CO,33.904005,-80.378757,1998 McCrays Mill Rd,Sumter,SC,29150,Sumter County,US,No_Match,,,,,,,
1467479626,WAL-MART STORES EAST LP,34.714142,-82.251381,3940 Grandview Dr,Simpsonville,SC,29680,Greenville County,US,Match,Exact,642891404,R,45,045,003013,2008
1467492801,PUBLIX SUPER MARKETS INC,34.80344,-82.625647,765 Black Snake Rd,Easley,SC,29640,Pickens County,US,Match,Exact,26216057,R,45,077,010803,2032
1467551390,CHAPIN HEALTH INVESTORS,34.16354,-81.355086,150 Amicks Ferry Rd,Chapin,SC,29036,Lexington County,US,Match,Exact,70068357,L,45,063,021204,1009
1467581819,CATAWBA INDIAN HLTH CTR PHARMACY,34.944681,-80.913363,2821 Sturgis Rd,Rock Hill,SC,29730,York County,US,Match,Exact,617315015,L,45,091,061202,1006
1467617258,WALGREEN CO,34.507771,-82.742562,4113 Highway 24,Anderson,SC,29626,Anderson County,US,Match,Exact,25464367,L,45,007,012002,1005
1467818922,PUBLIX SUPER MARKETS INC,33.758185,-78.96331,2009 Oakheart Rd,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,630549000,R,45,051,060206,1013
1467851501,PAWLEYS ISLAND PHARMACY OF LITCHFIELD LLC,33.485516,-79.098137,160 Willbrook Blvd,Pawleys Island,SC,29585,Georgetown County,US,Match,Exact,645245932,L,45,043,920506,2007
1467934810,"CORNERSTONE ALLIANCE, LLC",34.153934,-81.334625,732 Chapin Rd,Chapin,SC,29036,Lexington County,US,Match,Exact,626114958,R,45,063,021204,2058
1477065704,WAL-MART STORES EAST LP,33.905897,-80.379012,339 Pinewood Rd,Sumter,SC,29150,Sumter County,US,Match,Exact,202700216,R,45,085,001704,2009
1477072874,CHERRY GROVE DRUG LLC,33.839553,-78.645513,1029 Sea Mountain Hwy,North Myrtle Beach,SC,29582,Horry County,US,No_Match,,,,,,,
1477110047,RURAL HEALTH SERVICES INC,33.465254,-81.687085,120 Darlington Dr,Aiken,SC,29803,Aiken County,US,Match,Exact,65013868,R,45,003,022001,4018
1477562262,HAWTHORNE CAMDEN PHARMACY LLC,34.276734,-80.609506,2507 US Hwy 521,Camden,SC,29020,Kershaw County,US,No_Match,,,,,,,
1477568327,INGLES MARKETS INC,34.702445,-82.93759,117 Carpenter Dr,Seneca,SC,29672,Oconee County,US,Match,Exact,25672399,L,45,073,030601,3005
1477570638,WAL-MART STORES EAST LP,32.823029,-80.079391,3969 W Ashley Cir,Charleston,SC,29414,Charleston County,US,Match,Non_Exact,635789062,R,45,019,005602,1001
1477593812,PUBLIX SUPER MARKETS INC,32.4131,-80.650605,2 Inlet Rd,Beaufort,SC,29907,Beaufort County,US,Match,Exact,625201879,L,45,013,000903,1022
1477656163,SOUTH CAROLINA CVS PHARMACY LLC,34.020212,-80.971696,4711 State Hwy 12,Columbia,SC,29206,Richland County,US,No_Match,,,,,,,
1477656239,SOUTH CAROLINA CVS PHARMACY LLC,34.919977,-81.994419,2417 Reidville Rd,Spartanburg,SC,29301,Spartanburg County,US,Match,Exact,19529639,L,45,083,022005,3006
1477691962,HAWTHORNE WINNSBORO PHARMACY INC.,34.381592,-81.086251,124 N Congress St,Winnsboro,SC,29180,Fairfield County,US,Tie,,,,,,,
1477709756,WALGREEN CO,34.838628,-82.356,1905 Laurens Rd,Greenville,SC,29607,Greenville County,US,Match,Exact,38303611,L,45,045,004400,2037
1477787562,WALGREEN CO,35.121467,-81.084609,175 104 Highway 274,Clover,SC,29710,York County,US,Match,Non_Exact,640934321,R,45,091,061709,2021
1477892644,SOUTH END PHARMACY,34.901576,-81.027932,1381 Albright Rd,Rock Hill,SC,29730,York County,US,Match,Exact,19792789,L,45,091,061301,1012
1477950632,"RURAL HEALTH SERVICES, INC",33.575305,-81.712295,146 Claflin Dr,Aiken,SC,29801,Aiken County,US,Match,Exact,648334158,R,45,003,021402,2001
1477957397,WAL-MART STORES EAST LP,33.47104,-80.859029,488 Amelia Vlg Sw Rd,Orangeburg,SC,29115,Orangeburg County,US,Match,Exact,605667260,R,45,075,011300,2016
1477969053,PUBLIX SUPER MARKETS INC,32.814559,-79.997224,1317 UT Sam Rittenberg Blvd,Charleston,SC,29407,Charleston County,US,Match,Exact,605838856,L,45,019,002605,1002
1487108031,PUBLIX SUPER MARKETS INC,34.167162,-81.356838,1409 Chapin Rd,Chapin,SC,29036,Lexington County,US,Match,Exact,70068358,L,45,063,021204,1011
1487142956,CARESOUTH CAROLINA INC,34.501599,-79.862361,711 Main St,Society Hill,SC,29593,Darlington County,US,Match,Non_Exact,635571243,R,45,031,010100,4030
1487682878,MILRUSH LLC,34.582949,-80.907105,498 State Hwy 99,Great Falls,SC,29055,Chester County,US,No_Match,,,,,,,
1487757241,SOUTH CAROLINA CVS PHARMACY LLC,34.454379,-81.876724,200 Jacobs Hwy,Clinton,SC,29325,Laurens County,US,Match,Exact,642775516,L,45,059,920800,2003
1487781217,WALGREEN CO,34.895545,-82.197401,400 S 12,Greer,SC,29651,Spartanburg County,US,No_Match,,,,,,,
1487790812,"VCORP,LLC DBA BLUFFTON PHARMACY",32.241155,-80.859733,180 Bluffton Rd,Bluffton,SC,29910,Beaufort County,US,Match,Exact,87641922,L,45,013,002107,3027
1487849949,WALGREEN CO,33.014074,-80.238014,100 Cantley Dr,Summerville,SC,29483,Dorchester County,US,Match,Exact,178468765,R,45,035,010604,1043
1487854204,WAL-MART STORES EAST LP,33.563212,-81.767378,3605 Richland Ave W,Aiken,SC,29801,Aiken County,US,Match,Exact,65034582,R,45,003,021300,3144
1487931341,LITTLE RIVER MEDICAL CENTER PHARMACY,33.762923,-78.963808,4204 Carolina Exchange Dr,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,633642374,R,45,051,060209,2018
1497159305,WAL-MART STORES EAST LP,34.176242,-79.811522,2502 2nd Loop Rd,Florence,SC,29501,Florence County,US,Match,Exact,647395031,L,45,041,000202,4000
1497278501,WALGREEN CO,34.664606,-83.095207,228 E Main St,Westminster,SC,29693,Oconee County,US,Tie,,,,,,,
1497772669,SAMS EAST INC,34.075176,-81.155442,331 Harbison Blvd,Columbia,SC,29212,Lexington County,US,Match,Exact,647269170,L,45,063,021112,2014
1497809479,CAROLINA HEALTH CENTERS,34.173128,-82.157621,1405 Pkwy,Greenwood,SC,29646,Greenwood County,US,Match,Non_Exact,50817589,L,45,047,970401,3064
1497863062,COMMUNITY PHARMACY OF FORT MILL INC.,35.021774,-80.960864,202 Springcrest Dr,Fort Mill,SC,29715,York County,US,Match,Exact,640940155,R,45,091,061004,3003
1508008202,DELTA OF CHARLESTON INC,32.78633,-79.929186,40 Laurens St,Charleston,SC,29401,Charleston County,US,Match,Exact,108807757,R,45,019,005100,1026
1508127739,WAL-MART STORES EAST LP,34.641065,-79.702812,198 State Rd S-35-709,Bennettsville,SC,29512,Marlboro County,US,No_Match,,,,,,,
1508223645,BERKELEY HOME PHARMACY LLC,33.185784,-80.000214,1006 Old Highway 52,Moncks Corner,SC,29461,Berkeley County,US,Match,Non_Exact,651700120,R,45,015,020506,2011
1508303330,WAL-MART STORES EAST LP,32.409054,-80.632053,40 Airport Cir,Beaufort,SC,29907,Beaufort County,US,Match,Exact,646911429,R,45,013,000902,3034
1508347931,SOUTH CAROLINA CVS PHARMACY LLC,33.758522,-78.856407,568 International Dr,Myrtle Beach,SC,29579,Horry County,US,Match,Exact,648911682,L,45,051,060310,3049
1508816802,GREENVILLE HEALTH CORPORATION,34.821714,-82.41426,706 Grove Rd,Greenville,SC,29605,Greenville County,US,Match,Exact,38349489,L,45,045,002103,2008
1508903394,ROSA CLARK MEDICAL CENTER,34.693825,-82.988173,301 Memorial Dr,Seneca,SC,29672,Oconee County,US,Match,Exact,646636720,R,45,073,030601,1028
1508938879,CVS PHARMACY #02923,34.027521,-81.030118,1 S-40-2091,Columbia,SC,29203,Richland County,US,No_Match,,,,,,,
1508969270,SOUTH CAROLINA CVS PHARMACY LLC,33.727561,-78.869706,1303 38th Ave N,Myrtle Beach,SC,29577,Horry County,US,Match,Exact,637237810,L,45,051,050500,3000
1508994872,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,32.399659,-80.68548,1320 Ribaut Rd,Beaufort,SC,29902,Beaufort County,US,No_Match,,,,,,,
1518060284,SOUTH CAROLINA CVS PHARMACY LLC,33.518068,-81.717101,2065 Whiskey Rd,Aiken,SC,29803,Aiken County,US,Match,Exact,647688466,L,45,003,021204,1006
1518060292,SOUTH CAROLINA CVS PHARMACY LLC,33.994263,-81.227494,5608 Sunset Blvd,Lexington,SC,29072,Lexington County,US,Match,Exact,647270589,L,45,063,021032,2021
1518233535,STUCKEY PHARMACY LLC,33.750965,-79.447485,251 State Hwy 41,Hemingway,SC,29554,Williamsburg County,US,No_Match,,,,,,,
1518313329,PUBLIX SUPER MARKETS INC,33.749935,-78.81591,7915 N Kings Hwy,Myrtle Beach,SC,29572,Horry County,US,Match,Non_Exact,29059409,L,45,051,050303,1055
1518417351,ALLENDALE COUNTY HOSPITAL BOARD,32.96626,-81.245851,874 Boundary St W,Fairfax,SC,29827,Allendale County,US,No_Match,,,,,,,
1518596873,WALGREEN CO,33.979872,-81.305154,2424 Augusta Hwy,Lexington,SC,29072,Lexington County,US,Match,Exact,70037988,L,45,063,021045,1006
1518989268,SOUTH CAROLINA CVS PHARMACY LLC,34.938431,-80.980606,1871 202 Springsteen Rd,Rock Hill,SC,29730,York County,US,No_Match,,,,,,,
1528007465,PUBLIX SUPER MARKETS INC,34.806155,-82.226985,2709 Woodruff Rd,Simpsonville,SC,29681,Greenville County,US,Match,Exact,646642919,L,45,045,002814,2007
1528041373,MED MART LEX,33.98748,-81.242096,314 Columbia Ave,Lexington,SC,29072,Lexington County,US,Match,Exact,70050923,R,45,063,021029,2004
1528079175,CROMER MEDICAL SERVICES INC,34.285319,-81.597927,1310 Wilson Rd,Newberry,SC,29108,Newberry County,US,Match,Exact,45372527,R,45,071,950204,1052
1528085776,WAL-MART STORES EAST LP,34.075415,-81.151414,750 Saturn Pkwy,Columbia,SC,29212,Lexington County,US,Match,Exact,70088917,L,45,063,021111,3008
1528085784,WAL-MART STORES EAST LP,32.937277,-80.690668,287 W Side Ln,Walterboro,SC,29488,Colleton County,US,Match,Non_Exact,637563761,L,45,029,970401,3096
1528104767,WALGREEN CO,34.941531,-82.259017,1301 J W Wade Hampton Blvd,Greer,SC,29650,Greenville County,US,Match,Exact,38375830,L,45,045,002503,4016
1528161205,SOUTH CAROLINA CVS PHARMACY LLC,33.246911,-81.366557,1750 Jackson St,Barnwell,SC,29812,Barnwell County,US,Match,Exact,19071732,R,45,011,970300,3032
1528229390,WALGREEN CO.,33.515086,-81.714649,2188 Whiskey Rd,Aiken,SC,29803,Aiken County,US,Match,Exact,64991507,L,45,003,021604,1037
1528319548,U-SAVE-IT PHARMACY INC,35.025552,-81.894969,2310 Chesnee Hwy,Spartanburg,SC,29303,Spartanburg County,US,Match,Exact,642939409,R,45,083,021402,2006
1528388279,NYES PHARMACY OF CONWAY INC,33.839038,-79.059473,907 Bell St,Conway,SC,29526,Horry County,US,Match,Exact,636589022,L,45,051,070300,2018
1528512357,SHELBY PHARMACY LLC,34.837352,-82.610153,401 Hillcrest Dr,Easley,SC,29640,Pickens County,US,Match,Exact,26168016,L,45,077,010805,2028
1538108444,PUBLIX SUPER MARKETS INC,33.497574,-81.961806,310 E Martintown Rd,North Augusta,SC,29841,Aiken County,US,No_Match,,,,,,,
1538174628,WALGREEN CO,34.890789,-82.406617,1701 Poinsett Hwy,Greenville,SC,29609,Greenville County,US,No_Match,,,,,,,
1538186788,WAL-MART STORES EAST LP,34.935367,-81.985381,121 Dorman Center Dr,Spartanburg,SC,29301,Spartanburg County,US,No_Match,,,,,,,
1538195029,SANDHILLS MEDICAL FOUNDATION,34.225018,-80.688676,36 State Rd S-28-318,Lugoff,SC,29078,Kershaw County,US,No_Match,,,,,,,
1538252671,LONGS DRUGSTORES OF SC INC,33.995624,-80.987611,600 Kilbourne Rd,Columbia,SC,29205,Richland County,US,Match,Exact,71828732,R,45,079,002500,4000
1538263330,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",34.822523,-82.414093,701 Mills Ave,Greenville,SC,29605,Greenville County,US,Match,Exact,38300635,L,45,045,002103,2008
1538347893,GREENVILLE HEALTH CORPORATION,34.918732,-82.24118,841 S Buncombe Rd,Greer,SC,29650,Greenville County,US,Match,Non_Exact,639517761,L,45,045,002503,1013
1538449707,"L&R LAX, LLC",34.689994,-80.78519,1780 Airport Rd,Lancaster,SC,29720,Lancaster County,US,Match,Exact,40694439,L,45,057,010500,3023
1548275142,PIGGLY WIGGLY OF MANNING INC.,33.690852,-80.212837,2 Sunset Dr,Manning,SC,29102,Clarendon County,US,Match,Exact,71432460,R,45,027,960701,1000
1548275613,WALGREEN CO,33.802711,-78.731012,4036 S Hwy 17,North Myrtle Beach,SC,29582,Horry County,US,No_Match,,,,,,,
1548275639,WALGREEN CO,34.715348,-82.256373,630 Fairview Rd,Simpsonville,SC,29680,Greenville County,US,Match,Exact,38328162,L,45,045,003013,2011
1548287709,WAL-MART STORES EAST LP,35.050272,-81.987985,4011 Highway 9,Boiling Springs,SC,29316,Spartanburg County,US,Match,Non_Exact,19496903,L,45,083,022405,2010
1548328743,K-TUCK L L C,34.341279,-79.166045,298 State Hwy 9,Lake View,SC,29563,Dillon County,US,No_Match,,,,,,,
1548364342,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",34.097706,-80.856207,134 State Rd S-40-2033,Columbia,SC,29229,Richland County,US,No_Match,,,,,,,
1548374242,TEGA CAY FAMILY PHARMACY,35.062287,-80.993477,871 Stockbridge Dr,Fort Mill,SC,29708,York County,US,Match,Exact,645568396,L,45,091,061010,2001
1548414543,THE KROGER CO,33.509636,-81.958451,1520 Knox Ave,North Augusta,SC,29841,Aiken County,US,Match,Exact,64985103,L,45,003,020702,1005
