OBJECTID,Permit Type,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Facility Email,Admin Name & Phone,Facility Cont. Email,License / Expires,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Licensee Business Phone,CMS Certification,County,Evacuation_Zone,X,Y,Licensee County,x,y
7297,HLRESIDENTIALCARE,HARBOR COVE MEMORY CARE,48 MAIN ST,HILTON HEAD ISLAND,SC,29926-1647,843-342-7122,KLEE.LATHAM@NAVIONSL.COM,"LATHAM, K'LEE PH#: 843-815-2555",KLEE.LATHAM@NAVIONSL.COM,CRC-2099 / 09/30/2021,Beaufort / Limited Liability,,,,,NAVION BKE HILTON HEAD COURT LLC,919-371-4233,,Beaufort,A,-80.717136,32.219457,Out of State,526654.3522,3564796.319
56,HLRESIDENTIALCARE,HARBORCHASE OF AIKEN,1385 SILVER BLUFF RD,AIKEN,SC,29803-8860,803-642-8444,NGILLIAM@HRAONLINE.NET,"GILLIAM, KATHERINE N. PH#: 803-642-8444",NGILLIAM@HRAONLINE.NET,CRC-1316 / 11/30/2021,Aiken / Corporation,1385 SILVER BLUFF RD,AIKEN,SC,29803-8860,TWENTY TWO PACK MANAGEMENT CORPORATION,772-492-5002,,Aiken,,-81.74049678,33.50515409,Out of State,431222.002,3707535.998
6712,HLRESIDENTIALCARE,HARBORCHASE OF COLUMBIA,120 FAIRFOREST RD,COLUMBIA,SC,29212-2308,803-781-2243,MCALDWELL@HRAONLINE.NET,"CALDWELL, MATTHEW A. PH#: ",,CRC-1315 / 11/30/2021,Richland / Corporation,120 FAIRFOREST RD,COLUMBIA,SC,29212-2343,TWENTY TWO PACK MANAGEMENT CORPORATION,772-492-5002,,Richland,,-81.14665978,34.07764698,Out of State,486468.6177,3770775.079
7404,HLRESIDENTIALCARE,HARBORCHASE OF RIVERWALK,749 DUNKINS FERRY RD,ROCK HILL,SC,29730,803-393-2983,SJUSTICE@HRAONLINE.NET, PH#: ,,CRC-2033 / 01/31/2022,York / Limited Liability,,,,,RB ROCKHILL PROPERTY LLC,970-279-0090,,York,,-80.973661,34.97406,Out of State,502404.3045,3870166.7
58,HLRESIDENTIALCARE,HARBORCHASE OF ROCK HILL,1611 CONSTITUTION BLVD,ROCK HILL,SC,29732-3047,803-981-6855,LPRESSLEY@HRAONLINE.NET,"PRESSLEY, DEBRIN LEANNE PH#: ",LPRESSLEY@HRAOLINE.NET,CRC-1290 / 11/30/2021,York / Corporation,1611 CONSTITUTION BLVD,ROCK HILL,SC,29732-3047,TWENTY TWO PACK MANAGEMENT CORPORATION,772-492-5002,,York,,-81.04961696,34.95299469,Out of State,495469.7825,3867831.498
64,HLHABITATIONR15,HARLEY ROAD COMMUNITY RESIDENCE,226 HARLEY RD,WILLISTON,SC,29853,803-259-7472,RBRITT@DDSN.SC.GOV,"WASHINGTON, MARY L. PH#: 803-259-7472",DIRECTOROFRES@BARNWELLSC.COM,MR15-0198 / 06/30/2021,Barnwell / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G058,Barnwell,,-81.42483143,33.40626256,Richland,460496.7517,3696407.354
7930,HLINHOMECARE,HARMONIOUS HOME CARE,600 E WASHINGTON ST STE 608,GREENVILLE,SC,29601,864-203-3971,ANGDES2462@AOL.COM,"DESAUSSURE COOPER, ANGELICA PH#: 843-475-1062",ANGDES2462@AOL.COM,IHCP-1326 / 11/30/2021,Greenville / Limited Liability Limited Partnership,,,,,HARMONIOUS HOME HEALTH CARE LLP,843-475-1062,,Greenville,,-82.393491,34.848698,Greenville,372603.6905,3857149.805
7003,HLRESIDENTIALCARE,HARMONY AT FIVE FORKS,345 FIVE FORKS RD,SIMPSONVILLE,SC,29681,864-412-4700,PLAUGAVITZ@HARMONYATFIVEFORKS.COM,"LAUGAVITZ, PATRICIA PH#: ",,CRC-1960 / 08/31/2021,Greenville / Limited Liability,345 FIVE FORKS RD,SIMPSONVILLE,SC,29681,GREENVILLE OPERATIONS LLC,540-774-7762,,Greenville,,-82.23225956,34.80452107,Out of State,387284.4632,3852057.439
6984,HLRESIDENTIALCARE,HARMONY AT WESCOTT PLANTATION,5130 WESCOTT BLVD,SUMMERVILLE,SC,29485,843-486-2712,KPATTERSON@HARMONYARATWESCOTTPLANTATION,"PATTERSON, KALEY PH#: 843-486-2712",,CRC-1596 / 06/30/2021,Dorchester / Limited Liability,5130 WESCOTT BLVD,SUMMERVILLE,SC,29485,CHARLESTON OPERATIONS LLC,540-774-7762,,Dorchester,E,-80.14226931,32.94464128,Out of State,580176.8608,3645476.282
7105,HLRESIDENTIALCARE,HARMONY AT WEST ASHLEY,1925 ESSEX FARMS DR,CHARLESTON,SC,29414,843-804-8850,CCURE@HARMONYATWESTASHLEY.COM,"GRUBER, JEFFREY SCOTT PH#: 843-804-8850",,CRC-1899 / 10/31/2021,Charleston / Limited Liability,1925 ESSEX FARMS DR,CHARLESTON,SC,29414,WEST ASHLEY OPERATIONS LLC,540-774-7762,,Charleston,A,-80.05137543,32.80859732,Out of State,588809.0867,3630466.723
6824,HLRESIDENTIALCARE,HARMONY COLLECTION AT COLUMBIA (AL/MC),2300 CLEMSON RD,COLUMBIA,SC,29229-8029,803-223-9560,BCUNNINGHAM@HARMONYATCOLUMBIA.COM,"CUNNINGHAM, BECKIE PH#: ",BCUNNINGHAM@HARMONYSENIORSERVICES.COM,CRC-1544 / 03/31/2022,Richland / Limited Liability,2300 CLEMSON RD,COLUMBIA,SC,29229-8029,COLUMBIA AL OPERATIONS LLC,540-562-8289,,Richland,,-80.92132461,34.13849901,Out of State,507253.6896,3777515.441
5911,HLRESIDENTIALCARE,HARMONY COLLECTION AT COLUMBIA (IL),2304 CLEMSON RD,COLUMBIA,SC,29229,803-451-0653,BCUNNINGHAM@HARMONYATCOLUMBIA.COM,"CUNNINGHAM, REBECCA W. PH#: 803-451-0653",,CRC-1980 / 07/31/2021,Richland / Limited Liability,2304 CLEMSON RD,COLUMBIA,SC,29229,COLUMBIA IL INVESTORS LLC,540-774-7762,,Richland,,-80.920752,34.139155,Out of State,507306.5363,3777588.184
6742,HLRESIDENTIALCARE,HARMONY HOUSE RESIDENTIAL CARE,704 ANDERSON ST,CALHOUN FALLS,SC,29628-1034,864-418-9277,HARMONYHOUSERCF@ATT.NET,"HERRON, MICHELLE A. PH#: 864-418-9277",HARMONYHOUSERCF@ATT.NET,CRC-1511 / 05/31/2021,Abbeville / Limited Liability,704 ANDERSON ST,CALHOUN FALLS,SC,29628-1034,HERRON CARE LLC,864-506-6001,,Abbeville,,-82.59141235,34.09902162,Abbeville,353200.1989,3774278.515
7519,HLINHOMECARE,HARMONY IN-HOME CARE LLC,3031 SCOTSMAN RD STE 19,COLUMBIA,SC,29223-1812,803-646-5174,RENEESC05@GMAIL.COM, PH#: ,,IHCP-1149 / 01/31/2021,Richland / Limited Liability,,,,,HARMONY IN HOME CARE LLC,803-646-5174,,Richland,,-80.944625,34.072935,Richland,505109.5091,3770244.33
7943,HLHEARINGAIDSPECTEMP,"HARN, ANTHONY M.",608 SOUTHBRIDGE BLVD,SAVANNAH,GA,31405,912-224-9850,, PH#: ,,HTP-1129 / 11/30/2021,Out of State / Sole Proprietorship,,,,,"HARN, ANTHONY M.",912-224-9850,,Out of State,,-81.230411,32.071308,Out of State,478253.337,3548362.961
8084,HLHEARINGAIDSPECTEMP,"HARRELL, STEPHEN E.",1033 WORLD TOUR BLVD UNIT 302,MYRTLE BEACH,SC,29579,843-468-4395,SHARRELL@LUCIDHEARING.COM, PH#: ,,HTP-1085 / 02/28/2022,Horry / Sole Proprietorship,1370 E OCEANVIEW AVE,NORFOLK,VA,23503,"HARRELL, STEPHEN E.",843-468-4395,,Horry,C,-78.906808,33.73181,Horry,693923.909,3734387.825
7983,HLHEARINGAIDSPEC,"HARRINGTON, LEONARD B., JR.",1848 OSPREY DR,FLORENCE,SC,29501-4401,843-245-2209,BURT@HARRINGTONVISION.COM, PH#: ,,HAS-0023 / 01/30/2022,Florence / Sole Proprietorship,181 W CHEVES ST,FLORENCE,SC,29501-4401,"HARRINGTON, LEONARD B., JR.",843-245-2209,,Florence,,-79.855381,34.156857,Florence,605511.1317,3780139.952
8124,HLHEARINGAIDSPECTEMP,"HARSH, LEMUEL",201 OAK COVE DR,COLUMBIA,SC,29229,801-884-9225,LEMHARSH@GMAIL.COM, PH#: ,,HTP-1087 / 02/28/2022,Richland / Sole Proprietorship,201 OAK COVE DR,COLUMBIA,SC,29229,"HARSH, LEMUEL",801-884-9225,,Richland,,-80.899549,34.181187,Richland,509256.7466,3782250.448
6762,HLRENALDIALYSIS,HARTS DIALYSIS,1015 S 4TH ST,HARTSVILLE,SC,29550-5791,843-332-5688,SCL_C@DAVITA.COM,"PASZKIEWICZ, KAREN PH#: ",,ERD-0206 / 05/31/2022,Darlington / Corporation,"5200 VIRGINIA WAY, LICENSING AND CERTIFICATION",BRENTWOOD,TN,37027-7569,TOTAL RENAL CARE INC,720-631-2100,,Darlington,,-80.06218903,34.36197794,Out of State,586237.1386,3802690.925
7650,HLINHOMECARE,HATTIE'S HEALING HANDS HOME CARE LLC,102 MATTISON ST,WILLIAMSTON,SC,29697,864-367-4134,HATTIESHHHOMECARE@GMAIL.COM,"GAMBRELL, HATTIE PH#: 864-395-5352",,IHCP-1175 / 06/30/2021,Anderson / Limited Liability,,,,,HATTIE'S HEALING HANDS HOME CARE LLC,864-367-4134,,Anderson,,-82.468365,34.624046,Anderson,365394.1684,3832332.636
6928,HLINHOMECARE,HAVE FAITH CARES LLC,1144 BLOOMSVILLE RD,MANNING,SC,29102,803-435-8402,HAVEFAITHCARES@YAHOO.COM,"JOHNSON, DIANE N. PH#: 803-435-8402",HAVEFAITHCARES@YAHOO.COM,IHCP-0522 / 04/30/2022,Clarendon / Limited Liability,1144 BLOOMSVILLE RD,MANNING,SC,29102,HAVE FAITH CARES LLC,803-435-8402,,Clarendon,,-80.19564839,33.68797499,Clarendon,574551.567,3727850.41
7413,HLRESIDENTIALCARE,HAVEN IN THE VILLAGE AT CHANTICLEER,355 BERKMANS LN,GREENVILLE,SC,29605-5606,864-467-0031,LNEWCOMB@5SSL.COM, PH#: ,,CRC-2125 / 01/31/2022,Greenville / Limited Liability,,,,,SNH SC TENANT LLC,617-796-8350,,Greenville,,-82.412531,34.812892,Out of State,370807.0195,3853203.145
120,HLPSADOUTPATIENT,HAZEL PITTMAN CENTER,130 HUDSON ST,CHESTER,SC,29706-1524,803-377-8111,MARIA@HAZELPITTMAN.ORG,"LANG, THERESA PH#: ",,OPF-0043 / 12/31/2021,Chester / County,130 HUDSON ST,CHESTER,SC,29706-1524,CHESTER COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,803-377-8111,,Chester,,-81.21088262,34.70592234,Chester,480688.0036,3840451.996
8198,HLINHOMECARE,HEALING HANDS AND HEARTS,919 TRUE ST STE E1,COLUMBIA,SC,29209,843-357-1372,HEALINGHANDSANDHEARTS40@GMAIL.COM,"JOHNSON, LATOYA PH#: 803-404-2816",HEALINGHANDSANDHEARTS40@GMAIL.COM,IHCP-1474 / 04/30/2022,Richland / Limited Liability,,,,,HEALING HANDS AND HEARTS LLC,843-357-1372,,Richland,,-80.956881,33.981369,Richland,503982.8639,3760091.053
4786,HLINHOMECARE,HEALING HANDS COMPANIONS,6650 RIVERS AVE,NORTH CHARLESTON,SC,29406,843-576-1446,DARLENESANDERS72@GMAIL.COM, PH#: ,,IHCP-0704 / 05/31/2021,Charleston / Limited Liability,6650 RIVERS AVE,NORTH CHARLESTON,SC,29406,HEALING HANDS COMPANIONS LLC,843-576-1446,,Charleston,B,-80.027951,32.918865,Charleston,590889.6589,3642711.397
7846,HLINHOMECARE,HEALING TOUCHES HOME CARE,3445 PELHAM RD STE D,GREENVILLE,SC,29615,864-274-7272,ALVETAJENKINSBROWN@YAHOO.COM,"GREENE-JENKINS, MARCIA PH#: 864-274-7272",INFO@HEALINGTOUCHESHOMECARE.COM,IHCP-1307 / 09/30/2021,Greenville / Limited Liability,,,,,HEALING TOUCHES HOME CARE LLC,864-909-1470,,Greenville,,-82.273389,34.861457,Spartanburg,383602.36,3858418.75
6634,HLHOMEHEALTH,HEALTH RELATED HOME CARE,104 W PICKENS ST,ABBEVILLE,SC,29620-2427,864-366-9151,LSMITH@HRHC.NET,"SMITH, LISA ANN PH#: ",,HHA-0116 / 12/31/2021,Abbeville / County,104 W PICKENS ST,ABBEVILLE,SC,29620-2427,ABBEVILLE COUNTY MEMORIAL HOSPITAL,864-366-5011,427076,Abbeville,,-82.37778772,34.17728317,Abbeville,373024.6715,3782670.789
1788,HLINHOMECARE,HEALTH RELATED PERSONNEL SERVICES INC,1157 SPRING ST,GREENWOOD,SC,29646-3833,864-229-6600,BRHODES@HRPSC.COM, PH#: ,,IHCP-0129 / 04/30/2022,Greenwood / Corporation,1157 SPRING ST,GREENWOOD,SC,29646-3833,HEALTH RELATED PERSONNEL SERVICES INC,864-229-6600,,Greenwood,,-82.15947157,34.17712369,Greenwood,393145.3527,3782402.795
2866,HLINHOMECARE,HEALTHCARE ETC LLC,7340 PARKLANE RD STE 101,COLUMBIA,SC,29223,803-708-4750,VALARIE@HEALTHCAREETCLLC.COM,"SQUIREWELL, VALARIE PH#: 803-708-4750",VALARIE@HEALTHCAREETCLLC.COM,IHCP-0639 / 10/31/2021,Richland / Limited Liability,7340 PARKLANE RD STE 101,COLUMBIA,SC,29223,HEALTHCARE ETC LLC,803-708-4750,,Richland,,-80.95846286,34.07183421,Richland,503832.6334,3770121.637
6581,HLINHOMECARE,HEALTHWISE PERSONAL SERVICES,3039 LEAPHART RD UNIT A,WEST COLUMBIA,SC,29169,803-393-3550,PKINARD@HEALTHWISEPS.COM,"KINARD, PHILLIP B. PH#: 803-393-3550",QARESTORATIONS@GMAIL.COM,IHCP-1031 / 03/31/2022,Lexington / Limited Liability,,,,,HEALTHWISE PERSONAL SERVICES LLC,803-393-3550,,Lexington,,-81.125465,33.998013,Lexington,488413.3968,3761942.713
7825,HLINHOMECARE,HEALTHY LIVING SENIOR CARE & SERVICES,20 MYSTIC CT,DALZELL,SC,29040,803-236-6233,HEALTHYLIVINGSERVICES@YAHOO.COM, PH#: ,,IHCP-1266 / 09/30/2021,Sumter / Sole Proprietorship,,,,,"WASHINGTON, ANDRE",803-236-6233,,Sumter,,-80.454402,34.020541,Sumter,550373.0542,3764567.757
597,HLPSADOUTPATIENT,HEALTHY U BEHAVIORAL HEALTH,201 S HERNDON ST,UNION,SC,29379-2231,864-429-1656,APYLES@UCCADA.ORG,"PYLES, ANZETTA PH#: 864-429-1656",APYLES@UCCADA.ORG,OPF-0045 / 01/31/2022,Union / County,PO BOX 844,UNION,SC,29379-0844,UNION COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE-BOARD,864-429-1656,,Union,,-81.62490671,34.71448268,Union,442778.4609,3841558.736
7815,HLINHOMECARE,HEART 2 HEART IN-HOME CARE,220 N MAIN ST STE 500,GREENVILLE,SC,29601-2129,864-214-4423,FKOLASI062116@OUTLOOK.COM,"KOLASI, FELICIA PH#: 864-999-0674",FAMBIZ72@OUTLOOK.COM,IHCP-1289 / 09/30/2021,Greenville / Limited Liability,,,,,HEART 2 HEART IN-HOME CARE LLC,864-214-4423,,Greenville,,-82.397512,34.853287,Greenville,372243.1436,3857663.798
8167,HLINHOMECARE,HEART AT HOME,1708C AUGUSTA ST #276,GREENVILLE,SC,29605,864-561-5237,ABBYPAYLOR@GMAIL.COM,"PAYLOR, ABBY PH#: 864-561-5237",ABBYPAYLOR@GMAIL.COM,IHCP-1451 / 03/31/2022,Greenville / Limited Liability,,,,,HEART AT HOME LLC,864-561-5237,,Greenville,,-82.399042,34.828193,Greenville,372064.5073,3854882.811
7952,HLHOSPICEPROGRAM,HEART OF HOSPICE LLC,7 TECHNOLOGY CIR STE 200,COLUMBIA,SC,29203,803-699-3233,TARA.STRICKLAND@HEARTOFHOSPICE.NET,"STRICKLAND, TARA PH#: 803-699-3233",TARA.STRICKLAND@HEARTOFHOSPICE.NET,HPC-0240 / 11/30/2021,Richland / Limited Liability Company (single member),,,,,HEART OF HOSPICE LLC,803-699-3233,,Richland,,-80.964186,34.100621,Richland,503303.5112,3773313.317
6562,HLINHOMECARE,HEART OF THE CAROLINAS LLC,213 E BUTLER RD STE F2,MAULDIN,SC,29662,864-990-4345,EDWARD@THEHEARTOFCAROLINA.COM,"HENDERSON, FRANK L. PH#: 864-905-1768",,IHCP-0387 / 07/31/2021,Greenville / Limited Liability,300 W BUTLER RD STE A,MAULDIN,SC,29662,HEART OF THE CAROLINAS LLC,864-990-4345,,Greenville,,-82.299375,34.783087,Greenville,381114.3719,3849757.821
7100,HLTATTOOFAC,HEART OF TIME TATTOO,509-D BYPASS 123,SENECA,SC,29678,864-209-5472,HEATHER.SUTTLES@YAHOO.COM,"SUTTLES, HEATHER PH#: 864-209-5472",,TF-0316 / 08/31/2021,Oconee / Sole Proprietorship,,,,,"SUTTLES, HEATHER",864-209-5472,,Oconee,,-82.95246689,34.69726786,Oconee,321168.1907,3841206.946
6310,HLTATTOOFAC,HEARTBREAKERS TATTOO,144 S BLACKSTOCK RD,SPARTANBURG,SC,29301,864-327-9237,CHASTAINTATTOO@YAHOO.COM, PH#: ,,TF-0327 / 02/28/2022,Spartanburg / Sole Proprietorship,,,,,"CHASTAIN, JAY WILLIAM",864-327-9237,,Spartanburg,,-82.000668,34.930734,Spartanburg,408608.9759,3865818.801
2726,HLINHOMECARE,HEARTFELT HOME CARE LLC,6236 ST ANDREWS RD STE 2,COLUMBIA,SC,29212,803-331-3391,HEARTFELTHOMECARESC@GMAIL.COM, PH#: ,,IHCP-0560 / 05/31/2021,Lexington / Limited Liability,6236 ST ANDREWS RD STE 2,COLUMBIA,SC,29212,HEARTFELT HOME CARE LLC,803-331-3391,,Lexington,,-81.16257192,34.05955682,Richland,484997.3133,3768771.472
7783,HLINHOMECARE,HEARTFUL HEARTS IN-HOME CARE,2015 HWY 378,CONWAY,SC,29526,843-246-4726,SEEMONE@HEARTFULHEARTS.COM,"WOODBURY, SEEMONE PH#: 843-246-4726",SEEMONE@HEARTFULHEARTS.COM,IHCP-1237 / 09/30/2021,Horry / Limited Liability,,,,,HEARTFUL HEARTS IN-HOME CARE LLC,843-246-4726,,Horry,,-79.079635,33.840647,Horry,677684.8241,3746146.062
540,HLNURSINGCARE,HEARTLAND HEALTH AND REHABILITATION CARE CENTER-HANAHAN,1800 EAGLE LANDING BLVD,HANAHAN,SC,29410-8517,843-553-0656,4015ADMIN@HCR-MANORCARE.COM,"ANDERSON, JULIE PH#: 843-553-0656",JULIE.ANDERSON2@PROMEDICA.ORG,NCF-0526 / 12/31/2021,Berkeley / Limited Liability,1800 EAGLE LANDING BLVD,HANAHAN,SC,29410-8517,HEARTLAND-CHARLESTON OF HANAHAN SC LLC,419-252-5500,425289,Berkeley,G,-80.0358154,32.94591639,Out of State,590126.7721,3645703.698
588,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-GREENVILLE EAST,601 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1698,864-246-2721,4032ADMIN@HCR-MANORCARE.COM,"BURNETT, OLIVIA N. PH#: 864-427-0306",OLIVIA.BURNETT@HCR-MANORCARE.COM,NCF-0952 / 12/31/2021,Greenville / Limited Liability,601 SULPHUR SPRING RD,GREENVILLE,SC,29617,OAKMONT EAST-GREENVILLE SC LLC,419-252-5500,425106,Greenville,,-82.45327646,34.88942929,Out of State,367203.011,3861744.758
1221,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-GREENVILLE WEST,600 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1622,864-246-2721,4033ADMIN@HCR-MANORCARE.COM,"PATRIE, CHRISTOPHER PH#: ",CHRISTOPHER.PATRIE@HCR-MANORCARE.COM,NCF-0953 / 12/31/2021,Greenville / Limited Liability,"333 N SUMMIT ST, LICENSURE SUPPORT",TOLEDO,OH,43604-1531,OAKMONT WEST-GREENVILLE SC LLC,419-252-5500,425294,Greenville,,-82.45422548,34.8891959,Out of State,367115.9092,3861720.133
413,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-UNION,709 RICE AVE EXT,UNION,SC,29379-9023,864-427-0306,4031ADMIN@HCR-MANORCARE.COM,"BURGESS, MARK PH#: ",MARK.BURGESS@HCR-MANORCARE.ORG,NCF-0443 / 12/31/2021,Union / Limited Liability,709 RICE AVE EXT,UNION,SC,29379-9023,OAKMONT OF UNION SC LLC,419-252-5500,425142,Union,,-81.64629715,34.71781369,Out of State,440822.1222,3841940.498
188,HLRESIDENTIALCARE,HEARTLAND HEALTH CARE CENTER-UNION (RESIDENTIAL CARE),709 RICE AVE EXT,UNION,SC,29379-9023,864-427-0306,4031ADMIN@HCR-MANORCARE.COM, PH#: ,,CRC-0576 / 12/31/2021,Union / Limited Liability,709 RICE AVE EXT,UNION,SC,29379-9023,OAKMONT OF UNION SC LLC,419-252-5500,,Union,,-81.64648159,34.71875053,Out of State,440805.9017,3842044.496
7928,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES,2050 CORPORATE CENTRE DR STE 220,MYRTLE BEACH,SC,29577,843-444-0813,4661ADMIN@HCR-MANORCARE.COM,"KAWAKAMI, MELISSA S. PH#: 843-444-0813",4661ADMIN@HCR-MANORCARE.COM,HPC-0135 / 12/31/2021,Horry / Limited Liability,2411 N OAK ST STE 108,MYRTLE BEACH,SC,29577,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421545,Horry,B,-78.88175,33.710087,Out of State,696295.2432,3732026.112
1024,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES-CHARLESTON,1470 TOBIAS GADSON BLVD STE 203,CHARLESTON,SC,29407-4925,843-766-7647,4662ADMIN@HCR-MANORCARE.COM,"MONTOYA, KYLIE PH#: 843-766-7646",,HPC-0136 / 12/31/2021,Charleston / Limited Liability,333 N SUMMIT ST 16TH FL,TOLEDO,OH,43604-1531,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421546,Charleston,A,-80.01844748,32.79955004,Out of State,591901.1957,3629491.849
6644,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES-GREENVILLE,421 SE MAIN ST STE 100,SIMPSONVILLE,SC,29681-2697,864-963-0045,4613ADMIN@HCR-MANORCARE.COM,"BURGESS, AIMEE PH#: ; STUCKER, TONIA PH#: 864-963-0045",,HPC-0137 / 12/31/2021,Greenville / Limited Liability,333 N SUMMIT ST FL 16,TOLEDO,OH,43604-1531,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421558,Greenville,,-82.25316603,34.72917639,Out of State,385267.7971,3843725.296
243,HLNURSINGCARE,HEARTLAND OF COLUMBIA REHABILITATION AND NURSING CENTER,2601 FOREST DR,COLUMBIA,SC,29204-2363,803-256-4983,512ADMIN@HCR-MANORCARE.COM,"JENKINS, HAZEL B. PH#: 803-256-4983",512ADMIN@HCR-MANORCARE.COM,NCF-0316 / 12/31/2021,Richland / Limited Liability,2601 FOREST DR,COLUMBIA,SC,29204-2363,COLUMBIA REHABILITATION AND NURSING CENTER - COLUMBIA SC LLC,419-252-5500,425008,Richland,,-81.00747362,34.01425659,Out of State,499309.9429,3763736.747
701,HLNURSINGCARE,HEARTLAND OF WEST ASHLEY REHABILITATION AND NURSING CENTER,1137 SAM RITTENBERG BLVD,CHARLESTON,SC,29407-3360,843-763-0233,531ADMIN@HCR-MANORCARE.COM,"WHITE, YOLANDA M. PH#: 843-873-2553",YWHITE@ENLIVANT.COM,NCF-0413 / 12/31/2021,Charleston / Limited Liability,1137 SAM RITTENBERG BLVD,CHARLESTON,SC,29407-3360,WEST ASHLEY REHABILITATION AND NURSING CENTER - CHARLESTON SC LLC,419-252-5500,425362,Charleston,A,-79.99054793,32.82316284,Out of State,594488.5025,3632134.246
2218,HLINHOMECARE,HEARTS & HANDS CLA LLC,1382 FULTON AVE,KINGSTREE,SC,29556,843-372-7372,HEARTSHANDSLLC@YAHOO.COM,"DOZIER-YORK, RANADA PH#: 843-372-7372",RDOZIERYORK@YAHOO.COM,IHCP-0528 / 04/30/2022,Williamsburg / Limited Liability,8402 ROSWELL RD APT C,ATLANTA,GA,30350,HEARTS & HANDS CLA LLC,843-372-7372,,Williamsburg,,-79.83801485,33.68281328,Williamsburg,607706.8672,3727593.613
7955,HLINHOMECARE,HEARTS IN HANDS,PISGAH ROAD ROOM 105,FLORENCE,SC,29502,843-992-7950,HEARTSNHANDS2020@GMAIL.COM,"GRANT, TAMARA PH#: 843-992-7950",HEARTSNHANDS2020@GMAIL.COM,IHCP-1351 / 11/30/2021,Florence / Limited Liability,,,,,HEARTS IN HANDS LLC,843-992-7950,,Florence,,-79.802911,34.195486,Florence,610297.7761,3784479.016
935,HLBODYPIERCINGFAC,HEAT STREET,2421 2ND LOOP RD STE C,FLORENCE,SC,29501-6191,843-661-0602,LLOYD@HEATSTREET.COM,"MITCHELL, LLOYD PH#: 843-661-0602",LLOYD@HEATSTREET.COM,BP-0020 / 06/30/2021,Florence / Ltd. Liability,2421 2ND LOOP RD STE C,FLORENCE,SC,29501-6191,HEAT STREET LLC,843-661-0602,,Florence,,-79.80972854,34.17611604,Florence,609694.5594,3782323.758
2221,HLRESIDENTIALCARE,HEATH SPRINGS RESIDENTIAL CARE CENTER,614 HART ST,HEATH SPRINGS,SC,29058-8411,803-273-3227,SFBARNES11@GMAIL.COM,"CASSANOVA, CATHY PH#: ; WILLIAMS, SUSAN S. PH#: 803-273-3227",,CRC-1903 / 12/31/2021,Lancaster / Corporation,PO BOX 8118,SADDLE BROOK,NJ,07663-8118,HSRCC PARTNERS LLC,201-819-4033,,Lancaster,,-80.67038419,34.59388799,Lancaster,530225.8967,3828057.656
1013,HLHEARINGAIDSPEC,"HEATH, JANE F.",307 S COIT ST,FLORENCE,SC,29501-4713,843-665-8688,JHEATH@EARS2HEARSC.COM, PH#: ,,HAS-0443 / 01/30/2022,Florence / Sole Proprietorship,307 S COIT ST,FLORENCE,SC,29501-4713,"HEATH, JANE F.",843-665-8688,,Florence,,-79.77041662,34.19301844,Florence,613295.1176,3784241.066
6468,HLINHOMECARE,HEAVEN SENT CAREGIVERS,1622 N LIMESTONE ST,GAFFNEY,SC,29340-3123,864-489-2633,HEAVENSENTCAREGIVERS.SC@GMAIL.COM, PH#: ,,IHCP-0375 / 09/30/2021,Cherokee / Limited Liability,,,,,HEAVEN SENT CAREGIVERS LLC,864-489-2633,,Cherokee,,-81.633055,35.092581,Cherokee,442297.4968,3883493.283
6884,HLINHOMECARE,HEAVEN SENT HELPERS LLC,1825 SAINT JULIAN PL STE F3,COLUMBIA,SC,29204-2424,803-446-3151,HEAVENSENT79@HOTMAIL.COM, PH#: ,,IHCP-0169 / 05/31/2021,Richland / Limited Liability,1825 SAINT JULIAN PL STE F3,COLUMBIA,SC,29204-2424,HEAVEN SENT HELPERS LLC,803-446-3151,,Richland,,-81.00400693,34.01920459,Richland,499630.0524,3764285.355
6981,HLINHOMECARE,HEAVENLY CARE SERVICES,1990 AUGUSTA ST STE 200,GREENVILLE,SC,29605,864-233-4272,E_JTAYLOR@HOTMAIL.COM, PH#: ,,IHCP-0056 / 01/31/2022,Greenville / Limited Liability,,,,,HEAVENLY CARE SERVICES LLC,864-233-4272,,Greenville,,-82.39604255,34.82514591,Greenville,372333.9779,3854541
