ncessch,leaid,leanm05,schnam05,geoid,tract_latitude,tract_longitude,lat,lon
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE ELEMENTARY SCHOOL,45023020700,+34.7364624,-081.0291076,34.71972,-81.00086
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER SENIOR HIGH SCHOOL,45023020601,+34.6196182,-081.2596425,34.68972,-81.20291
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER MIDDLE SCHOOL,45023020602,+34.7136872,-081.1207622,34.71967,-81.17495
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS HIGH SCHOOL,45023021000,+34.5721311,-080.9053042,34.57679,-80.91706
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE HIGH SCHOOL,45023020700,+34.7364624,-081.0291076,34.71898,-81.00301
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER COUNTY CAREER CENTER,45023020601,+34.6196182,-081.2596425,34.68964,-81.20325
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS MIDDLE,45023021000,+34.5721311,-080.9053042,34.57683,-80.917
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,THE ACADEMY FOR TEACHING AND LEARNING,45023020200,+34.7003242,-081.2195686,34.70103012,-81.20770268
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF FINE ARTS,45023020602,+34.7136872,-081.1207622,34.71093,-81.17873
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF LITERACY,45023020602,+34.7136872,-081.1207622,34.71093,-81.17873
4.5e+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE MIDDLE,45023020700,+34.7364624,-081.0291076,34.71863,-81.01026
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW INTERMEDIATE SCHOOL,45025950502,+34.7080062,-079.9249608,34.69243,-79.90751
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW PRIMARY SCHOOL,45025950502,+34.7080062,-079.9249608,34.69697,-79.894
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,EDWARDS ELEMENTARY SCHOOL,45025950400,+34.7255811,-080.1008750,34.7323,-80.08802
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,JEFFERSON ELEMENTARY SCHOOL,45055970200,+34.5100021,-080.4724066,34.59445,-80.4151
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PETERSBURG PRIMARY SCHOOL,45025950101,+34.7587822,-080.4600952,34.77993,-80.40249
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,MCBEE ELEMENTARY,45025950800,+34.4978789,-080.2561591,34.46135,-80.25635
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PLAINVIEW ELEMENTARY SCHOOL,45025950700,+34.5637524,-080.0730840,34.58799,-80.05068
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,RUBY ELEMENTARY,45025950300,+34.7507742,-080.2423477,34.73999,-80.18603
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW HIGH SCHOOL,45025950502,+34.7080062,-079.9249608,34.6939,-79.91287
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHESTERFIELD HIGH SCHOOL,45025950502,+34.7080062,-079.9249608,34.69594,-79.90658
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,LONG MIDDLE SCHOOL,45025950502,+34.7080062,-079.9249608,34.69594,-79.90658
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,MCBEE HIGH SCHOOL,45025950800,+34.4978789,-080.2561591,34.46778,-80.2537
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CENTRAL HIGH SCHOOL,45025950102,+34.7764444,-080.3532142,34.75567,-80.35687
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,NEW HEIGHTS MIDDLE SCHOOL,45025950101,+34.7587822,-080.4600952,34.76945,-80.4006
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PAGELAND ELEMENTARY SCHOOL,45025950101,+34.7587822,-080.4600952,34.76945,-80.4006
4.5e+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHESTERFIELD RUBY MIDDLE SCHOOL,45025950400,+34.7255811,-080.1008750,34.7323,-80.08802
4.5e+11,4501600,F E DUBOSE CAREER CENTER,F E DUBOSE VOC CTR,45027960701,+33.6390856,-080.2315868,33.6446,-80.2141
4.5e+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,SCOTT'S BRANCH MIDDLE,45027960802,+33.5022910,-080.3523575,33.5807,-80.3571
4.5e+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,ST. PAUL PRIMARY,45027960801,+33.6166680,-080.4129605,33.59705,-80.37955
4.5e+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,SCOTTS BRANCH HIGH,45027960801,+33.6166680,-080.4129605,33.5951,-80.37
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING PRIMARY SCHOOL,45027960500,+33.7032431,-080.2749535,33.69742,-80.21366
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING JR. HIGH SCHOOL,45027960500,+33.7032431,-080.2749535,33.6959,-80.21894
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING HIGH SCHOOL,45027960500,+33.7032431,-080.2749535,33.6974,-80.229
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,THE PHOENIX CENTER,45027960701,+33.6390856,-080.2315868,33.6446,-80.2141
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING EARLY CHILDHOOD CENTER,45027960600,+33.6405605,-080.0946747,33.68896,-80.10639
4.5e+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING ELEMENTARY,45027960500,+33.7032431,-080.2749535,33.6959,-80.21894
4.5e+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,WALKER GAMBLE ELEMENTARY,45041002400,+33.9317418,-079.8698900,33.95486,-79.95588
4.5e+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,EAST CLARENDON HIGH SCHOOL,45027960100,+33.8770296,-079.9705469,33.88538,-80.01926
4.5e+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,EAST CLARENDON MIDDLE SCHOOL,45027960100,+33.8770296,-079.9705469,33.8847,-80.0192
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,NORTHSIDE ELEMENTARY SCHOOL,45029970600,+32.8621886,-080.5963164,32.94714,-80.61638
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,BELLS ELEMENTARY,45029970401,+33.0054202,-080.7171243,32.97879,-80.85044
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,BLACK STREET ELEMENTARY SCHOOL,45029970500,+32.9053462,-080.6718142,32.89257,-80.64747
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,FOREST CIRCLE MIDDLE SCHOOL,45029970500,+32.9053462,-080.6718142,32.91765,-80.67902
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COTTAGEVILLE ELEMENTARY SCHOOL,45029970700,+32.9441939,-080.4785182,32.93416,-80.48209
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,FOREST HILLS ELEMENTARY,45029970500,+32.9053462,-080.6718142,32.91205,-80.6737
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,RUFFIN MIDDLE SCHOOL,45029970100,+33.0964204,-080.8101778,33.09146,-80.79852
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COLLETON MIDDLE,45029970500,+32.9053462,-080.6718142,32.91306,-80.649
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COLLETON COUNTY HIGH,45029970402,+32.9671267,-080.6527418,32.93429,-80.65819
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,THUNDERBOLT CAREER AND TECHNOLGY,45029970600,+32.8621886,-080.5963164,32.93633,-80.63017
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,HENDERSONVILLE ELEMENTARY,45029970300,+32.7969954,-080.7531345,32.8044,-80.71539
4.5e+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,EDISTO BEACH ELEMENTARY,45029970800,+32.6282954,-080.5036583,32.48188,-80.33523
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,DARLINGTON HIGH SCHOOL,45031011000,+34.3448080,-079.8819695,34.31877,-79.87695
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,DARLINGTON JR. HIGH SCHOOL,45031011400,+34.2667090,-079.8343225,34.28941,-79.87056
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SOUTHSIDE EARLY CHILDHOOD CENTER,45031010700,+34.3541929,-080.0756425,34.34854,-80.08087
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,MAYO HIGH,45031011400,+34.2667090,-079.8343225,34.2925,-79.86908
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,BROCKINGTON ELEMENTARY SCHOOL,45031011200,+34.2982794,-079.8984230,34.28637,-79.88744
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,J L CAIN ELEMENTARY,45031011400,+34.2667090,-079.8343225,34.29188,-79.86054
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,CAROLINA ELEMENTARY SCHOOL,45031010500,+34.3693401,-080.0874346,34.36785,-80.08961
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,LAMAR ELEMENTARY,45031011600,+34.1546333,-080.0807553,34.17095,-80.0596
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,NORTH HARTSVILLE ELEMENTARY,45031010300,+34.4025818,-080.0722686,34.392,-80.07658
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,PATE ELEMENTARY,45031011200,+34.2982794,-079.8984230,34.29056,-79.88665
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,ROSENWALD/ST DAVID'S ELEMENTARY,45031010100,+34.4505586,-079.8239245,34.50426,-79.85161
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SPAULDING ELEMENTARY SCHOOL,45031011600,+34.1546333,-080.0807553,34.16555,-80.06317
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,BRUNSON-DARGAN ELEMENTARY,45031011200,+34.2982794,-079.8984230,34.30631,-79.87976
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,ST. JOHN'S ELEMENTARY,45031011100,+34.3032610,-079.8702831,34.30428,-79.87511
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,THORNWELL ELEMENTARY,45031010600,+34.3700380,-080.0231357,34.38039,-80.06175
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,WEST HARTSVILLE ELEMENTARY,45031010400,+34.3642401,-080.2761274,34.35642,-80.14049
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,WASHINGTON STREET ELEMENTARY,45031010700,+34.3541929,-080.0756425,34.36116,-80.07525
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,HARTSVILLE JR HIGH SCHOOL,45031010500,+34.3693401,-080.0874346,34.37033,-80.0834
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,HARTSVILLE HIGH SCHOOL,45031010500,+34.3693401,-080.0874346,34.36174,-80.08636
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,LAMAR HIGH SCHOOL,45031011600,+34.1546333,-080.0807553,34.17098,-80.05958
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SPAULDING JR HIGH,45031011600,+34.1546333,-080.0807553,34.17121,-80.06483
4.5e+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,CHOICES SCHOOL,45041001400,+34.1570461,-079.7798661,34.16868,-79.7828
4.5e+11,4501870,DILLON COUNTY TECHNOLGY CENTER,DILLON COUNTY APPLIED TECH CTR,45033970400,+34.3943810,-079.3862993,34.40744,-79.35128
4.5e+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW ELEMENTARY,45033970500,+34.3339068,-079.2077718,34.33062,-79.16804
4.5e+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW MIDDLE,45033970500,+34.3339068,-079.2077718,34.32961,-79.16839
4.5e+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW HIGH SCHOOL,45033970500,+34.3339068,-079.2077718,34.34311,-79.16259
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,EAST ELEMENTARY,45033970300,+34.4536751,-079.4414521,34.41355,-79.36318
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,SOUTH ELEMENTARY,45033970400,+34.3943810,-079.3862993,34.40632,-79.36868
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,GORDON ELEMENTARY,45033970400,+34.3943810,-079.3862993,34.40178,-79.35808
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,STEWART HEIGHTS ELEMENTARY,45033970300,+34.4536751,-079.4414521,34.42333,-79.38364
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,DILLON HIGH SCHOOL,45033970300,+34.4536751,-079.4414521,34.43524,-79.35707
4.5e+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,J. V. MARTIN JR. HIGH,45033970300,+34.4536751,-079.4414521,34.42009,-79.3735
4.5e+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA ELEMENTARY,45033970600,+34.3374526,-079.4823899,34.33223,-79.42614
4.5e+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA MIDDLE,45033970600,+34.3374526,-079.4823899,34.34163,-79.42795
4.5e+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA HIGH SCHOOL,45033970600,+34.3374526,-079.4823899,34.34192,-79.42773
4.5e+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA EARLY CHILDHOOD CENTER,45033970600,+34.3374526,-079.4823899,34.33207,-79.42629
4.5e+11,4501990,DORCHESTER CAREER SCHOOL,DORCHESTER CO CAREER SCHOOL,45035010300,+33.1819144,-080.4332330,33.14746,-80.38763
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FORT DORCHESTER HIGH,45035010818,+32.9256789,-080.1018839,32.91831,-80.10206
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,BEECH HILL ELEMENTARY,45035010801,+32.8955573,-080.2650986,32.9485,-80.24371
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,GREGG MIDDLE SCHOOL,45035010505,+32.9883521,-080.2059747,32.9889,-80.22098
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,KNIGHTSVILLE ELEMENTARY,45035010501,+33.0517155,-080.2629243,33.03336,-80.24613
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SUMMERVILLE ELEMENTARY SCHOOL,45035010606,+33.0100855,-080.1895729,33.011,-80.18246
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SPANN ELEMENTARY SCHOOL,45035010606,+33.0100855,-080.1895729,33.00444,-80.18338
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,ROLLINGS MIDDLE SCHOOL OF THE ARTS,45035010606,+33.0100855,-080.1895729,33.01121,-80.18219
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,NEWINGTON ELEMENTARY SCHOOL,45035010505,+32.9883521,-080.2059747,32.99163,-80.20271
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SUMMERVILLE HIGH SCHOOL,45035010605,+33.0070153,-080.2180399,32.99704,-80.21788
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,ALSTON MIDDLE SCHOOL,45035010700,+33.0271006,-080.1731660,33.03159,-80.1818
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FORT DORCHESTER ELEMENTARY,45035010818,+32.9256789,-080.1018839,32.9203,-80.1165
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,EAGLE NEST ELEMENTARY SCHOOL,45035010820,+32.9028200,-080.1072650,32.91115644,-80.1250745
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FLOWERTOWN ELEMENTARY,45035010505,+32.9883521,-080.2059747,32.99167,-80.20262
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,CHARLES B DUBOSE MIDDLE,45035010501,+33.0517155,-080.2629243,33.03388,-80.24641
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,OAKBROOK ELEMENTARY SCHOOL,45035010816,+32.9515227,-080.1346558,32.9626,-80.1353
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,OAKBROOK MIDDLE SCHOOL,45035010816,+32.9515227,-080.1346558,32.95982,-80.13308
4.5e+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,WINDSOR HILL ELEMENTARY,45035010818,+32.9256789,-080.1018839,32.93392,-80.10097
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,JOHNSON-EDGEFIELD-TRENTON MIDDLE SC,45037970202,+33.8472526,-081.9454445,33.80781,-81.85494
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,MERRIWETHER MIDDLE SCHOOL,45037970502,+33.6202063,-082.0215744,33.58715,-81.96126
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,DOUGLAS ELEMENTARY SCHOOL,45037970400,+33.7032284,-081.8705262,33.73413,-81.83358
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,W. E. PARKER ELEMENTARY,45037970202,+33.8472526,-081.9454445,33.80317,-81.92675
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,MERRIWETHER ELEMENTARY,45037970502,+33.6202063,-082.0215744,33.58216,-81.99119
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,JOHNSTON ELEMENTARY,45037970300,+33.7963576,-081.7706297,33.83951,-81.80947
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,STROM THURMOND HIGH SCHOOL,45037970202,+33.8472526,-081.9454445,33.80861,-81.85252
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,FOX CREEK HIGH SCHOOL,45037970502,+33.6202063,-082.0215744,33.60105,-82.01335
4.5e+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,STROM THURMOND CAREER CENTER,45037970202,+33.8472526,-081.9454445,33.81253,-81.86358
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,KELLY MILLER ELEMENTARY,45039960500,+34.2860838,-081.1792971,34.31805,-81.12526
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,MCCROREY-LISTON ELEMENTARY,45039960100,+34.4273558,-081.3174179,34.38036,-81.29227
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,GEIGER ELEMENTARY,45039960300,+34.3424663,-080.9219134,34.30095,-80.95595
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD MIDDLE SCHOOL,45039960500,+34.2860838,-081.1792971,34.36077,-81.0992
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,GORDAN EARLY LEARNING CHILDHOOD,45039960400,+34.3646209,-081.0494245,34.38313,-81.09646
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD CAREER & TEC CTR.,45039960200,+34.4781194,-081.0698563,34.41698,-81.11024
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD CENTRAL HIGH SCHOOL,45039960500,+34.2860838,-081.1792971,34.35949,-81.09841
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD PRIMARY SCHOOL,45039960200,+34.4781194,-081.0698563,34.40352,-81.1028
4.5e+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD INTERMEDIATE,45039960200,+34.4781194,-081.0698563,34.39573,-81.10214
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,HENRY L. SNEED MIDDLE SCHOOL,45041000202,+34.1653321,-079.8327347,34.17463,-79.85267
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,BRIGGS ELEMENTARY SCHOOL,45041001200,+34.1797450,-079.7905221,34.17647,-79.7811
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,CARVER ELEMENTARY SCHOOL,45041000900,+34.2077622,-079.7859632,34.2031,-79.79982
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,DELMAE HEIGHTS ELEMENTARY,45041000202,+34.1653321,-079.8327347,34.1711,-79.81801
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,GREENWOOD ELEMENTARY,45041001601,+34.1223969,-079.7280746,34.14406,-79.72999
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,NORTH VISTA ELEMENTARY,45041000800,+34.2077391,-079.7472420,34.21172,-79.76603
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,ROYALL ELEMENTARY SCHOOL,45041001100,+34.1907523,-079.7961389,34.18696,-79.79181
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SAVANNAH GROVE ELEMENTARY,45041001504,+34.1361499,-079.8361998,34.14905,-79.82878
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,HENRY TIMROD ELEMENTARY SCHOOL,45041000300,+34.2297143,-079.7387975,34.22977,-79.70575
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WALLACE GREGG ELEMENTARY,45041000500,+34.1727846,-079.6571958,34.1871,-79.65673
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,MOORE INTERMEDIATE SCHOOL,45041001200,+34.1797450,-079.7905221,34.17823,-79.7903
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SOUTH FLORENCE HIGH,45041001505,+34.0897395,-079.7823755,34.11604,-79.78143
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WILLIAMS MIDDLE SCHOOL,45041000800,+34.2077391,-079.7472420,34.21201,-79.76607
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WILSON SENIOR HIGH SCHOOL,45041000300,+34.2297143,-079.7387975,34.22374,-79.7246
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WEST FLORENCE HIGH SCHOOL,45041000201,+34.1991944,-079.8244682,34.19235,-79.82512
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,FLORENCE CAREER CENTER,45041001505,+34.0897395,-079.7823755,34.13385,-79.77246
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,PALMETTO YOUTH ACADEMY,45041000300,+34.2297143,-079.7387975,34.22,-79.7749
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,MCLAURIN ELEMENTARY,45041000500,+34.1727846,-079.6571958,34.17777,-79.74507
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,THEODORE LESTER ELEMENTARY SCHOOL,45041000400,+34.2553928,-079.6320181,34.19719,-79.69921
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,DEWEY CARTER ELEMENTARY,45041001505,+34.0897395,-079.7823755,34.09249,-79.77312
4.5e+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SOUTHSIDE MIDDLE,45041001505,+34.0897395,-079.7823755,34.13366,-79.77081
4.5e+11,4502160,FLORENCE COUNTY SCHOOL DISTRICT 02,HANNAH-PAMPLICO HIGH SCHOOL,45041001800,+33.9396465,-079.5799293,33.94546,-79.54954
4.5e+11,4502160,FLORENCE COUNTY SCHOOL DISTRICT 02,HANNAH-PAMPLICO EL/MIDDLE,45041001800,+33.9396465,-079.5799293,33.94306,-79.54788
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,MAIN STREET ELEMENTARY,45041002202,+33.8389294,-079.7194929,33.87072,-79.749
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,J. PAUL TRULUCK MIDDLE,45041002201,+33.8669969,-079.7884800,33.87516,-79.76454
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,J C LYNCH ELEMENTARY SCHOOL,45041002300,+33.9761578,-079.7380335,33.9743,-79.75119
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,OLANTA ELEMENTARY SCHOOL,45041002400,+33.9317418,-079.8698900,33.93769,-79.93389
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,SCRANTON ELEMENTARY SCHOOL,45041002300,+33.9761578,-079.7380335,33.94459,-79.74759
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,RONALD E. MCNAIR MIDDLE,45041002201,+33.8669969,-079.7884800,33.86809,-79.76764
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,LAKE CITY HIGH SCHOOL,45041002000,+33.8753636,-079.6769366,33.8899,-79.76486
4.5e+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,LAKE CITY ELEMENTARY,45041002000,+33.8753636,-079.6769366,33.89623,-79.76911
4.5e+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,TIMMONSVILLE HIGH,45041002600,+34.0956922,-079.9204399,34.12913,-79.94747
4.5e+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,JOHNSON MIDDLE SCHOOL,45041002600,+34.0956922,-079.9204399,34.14188,-79.94564
4.5e+11,4502220,FLORENCE COUNTY SCHOOL DISTRICT 04,BROCKINGTON ELEMENTARY,45041002600,+34.0956922,-079.9204399,34.13856,-79.94342
4.5e+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE ELEMENTARY SCHOOL,45041001900,+33.8455832,-079.4838564,33.81713,-79.44707
4.5e+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE MIDDLE SCHOOL,45041001900,+33.8455832,-079.4838564,33.80799,-79.44594
4.5e+11,4502250,FLORENCE COUNTY SCHOOL DISTRICT 05,JOHNSONVILLE HIGH,45041001900,+33.8455832,-079.4838564,33.81555,-79.44231
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ANDREWS ELEMENTARY SCHOOL,45043920202,+33.5087031,-079.4737419,33.50431,-79.52235
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,BROWN'S FERRY ELEMENTARY,45043920301,+33.4732875,-079.3922874,33.49909,-79.36235
