objectid,permit_type,name_of_facility,location_street,location_city,location_state,zip_code,facility_number,facility_email,admin_name_phone,facility_cont_email,license_expires,county_ownership_type,mailing_address,mailing_city,mailing_state,mailing_zip,licensee,licensee_business_phone,cms_certification,county,evacuation_zone,licensee_county,x_2,y_2,geoid,tract_latitude,tract_longitude,lat,lon
588,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-GREENVILLE EAST,601 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1698,864-246-2721,4032ADMIN@HCR-MANORCARE.COM,"BURNETT, OLIVIA N. PH#: 864-427-0306",OLIVIA.BURNETT@HCR-MANORCARE.COM,NCF-0952 / 12/31/2021,Greenville / Limited Liability,601 SULPHUR SPRING RD,GREENVILLE,SC,29617,OAKMONT EAST-GREENVILLE SC LLC,419-252-5500,425106,Greenville,,Out of State,367203.011,3861744.758,45045003707,+34.8969327,-082.4542915,34.88942929,-82.45327646
1221,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-GREENVILLE WEST,600 SULPHUR SPRINGS RD,GREENVILLE,SC,29617-1622,864-246-2721,4033ADMIN@HCR-MANORCARE.COM,"PATRIE, CHRISTOPHER PH#:",CHRISTOPHER.PATRIE@HCR-MANORCARE.COM,NCF-0953 / 12/31/2021,Greenville / Limited Liability,"333 N SUMMIT ST, LICENSURE SUPPORT",TOLEDO,OH,43604-1531,OAKMONT WEST-GREENVILLE SC LLC,419-252-5500,425294,Greenville,,Out of State,367115.9092,3861720.133,45045003707,+34.8969327,-082.4542915,34.8891959,-82.45422548
413,HLNURSINGCARE,HEARTLAND HEALTH CARE CENTER-UNION,709 RICE AVE EXT,UNION,SC,29379-9023,864-427-0306,4031ADMIN@HCR-MANORCARE.COM,"BURGESS, MARK PH#:",MARK.BURGESS@HCR-MANORCARE.ORG,NCF-0443 / 12/31/2021,Union / Limited Liability,709 RICE AVE EXT,UNION,SC,29379-9023,OAKMONT OF UNION SC LLC,419-252-5500,425142,Union,,Out of State,440822.1222,3841940.498,45087030100,+34.7276446,-081.6274414,34.71781369,-81.64629715
188,HLRESIDENTIALCARE,HEARTLAND HEALTH CARE CENTER-UNION (RESIDENTIAL CARE),709 RICE AVE EXT,UNION,SC,29379-9023,864-427-0306,4031ADMIN@HCR-MANORCARE.COM,PH#:,,CRC-0576 / 12/31/2021,Union / Limited Liability,709 RICE AVE EXT,UNION,SC,29379-9023,OAKMONT OF UNION SC LLC,419-252-5500,,Union,,Out of State,440805.9017,3842044.496,45087030100,+34.7276446,-081.6274414,34.71875053,-81.64648159
7928,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES,2050 CORPORATE CENTRE DR STE 220,MYRTLE BEACH,SC,29577,843-444-0813,4661ADMIN@HCR-MANORCARE.COM,"KAWAKAMI, MELISSA S. PH#: 843-444-0813",4661ADMIN@HCR-MANORCARE.COM,HPC-0135 / 12/31/2021,Horry / Limited Liability,2411 N OAK ST STE 108,MYRTLE BEACH,SC,29577,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421545,Horry,B,Out of State,696295.2432,3732026.112,45051050600,+33.7041378,-078.8898834,33.710087,-78.88175
1024,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES-CHARLESTON,1470 TOBIAS GADSON BLVD STE 203,CHARLESTON,SC,29407-4925,843-766-7647,4662ADMIN@HCR-MANORCARE.COM,"MONTOYA, KYLIE PH#: 843-766-7646",,HPC-0136 / 12/31/2021,Charleston / Limited Liability,333 N SUMMIT ST 16TH FL,TOLEDO,OH,43604-1531,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421546,Charleston,A,Out of State,591901.1957,3629491.849,45019002701,+32.7976991,-080.0287926,32.79955004,-80.01844748
6644,HLHOSPICEPROGRAM,HEARTLAND HOSPICE SERVICES-GREENVILLE,421 SE MAIN ST STE 100,SIMPSONVILLE,SC,29681-2697,864-963-0045,4613ADMIN@HCR-MANORCARE.COM,"BURGESS, AIMEE PH#: ; STUCKER, TONIA PH#: 864-963-0045",,HPC-0137 / 12/31/2021,Greenville / Limited Liability,333 N SUMMIT ST FL 16,TOLEDO,OH,43604-1531,HEARTLAND HOSPICE SERVICES LLC,419-252-5500,421558,Greenville,,Out of State,385267.7971,3843725.296,45045003011,+34.7317039,-082.2349019,34.72917639,-82.25316603
243,HLNURSINGCARE,HEARTLAND OF COLUMBIA REHABILITATION AND NURSING CENTER,2601 FOREST DR,COLUMBIA,SC,29204-2363,803-256-4983,512ADMIN@HCR-MANORCARE.COM,"JENKINS, HAZEL B. PH#: 803-256-4983",512ADMIN@HCR-MANORCARE.COM,NCF-0316 / 12/31/2021,Richland / Limited Liability,2601 FOREST DR,COLUMBIA,SC,29204-2363,COLUMBIA REHABILITATION AND NURSING CENTER - COLUMBIA SC LLC,419-252-5500,425008,Richland,,Out of State,499309.9429,3763736.747,45079001100,+34.0228440,-081.0031652,34.01425659,-81.00747362
701,HLNURSINGCARE,HEARTLAND OF WEST ASHLEY REHABILITATION AND NURSING CENTER,1137 SAM RITTENBERG BLVD,CHARLESTON,SC,29407-3360,843-763-0233,531ADMIN@HCR-MANORCARE.COM,"WHITE, YOLANDA M. PH#: 843-873-2553",YWHITE@ENLIVANT.COM,NCF-0413 / 12/31/2021,Charleston / Limited Liability,1137 SAM RITTENBERG BLVD,CHARLESTON,SC,29407-3360,WEST ASHLEY REHABILITATION AND NURSING CENTER - CHARLESTON SC LLC,419-252-5500,425362,Charleston,A,Out of State,594488.5025,3632134.246,45019002606,+32.8193670,-079.9780481,32.82316284,-79.99054793
2218,HLINHOMECARE,HEARTS & HANDS CLA LLC,1382 FULTON AVE,KINGSTREE,SC,29556,843-372-7372,HEARTSHANDSLLC@YAHOO.COM,"DOZIER-YORK, RANADA PH#: 843-372-7372",RDOZIERYORK@YAHOO.COM,IHCP-0528 / 04/30/2022,Williamsburg / Limited Liability,8402 ROSWELL RD APT C,ATLANTA,GA,30350,HEARTS & HANDS CLA LLC,843-372-7372,,Williamsburg,,Williamsburg,607706.8672,3727593.613,45089970600,+33.6990298,-079.8814089,33.68281328,-79.83801485
7955,HLINHOMECARE,HEARTS IN HANDS,PISGAH ROAD ROOM 105,FLORENCE,SC,29502,843-992-7950,HEARTSNHANDS2020@GMAIL.COM,"GRANT, TAMARA PH#: 843-992-7950",HEARTSNHANDS2020@GMAIL.COM,IHCP-1351 / 11/30/2021,Florence / Limited Liability,,,,,HEARTS IN HANDS LLC,843-992-7950,,Florence,,Florence,610297.7761,3784479.016,45041001100,+34.1907523,-079.7961389,34.195486,-79.802911
935,HLBODYPIERCINGFAC,HEAT STREET,2421 2ND LOOP RD STE C,FLORENCE,SC,29501-6191,843-661-0602,LLOYD@HEATSTREET.COM,"MITCHELL, LLOYD PH#: 843-661-0602",LLOYD@HEATSTREET.COM,BP-0020 / 06/30/2021,Florence / Ltd. Liability,2421 2ND LOOP RD STE C,FLORENCE,SC,29501-6191,HEAT STREET LLC,843-661-0602,,Florence,,Florence,609694.5594,3782323.758,45041001300,+34.1682753,-079.8015603,34.17611604,-79.80972854
2221,HLRESIDENTIALCARE,HEATH SPRINGS RESIDENTIAL CARE CENTER,614 HART ST,HEATH SPRINGS,SC,29058-8411,803-273-3227,SFBARNES11@GMAIL.COM,"CASSANOVA, CATHY PH#: ; WILLIAMS, SUSAN S. PH#: 803-273-3227",,CRC-1903 / 12/31/2021,Lancaster / Corporation,PO BOX 8118,SADDLE BROOK,NJ,07663-8118,HSRCC PARTNERS LLC,201-819-4033,,Lancaster,,Lancaster,530225.8967,3828057.656,45057010300,+34.5705217,-080.7384781,34.59388799,-80.67038419
1013,HLHEARINGAIDSPEC,"HEATH, JANE F.",307 S COIT ST,FLORENCE,SC,29501-4713,843-665-8688,JHEATH@EARS2HEARSC.COM,PH#:,,HAS-0443 / 01/30/2022,Florence / Sole Proprietorship,307 S COIT ST,FLORENCE,SC,29501-4713,"HEATH, JANE F.",843-665-8688,,Florence,,Florence,613295.1176,3784241.066,45041001000,+34.1911403,-079.7695503,34.19301844,-79.77041662
6468,HLINHOMECARE,HEAVEN SENT CAREGIVERS,1622 N LIMESTONE ST,GAFFNEY,SC,29340-3123,864-489-2633,HEAVENSENTCAREGIVERS.SC@GMAIL.COM,PH#:,,IHCP-0375 / 09/30/2021,Cherokee / Limited Liability,,,,,HEAVEN SENT CAREGIVERS LLC,864-489-2633,,Cherokee,,Cherokee,442297.4968,3883493.283,45021970302,+35.0992561,-081.6011090,35.092581,-81.633055
6884,HLINHOMECARE,HEAVEN SENT HELPERS LLC,1825 SAINT JULIAN PL STE F3,COLUMBIA,SC,29204-2424,803-446-3151,HEAVENSENT79@HOTMAIL.COM,PH#:,,IHCP-0169 / 05/31/2021,Richland / Limited Liability,1825 SAINT JULIAN PL STE F3,COLUMBIA,SC,29204-2424,HEAVEN SENT HELPERS LLC,803-446-3151,,Richland,,Richland,499630.0524,3764285.355,45079001100,+34.0228440,-081.0031652,34.01920459,-81.00400693
6981,HLINHOMECARE,HEAVENLY CARE SERVICES,1990 AUGUSTA ST STE 200,GREENVILLE,SC,29605,864-233-4272,E_JTAYLOR@HOTMAIL.COM,PH#:,,IHCP-0056 / 01/31/2022,Greenville / Limited Liability,,,,,HEAVENLY CARE SERVICES LLC,864-233-4272,,Greenville,,Greenville,372333.9779,3854541,45045001501,+34.8195180,-082.3970924,34.82514591,-82.39604255
6572,HLINHOMECARE,HEAVENLY HANDS LLC,214 W LIBERTY ST STE 2,SUMTER,SC,29150,803-565-5017,SJ_VAUGHN@YAHOO.COM,"VAUGHN, STACY PH#: 803-565-5017",,IHCP-0181 / 06/30/2021,Sumter / Sole Proprietorship,PO BOX 1162,SUMTER,SC,29150,STACY VAUGHN,803-565-5017,,Sumter,,Sumter,560483.0591,3753512.263,45085001300,+33.9165836,-080.3525729,33.920304,-80.345669
7596,HLINHOMECARE,HEAVENLY HEART HOME CARE LLC,3262 LANDMARK DR STE 100,NORTH CHARLESTON,SC,29418,843-371-4728,HEAVENLYHEARTSMITHT@GMAIL.COM,"SMITH, TAMMY PH#: 843-371-4728",TAMMYSMITH0218@YAHOO.COM,IHCP-0987 / 12/31/2021,Charleston / Limited Liability,,,,,HEAVENLY HEART HOME CARE LLC,843-371-4728,,Charleston,B,Charleston,586968.0715,3643848.803,45019003108,+32.9160676,-080.0723760,32.929443,-80.06978
8030,HLINHOMECARE,HEAVENLY HELPERS NURSING SERVICES,101 CIMERRON DR UNIT A,MYRTLE BEACH,SC,29588-5614,843-831-0524,HEAVENLYHELPERS.LLC2015@YAHOO.COM,PH#:,,IHCP-0486 / 12/31/2021,Horry / Limited Liability,,,,,HEAVENLY HELPERS NURSING SERVICES LLC,843-831-0524,,Horry,C,Horry,685848.3573,3728779.795,45051051502,+33.6708235,-078.9839079,33.682707,-78.995102
7738,HLINHOMECARE,HEAVENLY WORKERS IN HOME CARE,201 E LIBERTY ST STE E,SUMTER,SC,29150,803-883-5117,HWHC2019@GMAIL.COM,"FRANKLIN, WENDY PH#:",,IHCP-1068 / 08/31/2021,Sumter / Limited Liability,,,,,HEAVENLY WORKERS IN HOME CARE LLC,803-473-4852,,Sumter,,Clarendon,561252.044,3753512,45085001300,+33.9165836,-080.3525729,33.920257,-80.33735
7095,HLINHOMECARE,HEAVENS ANGEL HOME CARE AGENCY,20 S POINSETT HWY STE C,TRAVELERS REST,SC,29690,864-990-5202,TONYACHEEKS1979@GMAIL.COM,"CHEEKS, TONYA T. PH#: 864-787-7492",TONYACHEEKS1979@GMAIL.COM,IHCP-0915 / 07/31/2021,Greenville /,,,,,HEAVENS ANGEL HOME CARE AGENCY LLC,864-990-5202,,Greenville,,Greenville,368643.456,3870580.179,45045003904,+34.9863586,-082.4422353,34.96926534,-82.43890749
4914,HLRESIDENTIALCARE,HELENA PLACE,1624 PARIS AVE,PORT ROYAL,SC,29935-2041,843-982-0233,LKESLER@ENLIVANT.COM,"KESLER, LORIE A. PH#: 843-982-0233",LKESLER@ENLIVANT.COM,CRC-1409 / 11/30/2021,Beaufort /,330 N WABASH AVE STE 3700,CHICAGO,IL,60611-7605,HELENA AID OPCO LLC,312-725-7000,,Beaufort,A,Out of State,528952.838,3582822.904,45013000800,+32.3847275,-080.6965888,32.382022,-80.692194
1338,HLRESIDENTIALCARE,HELMS-GORDON RESIDENTIAL CARE HOME,714 FUNDERBURKE RD,FORT LAWN,SC,29714-8593,803-872-4253,MKGORDON@COMPORIUM.NET,"GORDON, MELISSA K. PH#: 803-872-4253",MKGORDON@COMPORIUM.NET,CRC-0527 / 07/31/2021,Chester / Sole Proprietorship,PO BOX 188,FORT LAWN,SC,29714-0188,HELMS-GORDON RESIDENTIAL CARE HOME LLC,803-289-8739,,Chester,,Chester,508103.5934,3838563.153,45023020800,+34.7511502,-080.9358989,34.68903933,-80.91152851
7030,HLINHOMECARE,HELP AT HOME,1330 CELEBRATION BLVD STE B,FLORENCE,SC,29501,843-661-7132,HARTSVILLE@HELPATHOME.COM,PH#:,,IHCP-0315 / 06/30/2021,Florence / Limited Liability,1330 CELEBRATION BLVD STE B,FLORENCE,SC,29501,HELP AT HOME LLC,312-795-4686,,Florence,,Darlington,607717.8311,3781671.033,45041000202,+34.1653321,-079.8327347,34.17043671,-79.83125477
2629,HLINHOMECARE,HELP AT HOME LLC (AIKEN),942 MILLBROOK AVE STE 1,AIKEN,SC,29803-0609,803-649-0922,AIKEN@HELPATHOME.COM,"ADAMS, VANESSA PH#: 803-649-0922",AIKEN@HELPATHOME.COM,IHCP-0588 / 06/30/2021,Aiken / Limited Liability,,,,,HELP AT HOME LLC,803-649-0922,,Aiken,,Aiken,433151.5386,3709359.888,45003021203,+33.4860371,-081.7256873,33.52172602,-81.71986013
7690,HLINHOMECARE,HELPERS OF THE VINE,110 E STONE AVE,GREENVILLE,SC,29607,864-363-1507,DONNA.DEWAR@HELPERSOFTHEVINE.COM,"DEWAR, DONNA PH#: 864-363-1507",DONNA.DEWAR@HELPERSOFTHEVINE.COM,IHCP-0625 / 05/31/2021,Greenville / Corporation,3620 PELHAM RD STE 5 #337,GREENVILLE,SC,29615,HELPERS OF THE VINE INC,864-627-3134,,Greenville,,Greenville,372778.9735,3858472.916,45045000100,+34.8566121,-082.3891798,34.860648,-82.391775
8179,HLINHOMECARE,HELPFUL HEARTS CARE SERVICES,1 CHICK SPRINGS RD STE 211A-3,GREENVILLE,SC,29609,864-335-8891,HELPFULHEARTSCS@GMAIL.COM,"IRBY, JAMES PH#:",,IHCP-0910 / 07/31/2021,Greenville / Limited Liability,,,,,HELPFUL HEARTS CARE SERVICES LLC,864-355-8891,,Greenville,,Greenville,373791.334,3859046.222,45045001101,+34.8804194,-082.3786068,34.865942,-82.38079
7588,HLINHOMECARE,HELPFUL HEARTS HOME CARE,1220 JOHN B WHITE SR BLVD,SPARTANBURG,SC,29306,864-913-5370,TGSMITH0808@GMAIL.COM,"SMITH, TIFFANY G. PH#: 864-426-4821",,IHCP-1087 / 11/30/2021,Spartanburg / Limited Liability,,,,,HELPFUL HEARTS HOME HEALTH LLC,864-913-5370,,Spartanburg,,Spartanburg,411869.1097,3865499.318,45083020603,+34.9354348,-081.9601393,34.928143,-81.964943
40,HLADULTDAYCARE,HELPING HANDS ADULT DAY CARE MEMORY SUPPORT,2010 STATE ST,CAYCE,SC,29033-3957,803-223-9800,BARBARA@HELPINGHANDSSC.COM,"REED, CHARLOTTE PH#: 803-722-3321",,ADC-0015 / 09/30/2021,Lexington / Corporation,2010 STATE ST,CAYCE,SC,29033-3957,HELPING HANDS ADULT DAY CARE INC,803-732-9800,,Lexington,,Lexington,495151.003,3759395.495,45063020201,+33.9783035,-081.0571089,33.97509219,-81.05249265
41,HLADULTDAYCARE,HELPING HANDS ADULT DAY SERVICES,1111 STATE ST,CAYCE,SC,29033-4342,803-732-1900,BARBARA@HELPINGHANDSSC.COM,"HARMON, JULIE PH#: 803-796-5192; WRIGHT, BARBARA T. PH#: 803-791-3256",BARBARA@HOPEBRIDGESC.COM,ADC-0270 / 12/31/2021,Lexington / Corporation,1111 STATE ST,CAYCE,SC,29033-4342,HELPING HANDS ADULT DAY CARE INC,803-732-9800,,Lexington,,Lexington,494892.0023,3760365.995,45063020201,+33.9783035,-081.0571089,33.98384384,-81.05530212
6867,HLINHOMECARE,HELPING HANDS CAREGIVERS LLC,9400 TWO NOTCH RD STE C,COLUMBIA,SC,29223-5946,803-699-1016,INFO@HELPINGHANDSCAREOFSC.COM,"MUIR, ANDRE PH#: 803-699-1016",,IHCP-0156 / 05/31/2021,Richland / Limited Liability,9400 TWO NOTCH RD STE C,COLUMBIA,SC,29223-5946,HELPING HANDS CAREGIVERS LLC,803-699-1016,,Richland,,Richland,507614.2051,3773201.42,45079011412,+34.0874725,-080.9065740,34.09958943,-80.91745218
7696,HLINHOMECARE,HELPING HANDS HEALING HEARTS,110 TRADER CROSS 1ST FLOOR,BLUFFTON,SC,29909,843-227-3165,SHAWNTRALBRIMM75@GMAIL.COM,PH#:,,IHCP-1187 / 06/30/2021,Beaufort / Limited Liability,,,,,HELPIG HANDS HEALING HEARTS LLC,843-227-3165,,Beaufort,A,Beaufort,506189.6685,3573465.113,45013002202,+32.3376045,-080.8200441,32.297961,-80.934257
7833,HLINHOMECARE,HELPING HANDS HOME CARE SERVICES,227 W MAIN ST,OLANTA,SC,29114,843-598-8714,KARENMCFADDEN34@YAHOO.COM,"MCFADDEN, KAREN R. PH#: 843-598-8714",KARENMCFADDEN34@YAHOO.COM,IHCP-1316 / 09/30/2021,Florence / Limited Liability,,,,,HELPING HANDS HOME CARE SERVICES LLC,843-598-8714,,Florence,,Florence,598305.2061,3755964.557,45041002400,+33.9317418,-079.8698900,33.939564,-79.936267
5890,HLHOSPICEPROGRAM,HELPING HANDS HOSPICE OF SOUTH CAROLINA,136 SPORTHORSE LN,AIKEN,SC,29803,803-226-0961,KEVIN23WIL25@AOL.COM,"WILLIAMSON, SABRINA PH#: 803-522-0115",AKNSABRINA@AOL.COM,HPC-0225 / 06/30/2021,Aiken / Limited Liability,,,,,HELPING HANDS HOSPICE OF SOUTH CAROLINA LLC,803-226-0961,,Aiken,,Aiken,432460.9047,3703956.586,45003021203,+33.4860371,-081.7256873,33.472951,-81.72689
1850,HLINHOMECARE,HELPING HEARTS LLC,908 S PARKER DR STE 3,FLORENCE,SC,29501-6007,843-669-2999,BRANDYEADDY80@GMAIL.COM,PH#:,,IHCP-0191 / 06/30/2021,Florence / Sole Proprietorship,908 S PARKER DR STE 3,FLORENCE,SC,29501-6007,BRANDY EADDY,843-669-2999,,Florence,,Florence,608598.9247,3782139.674,45041000202,+34.1653321,-079.8327347,34.17457093,-79.82163788
7035,HLHEARINGAIDSPEC,"HENDERSON, CYNTHIA J.",1001-B FAIRLAWN DR,COLUMBIA,SC,29020,803-432-7032,CYNDI@PALMETTOHEARING.COM,PH#:,,HAS-0274 / 01/30/2022,Kershaw / Sole Proprietorship,1001-B FAIRLAWN DR,COLUMBIA,SC,29020,"HENDERSON, CYNTHIA J.",803-432-7032,,Kershaw,,Kershaw,537430.2434,3789563.814,45055970800,+34.2226390,-080.5951484,34.24651023,-80.59350523
2635,HLHABITATIONR15,HENDRIX STREET GROUP HOME,425 HENDRIX ST,LEXINGTON,SC,29072,864-942-8900,RBRITT@DDSN.SC.GOV,"WARD, DELORIS PH#: 864-942-8900",DWARD@BURTONCENTER.ORG,MR15-0199 / 06/30/2021,Lexington / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G070,Lexington,,Richland,477212.5982,3760201.583,45063021029,+33.9709573,-081.2466290,33.98212614,-81.24670427
2730,HLHABITATIONR15,HENRY & FREIDA BONDS HABILITATION CENTER,310 JENKINS SPRING RD,GREENWOOD,SC,29646-8617,864-942-8900,RBRITT@DDSN.SC.GOV,PH#:,,MR15-0111 / 08/31/2021,Greenwood / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G132,Greenwood,,Richland,390300.882,3781817.42,45047970400,+34.1698568,-082.2054546,34.17155005,-82.19025681
6726,HLRESIDENTIALCARE,HERITAGE AT LOWMAN RESIDENTIAL CARE,2101 DUTCH FORK RD,CHAPIN,SC,29036,803-732-8800,AHYMAN@THEHERITAGEATLOWMAN.ORG,"HYMAN, ASHLEY PH#: 803-732-8800",AHYMAN@THEHERITAGEATLOWMAN.ORG,CRC-0840 / 09/30/2021,Richland / Non-Profit Corporation,PO BOX 444,WHITE ROCK,SC,29177-0444,LUTHERAN HOMES OF SOUTH CAROLINA INC,803-749-5110,,Richland,,Richland,474592.4959,3778087.403,45079010306,+34.1347747,-081.2648753,34.14337327,-81.2755918
1691,HLNURSINGCARE,HERITAGE HOME OF FLORENCE,515 WARLEY ST,FLORENCE,SC,29501-5199,843-662-4573,PWELCH@HERITAGEFLORENCE.COM,"WELCH, PAIGE S. PH#: 843-662-4573",PWELCH@HERITAGEFLORENCE.COM,NCF-0450 / 02/28/2022,Florence / Corporation,515 S WARLEY ST,FLORENCE,SC,29501-5199,HERITAGE HOME OF FLORENCE INC,843-662-4573,425154,Florence,,Florence,612923.7156,3783766.036,45041001000,+34.1911403,-079.7695503,34.18877563,-79.77450857
1322,HLTATTOOFAC,HERO TATTOO,1833 LONE STAR ST UNIT AA,CONWAY,SC,29526-8298,843-347-0009,INFO@HEROTATTOOS.COM,"CRIBB, JEFFREY S. PH#: 843-347-0009",JEFFCRIBB@HEROTATTOO.COM,TF-0029 / 11/30/2021,Horry / Ltd. Liability,1833 LONE STAR ST UNIT AA,CONWAY,SC,29526-8298,HERO GRAPHICS LLC,843-347-0009,,Horry,,Horry,685092.1908,3742099.986,45051060404,+33.8009395,-078.9787748,33.80290421,-79.00046866
6801,HLTATTOOFAC,HERO TATTOO MB,550 PIEDMONT AVE,MYRTLE BEACH,SC,29577-6362,843-232-7126,RHALLTATTOOS@HOTMAIL.COM,"CRIBB, JEFFREY S. PH#: 843-685-6436",,TF-0179 / 01/31/2022,Horry / Limited Liability Company (single member),550 PIEDMONT AVE,MYRTLE BEACH,SC,29577-6362,THE HERO FIRM LLC,843-685-6436,,Horry,C,Horry,691878.3076,3731340.252,45051050900,+33.6942078,-078.9128736,33.70471294,-78.92953364
2707,HLRESIDENTIALCARE,HERRIOTT'S RESIDENTIAL CARE FACILITY,114 LIME LN,SUMTER,SC,29150-6630,803-773-6882,LUCINDAHERRIOTT@GMAIL.COM,"YORK-HERRIOTT, LUCINDA PH#: 803-773-6882",LUCINDAHERRIOTT@GMAIL.COM,CRC-1013 / 06/30/2021,Sumter / Partnership,1685 REEDROMAN RD,SUMTER,SC,29153-8497,JOHN & LUCINDA HERRIOTT,803-773-6882,,Sumter,,Sumter,561231.5709,3751539.92,45085001600,+33.8878170,-080.3407342,33.90247351,-80.33770786
2822,HLRESIDENTIALCARE,HILLS OF CUMBERLAND VILLAGE,3215 WISE CREEK LN,AIKEN,SC,29801-2534,803-641-8444,MCHEATHAM@MARRINSON.COM,"CHEATHAM, MELISSA PH#: 803-641-8444",MCHEATHAM@MARRINSON.COM,CRC-1121 / 09/30/2021,Aiken / Corporation,3215 WISE CREEK LN,AIKEN,SC,29801-2534,MARRINSON GROUP INC,803-643-0073,,Aiken,,Aiken,428170.9672,3713436.356,45003021300,+33.5673561,-081.7526423,33.55816745,-81.77381704
8131,HLRESIDENTIALCARE,HILLTOP OF GREENVILLE MEMORY CARE,352 PELHAM RD,GREENVILLE,SC,29615,864-558-0383,ED@MEMORYCAREOFGREENVILLECOM,"HOWARD, KAYLA PH#: 864-558-0383; JASMON, JOSEPH PH#:",,CRC-1947 / 04/30/2021,Greenville / Limited Liability,545 E JOHN CARPENTER FREEWAY STE 500,IRVING,TX,75062,GREENVILLE MEMORY CARE LLC,864-558-0383,,Greenville,,Greenville,377507.1376,3858420.394,45045001810,+34.8617386,-082.3481127,34.860755,-82.340055
520,HLHOSPITAL,HILTON HEAD HOSPITAL,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29926-2738,843-689-8206,HHH-CEO@TENETHEALTH.COM,"CLARK, JEREMY PH#: 843-689-8206",HHH-CEO@TENETHEALTH.COM,HTL-0646 / 10/31/2021,Beaufort / Limited Liability Limited Partnership,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29926-2738,HILTON HEAD HEALTH SYSTEM LP,469-893-6272,420080,Beaufort,A,Out of State,527001.0021,3565384.998,45013010700,+32.2572090,-080.7106039,32.22475916,-80.7134393
1511,HLRESIDENTIALCARE,HITCHCOCK PLACE,102 CREPE MYRTLE DR OFC,AIKEN,SC,29803-7552,803-649-6439,LEGALHELP@ENLIVANT.COM,"FAIRCHILD, JAMES KEVIN PH#: 803-649-6439",JFAIRFIELD@ENLIVANT.COM,CRC-1412 / 11/30/2021,Aiken /,330 N WABASH AVE STE 3700,CHICAGO,IL,60611-7605,HITCHCOCK AID OPCO LLC,312-725-7000,,Aiken,,Out of State,431522.0082,3708470.185,45003021201,+33.5235450,-081.7639732,33.51359869,-81.73733846
2072,HLINHOMECARE,HMC FAMILY SERVICES,8430 UNIVERSITY EXEC PARK DR STE 608,CHARLOTTE,NC,28262-1352,704-548-0042,SHHOMECARESERVICES@YAHOO.COM,PH#:,,IHCP-0322 / 03/31/2022,Out of State / Sole Proprietorship,10303 LEGOLAS LN,CHARLOTTE,NC,28269-7035,"MERRIWETHER, DOUGLAS",980-253-2402,,Out of State,,Out of State,522421.6896,3906635.06,"",,,35.30265482,-80.75337603
7966,HLHEARINGAIDSPECTEMP,"HOBLER, JUSTIN",1129 PEACE PIPE PL #101,MYRTLE BEACH,SC,29579,847-790-2406,JUSTINLEEHOBLER@YAHOO.COM,PH#:,,HTP-1130 / 12/31/2021,Horry / Sole Proprietorship,,,,,"HOBLER, JUSTIN",847-790-2406,,Horry,C,Horry,688995.1767,3730988.965,45051060204,+33.7068355,-078.9669823,33.702064,-78.960703
6217,HLHEARINGAIDSPEC,"HOGUE, MICHAEL J.",169 BALBRIGGON DR,GOOSE CREEK,SC,29445,843-693-0727,MHOGUE914@GMAIL.COM,PH#:,,HAS-0583 / 01/30/2022,Berkeley / Sole Proprietorship,169 BALBRIGGON DR,GOOSE CREEK,SC,29445,"HOGUE, MICHAEL J.",843-693-0727,,Berkeley,G,Berkeley,587166.2721,3655295.491,45015020719,+33.0289587,-080.0728450,33.032667,-80.066574
8206,HLINHOMECARE,HOLISTIC HEALTH,946 MILLBROOK AVE STE B1,AIKEN,SC,29803,803-645-2296,HROBINSUN@YAHOO.COM,"ROBINSON, KIZZY B. PH#: 803-508-1934",KIZZIE0410@GMAIL.COM,IHCP-1423 / 04/30/2022,Aiken / Limited Liability,,,,,HOLISTIC HOME HEALTH CARE LLC,,,Aiken,,Aiken,433177.1798,3709353.587,45003021203,+33.4860371,-081.7256873,33.521671,-81.719585
434,HLRENALDIALYSIS,HOLLY HILL DIALYSIS CLINIC,8532 OLD STATE RD,HOLLY HILL,SC,29059-8379,803-496-2800,JAMES.P.MOLONEY@FMC-NA.COM,"MOUSTAFA, MOUSTAFA ASHRAF HAMED PH#:",MAMOUSTAFA@HOTMAIL.COM,ERD-0137 / 09/30/2021,Orangeburg / Limited Liability,8532 OLD STATE RD,HOLLY HILL,SC,29059-8379,NRA-HOLLY HILL SOUTH CAROLINA LLC,781-699-9000,422593,Orangeburg,,Out of State,554612.5908,3687166.582,45075010200,+33.3204311,-080.3922399,33.32225383,-80.41324363
