census_tract,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,low_income_tracts,poverty_rate,median_family_income,GEOID,tract_latitude,tract_longitude
45063021021,0,0,0,0,8.8,110938,45063021021,+34.0362023,-081.3298592
45063021022,0,0,0,0,2.9,92962,45063021022,+34.0017338,-081.3138256
45063021023,0,0,0,0,5.4,88231,45063021023,+33.9674472,-081.3124924
45063021024,0,0,0,0,6.2,106953,45063021024,+33.9423513,-081.3050478
45063021025,0,0,0,0,10,121000,45063021025,+34.0423288,-081.2645246
45063021026,0,0,0,0,4.1,100250,45063021026,+34.0088334,-081.2774501
45063021027,0,0,0,0,2.8,108083,45063021027,+34.0047041,-081.2447678
45063021028,0,0,0,0,17.4,75691,45063021028,+33.9760750,-081.2676397
45063021029,0,0,0,0,15,71098,45063021029,+33.9709573,-081.2466290
45063021030,0,0,0,0,11.4,76701,45063021030,+33.9818300,-081.2111492
45063021031,0,0,0,0,11.5,91563,45063021031,+33.9906391,-081.2175275
45063021032,0,0,0,0,2,100326,45063021032,+34.0104257,-081.2150799
45063021033,0,0,0,0,5.1,74514,45063021033,+33.9616044,-081.1853977
45063021034,0,0,0,0,11.1,73706,45063021034,+33.9579627,-081.1546493
45063021106,0,0,0,0,1.5,94676,45063021106,+34.0583895,-081.1417975
45063021109,0,0,0,0,4.7,81111,45063021109,+34.0512270,-081.1754666
45063021110,0,0,0,0,3.7,86313,45063021110,+34.0726567,-081.1829461
45063021111,0,0,0,0,5.5,65565,45063021111,+34.0661938,-081.1554643
45063021112,0,0,0,0,0,90294,45063021112,+34.0793287,-081.1703013
45063021113,0,0,0,0,9.2,72351,45063021113,+34.0905147,-081.2005491
45063021114,0,0,0,0,12.9,112500,45063021114,+34.0799739,-081.2685797
45063021115,0,0,0,0,8.3,94375,45063021115,+34.0602196,-081.2449009
45063021116,0,0,0,0,5.9,89000,45063021116,+34.0656746,-081.1988770
45063021203,0,0,0,0,1.7,109932,45063021203,+34.1053981,-081.3209793
45063021204,0,0,0,0,8,74609,45063021204,+34.1597134,-081.3343000
45063021205,0,0,0,0,3.8,113906,45063021205,+34.0926665,-081.3702870
45063021206,0,0,0,0,5.4,94286,45063021206,+34.1410009,-081.3964953
45063021303,0,0,0,0,6.6,101184,45063021303,+34.0520035,-081.3930774
45063021304,0,0,0,0,7.5,83186,45063021304,+33.9897850,-081.4128924
45063021305,0,0,0,1,20.8,59000,45063021305,+33.9090644,-081.4354958
45063021306,0,0,0,0,15.5,63956,45063021306,+33.9408267,-081.3600200
45063021307,0,0,0,1,22,54750,45063021307,+33.8642692,-081.4266675
45063021308,0,0,0,0,14.9,67059,45063021308,+33.8064039,-081.3775683
45063021402,1,1,1,1,19.8,52292,45063021402,+33.9067406,-081.5379320
45063021403,0,0,0,1,20.9,44336,45063021403,+33.8468602,-081.5057017
45063021404,0,0,0,0,12,66623,45063021404,+33.9454764,-081.4891188
45065920100,0,0,0,0,13.2,66851,45065920100,+33.9810856,-082.4457193
45065920200,0,0,0,1,23,41349,45065920200,+33.9241259,-082.2468990
45065920300,0,0,0,0,17.3,53750,45065920300,+33.7542930,-082.1999073
45067950100,0,0,0,1,27.4,44129,45067950100,+34.1486832,-079.5130376
45067950200,0,0,0,0,18.2,57500,45067950200,+34.2489777,-079.3850692
45067950300,0,0,0,1,24.5,40524,45067950300,+34.2326200,-079.2976317
45067950400,0,0,0,1,27.9,41571,45067950400,+34.2456525,-079.2054743
45067950500,0,0,0,1,22.8,59310,45067950500,+34.1533161,-079.2355042
45067950600,0,0,0,1,29.9,33241,45067950600,+34.1309919,-079.3264614
45067950700,0,0,0,1,21.7,43750,45067950700,+34.0125717,-079.3953178
45067950800,0,0,0,1,18.5,39167,45067950800,+33.8452217,-079.2984840
45069960100,0,0,0,1,15.6,49210,45069960100,+34.7356419,-079.8138182
45069960200,1,1,1,1,38.7,32222,45069960200,+34.5638971,-079.7572819
45069960301,1,1,1,1,22.6,52318,45069960301,+34.6238660,-079.6508936
45069960302,0,0,0,1,25,45694,45069960302,+34.7082995,-079.6969649
45069960400,0,0,0,1,22.4,34575,45069960400,+34.6853318,-079.5843029
45069960500,0,0,0,1,32.5,46250,45069960500,+34.5616817,-079.5527531
45069960600,0,0,0,0,19.4,53776,45069960600,+34.4523897,-079.6514364
45071950100,0,0,0,0,10.5,60174,45071950100,+34.3277733,-081.4594005
45071950201,0,0,0,1,32.5,40286,45071950201,+34.3616604,-081.5619696
45071950202,1,1,1,1,22.2,56066,45071950202,+34.2795093,-081.5635938
45071950300,0,0,0,1,14.6,47813,45071950300,+34.4418336,-081.6326682
45071950502,1,1,1,1,27.4,36805,45071950502,+34.3098563,-081.6453407
45071950601,0,0,0,0,16.5,54643,45071950601,+34.1917033,-081.5448551
45071950602,0,0,0,0,11.4,78452,45071950602,+34.1483660,-081.4434453
45071950700,0,0,0,0,17.1,51790,45071950700,+34.2387054,-081.7797569
45073030100,0,0,0,0,16.2,50833,45073030100,+34.8169487,-083.1735571
45073030200,0,0,0,0,8.5,77379,45073030200,+34.9536664,-082.9849556
45073030300,0,0,0,0,9.3,71538,45073030300,+34.8081844,-082.9854921
45073030401,1,1,1,1,31.8,33165,45073030401,+34.7713029,-083.0642802
45073030402,0,0,0,0,10.7,67500,45073030402,+34.7635571,-083.0200613
45073030500,0,0,0,0,15.5,54556,45073030500,+34.7202582,-083.0545195
45073030601,0,0,0,0,7.2,82695,45073030601,+34.7033834,-082.9775697
45073030602,0,0,0,1,23.1,63194,45073030602,+34.7786328,-082.9168907
45073030701,1,1,1,1,26.8,51354,45073030701,+34.6770968,-082.9344373
45073030702,1,1,1,1,27.4,57358,45073030702,+34.6541582,-082.8855542
45073030800,0,0,0,1,19.7,47759,45073030800,+34.6414943,-082.9517476
45073030901,0,0,0,0,6.1,62308,45073030901,+34.5605163,-083.0702931
45073030902,0,0,0,0,15.2,73304,45073030902,+34.5674445,-082.9778172
45073031000,0,0,0,1,23.8,65184,45073031000,+34.6292891,-083.0946501
45073031100,0,0,0,1,22.4,41458,45073031100,+34.6726176,-083.1814126
45075010100,0,0,0,1,30.8,41146,45075010100,+33.3881842,-080.3006988
45075010200,0,0,0,1,28.2,40231,45075010200,+33.3204311,-080.3922399
45075010300,0,0,0,1,30.3,45000,45075010300,+33.4385177,-080.4719225
45075010400,0,0,0,1,26.9,39180,45075010400,+33.4713405,-080.5743439
45075010500,1,1,0,1,17.3,49854,45075010500,+33.3425627,-080.6643583
45075010600,0,0,0,1,31.3,39563,45075010600,+33.4186687,-080.7840432
45075010700,0,0,0,1,34.1,39052,45075010700,+33.4951109,-080.7397468
45075010800,1,1,1,1,28.2,45656,45075010800,+33.5616181,-080.8038102
45075010900,0,0,0,0,12,68004,45075010900,+33.5692930,-080.9216953
45075011000,0,0,0,0,11.6,55703,45075011000,+33.5254269,-080.8599676
45075011100,1,1,1,1,32.9,39120,45075011100,+33.5450483,-080.8457594
45075011200,1,1,1,1,22.3,35982,45075011200,+33.4986800,-080.8440100
45075011300,1,1,1,1,45.2,23429,45075011300,+33.4824862,-080.8596624
45075011400,1,1,1,1,32.3,48487,45075011400,+33.5011636,-080.8687913
45075011500,1,1,1,1,33,40556,45075011500,+33.4846898,-080.9252551
45075011600,0,0,0,1,13.9,49719,45075011600,+33.4474787,-080.9233131
45075011700,1,1,0,1,24.3,44183,45075011700,+33.3176401,-080.8857594
45075011800,0,0,0,0,17.9,54583,45075011800,+33.4920648,-081.1791302
45075011900,0,0,0,1,18.6,41214,45075011900,+33.5397070,-081.0887672
45075012000,0,0,0,1,24.2,41046,45075012000,+33.6313521,-081.0559758
45077010100,0,0,0,0,7.4,67540,45077010100,+35.0169605,-082.7749320
45077010200,0,0,0,0,10.7,67941,45077010200,+34.8872872,-082.8369628
45077010300,0,0,0,0,6.2,64816,45077010300,+34.8111934,-082.8049294
45077010401,0,0,0,1,18.4,49539,45077010401,+34.9652871,-082.7102022
45077010402,1,1,1,1,15.7,48348,45077010402,+34.9027375,-082.7107738
45077010403,0,0,0,0,8.1,63333,45077010403,+34.8488264,-082.7112797
45077010501,0,0,0,0,14.6,65139,45077010501,+34.9720256,-082.5860046
45077010502,0,0,0,1,8.3,42110,45077010502,+34.9029715,-082.6597995
45077010601,0,0,0,0,11.6,59403,45077010601,+34.9108023,-082.5622379
45077010602,0,0,0,0,13,74234,45077010602,+34.8637948,-082.5383536
45077010700,0,0,0,1,21.5,61645,45077010700,+34.8679981,-082.6389058
45077010801,1,1,1,1,15.8,44609,45077010801,+34.8349715,-082.6269605
45077010802,0,0,0,0,12.7,63021,45077010802,+34.8426672,-082.5770296
45077010803,1,1,1,1,24.7,45195,45077010803,+34.8134035,-082.6260189
45077010804,0,1,0,1,9.9,50952,45077010804,+34.8226519,-082.5830564
45077010901,0,0,0,0,12.2,64087,45077010901,+34.7835273,-082.6116798
45077010902,0,0,0,0,5.4,83750,45077010902,+34.7991552,-082.5662724
45077010903,0,0,0,0,7.3,64483,45077010903,+34.8165538,-082.5243038
45077011001,0,0,0,0,14,60129,45077011001,+34.8147739,-082.7078787
45077011002,0,0,0,0,8,52384,45077011002,+34.7760173,-082.6984761
45077011003,0,0,0,0,18.8,57500,45077011003,+34.7504727,-082.6699358
45077011101,0,0,0,0,11.1,81389,45077011101,+34.7346996,-082.8081851
45077011102,1,1,1,1,42.3,56075,45077011102,+34.7109098,-082.7563613
45077011103,1,1,1,1,16.8,44750,45077011103,+34.7566629,-082.7636169
45077011202,1,1,1,1,48.6,84250,45077011202,+34.6464820,-082.8300268
45077011203,0,0,0,0,17.4,123877,45077011203,+34.6792351,-082.8023449
45077011204,1,1,1,1,45.4,47862,45077011204,+34.7401093,-082.8511800
45077011205,1,1,1,1,66.7,113833,45077011205,+34.6834674,-082.8345660
45079000100,0,1,0,1,27,30363,45079000100,+34.0497425,-081.0201576
45079000200,1,1,1,1,41,32833,45079000200,+34.0408728,-081.0377278
45079000300,1,1,1,1,37.1,29083,45079000300,+34.0467069,-081.0624544
45079000400,1,1,1,1,21.2,52250,45079000400,+34.0350024,-081.0510468
45079000500,1,1,1,1,53.2,21766,45079000500,+34.0325295,-081.0314226
45079000600,0,0,0,0,16.6,66979,45079000600,+34.0222500,-081.0528927
45079000700,0,0,0,0,17.2,85694,45079000700,+34.0177977,-081.0406649
45079000900,0,1,0,1,61.2,22601,45079000900,+34.0295244,-081.0156371
45079001000,0,0,0,1,46.8,27650,45079001000,+34.0186611,-081.0204553
45079001100,0,1,0,1,16.5,44427,45079001100,+34.0228440,-081.0031652
45079001200,0,0,0,0,2.3,126250,45079001200,+34.0124501,-080.9939685
45079001300,0,1,0,1,36.1,38021,45079001300,+34.0080154,-081.0131624
45079001600,0,1,0,1,25.2,81250,45079001600,+34.0035118,-081.0483875
45079002100,0,1,0,1,27.6,124861,45079002100,+33.9963901,-081.0085159
45079002200,0,0,0,0,15.4,100893,45079002200,+34.0062228,-081.0007516
45079002300,0,0,0,0,6.4,153438,45079002300,+34.0020465,-080.9868760
45079002400,0,0,0,0,11.2,136364,45079002400,+34.0016746,-080.9684233
45079002500,0,0,0,0,11.4,113750,45079002500,+33.9934982,-080.9938435
45079002602,0,0,0,0,17.5,71346,45079002602,+33.9798771,-081.0027441
45079002603,1,1,1,1,29.8,27338,45079002603,+33.9782377,-080.9881560
45079002604,0,1,0,1,26.6,52961,45079002604,+33.9785836,-080.9804952
45079002700,0,1,0,1,22.7,127574,45079002700,+33.9898359,-081.0174700
45079002800,1,1,1,1,51.5,64519,45079002800,+33.9821485,-081.0333383
45079002900,0,1,0,1,40.7,56591,45079002900,+33.9936414,-081.0372080
45079003000,0,0,0,1,41.4,NULL,45079003000,+34.0011753,-081.0215931
45079003100,0,1,0,1,45,53472,45079003100,+34.0078902,-081.0307786
45079010102,0,0,0,0,12.4,84217,45079010102,+34.1723843,-080.9792738
45079010103,0,0,0,0,7.1,82363,45079010103,+34.1714304,-080.9313751
45079010104,0,0,0,0,9.2,84861,45079010104,+34.2216804,-080.9019379
45079010200,0,0,0,0,15.3,77598,45079010200,+34.1681995,-081.0716137
45079010304,1,1,1,1,17.1,51623,45079010304,+34.0792076,-081.1443462
45079010305,0,0,0,0,9.5,76302,45079010305,+34.1045973,-081.1970626
45079010306,0,0,0,0,6.3,106792,45079010306,+34.1347747,-081.2648753
45079010307,0,0,0,0,2.8,105412,45079010307,+34.1896294,-081.2525929
45079010308,0,0,0,0,8.5,83935,45079010308,+34.1264858,-081.1762180
45079010309,0,0,0,0,3.3,84541,45079010309,+34.1136634,-081.1410202
45079010403,0,0,0,0,15.3,57245,45079010403,+34.0221797,-081.0849436
45079010407,1,1,1,1,21.1,60074,45079010407,+34.0504530,-081.0900867
45079010408,1,1,1,1,94.1,NULL,45079010408,+34.0695655,-081.0984227
45079010409,1,1,1,1,21.6,31000,45079010409,+34.0607311,-081.1090990
45079010410,1,1,1,1,26.1,47600,45079010410,+34.0561676,-081.1188141
45079010411,0,1,0,1,28.9,37597,45079010411,+34.0430439,-081.1062233
45079010412,1,1,1,1,15.8,50081,45079010412,+34.0384150,-081.0773560
45079010413,0,1,0,1,14.5,51295,45079010413,+34.0284855,-081.0771615
45079010501,1,1,1,1,26.2,31500,45079010501,+34.0691862,-081.0699246
45079010502,1,1,1,1,51.1,18261,45079010502,+34.0302758,-081.0638159
45079010600,0,1,0,1,40.9,23099,45079010600,+34.0595573,-081.0263513
45079010701,1,1,1,1,19,37303,45079010701,+34.0833468,-081.0445633
45079010702,0,0,0,0,18.7,59259,45079010702,+34.0951978,-081.0058934
45079010703,1,1,1,1,36.8,33766,45079010703,+34.0653125,-080.9965762
45079010803,1,1,1,1,33.7,31196,45079010803,+34.0663498,-080.9682347
45079010804,1,1,1,1,27.2,39773,45079010804,+34.0549353,-080.9888888
45079010805,1,1,1,1,19.4,32813,45079010805,+34.0827631,-080.9672053
45079010806,1,1,1,1,85.2,NULL,45079010806,+34.0911355,-080.9836596
45079010900,1,1,1,1,54.4,16321,45079010900,+34.0429092,-081.0163613
45079011000,0,1,0,1,20.7,49336,45079011000,+34.0427142,-081.0051450
45079011101,0,0,0,0,12.9,67930,45079011101,+34.0379947,-080.9878696
45079011102,0,0,0,0,11,94583,45079011102,+34.0472658,-080.9686788
45079011201,0,0,0,0,1.3,145526,45079011201,+34.0150047,-080.9762798
45079011202,0,0,0,0,10.5,100197,45079011202,+34.0260545,-080.9781370
45079011301,0,0,0,0,12,97067,45079011301,+34.0374796,-080.9464728
45079011303,1,1,1,1,9.7,51005,45079011303,+34.0800258,-080.9404466
45079011304,1,1,1,1,19.5,40990,45079011304,+34.0638032,-080.9420083
45079011305,1,1,1,1,20.2,41522,45079011305,+34.0553078,-080.9267630
45079011404,0,0,0,0,13.5,58913,45079011404,+34.1092531,-080.9554245
45079011407,0,0,0,0,9.1,120357,45079011407,+34.1090625,-080.7877667
45079011411,0,0,0,0,11,83098,45079011411,+34.1087411,-080.9119775
45079011412,0,0,0,0,18.9,82195,45079011412,+34.0874725,-080.9065740
45079011413,0,0,0,0,9.7,94402,45079011413,+34.1061891,-080.8804863
45079011414,0,0,0,0,9.5,74382,45079011414,+34.1126260,-080.8583905
45079011415,0,0,0,0,6.9,89022,45079011415,+34.1482481,-080.8586460
45079011416,0,0,0,0,11,95036,45079011416,+34.1725673,-080.8831730
45079011417,0,0,0,0,5.8,72206,45079011417,+34.1485824,-080.8993483
45079011418,0,0,0,0,7.8,77330,45079011418,+34.1299753,-080.8929715
45079011419,0,0,0,0,19.1,68079,45079011419,+34.1246693,-080.9027930
45079011501,0,0,0,0,0,NULL,45079011501,+34.0183763,-080.9374698
45079011502,0,0,0,0,0.2,76579,45079011502,+33.9959495,-080.9229654
45079011603,0,0,0,0,6,98140,45079011603,+33.9850728,-080.9522562
45079011604,0,0,0,0,5.7,121319,45079011604,+33.9704856,-080.9678395
45079011606,0,0,0,0,8.6,62674,45079011606,+33.9661291,-080.9005535
45079011607,0,1,0,1,23.2,41615,45079011607,+33.9539740,-080.9388575
45079011608,0,0,0,0,17,58097,45079011608,+33.9677250,-080.9299446
45079011701,1,1,1,1,64.1,32692,45079011701,+33.9462907,-081.0037285
45079011702,1,1,1,1,31.1,50208,45079011702,+33.9347890,-080.9620891
45079011800,0,0,0,1,13,44775,45079011800,+33.8589467,-080.8552642
45079011901,0,0,0,0,12.1,73044,45079011901,+33.9611342,-080.8599622
45079011902,0,0,0,0,11.7,59072,45079011902,+33.9545013,-080.7936169
45079012000,0,0,0,0,18.3,55163,45079012000,+33.9116689,-080.6752843
45079980100,0,0,0,0,0,NULL,45079980100,+34.0394315,-080.8250965
45081960100,0,0,0,1,10.1,39803,45081960100,+34.1172525,-081.7462622
45081960201,0,0,0,1,19.1,47528,45081960201,+33.9955697,-081.8669890
45081960202,0,0,0,1,28.6,40814,45081960202,+33.9835560,-081.7334123
45081960300,0,0,0,0,6.5,64653,45081960300,+34.0005513,-081.5897406
45081960400,0,0,0,1,18.1,53310,45081960400,+33.8896333,-081.6851220
45083020301,0,1,0,1,38.6,35395,45083020301,+34.9629269,-081.9384470
45083020400,1,1,1,1,37.7,38088,45083020400,+34.9541386,-081.9489874
45083020500,1,1,1,1,46.4,22036,45083020500,+34.9469448,-081.9517727
45083020601,1,1,1,1,32.5,51071,45083020601,+34.9436658,-081.9798619
45083020602,0,0,0,0,7.5,55982,45083020602,+34.9317702,-081.9805712
45083020603,1,1,1,1,9,49740,45083020603,+34.9354348,-081.9601393
45083020701,1,1,1,1,48,22546,45083020701,+34.9279307,-081.9512610
45083020702,1,1,1,1,22.1,43545,45083020702,+34.9158346,-081.9432963
45083020800,0,1,0,1,69.1,14006,45083020800,+34.9367442,-081.9385301
45083020900,0,1,0,1,16.4,40729,45083020900,+34.9352379,-081.9329353
45083021001,0,1,0,1,27.5,23963,45083021001,+34.9324506,-081.9235445
45083021100,1,1,1,1,14.3,50602,45083021100,+34.9269747,-081.9077608
45083021200,0,0,0,0,7.3,110662,45083021200,+34.9509248,-081.9167596
45083021301,0,1,0,1,21.5,42071,45083021301,+34.9739544,-081.8915896
45083021302,0,0,0,0,4.7,131071,45083021302,+34.9498435,-081.8897359
45083021303,0,0,0,0,6.3,71087,45083021303,+34.9613348,-081.8731163
45083021401,0,0,0,0,14.4,58523,45083021401,+35.0086067,-081.8784460
45083021402,0,0,0,0,15.4,68542,45083021402,+35.0164539,-081.9222548
45083021403,1,1,1,1,22.5,45192,45083021403,+34.9924944,-081.9122498
45083021500,0,1,0,1,13.4,41290,45083021500,+34.9800448,-081.9284454
45083021600,1,1,1,1,18.9,39514,45083021600,+34.9766538,-081.9550681
45083021700,1,1,1,1,33.8,31686,45083021700,+34.9611074,-081.9692797
45083021802,1,1,1,1,42.2,32375,45083021802,+34.9970483,-081.9699542
45083021803,0,0,0,0,6.3,60164,45083021803,+35.0125503,-082.0030763
45083021804,0,1,0,1,35.8,35909,45083021804,+34.9979287,-082.0170016
45083021901,1,1,1,1,28.3,38875,45083021901,+34.9631089,-082.0186459
45083021902,0,0,0,0,11.5,81875,45083021902,+34.9240100,-082.0181976
45083022003,0,0,0,0,18.6,59050,45083022003,+34.8926326,-081.9215040
45083022004,1,1,1,1,17.8,47350,45083022004,+34.9087801,-081.8635820
45083022005,0,0,0,0,10.3,87634,45083022005,+34.8963095,-082.0038734
45083022006,0,0,0,0,10.1,62188,45083022006,+34.8774695,-081.9760979
45083022007,0,0,0,0,16.9,63373,45083022007,+34.9036817,-081.9662257
45083022101,0,0,0,0,6.8,69934,45083022101,+34.9349253,-081.8645377
45083022102,0,0,0,0,14.9,72400,45083022102,+34.9466202,-081.8248580
45083022201,0,0,0,0,15.3,62927,45083022201,+34.9833807,-081.8364339
45083022202,1,1,1,1,22.4,36929,45083022202,+34.9887462,-081.7972162
45083022302,0,0,0,0,9.1,54452,45083022302,+35.0814772,-081.8434782
45083022303,1,1,1,1,30.3,37500,45083022303,+35.1507291,-081.8682837
45083022304,0,0,0,0,12.6,60781,45083022304,+35.1470996,-081.9381782
45083022401,0,0,0,0,12.7,66516,45083022401,+35.1476875,-082.0394651
45083022403,0,0,0,0,12.3,76528,45083022403,+35.0591273,-081.9183544
45083022404,0,0,0,0,10.7,78521,45083022404,+35.0884832,-081.9881342
45083022405,0,0,0,0,6.8,72396,45083022405,+35.0550885,-081.9892445
45083022406,0,0,0,0,6,75194,45083022406,+35.0323381,-081.9747638
45083022500,0,0,0,0,8.9,59492,45083022500,+35.1426719,-082.1528531
45083022600,0,0,0,0,15.6,57500,45083022600,+35.1735263,-082.1860038
45083022700,0,0,0,0,12.1,67647,45083022700,+35.0718490,-082.1665305
45083022801,0,0,0,0,8.3,82612,45083022801,+35.0670185,-082.0543873
45083022802,0,0,0,0,13.3,59368,45083022802,+35.0145298,-082.0963419
45083022900,0,0,0,0,17.2,56801,45083022900,+35.0471492,-082.0859382
45083023001,0,0,0,0,8.2,64775,45083023001,+34.9854289,-082.1621834
45083023002,0,0,0,0,8.9,66563,45083023002,+34.9658718,-082.0738197
45083023101,1,1,1,1,20.1,46709,45083023101,+34.9268573,-082.1335794
45083023102,1,1,1,1,23.1,45698,45083023102,+34.9459973,-082.1019723
45083023201,0,0,0,0,3.8,64761,45083023201,+34.9888301,-082.2097645
45083023202,0,0,0,0,7.4,60752,45083023202,+34.9056795,-082.1772299
45083023301,0,0,0,0,18.9,61250,45083023301,+34.9600128,-082.2129522
45083023302,1,1,1,1,21.1,41140,45083023302,+34.9348111,-082.2098924
45083023401,0,0,0,0,14.9,80104,45083023401,+34.9190751,-082.0587337
45083023402,0,0,0,0,4.3,96125,45083023402,+34.8565445,-082.0193121
45083023403,0,0,0,0,4.1,93087,45083023403,+34.8840778,-082.0792475
45083023404,0,0,0,0,10.1,80743,45083023404,+34.8541635,-082.1139313
45083023405,0,0,0,0,4.8,87161,45083023405,+34.8457682,-082.1726742
45083023500,0,0,0,0,19,60855,45083023500,+34.7820839,-082.0585671
45083023600,1,1,1,1,14.5,48206,45083023600,+34.7198669,-082.0268573
45083023700,1,1,0,1,15,39315,45083023700,+34.6789415,-081.9162707
45083023801,0,0,0,0,8.9,88713,45083023801,+34.8496111,-081.9031052
45083023802,0,0,0,0,7.6,61223,45083023802,+34.7826575,-081.8721797
45083023900,0,0,0,0,14,57016,45083023900,+34.8869316,-081.7864815
45085000100,1,1,0,1,20.5,42532,45085000100,+34.0878288,-080.5369525
45085000201,0,0,0,0,12,61763,45085000201,+33.9933065,-080.5847260
45085000202,0,0,0,0,18.5,54923,45085000202,+34.0127661,-080.4618438
45085000300,0,0,0,1,14,44464,45085000300,+33.9726572,-080.4673192
45085000400,0,0,0,0,14,54777,45085000400,+34.0109741,-080.3232407
45085000500,0,0,0,0,16,58000,45085000500,+33.9541683,-080.0572590
45085000600,0,0,0,1,27.6,51216,45085000600,+33.8639807,-080.2555582
45085000700,1,1,1,1,29.1,34414,45085000700,+33.9552524,-080.3123100
45085000800,1,1,1,1,39.2,29957,45085000800,+33.9535614,-080.3493350
45085000901,0,1,0,1,23.2,34333,45085000901,+33.9483910,-080.3732220
45085000902,0,0,0,0,7.6,81144,45085000902,+33.9307112,-080.3812259
45085001100,1,1,1,1,34.8,34883,45085001100,+33.9269458,-080.2929001
45085001300,0,1,0,1,37.4,36534,45085001300,+33.9165836,-080.3525729
45085001500,0,1,0,1,38.8,28646,45085001500,+33.9057056,-080.3508863
45085001600,0,1,0,1,30.8,35262,45085001600,+33.8878170,-080.3407342
45085001701,0,0,0,0,7,86728,45085001701,+33.9229085,-080.4073016
45085001703,0,0,0,0,12.8,64848,45085001703,+33.8933790,-080.4217694
45085001704,0,0,0,0,7,68565,45085001704,+33.8928584,-080.3795257
45085001801,0,0,0,1,22.2,46128,45085001801,+33.7842821,-080.5316267
45085001802,0,0,0,1,29.8,39440,45085001802,+33.9284520,-080.5360489
45085001901,0,0,0,0,13.5,57778,45085001901,+33.8036072,-080.4217087
45085001902,0,0,0,1,21.5,45511,45085001902,+33.8074621,-080.3395798
45085002000,0,1,0,1,27.3,62955,45085002000,+33.9296368,-080.3508768
45087030100,0,1,0,1,22.3,46400,45087030100,+34.7276446,-081.6274414
45087030200,1,1,1,1,33.4,48095,45087030200,+34.7080486,-081.6317056
45087030300,1,1,1,1,39.3,39713,45087030300,+34.7154252,-081.5908516
45087030400,0,0,0,1,23.3,44591,45087030400,+34.7566760,-081.6377010
45087030500,0,0,0,0,10.4,56129,45087030500,+34.6629992,-081.5935650
45087030600,0,0,0,1,11.8,47806,45087030600,+34.6087329,-081.4943191
45087030700,0,0,0,0,10.9,65346,45087030700,+34.6214610,-081.7049843
45087030800,0,0,0,0,13.4,56334,45087030800,+34.8417937,-081.6902672
45087030900,0,0,0,1,22.1,47049,45087030900,+34.8144497,-081.5303340
45089970100,0,0,0,0,16.7,51597,45089970100,+33.7988225,-079.7949039
45089970200,0,0,0,1,22.9,36354,45089970200,+33.7483996,-079.6055098
45089970300,0,0,0,1,23.9,46138,45089970300,+33.7322496,-079.4268421
45089970400,0,0,0,1,26.4,48750,45089970400,+33.6085250,-079.5803964
45089970501,0,0,0,1,19.8,43523,45089970501,+33.6474741,-079.7149055
45089970502,0,0,0,1,35,35479,45089970502,+33.7051116,-079.7531332
45089970600,0,0,0,1,26.2,44449,45089970600,+33.6990298,-079.8814089
45089970700,1,1,0,1,28.1,50833,45089970700,+33.6086383,-080.0059872
45089970801,1,1,0,1,27,52031,45089970801,+33.5023185,-079.8244808
45089970802,0,0,0,0,0,NULL,45089970802,+33.5881766,-079.8773265
45089970900,0,0,0,0,18.7,56224,45089970900,+33.4436303,-079.6714450
45091060102,0,1,0,1,24.6,69167,45091060102,+34.9430917,-081.0206451
45091060200,1,1,1,1,20.3,55085,45091060200,+34.9282234,-081.0056196
45091060300,1,1,1,1,22.2,36488,45091060300,+34.9144554,-081.0197342
45091060401,1,1,1,1,31.8,32723,45091060401,+34.9148169,-081.0342626
45091060402,1,1,1,1,10.6,55625,45091060402,+34.9027816,-081.0466023
45091060501,1,1,1,1,34.6,34275,45091060501,+34.9325443,-081.0382008
45091060502,1,1,1,1,38.4,40417,45091060502,+34.9213349,-081.0520735
45091060600,0,0,0,1,75,NULL,45091060600,+34.9396416,-081.0309713
45091060700,0,0,0,0,2.8,82015,45091060700,+34.9606397,-081.0380086
45091060802,0,0,0,0,14.3,62868,45091060802,+34.9522975,-081.0020082
45091060803,0,1,0,1,17.2,55227,45091060803,+34.9607591,-081.0222741
45091060804,0,1,0,1,16,50357,45091060804,+34.9707405,-081.0072752
45091060901,0,1,0,1,21.2,49269,45091060901,+34.9579150,-080.9758058
45091060904,0,0,0,0,1.8,84118,45091060904,+34.9770039,-081.1018961
45091060905,0,0,0,0,17.3,60625,45091060905,+34.9584300,-081.0651330
45091060906,0,0,0,0,9.8,89884,45091060906,+35.0125319,-081.0614382
45091060907,0,0,0,0,12.6,78324,45091060907,+34.9949457,-081.0157575
45091061003,0,0,0,0,1.3,130114,45091061003,+35.0459807,-081.0121273
45091061004,0,0,0,0,3.8,124779,45091061004,+35.0120768,-080.9768143
45091061005,0,0,0,0,4,99145,45091061005,+35.0499459,-080.9660887
45091061006,0,0,0,0,3.7,132321,45091061006,+35.0837032,-080.9455792
45091061007,0,0,0,0,14.1,81579,45091061007,+35.0770172,-080.9234531
45091061008,0,0,0,0,4.7,113600,45091061008,+35.0473511,-080.9171559
45091061101,0,0,0,0,10.1,72476,45091061101,+35.0203157,-080.9347880
45091061103,0,0,0,0,7.2,105029,45091061103,+34.9732156,-080.9385943
45091061104,0,0,0,0,2.7,110972,45091061104,+34.9813666,-080.8999384
45091061201,0,0,0,0,12.3,64080,45091061201,+34.9106162,-080.9614516
45091061202,0,0,0,0,10.5,68517,45091061202,+34.9090577,-080.8937232
