STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
SC,SC0033,8,Y,SC0033-008,ORANGEBURG COUNTY LIBRARY BOOKMOBILE,510 LOUIS STREET NE,ORANGEBURG,29115,5030,ORANGEBURG,8035314636,BS,-4,N_19,1,311,R_19,52,R_19,2019,5,0,0,0,-80.8623,33.49564,45,75,53080,86175,32,114,4009,4506,36700,1,A
SC,SC0033,9,Y,SC0033-009,SANTEE BRANCH LIBRARY,119 DAZZY COURT,SANTEE,29142,M,ORANGEBURG,8038545300,BR,-1,M_19,0,696,R_19,52,R_19,2019,5,0,0,0,-80.4849,33.47435,45,75,63790,86175,42,103,4050,4506,36700,1,A
SC,SC0033,10,Y,SC0033-010,SPRINGFIELD BRANCH LIBRARY,210 BRODIE ST.,SPRINGFIELD,29146,M,ORANGEBURG,8032581100,BR,-1,M_19,0,696,R_19,52,R_19,2019,5,0,0,0,-81.2744,33.49429,45,75,68470,86175,42,118,3054,4502,36700,1,A
SC,SC0034,2,Y,SC0034-002,PICKENS COUNTY LIBRARY,304 BILTMORE ROAD,EASLEY,29640,3708,PICKENS,8648507077,CE,77600,R_19,0,3476,R_19,52,R_19,2019,5,0,0,0,-82.58,34.8261,45,77,21985,126884,21,108.04,1051,4503,24860,0,A
SC,SC0034,3,Y,SC0034-003,VILLAGE BRANCH LIBRARY,124 NORTH CATHERINE STREET,PICKENS,29671,2207,PICKENS,8648985747,BR,8200,R_19,0,2541,R_19,52,R_19,2019,5,0,0,0,-82.7106,34.88337,45,77,56140,126884,21,104.02,3057,4503,24860,0,A
SC,SC0034,4,Y,SC0034-004,SARLIN COMMUNITY BRANCH,15 SOUTH PALMETTO STREET,LIBERTY,29657,1027,PICKENS,8648435805,BR,6400,R_19,0,2180,R_19,52,R_19,2019,5,0,0,0,-82.6951,34.78724,45,77,41380,126884,21,110.02,2035,4503,24860,0,A
SC,SC0034,8,Y,SC0034-005,CENTRAL CLEMSON REGIONAL BRANCH,105 COMMONS WAY,CENTRAL,29630,4107,PICKENS,8646392711,BR,12000,R_19,0,3476,R_19,52,R_19,2019,5,0,0,0,-82.7874,34.71434,45,77,13015,126884,21,111.02,3030,4503,24860,0,A
SC,SC0035,2,Y,SC0035-002,RICHLAND LIBRARY MAIN,1431 ASSEMBLY STREET,COLUMBIA,29201,3101,RICHLAND,8037999084,CE,175656,R_19,0,3640,R_19,52,R_19,2019,5,0,0,0,-81.0368,34.00405,45,79,16000,415759,12,31,2026,4506,17900,0,A
SC,SC0035,3,Y,SC0035-003,RICHLAND LIBRARY COOPER,5317 N. TRENHOLM ROAD,COLUMBIA,29206,3211,RICHLAND,8037873462,BR,11094,R_19,0,3432,R_19,52,R_19,2019,5,0,0,0,-80.9663,34.02145,45,79,26305,415759,21,112.02,1021,4502,17900,0,A
SC,SC0035,4,Y,SC0035-004,RICHLAND LIBRARY WHEATLEY,931 WOODROW STREET,COLUMBIA,29205,1634,RICHLAND,8037995873,BR,3728,R_19,0,3016,R_19,52,R_19,2019,5,0,0,0,-81.0052,34.00157,45,79,16000,415759,12,21,3010,4502,17900,0,A
SC,SC0035,5,Y,SC0035-005,RICHLAND LIBRARY EASTOVER,608 MAIN STREET,EASTOVER,29044,M,RICHLAND,8033538584,BR,5200,R_19,0,3224,R_19,52,R_19,2019,5,0,0,0,-80.695,33.87732,45,79,22390,415759,42,120,3118,4506,17900,0,A
SC,SC0035,6,Y,SC0035-006,RICHLAND LIBRARY SOUTHEAST,7421 GARNERS FERRY ROAD,COLUMBIA,29209,2602,RICHLAND,8037760855,BR,20000,R_19,0,3640,R_19,52,R_19,2019,5,0,0,0,-80.9458,33.96854,45,79,16000,415759,12,116.07,1025,4506,17900,0,A
SC,SC0035,7,Y,SC0035-007,RICHLAND LIBRARY NORTHEAST,7490 PARKLANE ROAD,COLUMBIA,29223,7618,RICHLAND,8037366575,BR,16287,R_19,0,3432,R_19,52,R_19,2019,5,0,0,0,-80.9582,34.07565,45,79,19285,415759,21,113.03,2020,4506,17900,0,A
SC,SC0035,8,Y,SC0035-008,RICHLAND LIBRARY NORTH MAIN,5306 NORTH MAIN STREET,COLUMBIA,29203,6114,RICHLAND,8037547734,BR,12577,R_19,0,3432,R_19,52,R_19,2019,5,0,0,0,-81.0222,34.05214,45,79,16000,415759,12,1,1022,4506,17900,0,A
SC,SC0035,9,Y,SC0035-009,RICHLAND LIBRARY ST. ANDREWS,2916 BROAD RIVER ROAD,COLUMBIA,29210,5918,RICHLAND,8037726675,BR,14689,R_19,0,3640,R_19,52,R_19,2019,5,0,0,0,-81.103,34.04755,45,79,62395,415759,21,104.07,3008,4506,17900,0,A
SC,SC0035,10,Y,SC0035-010,RICHLAND LIBRARY BALLENTINE,1321 DUTCH FORK RD.,IRMO,29063,8788,RICHLAND,8037999084,BR,13386,R_19,0,3224,R_19,52,R_19,2019,5,0,0,0,-81.235,34.12466,45,79,39475,415759,21,103.06,3000,4502,17900,0,A
SC,SC0035,11,Y,SC0035-011,RICHLAND LIBRARY BLYTHEWOOD,218 MCNULTY ROAD,BLYTHEWOOD,29016,8553,RICHLAND,8036919806,BR,6384,R_19,0,3224,R_19,52,R_19,2019,5,0,0,0,-80.9759,34.21584,45,79,7255,415759,41,101.02,1064,4502,17900,0,A
SC,SC0035,12,Y,SC0035-012,RICHLAND LIBRARY SANDHILLS,1 SUMMIT PARKWAY,COLUMBIA,29229,9057,RICHLAND,8036999230,BR,33039,R_19,0,3432,R_19,52,R_19,2019,5,0,0,0,-80.8828,34.13927,45,79,M,415759,21,114.17,1005,4502,17900,0,A
SC,SC0035,14,Y,SC0035-014,RICHLAND LIBRARY EDGEWOOD,2101 OAK STREET,COLUMBIA,29204,1193,RICHLAND,8037999084,BR,-1,M_19,0,-1,M_19,-1,M_19,2019,5,0,0,0,-81.021,34.01784,45,79,16000,415759,12,10,2014,4506,17900,0,A
SC,SC0036,2,Y,SC0036-002,SPARTANBURG COUNTY PUBLIC LIBRARY SYSTEM,151 S. CHURCH STREET,SPARTANBURG,29306,3241,SPARTANBURG,8645963507,CE,105000,R_19,0,3822,R_19,52,R_19,2019,5,0,0,0,-81.9311,34.94857,45,83,68290,319785,13,212,1145,4504,43900,0,A
SC,SC0036,3,Y,SC0036-003,BOILING SPRINGS LIBRARY,871 DOUBLE BRIDGE ROAD,BOILING SPRINGS,29316,8576,SPARTANBURG,8645783665,BR,9000,R_19,0,2704,R_19,52,R_19,2019,5,0,0,0,-81.9809,35.04284,45,83,7345,319785,22,224.06,1001,4504,43900,0,A
SC,SC0036,4,Y,SC0036-004,CHESNEE BRANCH LIBRARY,100 PICKENS AVENUE,CHESNEE,29323,1726,SPARTANBURG,8644612423,BR,7773,R_19,0,2704,R_19,52,R_19,2019,5,0,0,0,-81.8605,35.13777,45,83,14050,319785,31,223.03,2096,4505,43900,0,A
SC,SC0036,5,Y,SC0036-005,INMAN BRANCH LIBRARY,50 MILL STREET,INMAN,29349,1533,SPARTANBURG,8644728363,BR,7765,R_19,0,2704,R_19,52,R_19,2019,5,0,0,0,-82.0929,35.04616,45,83,35755,319785,22,229,2096,4504,43900,0,A
SC,SC0036,6,Y,SC0036-006,LANDRUM BRANCH LIBRARY,111 E. ASBURY DRIVE,LANDRUM,29356,1402,SPARTANBURG,8644572218,BR,12500,R_19,0,2912,R_19,52,R_19,2019,5,0,0,0,-82.1741,35.18007,45,83,40075,319785,31,226,1031,4504,43900,0,A
SC,SC0036,7,Y,SC0036-007,MIDDLE TYGER BRANCH LIBRARY,170 GROCE ROAD,LYMAN,29365,1724,SPARTANBURG,8644394759,BR,12500,R_19,0,3042,R_19,52,R_19,2019,5,0,0,0,-82.1219,34.94214,45,83,43315,319785,22,231.02,3059,4504,43900,0,A
SC,SC0036,8,Y,SC0036-008,WESTSIDE BRANCH LIBRARY,5250 OAK GROVE ROAD,SPARTANBURG,29301,M,SPARTANBURG,8645746815,BR,21000,R_19,0,3614,R_19,52,R_19,2019,5,0,0,0,-82.0015,34.92388,45,83,M,319785,22,219.02,4002,4504,43900,0,A
SC,SC0036,9,Y,SC0036-009,WOODRUFF BRANCH LIBRARY,270 E. HAYNE STREET,WOODRUFF,29388,1922,SPARTANBURG,8644768770,BR,11500,R_19,0,2600,R_19,52,R_19,2019,5,0,0,0,-82.0339,34.73978,45,83,79090,319785,31,236,4041,4504,43900,0,A
SC,SC0036,10,Y,SC0036-010,SPARTANBURG COUNTY PUBLIC LIBRARIES BKMOBILE,151 S. CHURCH STREET,SPARTANBURG,29306,3241,SPARTANBURG,8645963512,BS,-4,N_19,1,275,R_19,52,R_19,2019,5,0,0,0,-81.9311,34.94857,45,83,68290,319785,13,212,1145,4504,43900,0,A
SC,SC0036,12,Y,SC0036-012,PACOLET BRANCH LIBRARY,390 WEST MAIN STREET,PACOLET,29372,2008,SPARTANBURG,8644740421,BR,5600,R_19,0,2496,R_19,52,R_19,2019,5,0,0,0,-81.7674,34.90181,45,83,53845,319785,41,239,2086,4504,43900,0,A
SC,SC0036,13,Y,SC0036-013,COWPENS BRANCH LIBRARY,181 SCHOOL STREET,COWPENS,29330,M,SPARTANBURG,8644630430,BR,8800,R_19,0,2600,R_19,52,R_19,2019,5,0,0,0,-81.8031,35.01977,45,83,17260,319785,22,222.02,1019,4504,43900,0,A
SC,SC0037,2,Y,SC0037-002,SUMTER COUNTY PUBLIC LIBRARY,111 N. HARVIN STREET,SUMTER,29150,4961,SUMTER,8037737273,CE,45000,R_19,0,2964,R_19,52,R_19,2019,5,0,0,0,-80.3398,33.92245,45,85,70405,106721,13,13,2002,4506,44940,0,A
SC,SC0037,3,Y,SC0037-003,SUMTER COUNTY LIBRARY BOOKMOBILE,111 N. HARVIN STREET,SUMTER,29150,4961,SUMTER,8037737273,BS,-4,N_19,1,1040,R_19,52,R_19,2019,5,0,0,0,-80.3398,33.92245,45,85,70405,106721,13,13,2002,4506,44940,0,A
SC,SC0037,4,Y,SC0037-004,WESMARK BRANCH LIBRARY,180 W. WESMARK BLVD,SUMTER,29150,1964,SUMTER,8034698110,BR,13800,R_19,0,2340,R_19,52,R_19,2019,5,0,0,0,-80.3847,33.95093,45,85,70405,106721,13,9.01,1025,4505,44940,0,A
SC,SC0037,5,Y,SC0037-005,SOUTH SUMTER BRANCH LIBRARY,337 MANNING AVE,SUMTER,29150,5742,SUMTER,8037757132,BR,1000,R_19,0,1040,R_19,52,R_19,2019,5,0,0,0,-80.3409,33.90923,45,85,70405,106721,13,15,2015,4506,44940,0,A
SC,SC0038,2,Y,SC0038-002,UNION COUNTY CARNEGIE LIBRARY,300 EAST SOUTH STREET,UNION,29379,2349,UNION,8644277140,CE,12000,R_19,0,2597,R_19,49,R_19,2019,5,0,0,0,-81.6208,34.71348,45,87,73105,27316,32,303,2022,4505,46420,1,A
SC,SC0038,4,Y,SC0038-004,JONESVILLE BRANCH LIBRARY,131 NORTH MAIN STREET,JONESVILLE,29353,1525,JONESVILLE,8644277140,BR,-1,M_19,0,-1,M_19,-1,M_19,2019,5,0,0,0,-81.6811,34.83683,45,87,37330,27316,42,308,4047,4505,46420,1,A
SC,SC0038,5,Y,SC0038-005,CARLISLE BRANCH LIBRARY,3911 FISHDAM AVE,CARLISLE,29031,9207,CARLISLE,8644271505,BR,-1,M_19,0,-1,M_19,-1,M_19,2019,5,0,0,0,-81.4675,34.59263,45,87,11755,27316,42,306,2030,4505,46420,1,A
SC,SC0038,6,Y,SC0038-006,LOCKHART BRANCH LIBRARY,118 MILL STREET,LOCKHART,29364,M,LOCKHART,8645452103,BR,-1,M_19,0,-1,M_19,-1,M_19,2019,5,0,0,0,-81.4594,34.79011,45,87,42190,27316,42,309,2016,4505,46420,1,A
SC,SC0039,2,Y,SC0039-002,WILLIAMSBURG COUNTY LIBRARY,215 NORTH JACKSON STREET,KINGSTREE,29556,3319,WILLIAMSBURG,8433559486,CE,8685,R_19,0,1924,R_19,51,R_19,2019,5,0,0,0,-79.8323,33.66504,45,89,38590,30368,32,9706,5018,4506,-4,N,A
SC,SC0039,3,Y,SC0039-003,HEMINGWAY LIBRARY,306 NORTH MAIN STREET,HEMINGWAY,29554,9192,WILLIAMSBURG,8435587679,BR,5790,R_19,0,1716,R_19,51,R_19,2019,5,0,0,0,-79.447,33.7562,45,89,33145,30368,42,9703,2045,4506,-4,N,A
SC,SC0039,5,Y,SC0039-005,WILLIAMSBURG COUNTY LIBRARY BOOKMOBILE,215 NORTH JACKSON STREET,KINGSTREE,29556,3319,WILLIAMSBURG,8433555946,BS,-4,N_19,1,75,R_19,50,R_19,2019,5,0,0,0,-79.8323,33.66504,45,89,38590,30368,32,9706,5018,4506,-4,N,A
SC,SC0039,6,Y,SC0039-006,DR. C. E. MURRAY BRANCH,72 C. E. MURRAY BLVD.,GREELEYVILLE,29056,8839,WILLIAMSBURG,8434262381,BR,2351,R_19,0,2106,R_19,51,R_19,2019,5,0,0,0,-79.9919,33.58162,45,89,30535,30368,43,9707,3014,4506,-4,N,A
SC,SC0040,2,Y,SC0040-002,YORK COUNTY LIBRARY,138 EAST BLACK STREET,ROCK HILL,29730,4530,YORK,8039815858,CE,33250,R_19,0,3386,R_19,52,R_19,2019,5,0,0,0,-81.0281,34.92495,45,91,61405,280979,13,605.01,2043,4505,16740,0,A
SC,SC0040,3,Y,SC0040-003,CLOVER PUBLIC LIBRARY,107 KNOX STREET,CLOVER,29710,1465,YORK,8032223474,BR,5000,R_19,0,2799,R_19,52,R_19,2019,5,0,0,0,-81.2272,35.10862,45,91,15355,280979,31,618.02,2024,4505,16740,0,A
SC,SC0040,4,Y,SC0040-004,FORT MILL PUBLIC LIBRARY,1818 SECOND BAXTER CROSSING,FORT MILL,29708,6401,YORK,8035474114,BR,12000,R_19,0,3039,R_19,52,R_19,2019,5,0,0,0,-80.9686,35.0288,45,91,M,280979,21,610.04,1006,4505,16740,0,A
SC,SC0040,5,Y,SC0040-005,LAKE WYLIE PUBLIC LIBRARY,185 BLUCHER CIRCLE,LAKE WYLIE,29710,8024,YORK,8038317774,BR,5100,R_19,0,2799,R_19,52,R_19,2019,5,0,0,0,-81.042,35.10994,45,91,39785,280979,21,617.07,1029,4505,16740,0,A
SC,SC0040,6,Y,SC0040-006,YORK PUBLIC LIBRARY,21 EAST LIBERTY STREET,YORK,29745,1546,YORK,8036843751,BR,11800,R_19,0,3039,R_19,52,R_19,2019,5,0,0,0,-81.2405,34.99345,45,91,79630,280979,31,616.02,2019,4505,16740,0,A
SC,SC0040,7,Y,SC0040-007,YORK COUNTY LIBRARY BOOKMOBILE,138 EAST BLACK STREET,ROCK HILL,29730,4530,YORK,8039815841,BS,-4,N_19,1,1360,R_19,52,R_19,2019,5,0,0,0,-81.0281,34.92495,45,91,61405,280979,13,605.01,2043,4505,16740,0,A
SC,SC8001,1,Y,SC8001-001,NEWBERRY COUNTY LIBRARY,1100 FRIEND STREET,NEWBERRY,29108,3416,NEWBERRY,8032760854,CE,21214,R_19,0,2834,R_19,52,R_19,2019,5,0,0,0,-81.6198,34.27351,45,71,49570,38440,32,9505.02,5008,4505,35140,1,A
SC,SC8001,2,Y,SC8001-002,WHITMIRE MEMORIAL LIBRARY,303 CHURCH STREET,WHITMIRE,29178,1461,NEWBERRY,8036943961,BR,4111,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-81.6115,34.50305,45,71,77380,38440,43,9503,1020,4505,35140,1,A
SC,SC8002,1,Y,SC8002-001,SALUDA COUNTY LIBRARY,101 S MAIN STREET,SALUDA,29138,1703,SALUDA,8644454500,CE,2276,R_19,0,2080,R_19,52,R_19,2019,5,0,0,0,-81.772,34.00147,45,81,63250,20473,32,9602.02,2077,4503,17900,0,A
SC,SC8002,2,Y,SC8002-002,RIDGE SPRING BRANCH LIBRARY,108 MAINTENANCE SHOP CIRCLE,RIDGE SPRING,29129,M,SALUDA,8036852665,BR,810,R_19,0,780,R_19,52,R_19,2019,5,0,0,0,-81.6636,33.84573,45,81,60325,20473,42,9604,3015,4503,17900,0,A
SC,SC8003,4,Y,SC8003-001,ABBEVILLE COUNTY LIBRARY,1407 NORTH MAIN STREET,ABBEVILLE,29620,1671,ABBEVILLE,8644594009,CE,9000,R_19,0,2782,R_19,52,R_19,2019,5,0,0,0,-82.3978,34.1865,45,1,100,24527,32,9504,4036,4503,-4,N,A
SC,SC8003,5,Y,SC8003-002,AGNEW BRANCH LIBRARY,429 WEST MAIN STREET,DONALDS,29638,8786,ABBEVILLE,8643798568,BR,1200,R_19,0,1872,R_19,52,R_19,2019,5,0,0,0,-82.3524,34.36798,45,1,M,24527,42,9502,2010,4503,-4,N,A
SC,SC8003,6,Y,SC8003-003,CALHOUN FALLS BRANCH LIBRARY,409 WEST TUGALOO STREET,CALHOUN FALLS,29628,1246,ABBEVILLE,8644188724,BR,1800,R_19,0,1794,R_19,52,R_19,2019,5,0,0,0,-82.5896,34.09085,45,1,10720,24527,42,9506,1050,4503,-4,N,A
SC,SC8004,5,Y,SC8004-001,GREENWOOD COUNTY LIBRARY,600 SOUTH MAIN ST.,GREENWOOD,29646,3210,GREENWOOD,8649414650,CE,43999,R_19,0,3333,R_19,52,R_19,2019,5,0,0,0,-82.1596,34.18707,45,47,30895,70811,32,9704,2006,4503,24940,1,A
SC,SC8004,6,Y,SC8004-002,NINETY-SIX BRANCH LIBRARY,100 SOUTH CAMBRIDGE STREET,NINETY-SIX,29666,1111,GREENWOOD,8645434749,BR,3750,R_19,0,2439,R_19,52,R_19,2019,5,0,0,0,-82.0238,34.17452,45,47,50290,70811,42,9707.02,4018,4503,24940,1,A
SC,SC8004,7,Y,SC8004-003,WARE SHOALS BRANCH LIBRARY,54 SOUTH GREENWOOD AVENUE,WARE SHOALS,29692,1541,GREENWOOD,8644562813,BR,9600,R_19,0,2635,R_19,49,R_19,2019,5,0,0,0,-82.2406,34.39338,45,47,74680,70811,42,9701.02,2028,4503,24940,1,A
SC,SC8004,8,Y,SC8004-004,GREENWOOD COUNTY LIBRARY BOOKMOBILE,600 SOUTH MAIN STREET,GREENWOOD,29646,3210,GREENWOOD,8649414650,BS,-4,N_19,1,1275,R_19,51,R_19,2019,5,0,0,0,-82.1596,34.18707,45,47,30895,70811,32,9704,2006,4503,24940,1,A
