X,Y,OBJECTID,NAME,STREET,CITY,STATE,ZIP,COUNTY,MAIL_PHONE,WEBSITE,OPEN_JAN,OPEN_FEB,OPEN_MAR,OPEN_APR,OPEN_MAY,OPEN_JUN,OPEN_JUL,OPEN_AUG,OPEN_SEP,OPEN_OCT,OPEN_NOV,OPEN_DEC,CASH,CHECK_,CREDIT,DEBIT,OTHER_PAY,WIC,SENIOR,SNAP_EBT,SNAP_TRANS,H_BUCKS,lat,long,geo_method
-9131207.59,4166857.453,9895,Hughey Farms,9295 Asheville Hwy,Boiling Springs,SC,29316,SPARTANBURG,8648142002,http://www.hugheyfarms.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,35.02166,-82.02638,census
-9138279.089,4170750.739,9896,Inman Fresh Farmers Market,14 N.Howard St.,Inman,SC,29349,SPARTANBURG,864 472 6200,http://www.cityofinman.org/freshmarket,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,35.051827,-82.09024059,osm
-9120960.134,4122808.578,9897,Taylor Boys' Produce,4138 Cross Anchor Rd.,Enoree,SC,29335,SPARTANBURG,8649694222,http://www.taylorboysproduce.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,34.69717,-81.934525,census
-9132707.442,4167875.676,9898,Poteat's Produce,9710 Asheville Hwy,Inman,SC,29349,SPARTANBURG,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,35.02904,-82.040474,census
-8942806.525,4018105.253,9899,Downtown Sumter Farmers Market,303 E. Liberty St.,Sumter,SC,29150,SUMTER,(803) 436-2635,http://www.sumtersc.gov/,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,33.92078,-80.34723,census
-9007613.821,4169624.634,9903,Springs Farm Farm Market,1010 Springfield Park,Fort Mill,SC,29715,YORK,8035483939,http://www.springsfarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,35.041954,-80.916534,census
-9026122.558,4182340.864,9904,South Forty Farm,640 Hwy 274,Lake Wylie,SC,29710,YORK,7045753550,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.13519,-81.08265,census
-9045265.513,4170446.366,9905,The Peach Tree,2077 Filbert Hwy,York,SC,29745,YORK,8036288514,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,35.0472,-81.25491,census
-9047865.35,4167010.18,9906,Blacks Peaches,1800 Black Hwy,York,SC,29745,YORK,8036842333,http://www.blackspeaches.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,N/A,NO,35.023045,-81.27895,census
-9025168.386,4179670.61,9907,Bush N Vine - Lake Wylie,4090 Charlotte Hwy,Lake Wylie,SC,29710,YORK,8036842732,http://www.bushnvinefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,,,35.108326,-81.042755,census
-9045146.22,4168699.554,9908,Bush N Vine - York,1650 Filbert Hwy,York,SC,29745,YORK,8036842732,http://www.bushnvinefarm.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.036926,-81.25567,census
-9021944.827,4157914.205,9909,Bush N Vine - Rock Hill,1662 Ebenezer Rd.,Rock Hill,SC,29732,YORK,8036842732,http://www.bushnvinefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.954773,-81.0449,census
-9048089.851,4167270.237,9910,Windy Hill Orchard,1860 Black Hwy,York,SC,29745,YORK,8036840690,http://windyhillorchard.com/,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,35.023582,-81.27954,census
-9032003.132,4145493.917,9911,Boyd Farms,4900 Williamson Rd.,Rock Hill,SC,29730,YORK,8033293384,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.86648,-81.140526,census
-9012064.599,4166559.972,9913,Peach Stand,1325 Hwy 160 West,Fort Mill,SC,29715,YORK,803-547-7563,http://www.peachstand.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.0194808,-80.95782076,osm
-9019656.372,4153481.538,9914,Old Town Farmers Market,258 East White Street,Rock Hill,SC,29730,YORK,,http://www.onlyinoldtown.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,34.925877,-81.02208,census
-9269478.938,4132235.395,9915,Chattooga Belle Farm,454 Damascus Church Rd.,Long Creek,SC,29658,OCONEE,(864) 647-9768,http://www.chattoogabellefarm.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,34.766758,-83.267654,census
-9268910.623,4137870.552,9916,Bryson's Apple Orchard,1011 Chattooga Ridge Rd.,Mountain Rest,SC,29664,OCONEE,8646479427,http://www.brysonsappleorchard.com,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,,34.808533,-83.26373,census
-9200698.132,4096293.356,9917,Anderson Farmers' Market,402 North Murray Ave.,Anderson,SC,29624,ANDERSON,,http://www.andersoncountysc.org/parks/,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,34.50111,-82.651344,census
-9177290.319,4158002.095,9920,Travelers Rest Farmers' Market,235 Trailblazer Dr.,Travelers Rest,SC,29690,GREENVILLE,864-610-0965,http://www.travelersrestfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,34.95482905,-82.44575184,osm
-9013701.83,4057652.431,9924,Blythewood Farmers Market,171 Langford Rd.,Blythewood,SC,29016,RICHLAND,8436971733,http://www.blythewoodfarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,34.2145,-80.97124,census
-9122603.31,4167888.746,9925,Belue Farms Natural Market,3769 Parris Bridge Rd.,Boiling Springs,SC,29316,SPARTANBURG,864 578 0446,http://www.beluefarms.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,,35.028244,-81.95005,census
-9001353.582,4045305.632,9926,Sandhills Farmers Market,900 Clemson Rd.,Columbia,SC,29229,RICHLAND,8037885700,http://www.clemson.edu/public/sandhill/programs/farmers_market.html,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.12991,-80.87223,census
-9160179.441,4135630.941,9927,Mauldin Open Air Market,699 East Butler Road,Mauldin,SC,29662,GREENVILLE,864-297-4826,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,VENDOR,,34.79171,-82.28695,census
-9160246.468,4153027.787,9928,Taylors Farmers Market,250 Mill St.,Taylors,SC,29687,GREENVILLE,,http://taylorssc.org,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,34.92005,-82.28643,census
-9153334.291,4155226.844,9929,Greer Farmers Market,300 Randall Street,Greer,SC,29651,GREENVILLE,,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,,YES,YES,,NO,NO,NO,,,34.936584,-82.22604,census
-9213991.436,4091972.947,9934,Indoor Farmers Market At Forx Farm,5575 Dobbins Bridge Road,Anderson,SC,29626,ANDERSON,864-328-1475,,YES,YES,YES,YES,no,no,no,no,no,no,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,34.469944,-82.7704,census
-9195005.012,4040944.231,9937,Calhoun Fall Farmers' Market,Cox Avenue,Calhoun Falls,SC,29628,ABBEVILLE,864-418-8512,None,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.092973,-82.595006,osm
-9169114.656,4149537.958,9942,Greenville State Farmers Market,1354 Rutherford Road,Greenville,SC,29609,GREENVILLE,864-224-4023,http://www.agriculture.sc.gov/agritourism-farms,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,34.882896,-82.38036,census
-8998775.62,4160104.55,9943,Howell Specialty Farmz,9010 Pryor Drive,Fort Mill,SC,29707,LANCASTER,704-619-8792,http://howellspecialtyfarmz.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,BIT COIN,NO,NO,NO,,,34.97153,-80.83675,census
-9101686.747,4173602.186,9946,Lemmons Farms,104 Webber Road,Gaffney,SC,29341,CHEROKEE,864 489 0860,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,35.071957,-81.76121,census
-9132662.554,4178122.499,9947,Pick Of The Season,8390 Hwy 9,Inman,SC,29349,SPARTANBURG,864 542 4247,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,35.107254,-82.04011,census
-9095831.8,4175286.242,9948,The Peach Shed,130 Nancy Creek Rd.,Gaffney,SC,29340,CHEROKEE,864 839 6913,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,,,,35.08202,-81.717674,census
-9088378.552,4173433.219,9949,The Garden Spot Produce,601 E. Frederick St.,Gaffney,SC,29341,CHEROKEE,864 480 9393,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.070389,-81.642199,osm
-9091637.385,4177427.811,9950,Abbott Farms,100 Wilcox Ave.,Gaffney,SC,29340,CHEROKEE,864 480 9886,http://www.abbottfarmsonline.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,,,35.09957,-81.67109,census
-9042941.396,4022111.627,9952,Zach's Produce,1131-A South Lake Dr.,Lexington,SC,29073,LEXINGTON,803-622-4843,,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,33.94797,-81.23486,census
-9107948.91,4183378.96,9953,Battleground Produce,203 Edsel Dr.,Chesnee,SC,29323,CHEROKEE,864 492 2485,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,35.14341,-81.81958,census
-9133079.972,4181876.494,9954,The Peach Basket,6410 Hwy 11,Campobello,SC,29322,SPARTANBURG,864 592 1567,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.132145,-82.04436,census
-9088207.858,4171784.689,9955,Allison's Produce,1503 E. Frederick  St.,Gaffney,SC,29340,CHEROKEE,8642197949,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,35.058388,-81.640945,census
-9089156.37,4173658.749,9956,Buford St. Drug Store Produce Stand,113 W Buford St.,Gaffney,SC,29340,CHEROKEE,864 488 3036,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,35.07292529,-81.6513129,osm
-9176641.315,4100948.641,9957,Holliday's Veggie Patch,1402 Mattison Road,Belton,SC,29627,ANDERSON,,http://hollidaysveggiepatch.com,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,,YES,YES,NO,,,34.53729,-82.43342,census
-8991836.432,3984981.677,9959,Calhoun County Council On Aging Farmer's Market,200 Milligan Circle,St Matthews,SC,29135,CALHOUN,803-874-1270,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,,33.6732079,-80.7767554,osm
-8976866.102,3876162.308,9960,Colleton County Museum And Farmers Market,506 E Washington St,Walterboro,SC,29488,COLLETON,(843) 549-2303,http://www.colletonmuseum.org,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,,32.9040069,-80.661134,osm
-9003771.095,4045904.516,9961,Richland Library Sandhills Farmers Market At R2I2,763 Fashion Drive,Columbia,SC,29229,RICHLAND,803-231-6365,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.12792,-80.8829,census
-9021047,4029366.988,9962,Richland Library Main,1431 Assembly St,Columbia,SC,29201,RICHLAND,803-929-3447,http://www.richlandlibrary.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.003914,-81.03674,census
-8988029.742,3827131.882,9964,Mikell's Fruit Roadside Stand,3 Poppy Hill Road,Beaufort,SC,29906,BEAUFORT,,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,,YES,YES,EBT,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,32.484924,-80.74147,census
-8969817.862,3814412.234,9965,Penn Center Farmer's Market,16 Penn Center Circle West,St. Helena Island,SC,29920,BEAUFORT,,http://www.penncenter.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,,,,Cash App,NO,NO,NO,,,32.389095,-80.57652,census
-8799677.459,3980235.537,9966,Freewoods Farm Market House,9515 Freewoods Rd.,Myrtle Beach,SC,29588,HORRY,843-650-2064,http://www.freewoodsfarm.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,,YES,YES,NO,,NO,33.637535,-79.04907,census
-8758866.608,4005597.451,9968,North Myrtle Beach Farmers Market,925 1St Ave. South,North Myrtle Beach,SC,29582,HORRY,843-839-4488,http://waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.82705354,-78.68230008,osm
-8890354.312,4126308.648,9970,The Produce Barn,4264 Delta Heights Road,Wallace,SC,29596,MARLBORO,843-287-4225,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,,NO,NO,NO,,NO,34.722034,-79.86511,census
-8916521.316,4128275.173,9971,Sellers Farm Produce- Chesterfield,1220 W. Main Street,Chesterfield,SC,29709,CHESTERFIELD,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,,NO,34.737186,-80.10562,census
-8932688.174,4057823.72,9973,Lee County Farm And Garden Market (Ace Hardware Site- Bishopville),576 Sumter Highway,Bishopville,SC,29010,LEE,803-229-2679,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.204326,-80.270365,osm
-8837051.411,4081678.158,9976,Robert Farm Market Produce,1717 Hwy 301 South,Dillon,SC,29536,DILLON,No Phone,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,,NO,34.3928487,-79.38451088,osm
-8933017.026,4094620.273,9983,Us Hwy 1 Mcleod Market,25455 Us Hwy 1,Mcbee,SC,29101,CHESTERFIELD,843-335-8340,http://www.macspride.com/,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.48943,-80.24641,census
-8894052.047,4121343.184,9987,Jacobs Fresh Market,101 Chesterfield Hwy,Cheraw,SC,29520,CHESTERFIELD,843-253-3525,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,34.691235,-79.90306,census
-8888217.862,4017078.927,9988,Mckenzie Farms & Nursery,2107 Olanta Highway,Scranton,SC,29591,FLORENCE,843-389-4831,http://www.mckenziesfarm.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,33.91145,-79.84043,census
-9059707.137,3931684.309,9993,King Mackerel,12138 Hwy 278,Barnwell,SC,29812,BARNWELL,803-259-4037,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,YES,33.27357339,-81.38502975,osm
-8945738.184,4018131.239,9997,American Legion Post 15 Farmers Market (Newmans Farm House),25 Artillery Drive,Sumter,SC,29150,SUMTER,(803) 983-3249,AmericanLegionFarmersMarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,YES,NO,N/A,,33.91779874,-80.36048906,osm
-8947075.887,4019730.62,10002,Sumter Farmers Market,200 Miller Road,Sumter,SC,29150,SUMTER,,http://www.sumterfarmersmarket.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,33.93248,-80.37287,census
-8944668.687,4014132.699,10004,Turkey Creek Bee Farmers Market,1100 S. Guignard Dr.,Sumter,SC,29154,SUMTER,803-795-9289,,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,,NO,NO,NO,N/A,NO,33.888953,-80.350954,osm
-8944971.878,4016740.669,10005,Farm Fresh Produce,425 S. Guignard Dr.,Sumter,SC,29150,SUMTER,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,,33.929024,-80.366425,census
-8943522.307,4016641.524,10006,South Sumter Farmers Market,337 Manning Ave.,Sumter,SC,29150,SUMTER,803-774-7776,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,N/A,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,YES,33.910115,-80.341042,osm
-9016739.752,4025474.527,10007,Owens Field Farmers Market,1402 Jim Hamilton Boulevard,Columbia,SC,29206,RICHLAND,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,33.976883,-81.00142,census
-9024422.292,4027573.203,10008,Latham's Produce,906 Meeting Street,West Columbia,SC,29169,LEXINGTON,,,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,33.990784,-81.06783,census
-9030381.673,4025834.698,10009,Zack's Produce And Flowers,3107 Augusta Road,West Columbia,SC,29169,LEXINGTON,803-622-4843,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,33.9845405,-81.0919788,osm
-9006089.835,4021731.705,10010,Cottle Strawberry Farm,2533 Trotter Road,Hopkins,SC,29061,RICHLAND,803-695-1714,http://www.cottlestrawberryfarm.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,33.946983,-80.90267,census
-9005934.7,4129721.476,10014,Jordan Fresh Farms,1099 Seegars Rd,Fort Lawn,SC,29714,CHESTER,803-448-4475,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,,34.748672,-80.90065,census
-9019517.216,4154150.542,10016,Old Town Farmers Market At Legal Remedy Brewing,129 Oakland Ave,Rock Hill,SC,29732,YORK,,http://www.onlyinoldtown.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,,,,,,,,,,34.930004,-81.02396,census
-9091965.56,3983192.351,10018,Sara's Fresh Market,2601 Columbia Hwy North,Aiken,SC,29805,AIKEN,803-642-1133,http://titanfarms.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,YES,YES,NO,,NO,33.660263,-81.67451,census
-8838820.886,4053058.378,10819,Marion Farmers' Market,229 North Main,Marion,SC,29571,MARION,843-423-9891,www.theswampfox.org,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,NO,NO,NO,N/A,NO,34.180344,-79.40025,census
-8832147.789,4044138.843,10821,Herbie's Produce at Sparky's,2416 South HWY. 501,Marion,SC,29571,MARION,8434304814,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,34.113598,-79.3405,census
-8753180.967,4018914.048,11221,Indigo Farms Market,2000 HWY 57,Little River,SC,29566,HORRY,843-399-6902,www.indigofarmsmarket.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,,NO,NO,NO,,NO,33.92593178,-78.6320316,osm
-8807755.551,3954782.193,11225,Mary Beth's Sustainable Foods,11151 Ocean HWY,Pawleys Island,SC,29585,GEORGETOWN,843-458-9009,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,NO,33.44674014,-79.12160671,osm
-8800865.489,4006564.925,11624,Chops Produce and Community Cannery,505 Church St,Conway,SC,29526,HORRY,843-248-1784,www.palmettoworks.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,NO,NO,NO,,NO,33.8337767,-79.05920257,osm
-9093496.758,4040510.773,12019,"Patchwork Farm, LLC",110 Dairy Lane,Saluda,SC,29138,SALUDA,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,34.084667,-81.68767,census
-8934895.823,4056796.783,12822,Lee Co. Farmers Market - Jared's Ace Hardware,576 Sumter Hwy,Bishopville,,29010,LEE,8032292679,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,,,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,34.204326,-80.270365,osm
-8860487.433,3984328.487,13619,Williams Vineyard and Farm,21 Gabriel Place,Nesmith,,29580,WILLIAMSBURG,8433828251,,,,,,,,,YES,YES,,,,YES,YES,NO,NO,,NO,NO,NO,N/A,NO,33.66822,-79.59543,census
-9155448.671,4082481.732,14019,Ware Shoals Farmers Market,8 Mill Street,Ware Shoals,SC,29692,GREENWOOD,864-456-7478,,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,None,NO,NO,NO,N/A,NO,34.398033,-82.24598,census
-9113439.36,4084886.598,14020,Crescent Farms,3111 Highway 56 S,Clinton,SC,29325,LAURENS,802-380-0605,https://www.crescentfarmsc.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,None,NO,NO,NO,,,34.454931,-81.876649,osm
-9134062.181,4089535.756,14022,Highway 221 South Peanuts and Produce,4568 Hwy 221 South,Laurens,SC,29360,LAURENS,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,,NO,NO,NO,,,34.384967,-82.052464,osm
-9221523.085,4139769.528,14023,Mile Creek Farm and Produce,824 Mount Olivet Rd,Six Mile,SC,29682,PICKENS,864-723-4955,https://www.milecreekfarmsixmilesc.com,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,34.823795,-82.8393,census
-9190609.826,4139845.594,14024,Winslett's Produce Market,401 Powdersville Rd,Easley,SC,29642,PICKENS,864-855-1176,https://www.winslettsmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Apple Pay,NO,NO,NO,,,34.82318,-82.56093,census
-9179359.675,4102709.526,14420,Barefoot Farms of Belton,293 Murphy Rd,Belton,SC,29627,ANDERSON,864-338-3276,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,None,,,,,,34.548313,-82.45879,census
-8846416.052,3908526.854,14821,McClellanville Land and Sea Market,1369 North Pinckney Street,McClellanville,SC,29458,CHARLESTON,,http://landandseamcvl.com/,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,,33.098907,-79.46836,census
-8885064.106,3874082.7,14822,East Cooper Community Outreach,1145 6 Mile Rd,Mt Pleasant,SC,29466,CHARLESTON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Free,NO,NO,NO,N/A,NO,32.839806,-79.81519,census
-8902406.675,3877368.038,15219,Celadon’s Flea & Farmers Market,2221 Noisette Blvd.,North Charleston,SC,29405,CHARLESTON,843 884 7005,http://celadonathome.com/events/celadons-flea-farmers-market/,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,32.86549582,-79.9710757,osm
-9012402.532,4070037.005,16019,Fairfield Farmers and Artisans Market,170 Palmer Street,Ridgeway,SC,29103,FAIRFIELD,803-627-0489,,,,,,YES,YES,YES,YES,YES,,,,YES,YES,YES,YES,,NO,YES,NO,,,34.30887865,-80.96213356,osm
-9012356.139,4031649.221,16420,Cottle Strawberry Farm,5143 Forest Drive,Columbia,SC,29206,RICHLAND,803-695-1714,www.cottlestrawberryfarm.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,34.020306,-80.96049,census
-9010625.556,4024110.321,16421,Cottle Strawberry Farm,7501 Garners Ferry Road,Columbia,SC,29209,RICHLAND,803-695-1714,www.cottlestrawberryfarm.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,33.965546,-80.94373,census
-9022949.446,4028121.952,16423,Cottle Strawberry Farm,1835 1/2 Sunset Blvd,West Columbia,SC,29169,LEXINGTON,803-695-1714,www.cottlestrawberryfarms.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,,33.99901,-81.091484,census
