"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"45","South Carolina","45057011002","Lancaster County, SC - 45057011002","2013-2017","22.6%","",
"45","South Carolina","45057011100","Lancaster County, SC - 45057011100","2013-2017","24.6%","",
"45","South Carolina","45057011201","Lancaster County, SC - 45057011201","2013-2017","5.5%","",
"45","South Carolina","45057011202","Lancaster County, SC - 45057011202","2013-2017","4.5%","",
"45","South Carolina","45059920101","Laurens County, SC - 45059920101","2013-2017","18.5%","",
"45","South Carolina","45059920102","Laurens County, SC - 45059920102","2013-2017","22.9%","",
"45","South Carolina","45059920103","Laurens County, SC - 45059920103","2013-2017","24.8%","",
"45","South Carolina","45059920104","Laurens County, SC - 45059920104","2013-2017","20.6%","",
"45","South Carolina","45059920201","Laurens County, SC - 45059920201","2013-2017","26.7%","",
"45","South Carolina","45059920202","Laurens County, SC - 45059920202","2013-2017","26.4%","",
"45","South Carolina","45059920301","Laurens County, SC - 45059920301","2013-2017","24.8%","",
"45","South Carolina","45059920302","Laurens County, SC - 45059920302","2013-2017","38.5%","",
"45","South Carolina","45059920400","Laurens County, SC - 45059920400","2013-2017","31.0%","",
"45","South Carolina","45059920501","Laurens County, SC - 45059920501","2013-2017","31.5%","",
"45","South Carolina","45059920502","Laurens County, SC - 45059920502","2013-2017","33.3%","",
"45","South Carolina","45059920600","Laurens County, SC - 45059920600","2013-2017","42.6%","",
"45","South Carolina","45059920700","Laurens County, SC - 45059920700","2013-2017","36.0%","",
"45","South Carolina","45059920800","Laurens County, SC - 45059920800","2013-2017","24.5%","",
"45","South Carolina","45059920900","Laurens County, SC - 45059920900","2013-2017","36.8%","",
"45","South Carolina","45059921001","Laurens County, SC - 45059921001","2013-2017","26.3%","",
"45","South Carolina","45059921002","Laurens County, SC - 45059921002","2013-2017","27.4%","",
"45","South Carolina","45061920100","Lee County, SC - 45061920100","2013-2017","45.2%","",
"45","South Carolina","45061920200","Lee County, SC - 45061920200","2013-2017","42.1%","",
"45","South Carolina","45061920301","Lee County, SC - 45061920301","2013-2017","0.0%","",
"45","South Carolina","45061920302","Lee County, SC - 45061920302","2013-2017","45.4%","",
"45","South Carolina","45061920400","Lee County, SC - 45061920400","2013-2017","39.6%","",
"45","South Carolina","45061920500","Lee County, SC - 45061920500","2013-2017","43.2%","",
"45","South Carolina","45061920600","Lee County, SC - 45061920600","2013-2017","58.4%","",
"45","South Carolina","45063020100","Lexington County, SC - 45063020100","2013-2017","25.9%","",
"45","South Carolina","45063020201","Lexington County, SC - 45063020201","2013-2017","24.3%","",
"45","South Carolina","45063020202","Lexington County, SC - 45063020202","2013-2017","27.5%","",
"45","South Carolina","45063020300","Lexington County, SC - 45063020300","2013-2017","28.1%","",
"45","South Carolina","45063020505","Lexington County, SC - 45063020505","2013-2017","35.7%","",
"45","South Carolina","45063020506","Lexington County, SC - 45063020506","2013-2017","17.5%","",
"45","South Carolina","45063020507","Lexington County, SC - 45063020507","2013-2017","19.9%","",
"45","South Carolina","45063020508","Lexington County, SC - 45063020508","2013-2017","16.1%","",
"45","South Carolina","45063020509","Lexington County, SC - 45063020509","2013-2017","21.9%","",
"45","South Carolina","45063020510","Lexington County, SC - 45063020510","2013-2017","10.1%","",
"45","South Carolina","45063020511","Lexington County, SC - 45063020511","2013-2017","9.2%","",
"45","South Carolina","45063020601","Lexington County, SC - 45063020601","2013-2017","31.9%","",
"45","South Carolina","45063020602","Lexington County, SC - 45063020602","2013-2017","21.2%","",
"45","South Carolina","45063020604","Lexington County, SC - 45063020604","2013-2017","18.9%","",
"45","South Carolina","45063020605","Lexington County, SC - 45063020605","2013-2017","14.3%","",
"45","South Carolina","45063020703","Lexington County, SC - 45063020703","2013-2017","25.5%","",
"45","South Carolina","45063020705","Lexington County, SC - 45063020705","2013-2017","40.4%","",
"45","South Carolina","45063020706","Lexington County, SC - 45063020706","2013-2017","46.4%","",
"45","South Carolina","45063020707","Lexington County, SC - 45063020707","2013-2017","13.6%","",
"45","South Carolina","45063020708","Lexington County, SC - 45063020708","2013-2017","29.7%","",
"45","South Carolina","45063020801","Lexington County, SC - 45063020801","2013-2017","43.7%","",
"45","South Carolina","45063020802","Lexington County, SC - 45063020802","2013-2017","37.7%","",
"45","South Carolina","45063020803","Lexington County, SC - 45063020803","2013-2017","47.2%","",
"45","South Carolina","45063020804","Lexington County, SC - 45063020804","2013-2017","41.5%","",
"45","South Carolina","45063020805","Lexington County, SC - 45063020805","2013-2017","26.9%","",
"45","South Carolina","45063020903","Lexington County, SC - 45063020903","2013-2017","26.2%","",
"45","South Carolina","45063020904","Lexington County, SC - 45063020904","2013-2017","34.7%","",
"45","South Carolina","45063020905","Lexington County, SC - 45063020905","2013-2017","29.5%","",
"45","South Carolina","45063020906","Lexington County, SC - 45063020906","2013-2017","19.7%","",
"45","South Carolina","45063020907","Lexington County, SC - 45063020907","2013-2017","8.6%","",
"45","South Carolina","45063020908","Lexington County, SC - 45063020908","2013-2017","26.0%","",
"45","South Carolina","45063021009","Lexington County, SC - 45063021009","2013-2017","14.6%","",
"45","South Carolina","45063021014","Lexington County, SC - 45063021014","2013-2017","9.5%","",
"45","South Carolina","45063021017","Lexington County, SC - 45063021017","2013-2017","13.3%","",
"45","South Carolina","45063021018","Lexington County, SC - 45063021018","2013-2017","15.6%","",
"45","South Carolina","45063021019","Lexington County, SC - 45063021019","2013-2017","15.4%","",
"45","South Carolina","45063021020","Lexington County, SC - 45063021020","2013-2017","10.6%","",
"45","South Carolina","45063021021","Lexington County, SC - 45063021021","2013-2017","3.9%","",
"45","South Carolina","45063021022","Lexington County, SC - 45063021022","2013-2017","6.3%","",
"45","South Carolina","45063021023","Lexington County, SC - 45063021023","2013-2017","2.9%","",
"45","South Carolina","45063021024","Lexington County, SC - 45063021024","2013-2017","7.5%","",
"45","South Carolina","45063021025","Lexington County, SC - 45063021025","2013-2017","10.4%","",
"45","South Carolina","45063021026","Lexington County, SC - 45063021026","2013-2017","3.4%","",
"45","South Carolina","45063021027","Lexington County, SC - 45063021027","2013-2017","7.9%","",
"45","South Carolina","45063021028","Lexington County, SC - 45063021028","2013-2017","11.0%","",
"45","South Carolina","45063021029","Lexington County, SC - 45063021029","2013-2017","21.2%","",
"45","South Carolina","45063021030","Lexington County, SC - 45063021030","2013-2017","12.7%","",
"45","South Carolina","45063021031","Lexington County, SC - 45063021031","2013-2017","6.6%","",
"45","South Carolina","45063021032","Lexington County, SC - 45063021032","2013-2017","8.1%","",
"45","South Carolina","45063021033","Lexington County, SC - 45063021033","2013-2017","22.4%","",
"45","South Carolina","45063021034","Lexington County, SC - 45063021034","2013-2017","13.0%","",
"45","South Carolina","45063021106","Lexington County, SC - 45063021106","2013-2017","8.0%","",
"45","South Carolina","45063021109","Lexington County, SC - 45063021109","2013-2017","16.6%","",
"45","South Carolina","45063021110","Lexington County, SC - 45063021110","2013-2017","6.8%","",
"45","South Carolina","45063021111","Lexington County, SC - 45063021111","2013-2017","17.0%","",
"45","South Carolina","45063021112","Lexington County, SC - 45063021112","2013-2017","8.0%","",
"45","South Carolina","45063021113","Lexington County, SC - 45063021113","2013-2017","8.4%","",
"45","South Carolina","45063021114","Lexington County, SC - 45063021114","2013-2017","4.8%","",
"45","South Carolina","45063021115","Lexington County, SC - 45063021115","2013-2017","4.5%","",
"45","South Carolina","45063021116","Lexington County, SC - 45063021116","2013-2017","11.6%","",
"45","South Carolina","45063021203","Lexington County, SC - 45063021203","2013-2017","9.7%","",
"45","South Carolina","45063021204","Lexington County, SC - 45063021204","2013-2017","12.7%","",
"45","South Carolina","45063021205","Lexington County, SC - 45063021205","2013-2017","6.9%","",
"45","South Carolina","45063021206","Lexington County, SC - 45063021206","2013-2017","18.8%","",
"45","South Carolina","45063021303","Lexington County, SC - 45063021303","2013-2017","10.9%","",
"45","South Carolina","45063021304","Lexington County, SC - 45063021304","2013-2017","20.5%","",
"45","South Carolina","45063021305","Lexington County, SC - 45063021305","2013-2017","28.7%","",
"45","South Carolina","45063021306","Lexington County, SC - 45063021306","2013-2017","24.2%","",
"45","South Carolina","45063021307","Lexington County, SC - 45063021307","2013-2017","26.8%","",
"45","South Carolina","45063021308","Lexington County, SC - 45063021308","2013-2017","26.6%","",
"45","South Carolina","45063021402","Lexington County, SC - 45063021402","2013-2017","46.7%","",
"45","South Carolina","45063021403","Lexington County, SC - 45063021403","2013-2017","35.7%","",
"45","South Carolina","45063021404","Lexington County, SC - 45063021404","2013-2017","26.6%","",
"45","South Carolina","45063980100","Lexington County, SC - 45063980100","2013-2017","0.0%","",
"45","South Carolina","45067950100","Marion County, SC - 45067950100","2013-2017","38.0%","",
"45","South Carolina","45067950200","Marion County, SC - 45067950200","2013-2017","33.4%","",
"45","South Carolina","45067950300","Marion County, SC - 45067950300","2013-2017","61.7%","",
"45","South Carolina","45067950400","Marion County, SC - 45067950400","2013-2017","46.2%","",
"45","South Carolina","45067950500","Marion County, SC - 45067950500","2013-2017","41.0%","",
"45","South Carolina","45067950600","Marion County, SC - 45067950600","2013-2017","53.1%","",
"45","South Carolina","45067950700","Marion County, SC - 45067950700","2013-2017","39.7%","",
"45","South Carolina","45067950800","Marion County, SC - 45067950800","2013-2017","60.5%","",
"45","South Carolina","45069960100","Marlboro County, SC - 45069960100","2013-2017","30.9%","",
"45","South Carolina","45069960200","Marlboro County, SC - 45069960200","2013-2017","45.1%","",
"45","South Carolina","45069960301","Marlboro County, SC - 45069960301","2013-2017","33.3%","",
"45","South Carolina","45069960302","Marlboro County, SC - 45069960302","2013-2017","40.1%","",
"45","South Carolina","45069960400","Marlboro County, SC - 45069960400","2013-2017","42.9%","",
"45","South Carolina","45069960500","Marlboro County, SC - 45069960500","2013-2017","51.9%","",
"45","South Carolina","45069960600","Marlboro County, SC - 45069960600","2013-2017","41.6%","",
"45","South Carolina","45065920100","McCormick County, SC - 45065920100","2013-2017","17.5%","",
"45","South Carolina","45065920200","McCormick County, SC - 45065920200","2013-2017","36.7%","",
"45","South Carolina","45065920300","McCormick County, SC - 45065920300","2013-2017","32.6%","",
"45","South Carolina","45071950100","Newberry County, SC - 45071950100","2013-2017","34.2%","",
"45","South Carolina","45071950201","Newberry County, SC - 45071950201","2013-2017","51.1%","",
"45","South Carolina","45071950202","Newberry County, SC - 45071950202","2013-2017","32.4%","",
"45","South Carolina","45071950300","Newberry County, SC - 45071950300","2013-2017","39.6%","",
"45","South Carolina","45071950502","Newberry County, SC - 45071950502","2013-2017","37.6%","",
"45","South Carolina","45071950601","Newberry County, SC - 45071950601","2013-2017","38.7%","",
"45","South Carolina","45071950602","Newberry County, SC - 45071950602","2013-2017","22.0%","",
"45","South Carolina","45071950700","Newberry County, SC - 45071950700","2013-2017","41.9%","",
"45","South Carolina","45073030100","Oconee County, SC - 45073030100","2013-2017","31.2%","",
"45","South Carolina","45073030200","Oconee County, SC - 45073030200","2013-2017","18.4%","",
"45","South Carolina","45073030300","Oconee County, SC - 45073030300","2013-2017","25.7%","",
"45","South Carolina","45073030401","Oconee County, SC - 45073030401","2013-2017","25.5%","",
"45","South Carolina","45073030402","Oconee County, SC - 45073030402","2013-2017","20.6%","",
"45","South Carolina","45073030500","Oconee County, SC - 45073030500","2013-2017","26.8%","",
"45","South Carolina","45073030601","Oconee County, SC - 45073030601","2013-2017","23.9%","",
"45","South Carolina","45073030602","Oconee County, SC - 45073030602","2013-2017","10.2%","",
"45","South Carolina","45073030701","Oconee County, SC - 45073030701","2013-2017","37.0%","",
"45","South Carolina","45073030702","Oconee County, SC - 45073030702","2013-2017","23.9%","",
"45","South Carolina","45073030800","Oconee County, SC - 45073030800","2013-2017","28.2%","",
"45","South Carolina","45073030901","Oconee County, SC - 45073030901","2013-2017","23.0%","",
"45","South Carolina","45073030902","Oconee County, SC - 45073030902","2013-2017","20.0%","",
"45","South Carolina","45073031000","Oconee County, SC - 45073031000","2013-2017","30.8%","",
"45","South Carolina","45073031100","Oconee County, SC - 45073031100","2013-2017","35.7%","",
"45","South Carolina","45075010100","Orangeburg County, SC - 45075010100","2013-2017","47.4%","",
"45","South Carolina","45075010200","Orangeburg County, SC - 45075010200","2013-2017","41.6%","",
"45","South Carolina","45075010300","Orangeburg County, SC - 45075010300","2013-2017","41.5%","",
"45","South Carolina","45075010400","Orangeburg County, SC - 45075010400","2013-2017","49.4%","",
"45","South Carolina","45075010500","Orangeburg County, SC - 45075010500","2013-2017","45.5%","",
"45","South Carolina","45075010600","Orangeburg County, SC - 45075010600","2013-2017","36.2%","",
"45","South Carolina","45075010700","Orangeburg County, SC - 45075010700","2013-2017","39.7%","",
"45","South Carolina","45075010800","Orangeburg County, SC - 45075010800","2013-2017","36.3%","",
"45","South Carolina","45075010900","Orangeburg County, SC - 45075010900","2013-2017","21.0%","",
"45","South Carolina","45075011000","Orangeburg County, SC - 45075011000","2013-2017","22.3%","",
"45","South Carolina","45075011100","Orangeburg County, SC - 45075011100","2013-2017","35.3%","",
"45","South Carolina","45075011200","Orangeburg County, SC - 45075011200","2013-2017","27.6%","",
"45","South Carolina","45075011300","Orangeburg County, SC - 45075011300","2013-2017","42.8%","",
"45","South Carolina","45075011400","Orangeburg County, SC - 45075011400","2013-2017","32.7%","",
"45","South Carolina","45075011500","Orangeburg County, SC - 45075011500","2013-2017","25.9%","",
"45","South Carolina","45075011600","Orangeburg County, SC - 45075011600","2013-2017","25.1%","",
"45","South Carolina","45075011700","Orangeburg County, SC - 45075011700","2013-2017","29.1%","",
"45","South Carolina","45075011800","Orangeburg County, SC - 45075011800","2013-2017","35.5%","",
"45","South Carolina","45075011900","Orangeburg County, SC - 45075011900","2013-2017","38.3%","",
"45","South Carolina","45075012000","Orangeburg County, SC - 45075012000","2013-2017","38.9%","",
"45","South Carolina","45077010100","Pickens County, SC - 45077010100","2013-2017","30.7%","",
"45","South Carolina","45077010200","Pickens County, SC - 45077010200","2013-2017","28.4%","",
"45","South Carolina","45077010300","Pickens County, SC - 45077010300","2013-2017","22.8%","",
"45","South Carolina","45077010401","Pickens County, SC - 45077010401","2013-2017","47.0%","",
"45","South Carolina","45077010402","Pickens County, SC - 45077010402","2013-2017","27.0%","",
"45","South Carolina","45077010403","Pickens County, SC - 45077010403","2013-2017","30.0%","",
"45","South Carolina","45077010501","Pickens County, SC - 45077010501","2013-2017","23.2%","",
"45","South Carolina","45077010502","Pickens County, SC - 45077010502","2013-2017","35.0%","",
"45","South Carolina","45077010601","Pickens County, SC - 45077010601","2013-2017","23.5%","",
"45","South Carolina","45077010602","Pickens County, SC - 45077010602","2013-2017","25.7%","",
"45","South Carolina","45077010700","Pickens County, SC - 45077010700","2013-2017","27.0%","",
"45","South Carolina","45077010801","Pickens County, SC - 45077010801","2013-2017","37.2%","",
"45","South Carolina","45077010802","Pickens County, SC - 45077010802","2013-2017","20.7%","",
"45","South Carolina","45077010803","Pickens County, SC - 45077010803","2013-2017","25.8%","",
"45","South Carolina","45077010804","Pickens County, SC - 45077010804","2013-2017","31.9%","",
"45","South Carolina","45077010901","Pickens County, SC - 45077010901","2013-2017","27.2%","",
"45","South Carolina","45077010902","Pickens County, SC - 45077010902","2013-2017","14.0%","",
"45","South Carolina","45077010903","Pickens County, SC - 45077010903","2013-2017","14.2%","",
"45","South Carolina","45077011001","Pickens County, SC - 45077011001","2013-2017","35.1%","",
"45","South Carolina","45077011002","Pickens County, SC - 45077011002","2013-2017","27.1%","",
"45","South Carolina","45077011003","Pickens County, SC - 45077011003","2013-2017","29.1%","",
"45","South Carolina","45077011101","Pickens County, SC - 45077011101","2013-2017","11.6%","",
"45","South Carolina","45077011102","Pickens County, SC - 45077011102","2013-2017","20.1%","",
"45","South Carolina","45077011103","Pickens County, SC - 45077011103","2013-2017","38.6%","",
"45","South Carolina","45077011202","Pickens County, SC - 45077011202","2013-2017","17.6%","",
"45","South Carolina","45077011203","Pickens County, SC - 45077011203","2013-2017","7.6%","",
"45","South Carolina","45077011204","Pickens County, SC - 45077011204","2013-2017","12.7%","",
"45","South Carolina","45077011205","Pickens County, SC - 45077011205","2013-2017","4.7%","",
"45","South Carolina","45079000100","Richland County, SC - 45079000100","2013-2017","42.8%","",
"45","South Carolina","45079000200","Richland County, SC - 45079000200","2013-2017","44.7%","",
"45","South Carolina","45079000300","Richland County, SC - 45079000300","2013-2017","51.4%","",
"45","South Carolina","45079000400","Richland County, SC - 45079000400","2013-2017","30.7%","",
"45","South Carolina","45079000500","Richland County, SC - 45079000500","2013-2017","54.9%","",
"45","South Carolina","45079000600","Richland County, SC - 45079000600","2013-2017","13.9%","",
"45","South Carolina","45079000700","Richland County, SC - 45079000700","2013-2017","8.4%","",
"45","South Carolina","45079000900","Richland County, SC - 45079000900","2013-2017","47.3%","",
"45","South Carolina","45079001000","Richland County, SC - 45079001000","2013-2017","53.0%","",
"45","South Carolina","45079001100","Richland County, SC - 45079001100","2013-2017","33.1%","",
"45","South Carolina","45079001200","Richland County, SC - 45079001200","2013-2017","15.0%","",
"45","South Carolina","45079001300","Richland County, SC - 45079001300","2013-2017","42.1%","",
"45","South Carolina","45079001600","Richland County, SC - 45079001600","2013-2017","5.2%","",
"45","South Carolina","45079002100","Richland County, SC - 45079002100","2013-2017","12.7%","",
"45","South Carolina","45079002200","Richland County, SC - 45079002200","2013-2017","14.5%","",
"45","South Carolina","45079002300","Richland County, SC - 45079002300","2013-2017","5.6%","",
"45","South Carolina","45079002400","Richland County, SC - 45079002400","2013-2017","11.7%","",
"45","South Carolina","45079002500","Richland County, SC - 45079002500","2013-2017","6.9%","",
"45","South Carolina","45079002602","Richland County, SC - 45079002602","2013-2017","15.2%","",
"45","South Carolina","45079002603","Richland County, SC - 45079002603","2013-2017","33.5%","",
"45","South Carolina","45079002604","Richland County, SC - 45079002604","2013-2017","31.1%","",
"45","South Carolina","45079002700","Richland County, SC - 45079002700","2013-2017","5.2%","",
"45","South Carolina","45079002800","Richland County, SC - 45079002800","2013-2017","10.4%","",
"45","South Carolina","45079002900","Richland County, SC - 45079002900","2013-2017","6.0%","",
"45","South Carolina","45079003000","Richland County, SC - 45079003000","2013-2017","29.9%","",
"45","South Carolina","45079003100","Richland County, SC - 45079003100","2013-2017","28.4%","",
"45","South Carolina","45079010102","Richland County, SC - 45079010102","2013-2017","17.8%","",
"45","South Carolina","45079010103","Richland County, SC - 45079010103","2013-2017","8.0%","",
"45","South Carolina","45079010104","Richland County, SC - 45079010104","2013-2017","18.3%","",
"45","South Carolina","45079010200","Richland County, SC - 45079010200","2013-2017","29.3%","",
"45","South Carolina","45079010304","Richland County, SC - 45079010304","2013-2017","20.0%","",
"45","South Carolina","45079010305","Richland County, SC - 45079010305","2013-2017","10.8%","",
"45","South Carolina","45079010306","Richland County, SC - 45079010306","2013-2017","7.4%","",
"45","South Carolina","45079010307","Richland County, SC - 45079010307","2013-2017","6.6%","",
"45","South Carolina","45079010308","Richland County, SC - 45079010308","2013-2017","10.0%","",
"45","South Carolina","45079010309","Richland County, SC - 45079010309","2013-2017","7.2%","",
"45","South Carolina","45079010403","Richland County, SC - 45079010403","2013-2017","12.3%","",
"45","South Carolina","45079010407","Richland County, SC - 45079010407","2013-2017","18.4%","",
"45","South Carolina","45079010408","Richland County, SC - 45079010408","2013-2017","0.0%","",
"45","South Carolina","45079010409","Richland County, SC - 45079010409","2013-2017","13.8%","",
"45","South Carolina","45079010410","Richland County, SC - 45079010410","2013-2017","19.1%","",
"45","South Carolina","45079010411","Richland County, SC - 45079010411","2013-2017","19.2%","",
"45","South Carolina","45079010412","Richland County, SC - 45079010412","2013-2017","15.6%","",
"45","South Carolina","45079010413","Richland County, SC - 45079010413","2013-2017","11.0%","",
"45","South Carolina","45079010501","Richland County, SC - 45079010501","2013-2017","30.4%","",
"45","South Carolina","45079010502","Richland County, SC - 45079010502","2013-2017","52.4%","",
"45","South Carolina","45079010600","Richland County, SC - 45079010600","2013-2017","52.9%","",
"45","South Carolina","45079010701","Richland County, SC - 45079010701","2013-2017","42.5%","",
"45","South Carolina","45079010702","Richland County, SC - 45079010702","2013-2017","39.7%","",
"45","South Carolina","45079010703","Richland County, SC - 45079010703","2013-2017","43.4%","",
"45","South Carolina","45079010803","Richland County, SC - 45079010803","2013-2017","39.4%","",
"45","South Carolina","45079010804","Richland County, SC - 45079010804","2013-2017","39.9%","",
"45","South Carolina","45079010805","Richland County, SC - 45079010805","2013-2017","33.1%","",
"45","South Carolina","45079010806","Richland County, SC - 45079010806","2013-2017","0.0%","",
"45","South Carolina","45079010900","Richland County, SC - 45079010900","2013-2017","46.6%","",
"45","South Carolina","45079011000","Richland County, SC - 45079011000","2013-2017","40.1%","",
"45","South Carolina","45079011101","Richland County, SC - 45079011101","2013-2017","12.0%","",
"45","South Carolina","45079011102","Richland County, SC - 45079011102","2013-2017","12.5%","",
"45","South Carolina","45079011201","Richland County, SC - 45079011201","2013-2017","11.7%","",
"45","South Carolina","45079011202","Richland County, SC - 45079011202","2013-2017","15.7%","",
"45","South Carolina","45079011301","Richland County, SC - 45079011301","2013-2017","19.1%","",
"45","South Carolina","45079011303","Richland County, SC - 45079011303","2013-2017","19.5%","",
"45","South Carolina","45079011304","Richland County, SC - 45079011304","2013-2017","15.8%","",
"45","South Carolina","45079011305","Richland County, SC - 45079011305","2013-2017","40.3%","",
"45","South Carolina","45079011404","Richland County, SC - 45079011404","2013-2017","22.4%","",
"45","South Carolina","45079011407","Richland County, SC - 45079011407","2013-2017","10.2%","",
"45","South Carolina","45079011411","Richland County, SC - 45079011411","2013-2017","7.0%","",
"45","South Carolina","45079011412","Richland County, SC - 45079011412","2013-2017","22.8%","",
"45","South Carolina","45079011413","Richland County, SC - 45079011413","2013-2017","11.0%","",
"45","South Carolina","45079011414","Richland County, SC - 45079011414","2013-2017","17.2%","",
"45","South Carolina","45079011415","Richland County, SC - 45079011415","2013-2017","6.7%","",
"45","South Carolina","45079011416","Richland County, SC - 45079011416","2013-2017","4.9%","",
"45","South Carolina","45079011417","Richland County, SC - 45079011417","2013-2017","12.3%","",
"45","South Carolina","45079011418","Richland County, SC - 45079011418","2013-2017","6.0%","",
"45","South Carolina","45079011419","Richland County, SC - 45079011419","2013-2017","12.4%","",
"45","South Carolina","45079011501","Richland County, SC - 45079011501","2013-2017","0.0%","",
"45","South Carolina","45079011502","Richland County, SC - 45079011502","2013-2017","0.9%","",
"45","South Carolina","45079011603","Richland County, SC - 45079011603","2013-2017","10.2%","",
"45","South Carolina","45079011604","Richland County, SC - 45079011604","2013-2017","7.8%","",
"45","South Carolina","45079011606","Richland County, SC - 45079011606","2013-2017","13.9%","",
"45","South Carolina","45079011607","Richland County, SC - 45079011607","2013-2017","21.2%","",
"45","South Carolina","45079011608","Richland County, SC - 45079011608","2013-2017","19.8%","",
"45","South Carolina","45079011701","Richland County, SC - 45079011701","2013-2017","13.8%","",
"45","South Carolina","45079011702","Richland County, SC - 45079011702","2013-2017","30.6%","",
"45","South Carolina","45079011800","Richland County, SC - 45079011800","2013-2017","36.8%","",
"45","South Carolina","45079011901","Richland County, SC - 45079011901","2013-2017","18.2%","",
"45","South Carolina","45079011902","Richland County, SC - 45079011902","2013-2017","33.0%","",
"45","South Carolina","45079012000","Richland County, SC - 45079012000","2013-2017","38.6%","",
"45","South Carolina","45079980100","Richland County, SC - 45079980100","2013-2017","0.0%","",
"45","South Carolina","45081960100","Saluda County, SC - 45081960100","2013-2017","51.6%","",
"45","South Carolina","45081960201","Saluda County, SC - 45081960201","2013-2017","45.0%","",
"45","South Carolina","45081960202","Saluda County, SC - 45081960202","2013-2017","40.1%","",
"45","South Carolina","45081960300","Saluda County, SC - 45081960300","2013-2017","33.5%","",
"45","South Carolina","45081960400","Saluda County, SC - 45081960400","2013-2017","41.2%","",
"45","South Carolina","45083020301","Spartanburg County, SC - 45083020301","2013-2017","53.3%","",
"45","South Carolina","45083020400","Spartanburg County, SC - 45083020400","2013-2017","57.3%","",
"45","South Carolina","45083020500","Spartanburg County, SC - 45083020500","2013-2017","32.6%","",
"45","South Carolina","45083020601","Spartanburg County, SC - 45083020601","2013-2017","14.1%","",
"45","South Carolina","45083020602","Spartanburg County, SC - 45083020602","2013-2017","14.6%","",
"45","South Carolina","45083020603","Spartanburg County, SC - 45083020603","2013-2017","15.5%","",
"45","South Carolina","45083020701","Spartanburg County, SC - 45083020701","2013-2017","39.8%","",
"45","South Carolina","45083020702","Spartanburg County, SC - 45083020702","2013-2017","34.4%","",
"45","South Carolina","45083020800","Spartanburg County, SC - 45083020800","2013-2017","50.2%","",
"45","South Carolina","45083020900","Spartanburg County, SC - 45083020900","2013-2017","40.4%","",
"45","South Carolina","45083021001","Spartanburg County, SC - 45083021001","2013-2017","52.6%","",
"45","South Carolina","45083021100","Spartanburg County, SC - 45083021100","2013-2017","31.5%","",
"45","South Carolina","45083021200","Spartanburg County, SC - 45083021200","2013-2017","13.0%","",
"45","South Carolina","45083021301","Spartanburg County, SC - 45083021301","2013-2017","32.5%","",
"45","South Carolina","45083021302","Spartanburg County, SC - 45083021302","2013-2017","6.7%","",
"45","South Carolina","45083021303","Spartanburg County, SC - 45083021303","2013-2017","18.3%","",
"45","South Carolina","45083021401","Spartanburg County, SC - 45083021401","2013-2017","27.5%","",
"45","South Carolina","45083021402","Spartanburg County, SC - 45083021402","2013-2017","17.5%","",
"45","South Carolina","45083021403","Spartanburg County, SC - 45083021403","2013-2017","26.8%","",
"45","South Carolina","45083021500","Spartanburg County, SC - 45083021500","2013-2017","39.8%","",
"45","South Carolina","45083021600","Spartanburg County, SC - 45083021600","2013-2017","40.9%","",
"45","South Carolina","45083021700","Spartanburg County, SC - 45083021700","2013-2017","32.1%","",
"45","South Carolina","45083021802","Spartanburg County, SC - 45083021802","2013-2017","19.8%","",
"45","South Carolina","45083021803","Spartanburg County, SC - 45083021803","2013-2017","12.2%","",
"45","South Carolina","45083021804","Spartanburg County, SC - 45083021804","2013-2017","28.7%","",
"45","South Carolina","45083021901","Spartanburg County, SC - 45083021901","2013-2017","15.4%","",
"45","South Carolina","45083021902","Spartanburg County, SC - 45083021902","2013-2017","8.2%","",
"45","South Carolina","45083022003","Spartanburg County, SC - 45083022003","2013-2017","16.0%","",
"45","South Carolina","45083022004","Spartanburg County, SC - 45083022004","2013-2017","29.0%","",
"45","South Carolina","45083022005","Spartanburg County, SC - 45083022005","2013-2017","5.0%","",
"45","South Carolina","45083022006","Spartanburg County, SC - 45083022006","2013-2017","13.3%","",
"45","South Carolina","45083022007","Spartanburg County, SC - 45083022007","2013-2017","19.4%","",
"45","South Carolina","45083022101","Spartanburg County, SC - 45083022101","2013-2017","15.5%","",
"45","South Carolina","45083022102","Spartanburg County, SC - 45083022102","2013-2017","24.3%","",
"45","South Carolina","45083022201","Spartanburg County, SC - 45083022201","2013-2017","21.9%","",
"45","South Carolina","45083022202","Spartanburg County, SC - 45083022202","2013-2017","30.8%","",
"45","South Carolina","45083022302","Spartanburg County, SC - 45083022302","2013-2017","25.5%","",
"45","South Carolina","45083022303","Spartanburg County, SC - 45083022303","2013-2017","37.0%","",
"45","South Carolina","45083022304","Spartanburg County, SC - 45083022304","2013-2017","25.1%","",
"45","South Carolina","45083022401","Spartanburg County, SC - 45083022401","2013-2017","23.4%","",
"45","South Carolina","45083022403","Spartanburg County, SC - 45083022403","2013-2017","19.1%","",
"45","South Carolina","45083022404","Spartanburg County, SC - 45083022404","2013-2017","16.6%","",
"45","South Carolina","45083022405","Spartanburg County, SC - 45083022405","2013-2017","11.7%","",
"45","South Carolina","45083022406","Spartanburg County, SC - 45083022406","2013-2017","22.5%","",
"45","South Carolina","45083022500","Spartanburg County, SC - 45083022500","2013-2017","26.2%","",
"45","South Carolina","45083022600","Spartanburg County, SC - 45083022600","2013-2017","28.8%","",
