name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
Greater Greenville Mental Health,Greenville Clinic,124 Mallard Street,,Greenville,SC,29601,,Greenville,864-241-1040,,,,http://www.greenvillementalhealth.org/,34.8397763,-82.4147551,MH,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,,1,,,,,1,1,,1,1,1,,1,,1,,1,,1,,,1,,,1,,,,,,,1,,1,1,,,,1,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri County Community Mental Health Ctr,Marlboro County Clinic,1035 Cheraw Street,,Bennettsville,SC,29512,,Marlboro,843-454-0841,Intake,843-454-0442,,http://www.tricountycmhc.org/,34.6344271,-79.6992158,MH,1,,,,,,,1,,,1,1,1,,,,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,,1,1,,,,1,1,,1,1,,,1,,1,,1,,1,,,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children and Adolescent Services,William E Pascoe Clinic,515 Camson Road,Suite A,Anderson,SC,29625,,Anderson,864-716-2316,,,,http://www.aopmentalhealth.org,34.54829,-82.693065,MH,1,,,,,,,1,,1,1,1,1,,,,1,,,1,,,1,,,,1,,1,,,,,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,,1,1,,1,1,,,,,,,1,1,1,,,,,,1,,,,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph H Johnson VAMC,Mental Health Service Line,109 Bee Street,,Charleston,SC,29401,5703,Charleston,843-789-7316,Intake,843-789-7311,,http://www.charleston.va.gov/,32.7841197,-79.9540689,MH,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,,1,1,1,,,,1,,1,,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,1,,1,,1,1,,1,,,,,,1,,,,1,,1,1,,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical University of South Carolina,Institute of Psychiatry,67 President Street,,Charleston,SC,29425,5712,Charleston,843-792-9888,Intake,843-792-0500,,http://muschealth.org/medical-services/psychiatry,32.786329,-79.950084,MH,1,1,,,,,,,,1,,1,1,1,1,1,,1,1,1,1,,,1,,,1,,,1,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,,,,1,,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,1,,1,1,,1,1,1,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleston Dorchester Mental Health,Tri County Crisis Stabilization Center,5 Charleston Center Drive,Suite 246,Charleston,SC,29401,1162,Charleston,843-953-2390,,,,http://,32.7827262,-79.9523457,MH,1,,,1,,,,,,1,,1,1,1,,1,1,,,1,1,,,,1,,,,1,,,,,1,1,1,,1,,1,1,1,1,1,1,,,,,,,1,1,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,1,1,1,,,,,,1,,,,1,1,,,,,,,,1,,,,,,1,1,,,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaufort Memorial Hospital,Mental Health Services,955 Ribaut Road,,Beaufort,SC,29902,,Beaufort,843-522-5200 x5269,Intake,843-522-5269,,http://www.bmhsc.org,32.4170217,-80.6875651,MH,1,1,,,,,,,,1,,1,1,,1,,,1,1,,1,,,1,,,,,,,,,,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,,,,,1,1,,1,1,,,,,,,1,1,1,,,1,,,1,,1,,1,1,,1,,,,,,1,,,1,1,,1,1,,1,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Empire Community MH Center,Beaufort Mental Health Clinic,1050 Ribaut Road,,Beaufort,SC,29902,,Beaufort,843-524-8899,,,,http://www.cecmhc.org,32.4122705,-80.6879551,MH,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,1,,,,,1,1,,1,1,1,,1,,1,,1,,1,,1,1,,,1,1,,,,,,1,,1,1,1,,,,1,1,1,1,,,,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windwood Farm Home for Children,,4857 Windwood Farm Road,,Awendaw,SC,29429,,Charleston,843-884-5342 x12226,Intakes,843-884-5342 x12222,843-991-0791,http://www.windwoodfarm.org,32.936696,-79.725809,MH,1,,1,,,,,,,1,1,1,1,,1,,1,1,,1,1,,,,1,,1,,,,,,,1,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,1,,1,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,,1,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Pee Dee Mental Health Center,Marion County Clinic,1100 South Main Street,,Marion,SC,29571,,Marion,843-431-1100,,,,http://www.peedeementalhealth.org,34.164618,-79.397404,MH,1,,,,,,,1,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,1,1,,,,,1,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,,,,,1,1,1,,,,1,,1,1,1,1,,,,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpringBrook Behavioral Health System,,1 Havenwood Lane,,Travelers Rest,SC,29690,,Greenville,864-834-8013,,,,http://www.springbrookautismbehavioral.com,34.9640587,-82.4547541,MH,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,,1,,1,1,,,,,,,,,1,1,1,1,1,1,1,,,1,1,1,,,1,1,,,,1,,1,,1,,,,1,,1,1,1,,1,,1,,,,1,,,,1,1,1,,,,,1,1,,1,1,,,,1,,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson/Oconee/Pickens Comm MH Ctr,Pickens Clinic,337 West Main Street,,Easley,SC,29640,2927,Pickens,864-878-6830,,,,http://www.aopmentalhealth.org/,34.8288818,-82.6075037,MH,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1,,1,1,,,,1,1,,1,1,1,,1,,1,,1,1,1,,1,1,,1,1,1,,,,,,1,,1,1,1,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri County Mental Health Center,Dillon Clinic,1324 Commerce Drive,,Dillon,SC,29536,,Dillon,843-774-3351,Intake,843-454-0442,,http://tricountycmhc.org/,34.4391417,-79.3666674,MH,1,,,,,,,1,,1,1,1,1,,,,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,,1,1,,,,1,1,,1,1,1,,1,,1,,1,,1,,,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waccamaw Center for Mental Health,Georgetown County Clinic,525 Lafayette Circle,,Georgetown,SC,29440,,Georgetown,843-546-6107,,,,http://waccamawmentalhealth.org,33.3845318,-79.2996794,MH,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,,1,,,,,1,1,,1,1,1,,1,,,,1,,1,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Greenville Mental Health,Foothills Family Resources,5 Main Street,,Slater,SC,29683,,Greenville,864-836-1100,,,,http://www.scdmh.net,35.0270734,-82.4941209,MH,1,,,,,,,1,,1,1,1,1,1,,,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,,1,,,,,1,1,,1,1,1,,1,,1,,1,,1,,,1,,,1,,,,,,,1,,1,1,,,,1,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Empire Community MH Ctr,Hilton Head Mental Health Clinic,151 Dillon Road,,Hilton Head Island,SC,29925,,Beaufort,843-681-4865,,,,http://www.cecmhc.org,32.229703,-80.688447,MH,1,,,,,,,1,,1,1,1,1,,1,,1,,,1,1,,,,,,1,,1,,,,,1,1,1,,1,,,,,,,,,,,1,1,,,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,,1,1,1,,,,,,,,1,1,1,,,1,1,1,1,1,,,,,,1,,1,,1,1,,1,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson/Oconee/Pickens Comm MH Ctr,Oconee Clinic,115 Carter Park Drive,,Seneca,SC,29678,,Oconee,864-885-0157,,,,http://www.aopmentalhealth.org/,34.6840896,-82.9862331,MH,1,,,,,,,1,,1,,1,1,1,1,1,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1,,1,1,,,,1,1,,1,1,1,,1,,1,,1,,1,,1,1,,1,1,1,,,,,,1,,1,1,1,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waccamaw Mental Health Center,Horry County Clinic,164 Waccamaw Medical Park Drive,,Conway,SC,29526,,Horry,843-347-4888,,,,http://www.waccamawmentalhealth.org,33.787434,-78.998733,MH,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,1,,,,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,,1,,,,,1,1,,1,1,1,,1,,1,,,,1,,1,1,,,1,1,,,,,,1,,1,1,1,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Behavioral Health Hospital,,152 Waccamaw Medical Park Drive,,Conway,SC,29526,,Horry,843-347-8871,,,,http://www.lighthousecarecenterofconway.com,33.7877719,-78.998025,MH,1,1,,,,,,,,1,1,1,1,,,1,,1,,1,1,,,1,1,,,,,,,,,1,1,1,,1,1,1,1,,1,1,,,,1,1,1,,,,,1,,,,,,1,,1,1,1,1,1,,1,1,,,,,1,,1,1,1,,,,,1,1,1,1,1,,,,1,,1,1,1,1,,1,,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waccamaw Center for Mental Health,South Strand Clinic,9630 Scipio Lane,,Myrtle Beach,SC,29588,,Horry,843-492-2795,,,,http://www.waccamawmentalhealth.org/index.html,33.6340583,-79.0110862,MH,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,,1,1,1,1,,,,1,,1,1,,,1,1,,1,,,,,1,,1,1,1,,1,,1,,1,1,1,,1,1,,,1,1,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Strand Behavioral Health Servs,,5050 Highway 17 Bypass South,,Myrtle Beach,SC,29588,,Horry,843-839-6112,Intake,843-839-6113,,http://mygrandstrandhealth.com/service/behavioral-health,33.6676422,-78.9716869,MH,1,1,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,,1,1,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,,1,,,1,,1,,1,,1,1,1,1,1,,1,1,1,,,,,,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,,,,1,,,1,1,1,,1,,,,,,1,,1,1,1,1,1,1,,,,1,,1,,1,,1,1,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
