Site Name,EPA ID,City,County,State,ZIP Code,Site Location,Latitude,Longitude,Region,NPL Status,Superfund Alternative Agreement,Federal Facility,Operable Unit Number,Sequence ID,Decision Document Type,Actual Completion Date,Fiscal Year,Media,Contaminant Name,latitude,longitude,geo_method,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,"1,1-DICHLOROETHENE",33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,"1,1-DICHLOROETHENE",33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,ALUMINUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,ALUMINUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,ALUMINUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,BARIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,BARIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,BARIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,BIS(2-ETHYLHEXYL)PHTHALATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,BIS(2-ETHYLHEXYL)PHTHALATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,BIS(2-ETHYLHEXYL)PHTHALATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,CADMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,CADMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,CADMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,CHROMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,CHROMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,CHROMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,COPPER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,COPPER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,COPPER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,CYANIDE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,CYANIDE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,CYANIDE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,LEAD,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,LEAD,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,LEAD,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,LITHIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,LITHIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,LITHIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,MERCURY,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,MERCURY,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,MERCURY,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,NICKEL,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,NICKEL,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,NICKEL,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,NITRATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,NITRATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,NITRATE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,POLYCHLORINATED BIPHENYLS (PCBs),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,POLYCHLORINATED BIPHENYLS (PCBs),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,POLYCHLORINATED BIPHENYLS (PCBs),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,SILVER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,SILVER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,SILVER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,SODIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,SODIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,SODIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,TETRACHLOROETHENE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,TETRACHLOROETHENE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,TETRACHLOROETHENE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,TRICHLOROETHANE (MIXED ISOMERS),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,TRICHLOROETHANE (MIXED ISOMERS),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,TRICHLOROETHANE (MIXED ISOMERS),33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,URANIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,URANIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,URANIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Buildings/Structures,ZINC,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Sludge,ZINC,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,1,1,Record of Decision,6/29/92,1992,Soil,ZINC,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,3,3,Record of Decision,6/29/92,1992,Groundwater,TETRACHLOROETHENE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,3,3,Record of Decision,6/29/92,1992,Groundwater,TRICHLOROETHENE,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,ALPHA GROSS,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,ARSENIC,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,BARIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,BETA GROSS,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,CADMIUM,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,CARBON-14,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,COBALT-60,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,COPPER,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,IODINE-129,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,7,4,Record of Decision,9/10/93,1993,Soil,LEAD,33.5598586,-81.721952,osm,33.559821,-81.721867,1,rooftop,214,Park Ave SW,,,Aiken,SC,Aiken County,29801,US,Aiken County G
