census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45045004002,South Carolina,Greenville County,0,4959,1488,0,1352,27.26,0,0,0,0,0,0,11.2,87120,0,0,0,0,0,0,0,0,1,1,NULL,0,0,NULL,4959,100.00,1620,32.66,694,13.99,647,13.05,4578,92.32,246,4.96,21,0.42,0,0.00,14,0.28,100,2.02,56,1.13,59,3.97,128,8.61,4959,100.00,1620,32.66,694,13.99,647,13.05,4578,92.32,246,4.96,21,0.42,0,0.00,14,0.28,100,2.02,56,1.13,59,3.97,128,8.61,1,0.02,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1213,694,647,4578,246,21,0,14,100,56,64,138,+35.1209018,-082.4370760
45045004101,South Carolina,Greenville County,1,3986,1492,0,93,2.33,1,1,1,0,0,1,15.3,50982,1,1,1,1,1,0,0,0,2156,3246,2156,973,1550,973,3246,81.42,1550,38.89,796,19.98,425,10.67,2870,71.99,152,3.82,5,0.13,0,0.00,14,0.36,204,5.12,198,4.96,54,3.63,175,11.74,2156,54.08,973,24.41,516,12.94,265,6.64,1879,47.13,145,3.64,5,0.13,0,0.00,8,0.20,119,2.98,110,2.75,32,2.14,117,7.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1772,980,569,3530,158,7,0,16,275,284,58,180,+35.0374840,-082.5065924
45045004102,South Carolina,Greenville County,0,963,427,0,0,0,0,0,0,0,0,0,8.2,74000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,963,100.00,217,22.57,170,17.65,170,17.65,924,95.95,17,1.77,4,0.42,1,0.10,1,0.10,16,1.66,13,1.35,5,1.28,13,3.06,963,100.00,217,22.57,170,17.65,170,17.65,924,95.95,17,1.77,4,0.42,1,0.10,1,0.10,16,1.66,13,1.35,5,1.28,13,3.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,170,170,924,17,4,1,1,16,13,5,12,+35.0942506,-082.6016505
45045004200,South Carolina,Greenville County,1,2356,1048,0,0,0,0,0,0,0,0,0,2.4,178607,0,1,0,1,0,0,0,0,NULL,1118,NULL,NULL,121,NULL,1118,47.46,121,5.14,221,9.39,179,7.59,855,36.28,222,9.42,10,0.44,3,0.13,1,0.04,27,1.15,25,1.06,89,8.50,7,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,566,355,2066,234,13,3,2,38,43,111,13,+34.8345704,-082.3904774
45045004300,South Carolina,Greenville County,1,3507,1561,0,0,0,0,1,0,1,1,1,28.6,32283,0,1,0,1,0,0,0,1,NULL,2127,NULL,NULL,1304,NULL,2127,60.66,1304,37.19,474,13.52,330,9.40,509,14.52,1569,44.74,5,0.13,0,0.00,2,0.06,42,1.20,30,0.85,242,15.52,244,15.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2675,817,606,589,2813,10,1,4,90,67,475,465,+34.8417160,-082.3753525
45045004400,South Carolina,Greenville County,1,2050,951,0,76,3.71,0,1,0,0,0,1,23.1,50179,0,1,0,1,0,0,0,0,85,1422,85,31,660,31,1422,69.36,660,32.19,278,13.55,173,8.42,742,36.22,436,21.25,35,1.70,0,0.00,2,0.11,207,10.08,260,12.68,64,6.74,126,13.26,85,4.14,31,1.51,7,0.34,4,0.19,65,3.19,13,0.63,2,0.10,0,0.00,0,0.00,4,0.22,3,0.17,5,0.48,10,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,960,433,256,1031,708,37,0,3,271,346,90,170,+34.8479697,-082.3501653
45047970101,South Carolina,Greenwood County,0,3729,1496,0,0,0,0,0,0,0,0,0,13.5,57455,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3729,100.00,1203,32.27,809,21.69,537,14.40,2556,68.54,1096,29.39,7,0.19,2,0.05,6,0.16,62,1.66,52,1.39,34,2.27,181,12.08,3682,98.74,1195,32.04,800,21.45,529,14.19,2520,67.59,1085,29.10,7,0.19,2,0.05,6,0.16,62,1.65,51,1.36,33,2.22,178,11.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1273,809,537,2556,1096,7,2,6,62,52,29,165,+34.3088563,-082.1849097
45047970102,South Carolina,Greenwood County,0,4543,1856,0,31,0.68,0,0,0,1,1,1,22.3,51014,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3823,84.16,1716,37.77,851,18.74,648,14.27,3021,66.50,729,16.04,9,0.20,0,0.00,4,0.09,61,1.33,54,1.19,146,7.87,180,9.71,3258,71.71,1443,31.76,720,15.86,550,12.10,2561,56.38,633,13.93,8,0.17,0,0.00,3,0.07,53,1.16,51,1.12,124,6.69,153,8.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2270,1007,760,3505,946,9,0,4,79,61,182,215,+34.3181322,-082.2696150
45047970201,South Carolina,Greenwood County,0,4085,1367,0,733,17.94,0,0,0,0,0,0,15.1,56800,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4026,98.56,1406,34.43,796,19.50,558,13.66,3067,75.07,861,21.07,45,1.10,0,0.00,10,0.24,44,1.08,55,1.34,96,7.04,133,9.76,3460,84.71,1205,29.50,626,15.33,485,11.87,2803,68.61,579,14.18,36,0.87,0,0.00,5,0.12,38,0.93,53,1.29,73,5.33,109,7.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1226,810,569,3110,869,45,0,10,51,62,101,147,+34.2624686,-082.1268673
45047970202,South Carolina,Greenwood County,1,7792,3449,0,0,0,1,1,1,1,1,1,22.2,63750,1,1,1,1,1,0,0,1,2139,5305,2139,906,2133,906,5305,68.08,2133,27.37,1297,16.65,640,8.21,3498,44.90,1532,19.66,98,1.26,2,0.03,20,0.26,154,1.97,153,1.97,184,5.33,254,7.36,2139,27.45,906,11.63,569,7.31,219,2.81,1398,17.94,626,8.04,39,0.50,2,0.03,8,0.10,66,0.85,58,0.75,71,2.06,100,2.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2879,1878,1007,5090,2321,150,2,27,202,204,317,384,+34.2259006,-082.1588209
45047970301,South Carolina,Greenwood County,1,4897,1586,0,1166,23.81,0,0,0,0,0,0,16.8,65625,1,1,1,1,1,0,0,0,617,3901,617,229,1569,229,3901,79.67,1569,32.04,620,12.66,588,12.00,2685,54.83,1076,21.97,42,0.85,2,0.04,4,0.08,93,1.90,113,2.31,66,4.18,131,8.24,617,12.61,229,4.68,76,1.55,89,1.82,457,9.33,144,2.94,7,0.14,0,0.00,0,0.00,10,0.20,5,0.11,10,0.63,23,1.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1519,845,730,3396,1264,67,2,7,161,200,81,163,+34.2232322,-082.1807949
45047970302,South Carolina,Greenwood County,1,5703,2507,0,2,0.04,0,0,0,0,0,0,8.4,72933,1,1,1,1,1,0,0,0,1746,3961,1746,295,809,295,3961,69.46,809,14.18,838,14.70,743,13.02,3369,59.07,410,7.18,106,1.85,0,0.00,5,0.09,72,1.26,69,1.20,76,3.02,136,5.44,1746,30.62,295,5.17,397,6.96,311,5.46,1574,27.60,81,1.43,66,1.16,0,0.00,1,0.02,24,0.42,19,0.34,21,0.85,54,2.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1138,1242,1011,4581,856,154,0,6,106,107,112,201,+34.2103000,-082.2139248
45047970400,South Carolina,Greenwood County,1,6362,2524,0,290,4.56,0,0,0,0,0,0,17.5,65543,1,1,1,1,1,0,0,0,4523,5834,4523,1303,2074,1303,5834,91.70,2074,32.60,1342,21.09,1057,16.62,4538,71.32,1096,17.23,53,0.83,1,0.02,7,0.11,139,2.19,166,2.61,96,3.82,258,10.21,4523,71.10,1303,20.48,1098,17.25,869,13.66,3958,62.21,434,6.82,46,0.72,1,0.02,7,0.11,78,1.22,91,1.43,31,1.24,203,8.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1929,1453,1110,4656,1462,53,1,7,183,229,105,265,+34.1698568,-082.2054546
45047970500,South Carolina,Greenwood County,1,5029,1902,0,183,3.64,0,1,0,1,1,1,54.4,24224,0,1,0,1,0,0,0,1,7,3321,7,5,2723,5,3321,66.04,2723,54.16,940,18.70,342,6.79,347,6.91,2026,40.29,3,0.06,9,0.17,24,0.49,911,18.12,1117,22.21,434,22.83,548,28.80,7,0.13,5,0.10,1,0.02,2,0.03,5,0.10,2,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.09,2,0.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4323,1307,574,556,3230,5,16,29,1193,1449,668,861,+34.1960292,-082.1475885
45047970600,South Carolina,Greenwood County,0,7708,3041,0,133,1.73,0,0,0,1,1,1,27.1,40354,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,7005,90.88,3475,45.08,1704,22.11,1286,16.68,4147,53.80,2394,31.06,11,0.14,1,0.01,39,0.51,413,5.36,571,7.41,111,3.64,591,19.44,6078,78.86,2921,37.89,1487,19.29,1103,14.31,3695,47.93,1960,25.43,10,0.12,1,0.01,38,0.49,375,4.86,520,6.75,93,3.04,510,16.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4361,1886,1342,4383,2812,28,1,46,438,593,116,637,+34.1890147,-082.0906631
45047970701,South Carolina,Greenwood County,0,1999,850,0,0,0,0,0,0,0,0,0,8.5,70250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1999,100.00,636,31.80,350,17.51,437,21.86,1744,87.24,227,11.36,11,0.55,1,0.05,2,0.10,14,0.70,12,0.60,22,2.62,81,9.57,1999,100.00,636,31.80,350,17.51,437,21.86,1744,87.24,227,11.36,11,0.55,1,0.05,2,0.10,14,0.70,12,0.60,22,2.62,81,9.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,775,350,437,1744,227,11,1,2,14,12,26,95,+34.1717850,-081.9423252
45047970702,South Carolina,Greenwood County,0,5384,2139,0,0,0,0,0,0,0,0,1,28.2,46326,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4567,84.82,2511,46.64,1260,23.40,635,11.79,2789,51.79,1678,31.16,9,0.16,0,0.00,16,0.30,76,1.41,72,1.33,95,4.45,391,18.28,3204,59.50,1992,37.01,855,15.88,412,7.66,1726,32.07,1410,26.19,4,0.07,0,0.00,11,0.20,53,0.98,50,0.93,75,3.53,274,12.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2609,1474,787,3295,1968,13,0,17,91,86,99,412,+34.1649441,-082.0235799
45047970800,South Carolina,Greenwood County,0,8385,3267,0,102,1.22,0,0,0,1,1,1,25.7,39685,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,6697,79.87,3697,44.09,1959,23.36,952,11.35,3103,37.01,3116,37.16,20,0.24,0,0.00,12,0.14,446,5.32,516,6.16,224,6.87,696,21.31,2953,35.21,1295,15.44,864,10.31,331,3.94,1365,16.28,1404,16.75,4,0.05,0,0.00,4,0.05,174,2.08,217,2.59,69,2.10,282,8.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4977,2453,1121,3767,4044,23,0,17,534,597,386,914,+34.1118770,-082.1861034
45047970900,South Carolina,Greenwood County,0,2010,751,0,0,0,0,0,0,0,0,0,14.1,56182,0,0,0,0,0,0,0,0,145,145,NULL,56,56,NULL,2010,100.00,778,38.73,506,25.17,278,13.83,1369,68.11,545,27.11,1,0.05,0,0.00,14,0.70,81,4.03,102,5.07,62,8.31,152,20.24,2010,100.00,778,38.73,506,25.17,278,13.83,1369,68.11,545,27.11,1,0.05,0,0.00,14,0.70,81,4.03,102,5.07,62,8.31,152,20.24,145,7.23,56,2.80,35,1.72,13,0.66,115,5.73,21,1.05,0,0.00,0,0.00,0,0.00,9,0.44,9,0.43,5,0.64,12,1.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,756,506,278,1369,545,1,0,14,81,102,62,151,+34.0389170,-082.2095765
45047971000,South Carolina,Greenwood County,0,2035,812,0,0,0,0,0,0,0,0,0,16.2,55000,0,0,0,0,0,0,0,0,277,277,NULL,95,95,NULL,2035,100.00,697,34.25,487,23.93,281,13.81,1775,87.22,206,10.12,6,0.29,0,0.00,4,0.20,44,2.16,35,1.72,15,1.82,129,15.89,2035,100.00,697,34.25,487,23.93,281,13.81,1775,87.22,206,10.12,6,0.29,0,0.00,4,0.20,44,2.16,35,1.72,15,1.82,129,15.89,277,13.62,95,4.66,71,3.48,42,2.08,197,9.70,73,3.59,0,0.00,0,0.00,2,0.09,5,0.24,7,0.36,2,0.25,17,2.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,647,487,281,1775,206,6,0,4,44,35,14,122,+34.0460636,-082.0457402
45049920100,South Carolina,Hampton County,0,2631,1076,0,0,0,0,0,0,0,0,0,13.4,62895,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2429,92.32,1071,40.72,564,21.43,381,14.47,1604,60.97,791,30.07,4,0.17,0,0.00,2,0.08,27,1.03,37,1.39,44,4.12,111,10.35,1776,67.49,931,35.37,422,16.05,267,10.16,1149,43.68,607,23.06,0,0.00,0,0.00,1,0.04,19,0.71,26,0.97,35,3.24,80,7.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1097,613,417,1732,846,21,0,3,29,42,39,100,+32.9411602,-081.1416812
45049920200,South Carolina,Hampton County,0,7228,2855,0,99,1.37,0,0,0,1,1,1,17.5,43291,0,0,0,0,0,0,0,1,31,31,NULL,16,16,NULL,6684,92.48,3960,54.79,1766,24.44,997,13.79,3074,42.53,3411,47.19,53,0.73,1,0.01,20,0.27,126,1.75,87,1.20,255,8.92,409,14.33,4878,67.49,2850,39.42,1300,17.99,674,9.32,2272,31.43,2467,34.13,29,0.40,0,0.00,12,0.17,98,1.35,62,0.86,201,7.03,295,10.33,31,0.43,16,0.23,6,0.08,4,0.06,26,0.35,5,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.09,2,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3765,1883,1086,3335,3676,59,1,20,137,96,244,406,+32.8590563,-081.0106074
45049920300,South Carolina,Hampton County,0,2655,1029,0,0,0,1,1,0,0,0,1,14,41637,1,1,0,0,0,1,0,0,2471,2471,NULL,1260,1260,NULL,2655,100.00,1340,50.48,703,26.48,361,13.60,974,36.69,1600,60.26,21,0.79,1,0.04,4,0.15,55,2.07,37,1.39,46,4.49,184,17.84,2655,100.00,1340,50.48,703,26.48,361,13.60,974,36.69,1600,60.26,21,0.79,1,0.04,4,0.15,55,2.07,37,1.39,46,4.49,184,17.84,2471,93.06,1260,47.47,672,25.30,336,12.66,933,35.15,1457,54.89,21,0.79,1,0.04,4,0.15,54,2.04,37,1.39,45,4.39,170,16.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1165,703,361,974,1600,21,1,4,55,37,35,139,+32.7268667,-080.9155997
45049920400,South Carolina,Hampton County,0,6590,1919,0,1432,21.73,0,0,0,0,0,1,22.6,39720,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,5282,80.15,2828,42.91,994,15.08,545,8.27,2313,35.10,2676,40.61,11,0.16,6,0.09,37,0.56,239,3.63,471,7.14,72,3.73,320,16.67,4393,66.67,2295,34.83,775,11.76,389,5.90,2199,33.37,1938,29.40,9,0.14,6,0.09,26,0.39,215,3.27,430,6.52,53,2.77,256,13.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2926,1367,724,2571,3676,12,6,38,287,531,115,433,+32.7786383,-081.2056929
45049920500,South Carolina,Hampton County,0,1986,719,0,0,0,0,0,0,0,0,1,24.3,46685,0,0,0,0,0,0,0,0,183,183,NULL,106,106,NULL,1986,100.00,1124,56.61,525,26.44,241,12.13,387,19.49,1561,78.60,0,0.00,0,0.00,1,0.05,37,1.86,38,1.91,33,4.60,144,20.08,1986,100.00,1124,56.61,525,26.44,241,12.13,387,19.49,1561,78.60,0,0.00,0,0.00,1,0.05,37,1.86,38,1.91,33,4.60,144,20.08,183,9.22,106,5.33,45,2.28,14,0.72,34,1.71,147,7.41,0,0.00,0,0.00,0,0.00,2,0.10,4,0.20,5,0.72,15,2.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1126,525,241,387,1561,0,0,1,37,38,30,143,+32.6522300,-081.2720655
45051010100,South Carolina,Horry County,0,3301,1310,0,0,0,0,0,0,0,0,1,33.4,40847,0,0,0,0,0,0,0,0,320,320,NULL,188,188,NULL,3301,100.00,1764,53.44,774,23.45,527,15.96,2401,72.74,753,22.81,11,0.33,0,0.00,21,0.64,115,3.48,122,3.70,85,6.50,286,21.82,3301,100.00,1764,53.44,774,23.45,527,15.96,2401,72.74,753,22.81,11,0.33,0,0.00,21,0.64,115,3.48,122,3.70,85,6.50,286,21.82,320,9.68,188,5.71,90,2.72,39,1.19,203,6.16,96,2.92,1,0.02,0,0.00,2,0.05,18,0.53,25,0.76,10,0.77,25,1.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1781,774,527,2401,753,11,0,21,115,122,91,273,+34.1740918,-079.0834546
