PHARMACY NAME,MEDICAID ID,NPI,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website
CVS PHARMACY #04385,711327,1427151190,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
RITE AID #11571,717698,1427572106,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
WALMART PHARMACY 10-0586,723687,1437176682,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CVS PHARMACY #07505,711332,1437252111,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07040,743468,1437252871,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07397,711349,1437252970,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PERFORMSPECIALTY PHARMACY,7F8204,1437562642,"ENG, SPA",Y,Y,N,N,N,Y,Y,Y,www.performspecialty.com
WALMART PHARMACY 10-6576,715401,1437565843,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
EHRHARDT PHARMACY LLC,714840,1437586294,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.ehrhardtpharmacy.com
PUBLIX PHARMACY #1717,7Z1127,1437769494,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.publix.com/Pharmacy
WALMART PHARMACY 10-0624,722898,1447277694,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
KROGER PHARMACY,717505,1447284161,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
CVS PHARMACY #07318,711370,1447353123,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #02243,710744,1447354246,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
HARTSVILLE DRUG COMPANY,71131D,1447398375,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.hartsvilledrug.com
WALGREENS,715751,1447408331,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
COASTAL CANCER CENTER PHARMACY,7Z1124,1447756762,ENG,Y,N,N,N,N,Y,Y,Y,
PUBLIX PHARMACY #1568,717184,1447793161,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALGREENS,715782,1457366528,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715824,1457366544,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
SA'S PHARMACY 10-8252,749740,1457378614,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
HEALTHCARE PARTNERS OF SC,758617,1457436628,ENG,N,N,N,N,N,Y,Y,Y,hcpsc.org
HARSEYS PHARMACY,790050,1457450389,ENG,Y,N,N,N,N,Y,Y,Y,
CVS PHARMACY #02248,710749,1457455255,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715785,1457560328,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
INGLES PHARMACY,713667,1457625428,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
OCONEE NEIGHBORHOOD PHARMACY,7Z1043,1467000588,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://oconeepharmacy.com
BLACK RIVER PHARMACY,7Z1051,1467002816,ENG,Y,Y,N,Y,N,Y,Y,Y,
WALGREENS #4842,715819,1467467530,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715730,1467467548,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715802,1467467555,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715821,1467469411,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2265,730978,1467479626,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0205,768047,1467492801,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
CHAPIN PHARMACY,714951,1467551390,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.chapinpharmacy.com/
CATAWBA INDIAN HLTH CTR PHARMACY,700001,1467581819,ENG,N,N,N,N,N,Y,Y,Y,
WALGREENS,715725,1467617258,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
PUBLIX PHARMACY #1510,716386,1467818922,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
PAWLEYS ISLAND PHARMACY OF LITCHFIELD,715334,1467851501,ENG,Y,Y,Y,Y,Y,Y,Y,Y,pawleysislandpharmacy.com
LAKE MURRAY DRUG COMPANY,718136,1467934810,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.lakemurraydrug.com
WALMART PHARMACY 10-0377,717664,1477065704,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CHERRY GROVE DRUG,717557,1477072874,ENG,Y,Y,N,Y,Y,Y,Y,Y,www.cherrygrovedrug.com
FAMILY HEALTH CARE PHARMACY,7Z1033,1477110047,"ENG, SPA",Y,N,Y,N,N,Y,Y,Y,
HAWTHORNE CADEN PHARMACY,764734,1477562262,ENG,Y,N,N,Y,Y,Y,Y,Y,https://hawthornesc.com
INGLES PHARMACY,774813,1477568327,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WALMART PHARMACY 10-1748,726668,1477570638,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #1463,715411,1477593812,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
CVS PHARMACY #07011,743116,1477656163,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03586,747023,1477656239,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PHARMERICA,7N9838,1477663474,ENG,Y,Y,Y,N,N,Y,Y,Y,http://www.pharmerica.com/
HAWTHORNE WINNSBORO PHARMACY,716920,1477691962,ENG,Y,N,N,N,Y,Y,Y,Y,https://hawthornesc.com
WALGREENS,715786,1477709756,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715736,1477787562,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
SOUTH END PHARMACY,714376,1477892644,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://www.southendpharmacy.com
CLYBURN CENTER FOR PRIMARY CARE,715540,1477950632,ENG,Y,N,Y,Y,Y,Y,Y,Y,http://www.ruralhs.org/
WALMART PHARMACT 10-3724,715577,1477957397,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0472,715317,1477969053,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
PUBLIX PHARMACY #1511,716745,1487108031,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
CSC COMMUNITY PHARMACY-SOCIETY HILL,71789D,1487142956,ENG,Y,N,Y,N,Y,Y,Y,Y,www.caresouth-carolina.com/care-services/pharmacy
GREAT FALLS PHARMACY,713459,1487682878,ENG,Y,N,N,N,Y,Y,Y,Y,
CVS PHARMACY #03557,711321,1487757241,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
ASSOCIATE FAILY PHARMACY,715800,1487781217,ENG,N,N,N,N,N,N,Y,Y,www.bmwusfactory.com/associate-fAily-health-center/
BLUFFTON PHARMACY INC,724671,1487790812,ENG,Y,Y,Y,N,Y,Y,Y,Y,http://www.blufftonpharmacy.org/
WALGREENS,715795,1487849949,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-4487,796568,1487854204,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
LITTLE RIVER MEDICAL CENTER PHARMACY,713556,1487931341,ENG,Y,N,N,N,N,Y,Y,Y,https://lrmcenter.com/
CAREFIRST SPECIALTY PHARMACY,7N1125,1487935474,ENG,Y,Y,N,Y,N,Y,Y,Y,https://www.cfspharmacy.pharmacy
WALMART PHARMACY 10-3638,715575,1497159305,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
RITE AID #11661,717703,1497278501,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
SAS PHARMACY 10-6203,769246,1497772669,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
CAROLINA COMMUNITY PHARMACY,780882,1497809479,ENG,Y,N,N,Y,N,Y,Y,Y,http://www.rxcarolina.org/
CITY PHARMACY,7G0173,1497848105,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.thecitypharmacy.com
CVS PHARMACY #03844,742351,1497858260,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #02353,710747,1497859201,ENG,Y,N,Y,N/A,N/A,N/A,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
FORT MILL PHARMACY,713249,1497863062,ENG,Y,Y,N,N,N,Y,Y,Y,https://www.fordsdrugsandmedical.com
DELTA OF CHARLESTON,710378,1508008202,ENG,Y,Y,N,N,Y,Y,Y,Y,https://delta-rx.com/
BRUNSON'S PHARMACY,714411,1508109497,ENG,Y,Y,N,N,Y,N,Y,Y,https://brunsonsrx.com/
WALMART PHARMACY 10-4457,714115,1508127739,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
BERKELEY HOME PHARMACY,716354,1508223645,ENG,Y,Y,Y,N,N,N,Y,Y,www.berkeleyhomepharmacy.com/
WALMART PHARMACY 10-7181,717207,1508303330,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CVS PHARMACY #00175,718331,1508347931,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
GREENVILLE DISCOUNT PHARMACY,717448,1508382839,ENG,Y,Y,Y,N,Y,N,Y,Y,https://groveparkpharmacy.com/
UPSTATE MEDICAL PHARMACY,726635,1508816802,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
BARNEYS PHARMACY INC,7G6359,1508850157,ENG,Y,Y,Y,N,Y,Y,Y,Y,http://www.barneysrx.com/
ROSA CLARK MEDICAL CLINIC PHARMACY,731290,1508903394,ENG,Y,N,N,N,N,Y,Y,Y,rosaclarkclinic.org
CVS PHARMACY #02923,799538,1508938879,ENG,Y,Y,Y,N,N/A,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS CAREPLUS SPECIALTY/ PROCARE PHARMACY,799538,1508938879,ENG,Y,Y,N,N,N,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #05516,742657,1508969270,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PORT ROYAL HEALTH CENTER PHARMACY,768947,1508994872,ENG,Y,N,N,N,N,Y,Y,Y,www.bjhchs.org/port-royal
CVS PHARMACY #04295,711388,1518060284,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07334,711295,1518060292,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALMART PHARMACY 10-4583,710164,1518114339,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
STUCKEY PHARMACY,713863,1518233535,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.stuckeypharmacy.com
PUBLIX PHARMACY #1524,716629,1518313329,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
ALLENDALE COUNTY HOSPITAL OUTPATIENT PHARMACY,718114,1518417351,ENG,Y,N,N,N,N,Y,Y,Y,
WALGREENS #21270,,1518596873,ENG,Y,N,N,N,Y,Y,,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #16710,716311,1518989268,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PUBLIX PHARMACY #0035,767282,1528007465,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
MEDICINE MART PHARMACY OF LEXINGTON,716242,1528041373,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.rxmedicinemart.com
LOREX DRUGS,752895,1528079175,ENG,Y,Y,N,Y,Y,Y,Y,Y,
WALMART PHARMACY 10-1164,723610,1528085776,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-1358,724476,1528085784,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALGREENS,715798,1528104767,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #07508,745833,1528161205,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715722,1528229390,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
GUARDIAN PHARMACY OF THE PIEDMONT,7N0351,1528299252,ENG,Y,N,Y,N,Y,Y,Y,Y,guardianpharmacypiedmont.net
U SAVE IT PHARMACY #19,714209,1528319548,ENG,Y,N,N,Y,Y,Y,Y,Y,www.usaveitpharmacy.com
UPSTATE PHARMACY OCONEE,715418,1528365046,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
NYE'S PHARMACY,710957,1528388279,ENG,Y,N,Y,N,Y,Y,Y,Y,
WALMART PHARMACY 10-4443,715920,1528451556,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
EASLEY HEALTHMART PHARMACY,716737,1528512357,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://stores.healthmart.com/easleypharmacy
PUBLIX PHARMACY #0486,730273,1538108444,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALGREENS,715783,1538174628,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-1035,722592,1538186788,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SANDHILLS MEDICAL PHARMACY,784674,1538195029,ENG,Y,N,N,Y,Y,Y,Y,Y,sandhillsmedical.org/services/pharmacy
LONGS KILBOURNE RD PHARMACY,715057,1538252671,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://longsrx.com/
CVS PHARMACY #02331,71082D,1538263330,ENG,Y,N,N/A,N/A,N/A,N/A,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
UPSTATE PHARMACY GREER,798192,1538347893,ENG,Y,Y,N,Y,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
LR FAILY PHARMACY,713452,1538449707,ENG,Y,N,N,N,N,Y,Y,Y,
SUP-RX PHARMACY #32,709460,1548275142,ENG,Y,N,Y,N,N,Y,Y,Y,
WALGREENS,765988,1548275613,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715826,1548275639,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2806,749476,1548287709,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CENTRAL PHARMACY,757660,1548328743,ENG,Y,Y,N,N,N,Y,Y,Y,
CVS PHARMACY #02250,710750,1548364342,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
TEGA CAY  PHARMACY,797985,1548374242,ENG,Y,N,Y,N,Y,Y,Y,Y,tegacaypharmacy.com
KROGER PHARMACY,710202,1548414543,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
AVITA PHARMACY,717623,1548769219,ENG,Y,Y,N,N,N,Y,Y,Y,https://avitapharmacy.com
PUBLIX PHARMACY #0845,767806,1558301994,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
BLYTHEWOOD PHARMACY AND HOME MEDICAL EQUIPMENT,780131,1558309534,ENG,Y,N,Y,N,Y,Y,Y,Y,www.blythewoodpharmacy.com/
GROVE PARK PHARMACY,719284,1558366930,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.guerinspharmacy.com
WALGREENS #7446,715750,1558376640,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715793,1558378505,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-0616,730262,1558388710,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
HARRIS TEETER PHARMACY,715163,1558688226,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services
LANDY'S PHARMACY,715837,1558756072,ENG,Y,Y,N,N,Y,Y,Y,Y,www.landyspharmacy.com
RITE AID #11617,717720,1558884593,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PUBLIX PHARMACY #0633,743286,1568402428,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
PUBLIX PHARMACY #0587,736224,1568402907,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
INGLES PHARMACY,769441,1568477412,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WALMART PHARMACY 10-0585,726418,1568489722,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
GREELEYVILLE PHARMACY,717026,1568527752,ENG,Y,N,N,N,Y,Y,Y,Y,
COMMUNITY MEDICAL CENTER PHARMACY,725403,1568544591,ENG,Y,N,N,N,N,Y,Y,Y,https://www.myfhc.org/
CVS PHARMACY #07016,743457,1568565257,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #00563,710450,1568697621,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PUBLIX PHARMACY #1266,713530,1568745081,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WELLCENTER PHARMACY,718604,1568934677,Tagalog,Y,Y,Y,Y,Y,Y,Y,Y,
BJHCHS CHELSEA PHARMACY,707608,1578607248,ENG,Y,N,N,N,Y,Y,Y,Y,
WATTSVILLE DRUG COMPANY,724556,1578607289,ENG,Y,N,N,N,N,Y,Y,Y,
CVS PHARMACY #03801,743515,1578666335,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03888,742373,1578666343,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #00483,710447,1578798658,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
SA'S PHARMACY 10-4872,716700,1578911772,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
SA'S PHARMACY 10-6571,715076,1578994786,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
INGLES PHARMACY,714639,1588002497,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
PALMETTO INFUSION SERVICES,716714,1588016687,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.palmettoinfusion.com
SUMMERTON DRUGS COMPOUNDING AND DISPENSARY,791065,1588709828,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.facebook.com/SummertonDrugs
POWERS PHARMACY OF LORIS,714112,1588761423,ENG,Y,Y,Y,Y,Y,Y,Y,Y,
FETTER HEALTH CARE NETWORK PHARMACY,710457,1588771927,ENG,Y,N,N,N,Y,Y,Y,Y,fetterhealthcare.org/pharmacy-2
HARRIS TEETER PHARMACY,715174,1588927057,ENG,Y,N,Y,N,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services
HAWTHORNE SUNSET PHARMACY,758451,1598774366,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://hawthornesc.com
MEDICINE MART PHARMACY,764951,1598858987,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.rxmedicinemart.com
CVS PHARMACY #05549,740773,1598868267,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03823,7N0712,1598868358,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #04071,71132D,1598868366,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715739,1609821875,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #16662,716302,1609898352,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #16784,716304,1609899988,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
NEW HORIZON PHARMACY #3,786491,1609943901,ENG,Y,N,Y,N,Y,Y,Y,Y,www.newhorizonfhs.org
CVS PHARMACY #04122,741882,1609979376,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07338,711289,1609979384,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
JAISONS PHARMACY INC,705713,1609982636,ENG,Y,Y,Y,N,N,Y,Y,Y,
HARRIS TEETER PHARMACY,715162,1609989219,ENG,y,N,N,N,Y,N,Y,Y,www.harristeeter.com/pharmacy-services
CVS PHARMACY #07398,743435,1619070398,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #01194,788477,1619074119,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
HOWARD'S PHARMACY,715316,1619371606,ENG,Y,N,Y,N,N,Y,Y,Y,https://howardspharmacyrx.com
WALGREENS,715963,1619375839,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
REDEC PHARMACY,717732,1619485992,ENG,Y,N,Y,N,Y,Y,Y,Y,www.redecpharmacy.com
RITE AID #11593,717706,1619490646,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PUBLIX PHARMACY #0506,731277,1619916558,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
LATTA DRUG COMPANY INC,761731,1619929684,ENG,Y,N,Y,N,Y,Y,Y,Y,
WALMART PHARMACY 10-1183,723415,1619994860,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-1339,724487,1619994878,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0483,730182,1629017538,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALGREENS,715746,1629083712,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-1037,722227,1629095872,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SEASHORE DRUGS,709451,1629123807,ENG,Y,N,N,N,N,Y,Y,Y,www.seashoredrugs-littleriver.com
CVS PHARMACY #02269,710751,1629172424,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PUBLIX PHARMACY #1379,714578,1629411384,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
PALMETTO FAILY PHARMACY,716241,1629434071,ENG,Y,N,Y,N,Y,Y,Y,Y,https://palmettofAilypharmacy.com
MORGAN'S DRUGS,716197,1629449624,ENG,Y,Y,Y,N,Y,Y,Y,Y,
INGLES PHARMACY,715440,1629472758,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
"KERSHAW FAILY PHARMACY, LLC",716885,1629526777,ENG,Y,Y,N,Y,Y,Y,Y,Y,www.kershawrx.com
WALGREENS,715779,1639184708,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS #1072,71579D,1639184724,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2712,750087,1639196892,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
MORGAN'S PHARMACY OF GILBERT,7Z1074,1639204738,,Y,N,Y,Y,Y,Y,Y,Y,www.morgansrx.com
DANIELS PHARMACY,710446,1639267230,ENG,Y,N,N,Y,Y,Y,Y,Y,http://danielspharmacy.biz/
CVS PHARMACY #02240,710824,1639273436,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715816,1639332976,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
PUBLIX PHARMACY #1148,795941,1639390941,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
TIDEWATER PHARMACY,715890,1639562945,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://tidewaterpharmacy.com
WALGREENS,715686,1639577166,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2887,715203,1639593304,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
MUSC CHILDREN'S HOSPITAL OUTPATIENT PHARMACY,7Z1044,1639737349,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html
"WALL DRUGS OF PAMPLICO, INC.",7Z1103,1639796022,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.facebook.com/WallDrugsOfPAMPLICO
PUBLIX PHARMACY #0824,763898,1649210089,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
LANDRUM DRUGS INC,724820,1649227133,ENG,Y,Y,Y,Y,Y,Y,Y,Y,
PHARMACEUTICAL HEALTH CARE,722273,1649250333,ENG,N,N,N,N,N/A,N,Y,Y,https://www.phchealth.com/home.html
