npi,basic_organization_name,NPI,Hours of Operation,MEDICAID ID,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,lat...37,long...38,geo_method,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1548275142,PIGGLY WIGGLY OF MANNING INC.,1548275142,,709460,ENG,Y,N,Y,N,N,Y,Y,Y,,NO,7/30/06,3/14/17,A,PHARMD,W,MCLEOD,803-775-1334,OWNER,PIGGLY WIGGLY OF MANNING INC.,,,,,,,,,,,,,,US,United States,LOCATION,DOM,36 SUNSET DR,,MANNING,SC,291022927,803-433-2412,803-433-8202,33.691273,-80.21282,census,33.690852,-80.212837,1,rooftop,2,Sunset Dr,,,Manning,SC,Clarendon County,29102,US,Clarendon County G
1548275613,WALGREEN CO,1548275613,,765988,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,4300 HIGHWAY 17 S,,NORTH MYRTLE BEACH,SC,295825157,843-272-8399,,33.80317527,-78.73197894,Google Maps,33.802711,-78.731012,0.99,rooftop,4036,S Hwy 17,,,North Myrtle Beach,SC,Horry County,29582,US,Horry
1548275639,WALGREEN CO,1548275639,,715826,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/29/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREEN CO,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,618 FAIRVIEW RD,,SIMPSONVILLE,SC,296806707,864-962-1839,,34.71523,-82.25605,census,34.715348,-82.256373,1,rooftop,630,Fairview Rd,,,Simpsonville,SC,Greenville County,29680,US,Greenville
1548287709,WAL-MART STORES EAST LP,1548287709,,749476,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4000 HIGHWAY 9,,BOILING SPRINGS,SC,293168501,864-814-6262,,35.05076,-81.987785,census,35.050272,-81.987985,1,rooftop,4011,Highway 9,,,Boiling Springs,SC,Spartanburg County,29316,US,Spartanburg County G
1548328743,K-TUCK L L C,1548328743,,757660,ENG,Y,Y,N,N,N,Y,Y,Y,,NO,12/4/06,6/17/08,A,,KEITH,TUCKER,843-759-2800,PHARMACIST,K-TUCK L L C,,,D,,,,,,,,,,,US,United States,LOCATION,DOM,303 NORTH MAIN STREET,,LAKE VIEW,SC,29563,843-759-2800,843-759-9974,34.341187,-79.16604,census,34.341279,-79.166045,0.99,nearest_street,298,State Hwy 9,,,Lake View,SC,Dillon County,29563,US,TIGER/Line® dataset from the US Census Bureau
1548364342,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1548364342,,710750,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,11/19/10,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,121 CLEMSON RD,,COLUMBIA,SC,292296545,803-419-4002,,34.097694,-80.85622,census,34.097706,-80.856207,1,nearest_street,134,State Rd S-40-2033,,,Columbia,SC,Richland County,29229,US,TIGER/Line® dataset from the US Census Bureau
1548374242,TEGA CAY FAMILY PHARMACY,1548374242,,797985,ENG,Y,N,Y,N,Y,Y,Y,Y,tegacaypharmacy.com,NO,8/18/06,5/1/15,A,RPH,LISA,HONEYCUTT,803-547-6100,PRESIDENT/PHARMACIST,TEGA CAY FAMILY PHARMACY,,,FITZGERALD,,,,,,,,,,,US,United States,LOCATION,DOM,1741 GOLD HILL RD STE 106,,FORT MILL,SC,297088204,803-547-6100,,35.06206854,-80.99318534,Google Maps,35.062287,-80.993477,1,rooftop,871,Stockbridge Dr,,,Fort Mill,SC,York County,29708,US,York
1548414543,THE KROGER CO,1548414543,,710202,ENG,Y,N,Y,Y,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy,NO,11/5/08,6/28/16,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1284 KNOX AVE,,NORTH AUGUSTA,SC,298414055,803-442-4510,803-442-4515,33.50937,-81.95804,census,33.509636,-81.958451,1,rooftop,1520,Knox Ave,,,North Augusta,SC,Aiken County,29841,US,Aiken County G
1548769219,"LONG'S DRUGSTORES OF SOUTH CAROLINA, INC.",1548769219,,717623,ENG,Y,Y,N,N,N,Y,Y,Y,https://avitapharmacy.com,NO,2/7/18,2/7/18,A,,ASHLEY,ELLIS,803-254-5884,CORPORATE COUNSEL,"LONG'S DRUGSTORES OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,811 PENDLETON ST STE 10,,GREENVILLE,SC,296013232,803-254-5884,866-550-7461,34.843178,-82.41619,census,34.842926,-82.416231,1,rooftop,801,Pendleton St,,,Greenville,SC,Greenville County,29601,US,Greenville
1558301994,PUBLIX SUPER MARKETS INC,1558301994,,767806,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,80 BAYLOR DR,,BLUFFTON,SC,299108902,843-706-3504,843-706-3757,32.27729,-80.87576,census,32.277512,-80.87529,1,rooftop,95,Baylor Dr,,,Bluffton,SC,Beaufort County,29910,US,Beaufort
1558309534,BLYTHEWOOD PROFESSIONAL DRUG COMPANY INC.,1558309534,,780131,ENG,Y,N,Y,N,Y,Y,Y,Y,www.blythewoodpharmacy.com/,NO,6/3/06,8/22/20,A,PHARM.D,JANET,THAMES,803-786-8110,PRESIDENT,BLYTHEWOOD PROFESSIONAL DRUG COMPANY INC.,,,N.,DR.,,,,,,,,,,US,United States,LOCATION,DOM,420B MCNULTY ST,SUITE B,BLYTHEWOOD,SC,290168926,803-786-8100,803-735-3302,34.21718543,-80.9802807,Google Maps,34.216946,-80.97863,0.97,nearest_street,131,State Rd S-40-1367,,,Blythewood,SC,Richland County,29016,US,TIGER/Line® dataset from the US Census Bureau
1558366930,"ORANGE CUT RATE DRUG STORE, INC.",1558366930,,719284,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.guerinspharmacy.com,NO,6/14/05,8/30/16,A,,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC.",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,1324 GROVE PARK DR,,ORANGEBURG,SC,291152455,803-536-0007,,33.514767,-80.859,census,33.514614,-80.858643,1,rooftop,1612,St Matthews Rd,,,Orangeburg,SC,Orangeburg County,29118,US,Orangeburg
1558376640,WALGREEN CO,1558376640,,715750,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1014 MONTAGUE AVE,,GREENWOOD,SC,296491450,864-223-6904,,34.210236,-82.17673,census,34.209965,-82.176951,1,rooftop,1005,Montague Ave,,,Greenwood,SC,Greenwood County,29649,US,Greenwood
1558378505,WALGREEN CO,1558378505,,715793,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/2/06,8/25/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,54 OLD TROLLEY RD,,SUMMERVILLE,SC,294854904,843-871-1637,,32.99947,-80.18314,census,32.999781,-80.182803,1,rooftop,47,Old Trolley Rd,,,Summerville,SC,Dorchester County,29485,US,City of Summerville
1558388710,WAL-MART STORES EAST LP,1558388710,,730262,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2795 NORTH RD,,ORANGEBURG,SC,291182806,803-533-7300,,33.52781,-80.8914,census,33.528638,-80.890552,0.99,rooftop,2896,North Rd,,,Orangeburg,SC,Orangeburg County,29118,US,Orangeburg
1558688226,"HARRIS TEETER, LLC",1558688226,,715163,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,4/21/10,10/9/14,A,,ROSE,WARD,704-844-6524,DIR. PHARMACY ACCT,"HARRIS TEETER, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2035 HWY 41,,MT. PLEASANT,SC,29466,843-971-2075,843-971-8930,32.8768541,-79.807025,osm,32.878127,-79.80806,0.99,rooftop,1541,Highway 41,,,Mount Pleasant,SC,Charleston County,29466,US,Charleston
1558756072,GUSTAFSONS APOTHECARY LLC,1558756072,,715837,ENG,Y,Y,N,N,Y,Y,Y,Y,www.landyspharmacy.com,NO,4/1/15,2/23/21,A,,YALANDER,GAMBLE,803-738-5706,OWNER/PHARMACIST,GUSTAFSONS APOTHECARY LLC,,,,,,1/29/21,,,,,,,,US,United States,LOCATION,DOM,835 SPARKLEBERRY LANE,,COLUMBIA,SC,292292922,803-567-3107,803-736-6228,34.10149963,-80.85649658,Google Maps,34.101867,-80.857408,0.98,nearest_street,5,Mallet Hill Rd,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
1558884593,WALGREEN CO,1558884593,,717720,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/21/17,2/6/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,600 SAINT JAMES AVE,,GOOSE CREEK,SC,294452776,843-569-3114,843-569-6983,33.031487,-80.059456,census,33.031736,-80.059908,1,rooftop,527,St James Ave,,,Goose Creek,SC,Berkeley County,29445,US,Berkeley
1568402428,PUBLIX SUPER MARKETS INC,1568402428,,743286,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/8/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,520 FOLLY BEACH ROAD,,CHARLESTON,SC,29412,843-762-5676,843-762-5681,32.6933173,-79.9652961,osm,32.693348,-79.965631,1,rooftop,1833,Old Folly Rd,,,Charleston,SC,Charleston County,29412,US,Charleston
1568402907,PUBLIX SUPER MARKETS INC,1568402907,,736224,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,10128 TWO NOTCH RD,,COLUMBIA,SC,292234384,803-788-1655,803-788-9782,34.11617,-80.885345,census,34.116118,-80.886217,0.98,nearest_street,9632,Mill Field Rd,,,Columbia,SC,Richland County,29223,US,TIGER/Line® dataset from the US Census Bureau
1568477412,INGLES MARKETS INC,1568477412,,769441,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,7/29/06,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2000 S PINE ST,,SPARTANBURG,SC,293023315,864-542-1426,864-582-0413,34.934258,-81.89502,census,34.934414,-81.895341,1,nearest_street,,US 176,,,Spartanburg,SC,Spartanburg County,29302,US,TIGER/Line® dataset from the US Census Bureau
1568489722,WAL-MART STORES EAST LP,1568489722,,726418,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2377 DAVE LYLE BLVD,,ROCK HILL,SC,297307939,803-366-8191,,34.941956,-80.95663,census,34.941486,-80.956768,1,rooftop,2510,Dave Lyle Blvd,,,Rock Hill,SC,York County,29730,US,York
1568527752,GREELEYVILLE PHARMACY,1568527752,,717026,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,12/27/06,6/8/15,A,,WALTER,ROGAN,843-426-2170,OWNER,GREELEYVILLE PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,105 MAIN ST,,GREELEYVILLE,SC,290560277,843-426-2170,843-426-2166,33.583486,-79.99009119,Google Maps,33.583923,-79.989539,0.98,nearest_street,45,Pine Tree St,,,Greeleyville,SC,Williamsburg County,29056,US,TIGER/Line® dataset from the US Census Bureau
1568544591,COMMUNITY MEDICAL CENTER,1568544591,,725403,ENG,Y,N,N,N,N,Y,Y,Y,https://www.myfhc.org/,NO,10/19/06,8/22/20,A,MD,ARTHUR,KENNEDY,803-531-6900,CHIEF EXECUTIVE OFFICER,COMMUNITY MEDICAL CENTER,,,KOBINA,DR.,,,,,,,,,,US,United States,LOCATION,DOM,10278 OLD #6 HIGHWAY,,VANCE,SC,29163,803-531-6900,803-531-6907,33.44430098,-80.4221857,Google Maps,33.44389,-80.421832,1,rooftop,123,Cable Ave,,,Vance,SC,Orangeburg County,29163,US,Orangeburg
1568565257,SOUTH CAROLINA CVS PHARMACY LLC,1568565257,,743457,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,10317 OCEAN HWY 17 SOUTH,,PAWLEYS ISLAND,SC,29585,803-237-4036,,33.43716231,-79.13017717,osm,33.437251,-79.130332,1,nearest_street,,US 17,,,Pawleys Island,SC,Georgetown County,29585,US,TIGER/Line® dataset from the US Census Bureau
1568697621,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1568697621,,710450,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,5/19/09,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1515 OLD TROLLEY RD,,SUMMERVILLE,SC,294858208,843-821-2629,,32.963184,-80.16575,census,32.963099,-80.166321,1,rooftop,1660,Old Trolley Rd,,,Summerville,SC,Dorchester County,29485,US,Dorchester
1568745081,PUBLIX SUPER MARKETS INC,1568745081,,713530,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,9/21/11,1/3/20,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,1/3/20,,,,,,,,US,United States,LOCATION,DOM,1724 STATE RD,,SUMMERVILLE,SC,294832842,843-761-3765,843-761-3794,33.101963,-80.12506,census,33.102488,-80.126109,0.99,rooftop,205,S Cross Creek Dr,,,Summerville,SC,Berkeley County,29486,US,Berkeley
1568934677,WELL CENTER PHARMACY LLC,1568934677,,718604,Tagalog,Y,Y,Y,Y,Y,Y,Y,Y,,NO,12/31/18,12/31/18,A,RPH,MARELLE,ORIAS,843-615-3665,PHARMACIST,WELL CENTER PHARMACY LLC,,,REAL,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,605 S IRBY ST,,FLORENCE,SC,295015211,843-453-3475,,34.1902481,-79.76789658,Google Maps,34.190395,-79.767966,1,rooftop,421,S Irby St,,,Florence,SC,Florence County,29501,US,Florence
1578607248,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,1578607248,,707608,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,2/16/07,12/17/19,A,BS,GREGORY,LULA,843-987-7423,DIRECTOR OF PHARMACY,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,,,,,12/17/19,,,,,,,,US,United States,LOCATION,DOM,719 OKATIE HWY # 170,,OKATIE,SC,299093963,843-987-7431,843-987-0023,32.353695,-80.893,census,32.353347,-80.893409,1,rooftop,951,Okatie Hwy,,,Okatie,SC,Beaufort County,29909,US,Beaufort
1578607289,WATTSVILLE DRUGS INC,1578607289,,724556,ENG,Y,N,N,N,N,Y,Y,Y,,NO,2/16/07,5/23/13,A,RPH,ROBERT,ANDERSON,864-984-3579,OWNER,WATTSVILLE DRUGS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,24 SIRRINE ST,,LAURENS,SC,293602136,864-984-3579,864-984-3570,34.519722,-81.99965,census,34.51962,-81.999712,1,rooftop,32,Sirrine St,,,Laurens,SC,Laurens County,29360,US,Laurens
1578666335,SOUTH CAROLINA CVS PHARMACY LLC,1578666335,,743515,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2152 SAVANNAH HWY,,CHARLESTON,SC,294145311,843-556-8974,,32.791042,-80.03738,census,32.79148,-80.037077,1,rooftop,2152,Savannah Hwy,,,Charleston,SC,Charleston County,29414,US,City of Charleston
1578666343,SOUTH CAROLINA CVS PHARMACY LLC,1578666343,,742373,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,200 N HIGHWAY 25,,TRAVELERS REST,SC,296902300,864-834-7269,,34.960766,-82.434586,census,34.96088,-82.434583,1,nearest_street,,US 25,,,Travelers Rest,SC,Greenville County,29690,US,TIGER/Line® dataset from the US Census Bureau
1578798658,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1578798658,,710447,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,5/19/09,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,983 HARBORVIEW RD,,CHARLESTON,SC,294124255,843-795-3216,,32.742405,-79.9354,census,32.742144,-79.935632,1,rooftop,989,Harbor View Rd,,,Charleston,SC,Charleston County,29412,US,City of Charleston
1578911772,SAMS EAST INC,1578911772,,716700,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,NO,5/27/16,11/11/16,A,,LAURA,LEVINE,479-204-8550,DIR HEALTHCARE CONTRACT&ENROL,SAMS EAST INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,733 FASHION DR,,COLUMBIA,SC,292297936,803-223-0091,803-223-0977,34.125572,-80.87791,census,34.126663,-80.876611,0.97,nearest_street,483,Town Center Pl,,,Columbia,SC,Richland County,29229,US,TIGER/Line® dataset from the US Census Bureau
1578994786,SAMS EAST INC,1578994786,,715076,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,NO,12/13/13,1/30/15,A,,LAURA,LEVINE,479-204-8550,DIR. OF GOVT. CONTRACTING,SAMS EAST INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,200 N BELTLINE DR,,FLORENCE,SC,295017403,843-758-6087,,34.188232,-79.82459,census,34.188784,-79.824104,1,rooftop,2399,David H Mcleod Blvd,,,Florence,SC,Florence County,29501,US,Florence
1588002497,INGLES MARKETS INC,1588002497,,714639,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,6/13/13,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,5251 CALHOUN MEMORIAL HWY,,EASLEY,SC,29642,864-855-9790,864-859-9779,34.826205,-82.545376,osm,34.825475,-82.544962,0.99,rooftop,4845,Calhoun Mem Hwy,,,Easley,SC,Pickens County,29642,US,Pickens County G
1588016687,"PALMETTO INFUSION SERVICES, LLC",1588016687,,716714,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.palmettoinfusion.com,NO,7/13/16,7/13/16,A,,CONNIE,HARTLEY,803-277-5447,CHIEF REIMBURSEMENT OFFICER,"PALMETTO INFUSION SERVICES, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,9295 MEDICAL PLAZA DR,SUITE C,NORTH CHARLESTON,SC,294069137,843-414-0287,866-872-8920,32.974792,-80.07309,census,32.97497,-80.072661,0.98,nearest_street,9276,Medical Plaza Dr,,,Charleston,SC,Charleston County,29406,US,TIGER/Line® dataset from the US Census Bureau
1588709828,SUMMERTON DRUGS COMPOUNDING AND DISPENSARY,1588709828,,791065,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.facebook.com/SummertonDrugs,NO,2/21/07,7/19/18,A,PHARM D,ERNEST,PHILLIPS,803-485-8586,OWNER,SUMMERTON DRUGS COMPOUNDING AND DISPENSARY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,115B MAIN ST,,SUMMERTON,SC,291486904,803-485-8586,803-485-4306,33.608257,-80.35079,census,33.608318,-80.350786,1,rooftop,11,District,,,Summerton,SC,Clarendon County,29148,US,Clarendon County G
1588761423,POWERS PHARMACY OF LORIS INC,1588761423,,714112,ENG,Y,Y,Y,Y,Y,Y,Y,Y,,NO,9/20/06,3/1/17,A,RPH,LLOYD,POWERS,843-756-1600,PRESIDENT/CHF PHARM,POWERS PHARMACY OF LORIS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3985 MEETING ST,,LORIS,SC,295693053,843-756-1600,843-756-3382,34.05629,-78.89072,census,34.056517,-78.89086,1,rooftop,4019,Meeting St,,,Loris,SC,Horry County,29569,US,Horry
1588771927,"FETTER HEALTH CARE NETWORK, INC",1588771927,,710457,ENG,Y,N,N,N,Y,Y,Y,Y,fetterhealthcare.org/pharmacy-2,NO,8/23/06,4/15/15,A,,REUBEN,PETTIFORD,843-722-4112,EXECUTIVE DIRECTOR,"FETTER HEALTH CARE NETWORK, INC",,,J,MR.,,,,,,,,,,US,United States,LOCATION,DOM,51 NASSAU ST,,CHARLESTON,SC,294035513,843-722-4112,843-577-8960,32.794304,-79.93808,census,32.794212,-79.937905,1,rooftop,44,Nassau St,,,Charleston,SC,Charleston County,29403,US,City of Charleston
1588927057,HARRIS TEETER LLC,1588927057,,715174,ENG,Y,N,Y,N,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,6/20/12,8/2/19,A,,JESSIE,WARMAN,513-762-1090,MANAGER RX LICENSING,HARRIS TEETER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,867 STOCKBRIDGE DR,,FORT MILL,SC,297087233,704-844-6524,704-844-6556,35.06289,-80.99351,census,35.062773,-80.993645,1,rooftop,769,Stockbridge Dr,,,Fort Mill,SC,York County,29708,US,York
1598774366,HAWTHORNE PHARMACY SUNSET INC.,1598774366,,758451,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://hawthornesc.com,NO,8/7/06,4/1/20,A,RPH,KRISTIE,CASSIDY,803-227-4464,VICE-PRESIDENT,HAWTHORNE PHARMACY SUNSET INC.,,,,MRS.,,4/1/20,,,,,,,,US,United States,LOCATION,DOM,2854 SUNSET BLVD,,WEST COLUMBIA,SC,291693420,803-794-7990,803-739-0893,34.00529,-81.118126,census,34.005468,-81.117974,1,rooftop,2854,Sunset Blvd,,,West Columbia,SC,Lexington County,29169,US,Lexington
1598858987,"THE MEDICINE MART OF WEST COLUMBIA, INC",1598858987,,764951,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.rxmedicinemart.com,NO,9/30/06,12/3/13,A,R.PH.,LYNN,CONNELLY,803-791-7043,OWNER,"THE MEDICINE MART OF WEST COLUMBIA, INC",,,ELTON,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1300 SUNSET BLVD,,WEST COLUMBIA,SC,291695914,803-791-7043,803-796-1519,34.00039469,-81.08038531,Google Maps,34.000415,-81.080597,1,rooftop,908,Mohawk Dr,,,West Columbia,SC,Lexington County,29169,US,Lexington
1598868267,SOUTH CAROLINA CVS PHARMACY LLC,1598868267,,740773,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,1/31/21,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,1/28/21,,,,,,,,US,United States,LOCATION,DOM,1008 LAKE MURRAY BLVD,,IRMO,SC,290632821,803-749-3843,,34.089497,-81.17456,census,34.089241,-81.174366,1,rooftop,1009,Lake Murray Blvd,,,Irmo,SC,Lexington County,29063,US,Lexington
1598868366,SOUTH CAROLINA CVS PHARMACY LLC,1598868366,,71132D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,733 S IRBY ST,,FLORENCE,SC,295015213,843-665-4475,843-665-5482,34.18557089,-79.7679333,Google Maps,34.185605,-79.76786,1,rooftop,711,S Irby St,,,Florence,SC,Florence County,29501,US,Florence
