npi,basic_organization_name,hours_of_operation,medicaid_id,addresses_telephone_number,geoid,tract_latitude,tract_longitude,lat,lon
1467551390,CHAPIN HEALTH INVESTORS,,714951,803-345-1114,45063021204,+34.1597134,-081.3343000,34.16279,-81.35544
1467581819,CATAWBA INDIAN HLTH CTR PHARMACY,,700001,803-366-9090,45091061202,+34.9090577,-080.8937232,34.944588,-80.913155
1467617258,WALGREEN CO,,715725,864-224-8433,45007012002,+34.4883851,-082.7367187,34.508064,-82.74264
1467818922,PUBLIX SUPER MARKETS INC,,716386,843-903-4615,45051060206,+33.7481936,-078.9320200,33.758076,-78.96284
1467851501,PAWLEYS ISLAND PHARMACY OF LITCHFIELD LLC,,715334,843-314-0498,45043920503,+33.4766920,-079.1281755,33.4861285,-79.09778708
1467934810,"CORNERSTONE ALLIANCE, LLC",,718136,803-345-9999,45063021204,+34.1597134,-081.3343000,34.15386531,-81.3351908
1477065704,WAL-MART STORES EAST LP,,717664,803-305-6237,45085001704,+33.8928584,-080.3795257,33.90595,-80.379395
1477072874,CHERRY GROVE DRUG LLC,,717557,843-361-3784,45051040300,+33.8340470,-078.6677196,33.83954389,-78.64540549
1477110047,RURAL HEALTH SERVICES INC,,7Z1033,803-380-7010,45003022001,+33.4469771,-081.6399794,33.465607,-81.686935
1477562262,HAWTHORNE CAMDEN PHARMACY LLC,,764734,803-425-8378,45055970500,+34.2954753,-080.6158639,34.27644,-80.60949
1477568327,INGLES MARKETS INC,,774813,864-886-0615,45073030601,+34.7033834,-082.9775697,34.70237436,-82.93699453
1477570638,WAL-MART STORES EAST LP,,726668,843-763-2006,45019005600,+32.8010357,-080.0830664,32.82397,-80.079735
1477593812,PUBLIX SUPER MARKETS INC,,715411,843-986-9658,45013000903,+32.3824780,-080.6515172,32.413223,-80.6511
1477656163,SOUTH CAROLINA CVS PHARMACY LLC,,743116,803-787-0186,45079011202,+34.0260545,-080.9781370,34.019924,-80.97085
1477656239,SOUTH CAROLINA CVS PHARMACY LLC,,747023,864-576-9268,45083022005,+34.8963095,-082.0038734,34.92015,-81.994675
1477691962,HAWTHORNE WINNSBORO PHARMACY INC.,,716920,803-635-3565,45039960400,+34.3646209,-081.0494245,34.3815929,-81.0861363
1477709756,WALGREEN CO,,715786,864-234-2451,45045004400,+34.8479697,-082.3501653,34.83867539,-82.35599187
1477787562,WALGREEN CO,,715736,803-631-4144,45091061707,+35.1328855,-081.0658123,35.12116655,-81.08394457
1477892644,SOUTH END PHARMACY,,714376,803-366-3784,45091061301,+34.8868433,-081.0383810,34.90184,-81.028275
1477950632,"RURAL HEALTH SERVICES, INC",,715540,803-380-7000,45003021400,+33.5732059,-081.7228476,33.57492011,-81.71239443
1477957397,WAL-MART STORES EAST LP,,715577,803-997-6138,45075011300,+33.4824862,-080.8596624,33.47119821,-80.85899025
1477969053,PUBLIX SUPER MARKETS INC,,715317,843-852-2031,45019002605,+32.8034113,-079.9928200,32.814564,-79.99747
1487108031,PUBLIX SUPER MARKETS INC,,716745,803-345-7542,45063021204,+34.1597134,-081.3343000,34.167324,-81.35669
1487142956,CARESOUTH CAROLINA INC,,71789D,843-378-4148,45031010100,+34.4505586,-079.8239245,34.501804,-79.86248
1487682878,MILRUSH LLC,,713459,803-482-2249,45023021000,+34.5721311,-080.9053042,34.5828,-80.90691
1487757241,SOUTH CAROLINA CVS PHARMACY LLC,,711321,864-833-5000,45059920800,+34.4227328,-081.8992407,34.454388,-81.876396
1487781217,WALGREEN CO,,715800,864-879-1063,45083023202,+34.9056795,-082.1772299,34.897156,-82.19609
1487790812,"VCORP,LLC DBA BLUFFTON PHARMACY",,724671,843-757-4999,45013002107,+32.2608068,-080.8659839,32.241028,-80.85936
1487849949,WALGREEN CO,,715795,843-871-9289,45035010604,+33.0251456,-080.2112637,33.01416223,-80.23795219
1487854204,WAL-MART STORES EAST LP,,796568,803-648-6464,45003021300,+33.5673561,-081.7526423,33.563614,-81.76695
1487931341,LITTLE RIVER MEDICAL CENTER PHARMACY,,713556,843-663-8051,45051060209,+33.7718668,-078.9473766,33.762745,-78.96363
1497159305,WAL-MART STORES EAST LP,,715575,843-269-9980,45041000202,+34.1653321,-079.8327347,34.17595224,-79.81144852
1497278501,WALGREEN CO,,717703,217-709-2386,45073031000,+34.6292891,-083.0946501,34.664486,-83.09482
1497772669,SAMS EAST INC,,769246,803-749-4775,45063021111,+34.0661938,-081.1554643,34.075195,-81.15488
1497809479,CAROLINA HEALTH CENTERS,,780882,864-330-8230,45047970800,+34.1118770,-082.1861034,34.17335385,-82.15764023
1497858260,SOUTH CAROLINA CVS PHARMACY LLC,,742351,864-427-7668,45087030100,+34.7276446,-081.6274414,34.71901,-81.63963
1497859201,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710747,843-292-0621,45041000600,+34.1546745,-079.7528863,34.160236,-79.75555
1497863062,COMMUNITY PHARMACY OF FORT MILL INC.,,713249,803-548-2851,45091061004,+35.0120768,-080.9768143,35.021633,-80.960434
1508008202,DELTA OF CHARLESTON INC,,710378,843-937-0960,45019005100,+32.7866809,-079.9264498,32.786316,-79.92903
1508109497,"BRUNSON'S PHARMACY, LLC",,714411,803-435-2511,45027960500,+33.7032431,-080.2749535,33.69655551,-80.21043744
1508127739,WAL-MART STORES EAST LP,,714115,843-479-0029,45069960200,+34.5638971,-079.7572819,34.64015088,-79.70457406
1508223645,BERKELEY HOME PHARMACY LLC,,716354,843-899-4700,45015020506,+33.1834737,-079.9987130,33.18583,-80.00062
1508303330,WAL-MART STORES EAST LP,,717207,843-489-3215,45013000902,+32.4453561,-080.6342550,32.40868176,-80.63295455
1508347931,SOUTH CAROLINA CVS PHARMACY LLC,,718331,843-903-0444,45051060308,+33.8055890,-078.8474659,33.75784,-78.85635
1508382839,MRVM LLC,,717448,#(864) 301-8441,45045004200,+34.8345704,-082.3904774,34.828438,-82.399284
1508816802,GREENVILLE HEALTH CORPORATION,,726635,864-455-8910,45045002103,+34.8059127,-082.4073509,34.821472,-82.41376
1508903394,ROSA CLARK MEDICAL CENTER,,731290,864-882-4629,45073030601,+34.7033834,-082.9775697,34.694366,-82.98794
1508938879,CVS PHARMACY #02923,,799538,803-551-1030,45079000500,+34.0325295,-081.0314226,34.02734202,-81.03015145
1508969270,SOUTH CAROLINA CVS PHARMACY LLC,,742657,843-448-4437,45051050500,+33.7168113,-078.8665665,33.727726,-78.86931
1508994872,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,768947,843-987-7423,45013000800,+32.3847275,-080.6965888,32.399803,-80.68517
1518060284,SOUTH CAROLINA CVS PHARMACY LLC,,711388,803-648-2339,45003021602,+33.5103235,-081.6813231,33.518234,-81.71665
1518060292,SOUTH CAROLINA CVS PHARMACY LLC,,711295,803-957-5322,45063021032,+34.0104257,-081.2150799,33.99386,-81.22752
1518114339,WAL-MART STORES EAST LP,,710164,864-288-8081,45045002803,+34.8679018,-082.2744454,34.85968,-82.26403
1518233535,STUCKEY PHARMACY LLC,,713863,843-558-1010,45089970300,+33.7322496,-079.4268421,33.751545,-79.44745
1518313329,PUBLIX SUPER MARKETS INC,,716629,843-449-1620,45051050303,+33.7568838,-078.8111818,33.749554,-78.815735
1518417351,ALLENDALE COUNTY HOSPITAL BOARD,,718114,803-632-3311,45005970400,+32.8745690,-081.3241455,32.966095,-81.24761
1518596873,WALGREEN CO,,,803-358-8208,45063021022,+34.0017338,-081.3138256,33.979633,-81.30512
1518989268,SOUTH CAROLINA CVS PHARMACY LLC,,716311,803-985-3888,45091061201,+34.9106162,-080.9614516,34.938362,-80.98031
1528007465,PUBLIX SUPER MARKETS INC,,767282,864-234-3866,45045002816,+34.8025393,-082.1900960,34.80563,-82.227165
1528041373,MED MART LEX,,716242,803-957-5969,45063021029,+33.9709573,-081.2466290,33.98782,-81.24221
1528079175,CROMER MEDICAL SERVICES INC,,752895,803-276-0990,45071950202,+34.2795093,-081.5635938,34.284977,-81.59799
1528085776,WAL-MART STORES EAST LP,,723610,803-732-0617,45063021111,+34.0661938,-081.1554643,34.07550723,-81.15097528
1528085784,WAL-MART STORES EAST LP,,724476,843-539-1555,45029970401,+33.0054202,-080.7171243,32.93594391,-80.6899034
1528104767,WALGREEN CO,,715798,864-801-2337,45045002506,+34.9556129,-082.2709367,34.941967,-82.259285
1528161205,SOUTH CAROLINA CVS PHARMACY LLC,,745833,803-259-3649,45011970300,+33.2731810,-081.3721662,33.24642329,-81.36688061
1528229390,WALGREEN CO.,,715722,803-648-8155,45003021203,+33.4860371,-081.7256873,33.514896,-81.71504
1528319548,U-SAVE-IT PHARMACY INC,,714209,864-577-0087,45083021402,+35.0164539,-081.9222548,35.025658,-81.89536
1528365046,GREENVILLE HEALTH CORPORATION,,715418,864-885-7336,45073030601,+34.7033834,-082.9775697,34.69492,-82.98555
1528388279,NYES PHARMACY OF CONWAY INC,,710957,843-248-5015,45051070300,+33.8534671,-079.0653864,33.839222,-79.05949
1528451556,WAL-MART STORES EAST LP,,715920,864-760-6162,45007001100,+34.5418110,-082.6594195,34.543583,-82.63127
1528512357,SHELBY PHARMACY LLC,,716737,864-642-4879,45077010801,+34.8349715,-082.6269605,34.83736,-82.609795
1538108444,PUBLIX SUPER MARKETS INC,,730273,803-441-3906,45003020802,+33.4918418,-081.9708285,33.49755016,-81.96208792
1538174628,WALGREEN CO,,715783,864-240-8141,45045002302,+34.8811322,-082.4173125,34.891308,-82.406494
1538186788,WAL-MART STORES EAST LP,,722592,864-574-1985,45083020602,+34.9317702,-081.9805712,34.93524289,-81.98492993
1538195029,SANDHILLS MEDICAL FOUNDATION,,784674,803-438-5537,45055970402,+34.2346731,-080.6900046,34.224884,-80.68862
1538252671,LONGS DRUGSTORES OF SC INC,,715057,803-254-4619,45079002500,+33.9934982,-080.9938435,33.996033,-80.98756
1538263330,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,71082D,864-421-1586,45045002108,+34.8289154,-082.4158114,34.822582,-82.41441
1538347893,GREENVILLE HEALTH CORPORATION,,798192,864-522-1700,45045002503,+34.9060735,-082.2434794,34.91846,-82.24162
1538449707,"L&R LAX, LLC",,713452,803-289-0000,45057010500,+34.6924242,-080.8004274,34.69013,-80.78477
1548275142,PIGGLY WIGGLY OF MANNING INC.,,709460,803-433-2412,45027960701,+33.6390856,-080.2315868,33.691273,-80.21282
1548275613,WALGREEN CO,,765988,843-272-8399,45051040500,+33.7932933,-078.7441369,33.80317527,-78.73197894
1548275639,WALGREEN CO,,715826,864-962-1839,45045003013,+34.6976980,-082.2623275,34.71523,-82.25605
1548287709,WAL-MART STORES EAST LP,,749476,864-814-6262,45083022405,+35.0550885,-081.9892445,35.05076,-81.987785
1548328743,K-TUCK L L C,,757660,843-759-2800,45033970500,+34.3339068,-079.2077718,34.341187,-79.16604
1548364342,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710750,803-419-4002,45079011413,+34.1061891,-080.8804863,34.097694,-80.85622
1548374242,TEGA CAY FAMILY PHARMACY,,797985,803-547-6100,45091061003,+35.0459807,-081.0121273,35.06206854,-80.99318534
1548414543,THE KROGER CO,,710202,803-442-4510,45003020702,+33.5019859,-081.9498430,33.50937,-81.95804
1548769219,"LONG'S DRUGSTORES OF SOUTH CAROLINA, INC.",,717623,803-254-5884,45045000500,+34.8376715,-082.4115284,34.843178,-82.41619
1558301994,PUBLIX SUPER MARKETS INC,,767806,843-706-3504,45013002106,+32.2494167,-080.9091717,32.27729,-80.87576
1558309534,BLYTHEWOOD PROFESSIONAL DRUG COMPANY INC.,,780131,803-786-8100,45079010102,+34.1723843,-080.9792738,34.21718543,-80.9802807
1558366930,"ORANGE CUT RATE DRUG STORE, INC.",,719284,803-536-0007,45075011000,+33.5254269,-080.8599676,33.514767,-80.859
1558376640,WALGREEN CO,,715750,864-223-6904,45047970301,+34.2232322,-082.1807949,34.210236,-82.17673
1558378505,WALGREEN CO,,715793,843-871-1637,45035010808,+32.9763518,-080.1774487,32.99947,-80.18314
1558388710,WAL-MART STORES EAST LP,,730262,803-533-7300,45075010900,+33.5692930,-080.9216953,33.52781,-80.8914
1558688226,"HARRIS TEETER, LLC",,715163,843-971-2075,45019004608,+32.8973520,-079.7890349,32.8768541,-79.807025
1558756072,GUSTAFSONS APOTHECARY LLC,,715837,803-567-3107,45079011414,+34.1126260,-080.8583905,34.10149963,-80.85649658
1558884593,WALGREEN CO,,717720,843-569-3114,45015020707,+33.0619117,-080.0440881,33.031487,-80.059456
1568402428,PUBLIX SUPER MARKETS INC,,743286,843-762-5676,45019002003,+32.6854321,-079.9526678,32.6933173,-79.9652961
1568402907,PUBLIX SUPER MARKETS INC,,736224,803-788-1655,45079011413,+34.1061891,-080.8804863,34.11617,-80.885345
1568477412,INGLES MARKETS INC,,769441,864-542-1426,45083021302,+34.9498435,-081.8897359,34.934258,-81.89502
1568489722,WAL-MART STORES EAST LP,,726418,803-366-8191,45091060901,+34.9579150,-080.9758058,34.941956,-80.95663
1568527752,GREELEYVILLE PHARMACY,,717026,843-426-2170,45089970700,+33.6086383,-080.0059872,33.583486,-79.99009119
1568544591,COMMUNITY MEDICAL CENTER,,725403,803-531-6900,45075010300,+33.4385177,-080.4719225,33.44430098,-80.4221857
1568565257,SOUTH CAROLINA CVS PHARMACY LLC,,743457,803-237-4036,45043920504,+33.4176484,-079.1864379,33.43716231,-79.13017717
1568697621,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710450,843-821-2629,45035010813,+32.9767187,-080.1609388,32.963184,-80.16575
1568745081,PUBLIX SUPER MARKETS INC,,713530,843-761-3765,45015020711,+33.1440812,-080.1200965,33.101963,-80.12506
1568934677,WELL CENTER PHARMACY LLC,,718604,843-453-3475,45041001000,+34.1911403,-079.7695503,34.1902481,-79.76789658
1578607248,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,707608,843-987-7431,45013002202,+32.3376045,-080.8200441,32.353695,-80.893
1578607289,WATTSVILLE DRUGS INC,,724556,864-984-3579,45059920502,+34.5452035,-082.0223328,34.519722,-81.99965
1578666335,SOUTH CAROLINA CVS PHARMACY LLC,,743515,843-556-8974,45019002701,+32.7976991,-080.0287926,32.791042,-80.03738
1578666343,SOUTH CAROLINA CVS PHARMACY LLC,,742373,864-834-7269,45045002701,+34.9392993,-082.3924602,34.960766,-82.434586
1578798658,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710447,843-795-3216,45019002006,+32.7325383,-079.9346090,32.742405,-79.9354
1578911772,SAMS EAST INC,,716700,803-223-0091,45079011418,+34.1299753,-080.8929715,34.125572,-80.87791
1578994786,SAMS EAST INC,,715076,843-758-6087,45041000201,+34.1991944,-079.8244682,34.188232,-79.82459
1588002497,INGLES MARKETS INC,,714639,864-855-9790,45077010602,+34.8637948,-082.5383536,34.826205,-82.545376
1588016687,"PALMETTO INFUSION SERVICES, LLC",,716714,843-414-0287,45019003115,+32.9798853,-080.0611887,32.974792,-80.07309
1588709828,SUMMERTON DRUGS COMPOUNDING AND DISPENSARY,,791065,803-485-8586,45027960801,+33.6166680,-080.4129605,33.608257,-80.35079
1588761423,POWERS PHARMACY OF LORIS INC,,714112,843-756-1600,45051020200,+34.0490659,-078.8433664,34.05629,-78.89072
1588771927,"FETTER HEALTH CARE NETWORK, INC",,710457,843-722-4112,45019000700,+32.7893794,-079.9385460,32.794304,-79.93808
1588927057,HARRIS TEETER LLC,,715174,704-844-6524,45091061003,+35.0459807,-081.0121273,35.06289,-80.99351
1598774366,HAWTHORNE PHARMACY SUNSET INC.,,758451,803-794-7990,45063020506,+34.0140354,-081.1321082,34.00529,-81.118126
1598858987,"THE MEDICINE MART OF WEST COLUMBIA, INC",,764951,803-791-7043,45063020509,+34.0041109,-081.0744651,34.00039469,-81.08038531
1598868267,SOUTH CAROLINA CVS PHARMACY LLC,,740773,803-749-3843,45063021112,+34.0793287,-081.1703013,34.089497,-81.17456
1598868366,SOUTH CAROLINA CVS PHARMACY LLC,,71132D,843-665-4475,45041001000,+34.1911403,-079.7695503,34.18557089,-79.7679333
1609821875,WALGREEN CO,,715739,843-393-2679,45031011200,+34.2982794,-079.8984230,34.317226,-79.89984
1609898352,SOUTH CAROLINA CVS PHARMACY LLC,,716302,803-788-0951,45079011414,+34.1126260,-080.8583905,34.11931901,-80.8768224
1609899988,SOUTH CAROLINA CVS PHARMACY LLC,,716304,843-667-6891,45041000201,+34.1991944,-079.8244682,34.18900285,-79.832829
1609943901,NEW HORIZON FAMILY HEALTH SERVICES INC,,786491,864-801-2035,45045002504,+34.9441768,-082.2341056,34.9462,-82.222916
1609979376,SOUTH CAROLINA CVS PHARMACY LLC,,741882,864-268-9160,45045002602,+34.9063398,-082.3042731,34.916855,-82.31663
1609979384,SOUTH CAROLINA CVS PHARMACY LLC,,711289,803-996-3625,45063021033,+33.9616044,-081.1853977,33.945297,-81.16936
1609982636,JAMISONS PHARMACY INC,,705713,803-536-2165,45075011100,+33.5450483,-080.8457594,33.504898,-80.84645
1609989219,"HARRIS TEETER, LLC",,715162,843-406-7085,45019001902,+32.7627874,-079.9653762,32.746567,-79.97066
1619070398,SOUTH CAROLINA CVS PHARMACY LLC,,743435,803-572-3237,45015020718,+33.0440118,-080.0903542,33.01949,-80.088486
1619074119,SOUTH CAROLINA CVS PHARMACY LLC,,788477,843-716-1220,45051020200,+34.0490659,-078.8433664,34.060036,-78.88545
1619371606,"HOWARD'S PHARMACY, LLC",,715316,864-963-5303,45045003010,+34.7569276,-082.2476429,34.73891423,-82.25549135
1619375839,WALGREEN CO,,715963,843-972-4068,45019004607,+32.7958351,-079.8922487,32.803997,-79.89009
1619485992,REDEC PHARMACY,,717732,803-802-3915,45091061104,+34.9813666,-080.8999384,35.00669,-80.93255
1619490646,WALGREEN CO,,717706,864-574-0038,45083020601,+34.9436658,-081.9798619,34.93858854,-81.98941766
1619916558,PUBLIX SUPER MARKETS INC,,731277,803-643-7976,45003021203,+33.4860371,-081.7256873,33.51306891,-81.71716035
1619929684,"LATTA DRUG COMPANY, INC.",,761731,843-752-0023,45033970600,+34.3374526,-079.4823899,34.33739,-79.43182
1619994860,WAL-MART STORES EAST LP,,723415,803-791-8114,45063020601,+33.9745750,-081.0894477,33.982254,-81.101166
1619994878,WAL-MART STORES EAST LP,,724487,803-699-1100,45079011419,+34.1246693,-080.9027930,34.11573019,-80.8888109
1629017538,PUBLIX SUPER MARKETS INC,,730182,843-832-0557,45035010813,+32.9767187,-080.1609388,32.962425,-80.16536
1629083712,WALGREEN CO,,715746,843-824-9375,45015020718,+33.0440118,-080.0903542,33.023785,-80.08577
1629095872,WAL-MART STORES EAST LP,,722227,843-821-1360,45015020714,+33.0273185,-080.1382363,33.036827,-80.154976
1629172424,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710751,803-865-6684,45079011417,+34.1485824,-080.8993483,34.140022,-80.91393
1629411384,PUBLIX SUPER MARKETS INC,,714578,864-654-3781,45077011205,+34.6834674,-082.8345660,34.68759,-82.81873
1629434071,PALMETTO FAMILY PHARMACY REGENT PARK,,716241,803-980-7272,45091061007,+35.0770172,-080.9234531,35.07695,-80.93433
1629449624,MORGAN'S DRUGS,,716197,803-266-3356,45011970100,+33.3910823,-081.3942081,33.402084,-81.42241
1629472758,INGLES MARKETS INC,,715440,864-338-3184,45007011402,+34.5256364,-082.4416280,34.51782795,-82.48424906
1629526777,KERSHAW FAMILY PHARMACY,,716885,803-320-4401,45057010200,+34.5820726,-080.5578749,34.537815,-80.58283
1639184708,WALGREEN CO,,715779,843-795-5452,45019002002,+32.7340159,-079.9611767,32.73610296,-79.96980164
1639184724,WALGREEN CO,,71579D,843-821-7537,45015020710,+33.0923660,-080.1901804,33.03388,-80.16133
1639196892,WAL-MART STORES EAST LP,,750087,843-445-7851,45051050900,+33.6942078,-078.9128736,33.702454,-78.91515
1639204738,"MORGAN'S PHARMACY OF GILBERT, LLC",,7Z1074,803-892-5572,45063021306,+33.9408267,-081.3600200,33.922695,-81.3978
1639267230,"DANIELS' PHARMACY, INC.",,710446,803-793-3804,45009960100,+33.3261599,-081.1667580,33.32262,-81.14258
1639273436,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710824,864-312-1082,45045002808,+34.8429987,-082.2609847,34.836426,-82.27838
1639332976,WALGREEN CO,,715816,864-878-0599,45077010502,+34.9029715,-082.6597995,34.88469,-82.70411
1639390941,PUBLIX SUPER MARKETS INC,,795941,864-240-2020,45045000200,+34.8478319,-082.3974862,34.85005518,-82.39512798
1639562945,TIDEWATER PHARMACY & MEDICAL SUPPLY LLC,,715890,843-375-6310,45019004606,+32.8232078,-079.8820580,32.80750198,-79.88688711
1639577166,WALGREEN CO,,715686,843-714-6243,45019000400,+32.7825377,-079.9353260,32.785473,-79.936035
1639593304,WAL-MART STORES EAST LP,,715203,843-232-0495,45051051403,+33.6517690,-078.9651225,33.63227,-78.96128
1639737349,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,7Z1044,843-792-2300,45019000600,+32.7850610,-079.9510689,32.78340564,-79.95175044
1639796022,"WALL DRUGS OF PAMPLICO, INC.",,7Z1103,843-933-0080,45041001800,+33.9396465,-079.5799293,33.98938,-79.566246
1649210089,PUBLIX SUPER MARKETS INC,,763898,843-767-5976,45035010820,+32.9028200,-080.1072650,32.914646,-80.10873
1649227133,LANDRUM DRUG INC,,724820,864-457-2401,45083022600,+35.1735263,-082.1860038,35.17463123,-82.19027963
1649250333,HEDGEMARK BRENTWOOD PHARMACY INC,,722273,843-762-1177,45019001901,+32.7470539,-079.9967682,32.762722,-79.98295
1649285735,WALGREEN CO,,715742,843-317-1233,45041001300,+34.1682753,-079.8015603,34.17574,-79.80956
1649297805,WAL-MART STORES EAST LP,,729811,803-648-7766,45003021203,+33.4860371,-081.7256873,33.518745,-81.717064
1649319039,FOWLERS PHARMACY 1 INC,,795371,864-288-5920,45045001302,+34.8343593,-082.3606077,34.83884,-82.35658
1649359928,"HOMECHOICE PARTNERS, INC",,714387,864-583-8190,45083023403,+34.8840778,-082.0792475,34.90687813,-82.10321977
1649373135,SOUTH CAROLINA CVS PHARMACY LLC,,711387,803-347-2613,45051060405,+33.7922107,-079.0120361,33.79731635,-79.00318771
1649467374,WALGREEN CO,,715740,864-855-2925,45077010804,+34.8226519,-082.5830564,34.826035,-82.568344
1649518036,"BLUE WORLD, INC.",,714401,843-676-5115,45091061801,+35.1252818,-081.2174193,35.108986,-81.21568
1649650375,"FAMILY HEALTH CENTERS, INC",,716193,803-793-4282,45009960100,+33.3261599,-081.1667580,33.31298,-81.14387
1649670969,PRIVILEGE PHARMACY INC,,715359,803-708-1226,45063980100,+33.9404138,-081.1222612,33.9557,-81.11889
1649797168,WALGREEN CO,,717718,843-522-8503,45013000700,+32.4169450,-080.6897104,32.40104,-80.68519
1659311090,PUBLIX SUPER MARKETS INC,,733128,864-486-4706,45083023403,+34.8840778,-082.0792475,34.88882,-82.07156
1659346542,ADVANCED MEDICAL GROUP LLC,,791817,803-593-3411,45003021001,+33.5096425,-081.8696608,33.517086,-81.845894
1659351427,"MILL STREET DRUGS, INC",,789448,803-433-2212,45027960701,+33.6390856,-080.2315868,33.688198,-80.2121
1659386506,INGLES MARKETS INC,,769100,864-843-9326,45077011002,+34.7760173,-082.6984761,34.79214695,-82.68977417
1659398816,WAL-MART STORES EAST LP,,726032,864-231-6071,45007011100,+34.5562299,-082.7000331,34.556488,-82.68253
1659465151,"RADHEY, LLC",,715442,864-583-4521,45083021200,+34.9509248,-081.9167596,34.95187971,-81.9304007
1659470433,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,744042,843-876-0253,45019000600,+32.7850610,-079.9510689,32.7841,-79.94451
1659474146,SOUTH CAROLINA CVS PHARMACY LLC,,745376,803-799-1217,45079000500,+34.0325295,-081.0314226,34.02652974,-81.03816696
1659474344,SOUTH CAROLINA CVS PHARMACY LLC,,711338,803-484-5485,45061920302,+34.1505544,-080.2166106,34.21274851,-80.2559698
1659474419,SOUTH CAROLINA CVS PHARMACY LLC,,745914,803-534-0521,45075011300,+33.4824862,-080.8596624,33.483395,-80.87161
1659474583,"PHARMACY CONSULTANTS, LLC",,715213,864-574-5220,45083021402,+35.0164539,-081.9222548,35.002186,-81.936714
1659475614,BEAM & FLYNN INC,,798875,864-223-6120,45047970500,+34.1960292,-082.1475885,34.192818,-82.15932
1659511061,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,731027,843-876-0199,45019000600,+32.7850610,-079.9510689,32.783424,-79.9479
1659550341,PUBLIX SUPER MARKETS INC,,797712,864-246-1190,45045003801,+34.9286296,-082.4471966,34.91252,-82.42927
1659735785,WAL-MART STORES EAST LP,,716595,843-839-9875,45051051000,+33.6667569,-078.9501527,33.683548,-78.95749
1659739118,MEIYA LLC,,716366,864-810-3833,45045004400,+34.8479697,-082.3501653,34.845673,-82.34097
1659808996,INGLES MARKETS INC,,717231,864-225-9528,45007011201,+34.5868486,-082.6411408,34.5627342,-82.62743297
1669021770,"PUBLIX SUPER MARKETS, INC.",,7Z1053,843-867-7820,45019002003,+32.6854321,-079.9526678,32.7155384,-79.96743333
1669546057,JJ BRE INC,,795278,843-659-2204,45027960100,+33.8770296,-079.9705469,33.89019,-80.02219
1669575429,SOUTH CAROLINA CVS PHARMACY LLC,,744177,803-549-1546,45029970402,+32.9671267,-080.6527418,32.92389459,-80.66749623
1669575437,SOUTH CAROLINA CVS PHARMACY LLC,,742737,864-638-9564,45073030401,+34.7713029,-083.0642802,34.756527,-83.04665
1669615860,MJW CORPORATION,,710379,803-648-1776,45003021500,+33.5438340,-081.7090286,33.530514,-81.7221
1669742144,CHARLESTON ENT ASSOCIATES LLC,,713762,843-793-6402,45019002614,+32.8019252,-080.0444568,32.8041,-80.04163
1669876587,WAL-MART STORES EAST LP,,715581,864-605-6373,45045003801,+34.9286296,-082.4471966,34.913,-82.429115
1669926739,AARNA RX LLC,,716735,864-412-7775,45045002904,+34.7790647,-082.3298211,34.776302,-82.315506
1669997441,WALGREEN CO,,717723,843-766-5593,45019002605,+32.8034113,-079.9928200,32.79752,-79.99559
1669997458,WALGREEN CO,,717741,803-695-6015,45079011604,+33.9704856,-080.9678395,33.979694,-80.96148
1679116453,CBTP PARTNERS LLC,,7Z1069,864-670-8150,45083023600,+34.7198669,-082.0268573,34.754448,-82.04181
1679648448,M & D DRUG CO,,716396,843-374-3711,45041002202,+33.8389294,-079.7194929,33.872753,-79.75443
1679666044,CASH & HENDERSON DRUGS INC,,710116,864-461-2314,45083022303,+35.1507291,-081.8682837,35.14969856,-81.86087916
1679670517,MEDICINE MART OF GAFFNEY,,717352,864-489-5198,45021970301,+35.0852653,-081.6728558,35.0764386,-81.64798645
1679676449,SOUTH CAROLINA CVS PHARMACY LLC,,742442,864-224-7469,45007000700,+34.4939131,-082.6616905,34.50099077,-82.68127757
1679732069,WALGREEN CO,,715789,843-740-6977,45015020901,+32.9077134,-080.0080983,32.90027786,-80.0110202
1679941108,CARESOUTH,,716149,843-456-7777,45069960200,+34.5638971,-079.7572819,34.632828,-79.69704
1679950158,WAL-MART STORES EAST LP,,716017,843-714-6289,45015020723,+32.9972694,-080.0464023,33.007866,-80.045105
1689032898,WAL-MART STORES EAST LP,,716419,843-357-2000,45051051605,+33.6150143,-079.0285564,33.58531326,-79.02925612
1689691859,SAMS EAST INC,,769111,864-987-1090,45045002811,+34.8066326,-082.3037438,34.82763,-82.30068
1689730913,WHITE PINE LAND COMPANY INC,,714725,843-264-3291,45043920202,+33.5087031,-079.4737419,33.452312,-79.55572
1689756777,"PROFESSIONAL PHARMACY OF GREER, INC",,710743,864-877-3386,45045002504,+34.9441768,-082.2341056,34.946903,-82.23516
